HOG	OG	Gene Tree Parent Clade	Auxenochlorella_protothecoides	Chlorella_A99	Chlorella_KRBP	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A	Chlorella_Vulgaris2111P	Coccomyxa_SubellipsoideaC169	Micractinium_SAG24180	Scenedesmus_NREL	Scenedesmus_PABB004
N3.HOG0003823	OG0002881	n0									KAF6257228.1 ZIP family transporter [Scenedesmus sp. NREL 46B-D3], KAF6252114.1 hypothetical protein COO60DRAFT_1704442 [Scenedesmus sp. NREL 46B-D3]	KAF8055323.1 zinc transporter [Scenedesmus sp. PABB004]
N3.HOG0003824	OG0002882	n0									KAF6252447.1 class I glutamine amidotransferase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8064570.1 ERDJ3B [Scenedesmus sp. PABB004]
N3.HOG0003825	OG0002883	n0									KAF6264518.1 hypothetical protein COO60DRAFT_129102 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003826	OG0002884	n0									KAF6255803.1 hypothetical protein COO60DRAFT_1641225 [Scenedesmus sp. NREL 46B-D3]	KAF8056828.1 dnajc21 [Scenedesmus sp. PABB004]
N3.HOG0003827	OG0002885	n0									KAF6251815.1 Dymeclin [Scenedesmus sp. NREL 46B-D3], KAF6251495.1 Dyggve-Melchior-Clausen syndrome protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8072811.1 dym [Scenedesmus sp. PABB004]
N3.HOG0003828	OG0002886	n0									KAF6254399.1 phosphatidyl serine synthase [Scenedesmus sp. NREL 46B-D3]	KAF8065960.1 PSS2 [Scenedesmus sp. PABB004]
N3.HOG0003829	OG0002887	n0									KAF6264859.1 FAD/NAD_P_-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8067218.1 PYROXD1 [Scenedesmus sp. PABB004]
N3.HOG0003830	OG0002888	n0									KAF6251009.1 hypothetical protein COO60DRAFT_693819 [Scenedesmus sp. NREL 46B-D3]	KAF8069653.1 zinc finger CCCH domain-containing protein 11 [Scenedesmus sp. PABB004]
N3.HOG0003831	OG0002889	n0									KAF6266652.1 hypothetical protein COO60DRAFT_1291621 [Scenedesmus sp. NREL 46B-D3]	KAF8072959.1 HLB1 [Scenedesmus sp. PABB004]
N3.HOG0003832	OG0002890	n0									KAF6259439.1 bola protein [Scenedesmus sp. NREL 46B-D3]	KAF8068405.1 BOLA4 [Scenedesmus sp. PABB004]
N3.HOG0003833	OG0002891	n0									KAF6255299.1 L-ascorbate peroxidase [Scenedesmus sp. NREL 46B-D3]	KAF8057109.1 ccp1 [Scenedesmus sp. PABB004]
N3.HOG0003834	OG0002892	n0										KAF8067414.1 hypothetical protein HT031_002462 [Scenedesmus sp. PABB004]
N3.HOG0003835	OG0002893	n0									KAF6265619.1 ribosomal L29 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8063791.1 RPL35 [Scenedesmus sp. PABB004]
N3.HOG0003836	OG0002894	n0									KAF6256640.1 hypothetical protein COO60DRAFT_92934 [Scenedesmus sp. NREL 46B-D3], KAF6256641.1 CPSF A subunit region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8061977.1 cleavage and polyadenylation specificity factor subunit 1 [Scenedesmus sp. PABB004]
N3.HOG0003837	OG0002895	n0									KAF6264036.1 pseudouridine synthase [Scenedesmus sp. NREL 46B-D3]	KAF8057246.1 PUS3 [Scenedesmus sp. PABB004]
N3.HOG0003838	OG0002896	n0									KAF6266476.1 ABC1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8073018.1 ABC1K3 [Scenedesmus sp. PABB004]
N3.HOG0003839	OG0002897	n0									KAF6255397.1 hypothetical protein COO60DRAFT_1622396 [Scenedesmus sp. NREL 46B-D3]	KAF8067195.1 hypothetical protein HT031_002242 [Scenedesmus sp. PABB004]
N3.HOG0003840	OG0002898	n0									KAF6258008.1 hypothetical protein COO60DRAFT_1163870 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003841	OG0002899	n0									KAF6263893.1 mitochondrial glycerol-3-phosphate dehydrogenase [Scenedesmus sp. NREL 46B-D3]	KAF8066195.1 SDP6 [Scenedesmus sp. PABB004]
N3.HOG0003842	OG0002900	n0									KAF6260516.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003843	OG0002901	n0									KAF6258253.1 hypothetical protein COO60DRAFT_1701424 [Scenedesmus sp. NREL 46B-D3]	KAF8063077.1 hypothetical protein HT031_003916 [Scenedesmus sp. PABB004]
N3.HOG0003844	OG0002902	n5									KAF6261326.1 hypothetical protein COO60DRAFT_793930 [Scenedesmus sp. NREL 46B-D3], KAF6261325.1 hypothetical protein COO60DRAFT_1502416 [Scenedesmus sp. NREL 46B-D3]	KAF8071303.1 protein phosphatase 2C 67 [Scenedesmus sp. PABB004]
N3.HOG0003845	OG0002902	n7									KAF6261322.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003846	OG0002903	n0									KAF6252872.1 cytochrome C biogenesis protein transmembrane region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8069712.1 CCDA2 [Scenedesmus sp. PABB004]
N3.HOG0003847	OG0002904	n0									KAF6253121.1 endoplasmic reticulum vesicle transporter-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8069699.1 ergic3 [Scenedesmus sp. PABB004]
N3.HOG0003848	OG0002905	n0									KAF6260576.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8071275.1 ychF [Scenedesmus sp. PABB004]
N3.HOG0003849	OG0002906	n0									KAF6255701.1 DIE2/ALG10 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6262152.1 peptidase S8/S53 domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8057743.1 ALG10 [Scenedesmus sp. PABB004]
N3.HOG0003850	OG0002907	n0									KAF6266294.1 hypothetical protein COO60DRAFT_445945 [Scenedesmus sp. NREL 46B-D3], KAF6266293.1 hypothetical protein COO60DRAFT_445888 [Scenedesmus sp. NREL 46B-D3]	KAF8057874.1 hypothetical protein HT031_005820 [Scenedesmus sp. PABB004]
N3.HOG0003851	OG0002908	n0									KAF6260938.1 photosystem I reaction center subunit O [Scenedesmus sp. NREL 46B-D3]	KAF8072751.1 hypothetical protein HT031_000411 [Scenedesmus sp. PABB004]
N3.HOG0003852	OG0002909	n0									KAF6255707.1 type II DNA topoisomerase [Scenedesmus sp. NREL 46B-D3]	KAF8057741.1 hypothetical protein HT031_005925 [Scenedesmus sp. PABB004]
N3.HOG0003853	OG0002910	n0									KAF6259448.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8068402.1 manganese-dependent ADP-ribose/CDP-alcohol diphosphatase [Scenedesmus sp. PABB004]
N3.HOG0003854	OG0002911	n0									KAF6254181.1 ribonuclease H-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8064490.1 mok12 [Scenedesmus sp. PABB004]
N3.HOG0003855	OG0002912	n0									KAF6257362.1 endoplasmic reticulum vesicle transporter-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8056116.1 ergic3 [Scenedesmus sp. PABB004]
N3.HOG0003856	OG0002913	n0									KAF6257307.1 hypothetical protein COO60DRAFT_1524452 [Scenedesmus sp. NREL 46B-D3]	KAF8069594.1 hypothetical protein HT031_001711 [Scenedesmus sp. PABB004]
N3.HOG0003857	OG0002914	n0										KAF8069473.1 hypothetical protein HT031_001589 [Scenedesmus sp. PABB004]
N3.HOG0003858	OG0002915	n0									KAF6255977.1 Rft protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8057727.1 r [Scenedesmus sp. PABB004]
N3.HOG0003859	OG0002916	n0									KAF6256954.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8068210.1 zinc finger CCCH domain-containing protein 56 [Scenedesmus sp. PABB004]
N3.HOG0003860	OG0002917	n0									KAF6250742.1 aspartate kinase [Scenedesmus sp. NREL 46B-D3]	KAF8056140.1 AK1 [Scenedesmus sp. PABB004]
N3.HOG0003861	OG0002918	n0									KAF6257164.1 hypothetical protein COO60DRAFT_1271527 [Scenedesmus sp. NREL 46B-D3]	KAF8058134.1 sart3 [Scenedesmus sp. PABB004]
N3.HOG0003862	OG0002919	n0									KAF6250735.1 hypothetical protein COO60DRAFT_757708 [Scenedesmus sp. NREL 46B-D3], KAF6249420.1 hypothetical protein COO60DRAFT_970618 [Scenedesmus sp. NREL 46B-D3]	KAF8068437.1 hypothetical protein HT031_002126 [Scenedesmus sp. PABB004]
N3.HOG0003863	OG0002920	n0									KAF6256499.1 adaptin N terminal region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8062703.1 BETAA-AD [Scenedesmus sp. PABB004]
N3.HOG0003864	OG0002921	n0									KAF6262353.1 hypothetical protein COO60DRAFT_649925 [Scenedesmus sp. NREL 46B-D3]	KAF8059143.1 eukaryotic translation initiation factor 3 subunit M [Scenedesmus sp. PABB004]
N3.HOG0003865	OG0002922	n0									KAF6251757.1 beta-lactamase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8072399.1 hypothetical protein HT031_000058 [Scenedesmus sp. PABB004]
N3.HOG0003866	OG0002923	n0									KAF6256883.1 ribosome biogenesis protein Nop53/GLTSCR2 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003867	OG0002924	n0									KAF6263133.1 PUA-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8072493.1 ORTH2 [Scenedesmus sp. PABB004]
N3.HOG0003868	OG0002925	n0									KAF6252912.1 electron transfer flavo protein-ubiquinone oxidoreductase [Scenedesmus sp. NREL 46B-D3]	KAF8072354.1 hypothetical protein HT031_000013 [Scenedesmus sp. PABB004]
N3.HOG0003869	OG0002926	n0									KAF6264015.1 ATP phosphoribosyl transferase [Scenedesmus sp. NREL 46B-D3], KAF6264027.1 hypothetical protein COO60DRAFT_268630 [Scenedesmus sp. NREL 46B-D3]	KAF8057258.1 HISN1B [Scenedesmus sp. PABB004]
N3.HOG0003870	OG0002927	n0									KAF6259833.1 hypothetical protein COO60DRAFT_964462 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003871	OG0002928	n0									KAF6260405.1 Dos2-interacting transcription regulator of RNA-Pol-II-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6257917.1 Dos2-interacting transcription regulator of RNA-Pol-II-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8073152.1 LARGE2 [Scenedesmus sp. PABB004]
N3.HOG0003872	OG0002929	n0									KAF6255886.1 hypothetical protein COO60DRAFT_1532750 [Scenedesmus sp. NREL 46B-D3], KAF6251934.1 hypothetical protein COO60DRAFT_1704515 [Scenedesmus sp. NREL 46B-D3]	KAF8073236.1 hypothetical protein HT031_000897 [Scenedesmus sp. PABB004]
N3.HOG0003873	OG0002930	n0									KAF6262911.1 ABC transporter type 1_ transmembrane domain MetI-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8061931.1 SULP2 [Scenedesmus sp. PABB004]
N3.HOG0003874	OG0002931	n0									KAF6253362.1 hypothetical protein COO60DRAFT_1273754 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003875	OG0002932	n0									KAF6258966.1 tryptophan synthetase alpha subunit [Scenedesmus sp. NREL 46B-D3]	KAF8073088.1 TRPA1 [Scenedesmus sp. PABB004]
N3.HOG0003876	OG0002933	n0									KAF6258749.1 hypothetical protein COO60DRAFT_1517298 [Scenedesmus sp. NREL 46B-D3]	KAF8066215.1 FKBP20-2 [Scenedesmus sp. PABB004]
N3.HOG0003877	OG0002934	n0									KAF6260387.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8073162.1 DEAD-box ATP-dependent RNA helicase 24 [Scenedesmus sp. PABB004]
N3.HOG0003878	OG0002935	n0									KAF6265297.1 hypothetical protein COO60DRAFT_1621510 [Scenedesmus sp. NREL 46B-D3]	KAF8069489.1 PETs [Scenedesmus sp. PABB004]
N3.HOG0003879	OG0002936	n0									KAF6259903.1 Clavaminate synthase-like protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003880	OG0002937	n0									KAF6265622.1 guanine-N-7 methyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8061311.1 trmB [Scenedesmus sp. PABB004]
N3.HOG0003881	OG0002938	n0									KAF6252925.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8054758.1 nctA [Scenedesmus sp. PABB004], KAF8072344.1 nctA [Scenedesmus sp. PABB004]
N3.HOG0003882	OG0002939	n0									KAF6263166.1 cell division cycle protein 14_ partial [Scenedesmus sp. NREL 46B-D3]	KAF8072515.1 CDC14A [Scenedesmus sp. PABB004]
N3.HOG0003883	OG0002940	n0									KAF6262929.1 hypothetical protein COO60DRAFT_1699063 [Scenedesmus sp. NREL 46B-D3]	KAF8061906.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-A [Scenedesmus sp. PABB004]
N3.HOG0003884	OG0002941	n0									KAF6250571.1 pontin [Scenedesmus sp. NREL 46B-D3]	KAF8059124.1 RIN1 [Scenedesmus sp. PABB004]
N3.HOG0003885	OG0002942	n0									KAF6254128.1 hypothetical protein COO60DRAFT_1622500 [Scenedesmus sp. NREL 46B-D3]	KAF8060471.1 Pclo [Scenedesmus sp. PABB004]
N3.HOG0003886	OG0002943	n0									KAF6252780.1 pyruvate dehydrogenase [Scenedesmus sp. NREL 46B-D3]	KAF8068297.1 pdhC [Scenedesmus sp. PABB004]
N3.HOG0003887	OG0002944	n0									KAF6258293.1 ABC transporter type 1_ transmembrane domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8069470.1 ABCB26 [Scenedesmus sp. PABB004]
N3.HOG0003888	OG0002945	n0									KAF6259419.1 hypothetical protein COO60DRAFT_1008906 [Scenedesmus sp. NREL 46B-D3]	KAF8068385.1 VPS11 [Scenedesmus sp. PABB004]
N3.HOG0003889	OG0002946	n0									KAF6265106.1 WD40 repeat-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8055387.1 WDR36 [Scenedesmus sp. PABB004]
N3.HOG0003890	OG0002947	n0									KAF6258235.1 hypothetical protein COO60DRAFT_1701416 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003891	OG0002948	n0									KAF6265489.1 hypothetical protein COO60DRAFT_1457089 [Scenedesmus sp. NREL 46B-D3]	KAF8066312.1 MINDY1 [Scenedesmus sp. PABB004]
N3.HOG0003892	OG0002949	n0									KAF6265186.1 flagellar/basal body protein [Scenedesmus sp. NREL 46B-D3], KAF6252093.1 flagellar/basal body protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003893	OG0002950	n0									KAF6251363.1 RecF/RecN/SMC [Scenedesmus sp. NREL 46B-D3]	KAF8072407.1 SMC4 [Scenedesmus sp. PABB004]
N3.HOG0003894	OG0002951	n0									KAF6261283.1 SAC domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8071317.1 SAC1 [Scenedesmus sp. PABB004]
N3.HOG0003895	OG0002952	n0									KAF6265921.1 glutamyl tRNA amidotransferase_ subunit A [Scenedesmus sp. NREL 46B-D3]	KAF8071079.1 hypothetical protein HT031_001161 [Scenedesmus sp. PABB004]
N3.HOG0003896	OG0002953	n0									KAF6265212.1 amine oxidase [Scenedesmus sp. NREL 46B-D3]	KAF8069567.1 POX1 [Scenedesmus sp. PABB004]
N3.HOG0003897	OG0002954	n0									KAF6256710.1 ribosomal protein L23/L15e core domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8070994.1 RPS24B [Scenedesmus sp. PABB004]
N3.HOG0003898	OG0002955	n0									KAF6251367.1 L domain-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8072405.1 U2 small nuclear ribonucleoprotein A-like protein [Scenedesmus sp. PABB004]
N3.HOG0003899	OG0002956	n0									KAF6265896.1 RecF/RecN/SMC [Scenedesmus sp. NREL 46B-D3]	KAF8071065.1 SMC3 [Scenedesmus sp. PABB004]
N3.HOG0003900	OG0002957	n0									KAF6257607.1 hypothetical protein COO60DRAFT_1701744 [Scenedesmus sp. NREL 46B-D3]	KAF8072444.1 hypothetical protein HT031_000103 [Scenedesmus sp. PABB004]
N3.HOG0003901	OG0002958	n0									KAF6260417.1 hypothetical protein COO60DRAFT_890406 [Scenedesmus sp. NREL 46B-D3], KAF6251984.1 hypothetical protein COO60DRAFT_1704512 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003902	OG0002959	n0									KAF6255787.1 tRNA synthetases class I-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8061391.1 ileS [Scenedesmus sp. PABB004]
N3.HOG0003903	OG0002960	n0									KAF6258408.1 DNA-directed RNA polymerase III_ subunit 2 [Scenedesmus sp. NREL 46B-D3]	KAF8060067.1 POLR3B [Scenedesmus sp. PABB004]
N3.HOG0003904	OG0002961	n0									KAF6250379.1 methionine aminopeptidase [Scenedesmus sp. NREL 46B-D3]	KAF8058467.1 MAP1A [Scenedesmus sp. PABB004]
N3.HOG0003905	OG0002962	n0									KAF6266723.1 GDP dissociation inhibitor [Scenedesmus sp. NREL 46B-D3]	KAF8072901.1 GDI2 [Scenedesmus sp. PABB004]
N3.HOG0003906	OG0002963	n0									KAF6263116.1 Symplekin tight junction protein C terminal-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6263117.1 hypothetical protein COO60DRAFT_1671782 [Scenedesmus sp. NREL 46B-D3]	KAF8072491.1 hypothetical protein HT031_000150 [Scenedesmus sp. PABB004]
N3.HOG0003907	OG0002964	n0									KAF6247880.1 hypothetical protein COO60DRAFT_1135630 [Scenedesmus sp. NREL 46B-D3], KAF6251998.1 hypothetical protein COO60DRAFT_566783 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003908	OG0002965	n0									KAF6266543.1 helicase C-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003909	OG0002966	n0									KAF6255536.1 hypothetical protein COO60DRAFT_1702779 [Scenedesmus sp. NREL 46B-D3], KAF6255538.1 hypothetical protein COO60DRAFT_1702781 [Scenedesmus sp. NREL 46B-D3]	KAF8065610.1 Lrrc47 [Scenedesmus sp. PABB004]
N3.HOG0003910	OG0002967	n0									KAF6260598.1 hypothetical protein COO60DRAFT_1269332 [Scenedesmus sp. NREL 46B-D3]	KAF8058081.1 rlmN [Scenedesmus sp. PABB004]
N3.HOG0003911	OG0002968	n0									KAF6266491.1 TIM21-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8073012.1 TIM21 [Scenedesmus sp. PABB004]
N3.HOG0003912	OG0002969	n0									KAF6251811.1 hypothetical protein COO60DRAFT_1464035 [Scenedesmus sp. NREL 46B-D3]	KAF8072814.1 yju2 [Scenedesmus sp. PABB004]
N3.HOG0003913	OG0002970	n0									KAF6255175.1 sulfite oxidase [Scenedesmus sp. NREL 46B-D3]	KAF8069467.1 hypothetical protein HT031_001583 [Scenedesmus sp. PABB004]
N3.HOG0003914	OG0002971	n0									KAF6254970.1 hypothetical protein COO60DRAFT_1537822 [Scenedesmus sp. NREL 46B-D3]	KAF8058833.1 L-lactate permease [Scenedesmus sp. PABB004]
N3.HOG0003915	OG0002972	n0									KAF6261900.1 Aldehyde/histidinol dehydrogenase [Scenedesmus sp. NREL 46B-D3]	KAF8061097.1 ALDH22A1 [Scenedesmus sp. PABB004]
N3.HOG0003916	OG0002973	n0									KAF6262146.1 hypothetical protein COO60DRAFT_675450 [Scenedesmus sp. NREL 46B-D3]	KAF8071326.1 E1A-binding protein p400 [Scenedesmus sp. PABB004]
N3.HOG0003917	OG0002974	n0									KAF6257017.1 hypothetical protein COO60DRAFT_1526229 [Scenedesmus sp. NREL 46B-D3]	KAF8059176.1 GPAT9 [Scenedesmus sp. PABB004]
N3.HOG0003918	OG0002975	n0									KAF6266737.1 phosphoribosylformylglycinamidine cyclo-ligase [Scenedesmus sp. NREL 46B-D3]	KAF8072910.1 PUR5 [Scenedesmus sp. PABB004]
N3.HOG0003919	OG0002977	n0									KAF6265078.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003920	OG0002978	n0									KAF6266389.1 transcription factor Tfb4-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266391.1 VTC domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8057934.1 TFB4 [Scenedesmus sp. PABB004]
N3.HOG0003921	OG0002979	n0									KAF6254016.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8063054.1 TXNDC5 [Scenedesmus sp. PABB004]
N3.HOG0003922	OG0002980	n0									KAF6264581.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8060346.1 NMT1 [Scenedesmus sp. PABB004]
N3.HOG0003923	OG0002981	n0									KAF6254101.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]	KAF8055485.1 IPO5 [Scenedesmus sp. PABB004]
N3.HOG0003924	OG0002982	n0									KAF6251129.1 hypothetical protein COO60DRAFT_1705044 [Scenedesmus sp. NREL 46B-D3]	KAF8060078.1 hypothetical protein HT031_005017 [Scenedesmus sp. PABB004]
N3.HOG0003925	OG0002983	n0									KAF6258354.1 hypothetical protein COO60DRAFT_1701346 [Scenedesmus sp. NREL 46B-D3]	KAF8060061.1 CSN3 [Scenedesmus sp. PABB004]
N3.HOG0003926	OG0002984	n0									KAF6265833.1 membrane associated metalloprotease [Scenedesmus sp. NREL 46B-D3]	KAF8071032.1 EGY1 [Scenedesmus sp. PABB004]
N3.HOG0003927	OG0002985	n0									KAF6253123.1 ribosomal protein L17 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]	KAF8069680.1 RPL17 [Scenedesmus sp. PABB004]
N3.HOG0003928	OG0002986	n0									KAF6259385.1 splicing factor_ CC1-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8065916.1 RBM39 [Scenedesmus sp. PABB004]
N3.HOG0003929	OG0002987	n0									KAF6264735.1 regulator of Vps4 activity in the MVB pathway-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8065722.1 hypothetical protein HT031_002782 [Scenedesmus sp. PABB004]
N3.HOG0003930	OG0002988	n0									KAF6263000.1 isoprenoid synthase domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8062035.1 NDUFAF6 [Scenedesmus sp. PABB004]
N3.HOG0003931	OG0002989	n0									KAF6255000.1 hypothetical protein COO60DRAFT_1641869 [Scenedesmus sp. NREL 46B-D3], KAF6254596.1 hypothetical protein COO60DRAFT_1539727 [Scenedesmus sp. NREL 46B-D3]	KAF8056002.1 hypothetical protein HT031_006523 [Scenedesmus sp. PABB004]
N3.HOG0003932	OG0002990	n0									KAF6258103.1 putative phosphate/phosphoenolpyruvate translocator precursor [Scenedesmus sp. NREL 46B-D3]	KAF8072480.1 PPT2 [Scenedesmus sp. PABB004]
N3.HOG0003933	OG0002991	n0									KAF6258327.1 SNF2 family N-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8069453.1 CHR11 [Scenedesmus sp. PABB004]
N3.HOG0003934	OG0002992	n0									KAF6260658.1 hypothetical protein COO60DRAFT_1269318 [Scenedesmus sp. NREL 46B-D3]	KAF8067357.1 trmA [Scenedesmus sp. PABB004]
N3.HOG0003935	OG0002993	n0									KAF6260043.1 hypothetical protein COO60DRAFT_1700504 [Scenedesmus sp. NREL 46B-D3]	KAF8063777.1 hypothetical protein HT031_003634 [Scenedesmus sp. PABB004]
N3.HOG0003936	OG0002994	n0									KAF6259391.1 GINS complex_ Psf2 component [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003937	OG0002995	n0									KAF6252468.1 hypothetical protein COO60DRAFT_1552963 [Scenedesmus sp. NREL 46B-D3], KAF6250456.1 subunit of the ESCRT-III complex [Scenedesmus sp. NREL 46B-D3]	KAF8064579.1 CHMP1A [Scenedesmus sp. PABB004]
N3.HOG0003938	OG0002996	n0									KAF6265841.1 acyl-CoA N-acyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8071035.1 hypothetical protein HT031_001117 [Scenedesmus sp. PABB004]
N3.HOG0003939	OG0002997	n0									KAF6264352.1 hypothetical protein COO60DRAFT_177404 [Scenedesmus sp. NREL 46B-D3]	KAF8060489.1 SLC38A10 [Scenedesmus sp. PABB004]
N3.HOG0003940	OG0002998	n0									KAF6265516.1 hypothetical protein COO60DRAFT_1623882 [Scenedesmus sp. NREL 46B-D3], KAF6263226.1 hypothetical protein COO60DRAFT_1267627 [Scenedesmus sp. NREL 46B-D3]	KAF8056873.1 ddmC [Scenedesmus sp. PABB004]
N3.HOG0003941	OG0002999	n0									KAF6251901.1 subtilase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8061411.1 TPP2 [Scenedesmus sp. PABB004]
N3.HOG0003942	OG0003000	n0									KAF6262622.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8056238.1 thioredoxin-like 2 [Scenedesmus sp. PABB004]
N3.HOG0003943	OG0003001	n0									KAF6252770.1 hypothetical protein COO60DRAFT_1643734 [Scenedesmus sp. NREL 46B-D3], KAF6252769.1 hypothetical protein COO60DRAFT_1463523 [Scenedesmus sp. NREL 46B-D3]	KAF8068294.1 hypothetical protein HT031_001981 [Scenedesmus sp. PABB004]
