Orthogroup	Auxenochlorella_protothecoides	Chlorella_VariabilisNC64A
OG0001908	RMZ54351.1 hypothetical protein APUTEX25_001927_ partial [Auxenochlorella protothecoides]	XP_005848131.1 hypothetical protein CHLNCDRAFT_13079_ partial [Chlorella variabilis]
OG0001909	RMZ54373.1 hypothetical protein APUTEX25_001949 [Auxenochlorella protothecoides]	XP_005846355.1 hypothetical protein CHLNCDRAFT_14687_ partial [Chlorella variabilis]
OG0001910	RMZ54383.1 hypothetical protein APUTEX25_001959_ partial [Auxenochlorella protothecoides]	XP_005848291.1 hypothetical protein CHLNCDRAFT_22200 [Chlorella variabilis]
OG0001911	RMZ54385.1 hypothetical protein APUTEX25_001961_ partial [Auxenochlorella protothecoides]	XP_005846509.1 hypothetical protein CHLNCDRAFT_56225 [Chlorella variabilis]
OG0001912	RMZ54396.1 hypothetical protein APUTEX25_001972 [Auxenochlorella protothecoides]	XP_005846741.1 hypothetical protein CHLNCDRAFT_52951 [Chlorella variabilis]
OG0001913	RMZ54406.1 hypothetical protein APUTEX25_001982 [Auxenochlorella protothecoides]	XP_005844872.1 hypothetical protein CHLNCDRAFT_54198 [Chlorella variabilis]
OG0001914	RMZ54407.1 hypothetical protein APUTEX25_001983 [Auxenochlorella protothecoides]	XP_005848870.1 hypothetical protein CHLNCDRAFT_144245 [Chlorella variabilis]
OG0001915	RMZ54414.1 hypothetical protein APUTEX25_001990 [Auxenochlorella protothecoides]	XP_005847492.1 hypothetical protein CHLNCDRAFT_57991 [Chlorella variabilis]
OG0001916	RMZ54423.1 hypothetical protein APUTEX25_001999 [Auxenochlorella protothecoides]	XP_005848590.1 hypothetical protein CHLNCDRAFT_8491_ partial [Chlorella variabilis]
OG0001917	RMZ54459.1 hypothetical protein APUTEX25_002035_ partial [Auxenochlorella protothecoides]	XP_005847967.1 hypothetical protein CHLNCDRAFT_31015 [Chlorella variabilis]
OG0001918	RMZ54461.1 hypothetical protein APUTEX25_002037_ partial [Auxenochlorella protothecoides]	XP_005846580.1 hypothetical protein CHLNCDRAFT_35898 [Chlorella variabilis]
OG0001919	RMZ54473.1 hypothetical protein APUTEX25_002049 [Auxenochlorella protothecoides]	XP_005851575.1 hypothetical protein CHLNCDRAFT_29593 [Chlorella variabilis]
OG0001920	RMZ54480.1 hypothetical protein APUTEX25_002056 [Auxenochlorella protothecoides]	XP_005851583.1 hypothetical protein CHLNCDRAFT_18801_ partial [Chlorella variabilis]
OG0001921	RMZ54483.1 hypothetical protein APUTEX25_002059_ partial [Auxenochlorella protothecoides]	XP_005844973.1 hypothetical protein CHLNCDRAFT_138366 [Chlorella variabilis]
OG0001922	RMZ54495.1 hypothetical protein APUTEX25_002071_ partial [Auxenochlorella protothecoides]	XP_005848180.1 hypothetical protein CHLNCDRAFT_145586 [Chlorella variabilis]
OG0001923	RMZ54541.1 hypothetical protein APUTEX25_002116 [Auxenochlorella protothecoides]	XP_005851228.1 hypothetical protein CHLNCDRAFT_137938 [Chlorella variabilis]
OG0001924	RMZ54549.1 hypothetical protein APUTEX25_002124_ partial [Auxenochlorella protothecoides]	XP_005851507.1 hypothetical protein CHLNCDRAFT_56737 [Chlorella variabilis]
OG0001925	RMZ54555.1 hypothetical protein APUTEX25_002130_ partial [Auxenochlorella protothecoides]	XP_005849878.1 hypothetical protein CHLNCDRAFT_56081 [Chlorella variabilis]
OG0001926	RMZ57850.1 hypothetical protein APUTEX25_000705_ partial [Auxenochlorella protothecoides], RMZ54561.1 hypothetical protein APUTEX25_002136_ partial [Auxenochlorella protothecoides]	XP_005851218.1 hypothetical protein CHLNCDRAFT_137916 [Chlorella variabilis]
OG0001927	RMZ54587.1 hypothetical protein APUTEX25_002173 [Auxenochlorella protothecoides]	XP_005843221.1 hypothetical protein CHLNCDRAFT_141301 [Chlorella variabilis]
OG0001928	RMZ54591.1 hypothetical protein APUTEX25_002177 [Auxenochlorella protothecoides]	XP_005851595.1 hypothetical protein CHLNCDRAFT_18936_ partial [Chlorella variabilis]
OG0001929	RMZ54592.1 hypothetical protein APUTEX25_002178_ partial [Auxenochlorella protothecoides]	XP_005843240.1 hypothetical protein CHLNCDRAFT_141344 [Chlorella variabilis]
OG0001930	RMZ54600.1 hypothetical protein APUTEX25_002186 [Auxenochlorella protothecoides]	XP_005843239.1 hypothetical protein CHLNCDRAFT_141341 [Chlorella variabilis]
OG0001931	RMZ54602.1 hypothetical protein APUTEX25_002188 [Auxenochlorella protothecoides]	XP_005843231.1 hypothetical protein CHLNCDRAFT_37552_ partial [Chlorella variabilis]
OG0001932	RMZ54614.1 hypothetical protein APUTEX25_002200_ partial [Auxenochlorella protothecoides]	XP_005843236.1 hypothetical protein CHLNCDRAFT_141336 [Chlorella variabilis]
OG0001933	RMZ54622.1 hypothetical protein APUTEX25_001692_ partial [Auxenochlorella protothecoides]	XP_005842584.1 hypothetical protein CHLNCDRAFT_143401_ partial [Chlorella variabilis], XP_005843542.1 hypothetical protein CHLNCDRAFT_140157_ partial [Chlorella variabilis]
OG0001934	RMZ54631.1 hypothetical protein APUTEX25_003009 [Auxenochlorella protothecoides]	XP_005844025.1 hypothetical protein CHLNCDRAFT_139571 [Chlorella variabilis]
OG0001935	RMZ54633.1 hypothetical protein APUTEX25_003011 [Auxenochlorella protothecoides]	XP_005850139.1 hypothetical protein CHLNCDRAFT_20716_ partial [Chlorella variabilis]
OG0001936	RMZ54637.1 hypothetical protein APUTEX25_003015 [Auxenochlorella protothecoides]	XP_005844628.1 hypothetical protein CHLNCDRAFT_32522 [Chlorella variabilis]
OG0001937	RMZ54642.1 hypothetical protein APUTEX25_003020 [Auxenochlorella protothecoides]	XP_005851432.1 hypothetical protein CHLNCDRAFT_29479 [Chlorella variabilis]
OG0001938	RMZ54653.1 hypothetical protein APUTEX25_003031 [Auxenochlorella protothecoides]	XP_005844531.1 hypothetical protein CHLNCDRAFT_12102_ partial [Chlorella variabilis]
OG0001939	RMZ54666.1 hypothetical protein APUTEX25_003044 [Auxenochlorella protothecoides]	XP_005850364.1 hypothetical protein CHLNCDRAFT_57092 [Chlorella variabilis]
OG0001940	RMZ54684.1 hypothetical protein APUTEX25_003062 [Auxenochlorella protothecoides]	XP_005851421.1 hypothetical protein CHLNCDRAFT_137700 [Chlorella variabilis]
OG0001941	RMZ54688.1 hypothetical protein APUTEX25_003066 [Auxenochlorella protothecoides]	XP_005851424.1 hypothetical protein CHLNCDRAFT_137710 [Chlorella variabilis]
OG0001942	RMZ54689.1 hypothetical protein APUTEX25_003067 [Auxenochlorella protothecoides]	XP_005851130.1 hypothetical protein CHLNCDRAFT_137718 [Chlorella variabilis]
OG0001943	RMZ54693.1 hypothetical protein APUTEX25_003071 [Auxenochlorella protothecoides]	XP_005851141.1 hypothetical protein CHLNCDRAFT_29482 [Chlorella variabilis]
OG0001944	RMZ54695.1 hypothetical protein APUTEX25_003073 [Auxenochlorella protothecoides]	XP_005851422.1 hypothetical protein CHLNCDRAFT_137705 [Chlorella variabilis]
OG0001945	RMZ54701.1 hypothetical protein APUTEX25_003079 [Auxenochlorella protothecoides]	XP_005851439.1 hypothetical protein CHLNCDRAFT_8480_ partial [Chlorella variabilis]
OG0001946	RMZ54703.1 hypothetical protein APUTEX25_003081 [Auxenochlorella protothecoides]	XP_005851431.1 hypothetical protein CHLNCDRAFT_56683 [Chlorella variabilis]
OG0001947	RMZ54707.1 hypothetical protein APUTEX25_003085 [Auxenochlorella protothecoides]	XP_005851157.1 hypothetical protein CHLNCDRAFT_55974 [Chlorella variabilis]
OG0001948	RMZ54708.1 hypothetical protein APUTEX25_003086 [Auxenochlorella protothecoides]	XP_005851428.1 hypothetical protein CHLNCDRAFT_17231_ partial [Chlorella variabilis]
OG0001949	RMZ54711.1 hypothetical protein APUTEX25_003089_ partial [Auxenochlorella protothecoides]	XP_005851436.1 hypothetical protein CHLNCDRAFT_56689 [Chlorella variabilis]
OG0001950	RMZ54735.1 hypothetical protein APUTEX25_003113 [Auxenochlorella protothecoides]	XP_005851420.1 hypothetical protein CHLNCDRAFT_19326 [Chlorella variabilis]
OG0001951	RMZ54745.1 hypothetical protein APUTEX25_003123_ partial [Auxenochlorella protothecoides]	XP_005850125.1 40S ribosomal protein S18 [Chlorella variabilis]
OG0001952	RMZ54747.1 hypothetical protein APUTEX25_003125_ partial [Auxenochlorella protothecoides]	XP_005850128.1 hypothetical protein CHLNCDRAFT_20545 [Chlorella variabilis]
OG0001953	RMZ54766.1 hypothetical protein APUTEX25_000283 [Auxenochlorella protothecoides]	XP_005847727.1 hypothetical protein CHLNCDRAFT_133789 [Chlorella variabilis], XP_005847728.1 hypothetical protein CHLNCDRAFT_133790 [Chlorella variabilis]
OG0001954	RMZ54771.1 hypothetical protein APUTEX25_000288_ partial [Auxenochlorella protothecoides]	XP_005847810.1 hypothetical protein CHLNCDRAFT_23357 [Chlorella variabilis]
OG0001955	RMZ54776.1 hypothetical protein APUTEX25_000293 [Auxenochlorella protothecoides]	XP_005849269.1 hypothetical protein CHLNCDRAFT_143544 [Chlorella variabilis]
OG0001956	RMZ54781.1 hypothetical protein APUTEX25_000298_ partial [Auxenochlorella protothecoides]	XP_005850566.1 hypothetical protein CHLNCDRAFT_34068 [Chlorella variabilis]
OG0001957	RMZ54786.1 hypothetical protein APUTEX25_000303 [Auxenochlorella protothecoides]	XP_005849989.1 hypothetical protein CHLNCDRAFT_141903 [Chlorella variabilis], XP_005845910.1 hypothetical protein CHLNCDRAFT_136514 [Chlorella variabilis]
OG0001958	RMZ54795.1 hypothetical protein APUTEX25_000312 [Auxenochlorella protothecoides]	XP_005842951.1 hypothetical protein CHLNCDRAFT_28686 [Chlorella variabilis]
OG0001959	RMZ54810.1 hypothetical protein APUTEX25_000327 [Auxenochlorella protothecoides]	XP_005847816.1 hypothetical protein CHLNCDRAFT_134017 [Chlorella variabilis]
OG0001960	RMZ54820.1 hypothetical protein APUTEX25_000337_ partial [Auxenochlorella protothecoides]	XP_005843657.1 hypothetical protein CHLNCDRAFT_140025 [Chlorella variabilis]
OG0001961	RMZ54822.1 hypothetical protein APUTEX25_000339 [Auxenochlorella protothecoides]	XP_005850242.1 hypothetical protein CHLNCDRAFT_141905 [Chlorella variabilis]
OG0001962	RMZ54835.1 hypothetical protein APUTEX25_000352 [Auxenochlorella protothecoides]	XP_005850881.1 hypothetical protein CHLNCDRAFT_56882 [Chlorella variabilis]
OG0001963	RMZ54852.1 hypothetical protein APUTEX25_000369 [Auxenochlorella protothecoides]	XP_005850011.1 hypothetical protein CHLNCDRAFT_7714_ partial [Chlorella variabilis]
OG0001964	RMZ54990.1 hypothetical protein APUTEX25_000507 [Auxenochlorella protothecoides]	XP_005847826.1 hypothetical protein CHLNCDRAFT_17999_ partial [Chlorella variabilis]
OG0001965	RMZ54870.1 hypothetical protein APUTEX25_000387 [Auxenochlorella protothecoides]	XP_005846219.1 hypothetical protein CHLNCDRAFT_135478 [Chlorella variabilis]
OG0001966	RMZ54875.1 hypothetical protein APUTEX25_000392 [Auxenochlorella protothecoides]	XP_005851182.1 hypothetical protein CHLNCDRAFT_13270_ partial [Chlorella variabilis]
OG0001967	RMZ54886.1 hypothetical protein APUTEX25_000403 [Auxenochlorella protothecoides]	XP_005849249.1 hypothetical protein CHLNCDRAFT_48682 [Chlorella variabilis]
OG0001968	RMZ57751.1 hypothetical protein APUTEX25_004614_ partial [Auxenochlorella protothecoides], RMZ54893.1 hypothetical protein APUTEX25_000410_ partial [Auxenochlorella protothecoides]	XP_005850733.1 hypothetical protein CHLNCDRAFT_34245 [Chlorella variabilis]
OG0001969	RMZ54902.1 hypothetical protein APUTEX25_000419 [Auxenochlorella protothecoides]	XP_005847582.1 hypothetical protein CHLNCDRAFT_23038 [Chlorella variabilis]
OG0001970	RMZ54905.1 hypothetical protein APUTEX25_000422 [Auxenochlorella protothecoides]	XP_005842828.1 hypothetical protein CHLNCDRAFT_142572 [Chlorella variabilis]
OG0001971	RMZ54906.1 hypothetical protein APUTEX25_000423 [Auxenochlorella protothecoides]	XP_005845835.1 hypothetical protein CHLNCDRAFT_58425 [Chlorella variabilis]
OG0001972	RMZ54916.1 hypothetical protein APUTEX25_000433 [Auxenochlorella protothecoides]	XP_005851043.1 hypothetical protein CHLNCDRAFT_29960 [Chlorella variabilis]
OG0001973	RMZ54923.1 hypothetical protein APUTEX25_000440 [Auxenochlorella protothecoides]	XP_005850767.1 hypothetical protein CHLNCDRAFT_20078 [Chlorella variabilis]
OG0001974	RMZ54936.1 hypothetical protein APUTEX25_000453 [Auxenochlorella protothecoides]	XP_005842809.1 hypothetical protein CHLNCDRAFT_28812 [Chlorella variabilis]
OG0001975	RMZ54985.1 hypothetical protein APUTEX25_000502_ partial [Auxenochlorella protothecoides]	XP_005846214.1 hypothetical protein CHLNCDRAFT_25038 [Chlorella variabilis]
OG0001976	RMZ54995.1 hypothetical protein APUTEX25_000512 [Auxenochlorella protothecoides]	XP_005847305.1 hypothetical protein CHLNCDRAFT_134426 [Chlorella variabilis]
OG0001977	RMZ54999.1 hypothetical protein APUTEX25_000516 [Auxenochlorella protothecoides]	XP_005845030.1 hypothetical protein CHLNCDRAFT_137255 [Chlorella variabilis]
OG0001978	RMZ55006.1 hypothetical protein APUTEX25_000523 [Auxenochlorella protothecoides]	XP_005846696.1 hypothetical protein CHLNCDRAFT_135440 [Chlorella variabilis]
OG0001979	RMZ55017.1 hypothetical protein APUTEX25_005643 [Auxenochlorella protothecoides]	XP_005850162.1 hypothetical protein CHLNCDRAFT_57124 [Chlorella variabilis]
OG0001980	RMZ55022.1 hypothetical protein APUTEX25_005648 [Auxenochlorella protothecoides]	XP_005845340.1 hypothetical protein CHLNCDRAFT_32265 [Chlorella variabilis]
OG0001981	RMZ55025.1 hypothetical protein APUTEX25_005651 [Auxenochlorella protothecoides]	XP_005845343.1 hypothetical protein CHLNCDRAFT_36589 [Chlorella variabilis]
OG0001982	RMZ55070.1 hypothetical protein APUTEX25_005696 [Auxenochlorella protothecoides]	XP_005847223.1 expressed protein [Chlorella variabilis]
OG0001983	RMZ55072.1 hypothetical protein APUTEX25_005698_ partial [Auxenochlorella protothecoides]	XP_005842674.1 hypothetical protein CHLNCDRAFT_137229_ partial [Chlorella variabilis], XP_005843835.1 hypothetical protein CHLNCDRAFT_139929 [Chlorella variabilis]
OG0001984	RMZ55083.1 hypothetical protein APUTEX25_005709 [Auxenochlorella protothecoides]	XP_005848728.1 hypothetical protein CHLNCDRAFT_144404 [Chlorella variabilis]
OG0001986	RMZ55096.1 hypothetical protein APUTEX25_005722_ partial [Auxenochlorella protothecoides]	XP_005844785.1 hypothetical protein CHLNCDRAFT_138663 [Chlorella variabilis]
OG0001987	RMZ55128.1 hypothetical protein APUTEX25_005406 [Auxenochlorella protothecoides]	XP_005851338.1 hypothetical protein CHLNCDRAFT_138222 [Chlorella variabilis]
OG0001988	RMZ55132.1 hypothetical protein APUTEX25_005410 [Auxenochlorella protothecoides]	XP_005850820.1 hypothetical protein CHLNCDRAFT_140371 [Chlorella variabilis]
OG0001989	RMZ55137.1 hypothetical protein APUTEX25_005415 [Auxenochlorella protothecoides]	XP_005849065.1 hypothetical protein CHLNCDRAFT_51240 [Chlorella variabilis]
OG0001990	RMZ55148.1 hypothetical protein APUTEX25_005426_ partial [Auxenochlorella protothecoides]	XP_005850497.1 hypothetical protein CHLNCDRAFT_13670_ partial [Chlorella variabilis]
OG0001991	RMZ55149.1 hypothetical protein APUTEX25_005427 [Auxenochlorella protothecoides]	XP_005846716.1 hypothetical protein CHLNCDRAFT_35894 [Chlorella variabilis]
OG0001992	RMZ55158.1 hypothetical protein APUTEX25_005436 [Auxenochlorella protothecoides]	XP_005843041.1 hypothetical protein CHLNCDRAFT_55429 [Chlorella variabilis]
OG0001993	RMZ55171.1 hypothetical protein APUTEX25_005449 [Auxenochlorella protothecoides]	XP_005849767.1 hypothetical protein CHLNCDRAFT_30316 [Chlorella variabilis]
OG0001994	RMZ55174.1 hypothetical protein APUTEX25_005452 [Auxenochlorella protothecoides]	XP_005848423.1 hypothetical protein CHLNCDRAFT_22261 [Chlorella variabilis], XP_005849064.1 hypothetical protein CHLNCDRAFT_143540 [Chlorella variabilis]
OG0001995	RMZ55181.1 hypothetical protein APUTEX25_005459 [Auxenochlorella protothecoides]	XP_005844310.1 hypothetical protein CHLNCDRAFT_26970 [Chlorella variabilis]
OG0001996	RMZ55191.1 hypothetical protein APUTEX25_005469 [Auxenochlorella protothecoides]	XP_005850817.1 hypothetical protein CHLNCDRAFT_29723 [Chlorella variabilis]
OG0001997	RMZ55202.1 hypothetical protein APUTEX25_005480_ partial [Auxenochlorella protothecoides]	XP_005851652.1 hypothetical protein CHLNCDRAFT_56812 [Chlorella variabilis]
OG0001998	RMZ55219.1 hypothetical protein APUTEX25_005497 [Auxenochlorella protothecoides]	XP_005846616.1 hypothetical protein CHLNCDRAFT_11379_ partial [Chlorella variabilis]
OG0001999	RMZ55221.1 hypothetical protein APUTEX25_005499 [Auxenochlorella protothecoides]	XP_005850511.1 hypothetical protein CHLNCDRAFT_48513 [Chlorella variabilis]
OG0002000	RMZ55227.1 hypothetical protein APUTEX25_005505 [Auxenochlorella protothecoides]	XP_005851332.1 hypothetical protein CHLNCDRAFT_55988 [Chlorella variabilis]
OG0002001	RMZ55228.1 hypothetical protein APUTEX25_005506 [Auxenochlorella protothecoides]	XP_005850504.1 hypothetical protein CHLNCDRAFT_140333 [Chlorella variabilis]
OG0002002	RMZ55230.1 hypothetical protein APUTEX25_005508 [Auxenochlorella protothecoides]	XP_005850500.1 hypothetical protein CHLNCDRAFT_56833 [Chlorella variabilis]
OG0002003	RMZ55244.1 hypothetical protein APUTEX25_005522 [Auxenochlorella protothecoides]	XP_005846398.1 hypothetical protein CHLNCDRAFT_58339 [Chlorella variabilis]
OG0002004	RMZ55246.1 hypothetical protein APUTEX25_005524 [Auxenochlorella protothecoides]	XP_005846397.1 hypothetical protein CHLNCDRAFT_135887 [Chlorella variabilis]
OG0002005	RMZ55293.1 hypothetical protein APUTEX25_003431 [Auxenochlorella protothecoides]	XP_005846922.1 hypothetical protein CHLNCDRAFT_31479 [Chlorella variabilis]
OG0002006	RMZ55303.1 hypothetical protein APUTEX25_003441_ partial [Auxenochlorella protothecoides]	XP_005847149.1 hypothetical protein CHLNCDRAFT_35818 [Chlorella variabilis]
OG0002007	RMZ55305.1 hypothetical protein APUTEX25_003443 [Auxenochlorella protothecoides]	XP_005846928.1 hypothetical protein CHLNCDRAFT_58077 [Chlorella variabilis]
OG0002008	RMZ55307.1 hypothetical protein APUTEX25_003445 [Auxenochlorella protothecoides]	XP_005846921.1 hypothetical protein CHLNCDRAFT_23831 [Chlorella variabilis]
OG0002009	RMZ55311.1 hypothetical protein APUTEX25_003449 [Auxenochlorella protothecoides]	XP_005847102.1 hypothetical protein CHLNCDRAFT_35784 [Chlorella variabilis]
OG0002010	RMZ55322.1 hypothetical protein APUTEX25_003460 [Auxenochlorella protothecoides]	XP_005847098.1 transcription factor_ partial [Chlorella variabilis]
OG0002011	RMZ55326.1 hypothetical protein APUTEX25_003464 [Auxenochlorella protothecoides]	XP_005846943.1 hypothetical protein CHLNCDRAFT_56195 [Chlorella variabilis]
OG0002012	RMZ55327.1 hypothetical protein APUTEX25_003465_ partial [Auxenochlorella protothecoides]	XP_005847113.1 hypothetical protein CHLNCDRAFT_52783 [Chlorella variabilis]
OG0002013	RMZ55330.1 hypothetical protein APUTEX25_003468 [Auxenochlorella protothecoides]	XP_005847108.1 hypothetical protein CHLNCDRAFT_24122 [Chlorella variabilis]
OG0002014	RMZ55333.1 hypothetical protein APUTEX25_003471 [Auxenochlorella protothecoides]	XP_005847106.1 hypothetical protein CHLNCDRAFT_134820 [Chlorella variabilis]
OG0002015	RMZ55365.1 hypothetical protein APUTEX25_002223_ partial [Auxenochlorella protothecoides]	XP_005849463.1 hypothetical protein CHLNCDRAFT_30278 [Chlorella variabilis]
