Orthogroup	Auxenochlorella_protothecoides	Scenedesmus_PABB004
OG0002380	RMZ52090.1 hypothetical protein APUTEX25_001284 [Auxenochlorella protothecoides]	KAF8067268.1 hypothetical protein HT031_002315 [Scenedesmus sp. PABB004]
OG0002381	RMZ52097.1 hypothetical protein APUTEX25_001291_ partial [Auxenochlorella protothecoides]	KAF8073077.1 hypothetical protein HT031_000738 [Scenedesmus sp. PABB004]
OG0002382	RMZ52102.1 hypothetical protein APUTEX25_001296_ partial [Auxenochlorella protothecoides]	KAF8067159.1 lmbrd2 [Scenedesmus sp. PABB004]
OG0002383	RMZ52111.1 hypothetical protein APUTEX25_001305_ partial [Auxenochlorella protothecoides]	KAF8072462.1 PWI domain-containing protein [Scenedesmus sp. PABB004]
OG0002384	RMZ52112.1 hypothetical protein APUTEX25_001306_ partial [Auxenochlorella protothecoides]	KAF8069617.1 MYB60 [Scenedesmus sp. PABB004]
OG0002385	RMZ52125.1 hypothetical protein APUTEX25_001515 [Auxenochlorella protothecoides]	KAF8072484.1 PDH-E1 ALPHA [Scenedesmus sp. PABB004]
OG0002386	RMZ52133.1 hypothetical protein APUTEX25_001523 [Auxenochlorella protothecoides]	KAF8071334.1 V-type proton ATPase catalytic subunit A isoform 1 [Scenedesmus sp. PABB004]
OG0002387	RMZ52137.1 hypothetical protein APUTEX25_001527 [Auxenochlorella protothecoides]	KAF8063847.1 PCS1 [Scenedesmus sp. PABB004]
OG0002388	RMZ52149.1 hypothetical protein APUTEX25_001539_ partial [Auxenochlorella protothecoides]	KAF8070861.1 ALB3.1 [Scenedesmus sp. PABB004]
OG0002389	RMZ52150.1 hypothetical protein APUTEX25_001540 [Auxenochlorella protothecoides]	KAF8065922.1 CGL160 [Scenedesmus sp. PABB004]
OG0002390	RMZ52159.1 hypothetical protein APUTEX25_001549_ partial [Auxenochlorella protothecoides]	KAF8073098.1 Scyl2 [Scenedesmus sp. PABB004]
OG0002391	RMZ52163.1 hypothetical protein APUTEX25_001553 [Auxenochlorella protothecoides]	KAF8072761.1 C27H6.8 [Scenedesmus sp. PABB004]
OG0002392	RMZ52187.1 hypothetical protein APUTEX25_001577 [Auxenochlorella protothecoides]	KAF8071229.1 COPZ2 [Scenedesmus sp. PABB004]
OG0002395	RMZ52214.1 hypothetical protein APUTEX25_001604_ partial [Auxenochlorella protothecoides]	KAF8070908.1 Ighmbp2 [Scenedesmus sp. PABB004]
OG0002396	RMZ52227.1 hypothetical protein APUTEX25_001617_ partial [Auxenochlorella protothecoides]	KAF8065931.1 Aspm [Scenedesmus sp. PABB004]
OG0002397	RMZ52228.1 hypothetical protein APUTEX25_001618 [Auxenochlorella protothecoides]	KAF8057626.1 svkA [Scenedesmus sp. PABB004]
OG0002399	RMZ52239.1 hypothetical protein APUTEX25_001629 [Auxenochlorella protothecoides]	KAF8067282.1 TBC1D13 [Scenedesmus sp. PABB004]
OG0002400	RMZ52240.1 hypothetical protein APUTEX25_001630 [Auxenochlorella protothecoides]	KAF8067216.1 rxt3 [Scenedesmus sp. PABB004]
OG0002401	RMZ52243.1 hypothetical protein APUTEX25_001633 [Auxenochlorella protothecoides]	KAF8071142.1 DGK4 [Scenedesmus sp. PABB004]
OG0002403	RMZ52247.1 hypothetical protein APUTEX25_001637 [Auxenochlorella protothecoides]	KAF8068310.1 SF3B2 [Scenedesmus sp. PABB004]
OG0002405	RMZ52266.1 hypothetical protein APUTEX25_001656_ partial [Auxenochlorella protothecoides]	KAF8063006.1 hypothetical protein HT031_003845 [Scenedesmus sp. PABB004]
OG0002406	RMZ52268.1 hypothetical protein APUTEX25_001658 [Auxenochlorella protothecoides]	KAF8069367.1 gyp1 [Scenedesmus sp. PABB004]
OG0002407	RMZ52282.1 hypothetical protein APUTEX25_001672 [Auxenochlorella protothecoides]	KAF8062758.1 MON1 [Scenedesmus sp. PABB004]
OG0002408	RMZ52306.1 hypothetical protein APUTEX25_005059 [Auxenochlorella protothecoides]	KAF8063812.1 hypothetical protein HT031_003669 [Scenedesmus sp. PABB004]
OG0002409	RMZ52309.1 hypothetical protein APUTEX25_005062 [Auxenochlorella protothecoides]	KAF8060028.1 hypothetical protein HT031_004966 [Scenedesmus sp. PABB004]
OG0002410	RMZ52310.1 hypothetical protein APUTEX25_005063_ partial [Auxenochlorella protothecoides]	KAF8057672.1 Chlorophyll a-b binding protein of LHCII type I [Scenedesmus sp. PABB004]
OG0002411	RMZ52316.1 hypothetical protein APUTEX25_005069 [Auxenochlorella protothecoides]	KAF8070971.1 Abcd2 [Scenedesmus sp. PABB004]
OG0002412	RMZ52327.1 hypothetical protein APUTEX25_005080 [Auxenochlorella protothecoides]	KAF8066362.1 TTM2 [Scenedesmus sp. PABB004]
OG0002413	RMZ52332.1 hypothetical protein APUTEX25_005085 [Auxenochlorella protothecoides]	KAF8060039.1 LSG1-2 [Scenedesmus sp. PABB004]
OG0002414	RMZ52348.1 hypothetical protein APUTEX25_001710 [Auxenochlorella protothecoides]	KAF8072569.1 PRS1 [Scenedesmus sp. PABB004]
OG0002415	RMZ52356.1 hypothetical protein APUTEX25_000631 [Auxenochlorella protothecoides]	KAF8059200.1 hypothetical protein HT031_005372 [Scenedesmus sp. PABB004]
OG0002416	RMZ52362.1 hypothetical protein APUTEX25_000637_ partial [Auxenochlorella protothecoides]	KAF8058034.1 etfa [Scenedesmus sp. PABB004]
OG0002417	RMZ52367.1 hypothetical protein APUTEX25_000642 [Auxenochlorella protothecoides]	KAF8064540.1 thiamine diphosphate carrier 2 [Scenedesmus sp. PABB004]
OG0002418	RMZ52371.1 hypothetical protein APUTEX25_000646 [Auxenochlorella protothecoides]	KAF8058836.1 valine--tRNA ligase [Scenedesmus sp. PABB004]
OG0002422	RMZ52412.1 hypothetical protein APUTEX25_000687_ partial [Auxenochlorella protothecoides]	KAF8072489.1 DDB1A [Scenedesmus sp. PABB004]
OG0002423	RMZ52425.1 hypothetical protein APUTEX25_000004 [Auxenochlorella protothecoides]	KAF8058937.1 archease-like [Scenedesmus sp. PABB004]
OG0002424	RMZ52429.1 hypothetical protein APUTEX25_000008 [Auxenochlorella protothecoides]	KAF8065883.1 Aasdhppt [Scenedesmus sp. PABB004]
OG0002426	RMZ52434.1 hypothetical protein APUTEX25_000013_ partial [Auxenochlorella protothecoides]	KAF8066370.1 ECA1 [Scenedesmus sp. PABB004]
OG0002427	RMZ52435.1 hypothetical protein APUTEX25_000014 [Auxenochlorella protothecoides]	KAF8063871.1 SPAC56F8.03 [Scenedesmus sp. PABB004]
OG0002428	RMZ52437.1 hypothetical protein APUTEX25_000016_ partial [Auxenochlorella protothecoides]	KAF8057919.1 Scube3 [Scenedesmus sp. PABB004]
OG0002429	RMZ52443.1 hypothetical protein APUTEX25_000022_ partial [Auxenochlorella protothecoides]	KAF8058405.1 U6 snRNA-associated Sm-like protein LSm4 [Scenedesmus sp. PABB004]
OG0002430	RMZ52454.1 hypothetical protein APUTEX25_000033 [Auxenochlorella protothecoides]	KAF8064542.1 hypothetical protein HT031_003342 [Scenedesmus sp. PABB004]
OG0002431	RMZ52461.1 hypothetical protein APUTEX25_000040 [Auxenochlorella protothecoides]	KAF8066402.1 NYC1 [Scenedesmus sp. PABB004]
OG0002432	RMZ52463.1 hypothetical protein APUTEX25_000042 [Auxenochlorella protothecoides]	KAF8058929.1 HSP70 [Scenedesmus sp. PABB004]
OG0002433	RMZ52464.1 hypothetical protein APUTEX25_000043 [Auxenochlorella protothecoides]	KAF8056445.1 Slc25a38 [Scenedesmus sp. PABB004]
OG0002434	RMZ52474.1 hypothetical protein APUTEX25_003617 [Auxenochlorella protothecoides]	KAF8072737.1 NRS/ER [Scenedesmus sp. PABB004]
OG0002435	RMZ52478.1 hypothetical protein APUTEX25_003621 [Auxenochlorella protothecoides]	KAF8056261.1 DBP3 [Scenedesmus sp. PABB004]
OG0002436	RMZ52492.1 hypothetical protein APUTEX25_003635_ partial [Auxenochlorella protothecoides]	KAF8071260.1 hypothetical protein HT031_001343 [Scenedesmus sp. PABB004]
OG0002437	RMZ52500.1 hypothetical protein APUTEX25_003643_ partial [Auxenochlorella protothecoides]	KAF8072601.1 ALB3L3 [Scenedesmus sp. PABB004]
OG0002438	RMZ52503.1 hypothetical protein APUTEX25_003646_ partial [Auxenochlorella protothecoides]	KAF8056765.1 SECA2 [Scenedesmus sp. PABB004], KAF8056768.1 secA [Scenedesmus sp. PABB004]
OG0002439	RMZ52515.1 hypothetical protein APUTEX25_003658 [Auxenochlorella protothecoides]	KAF8072970.1 Carn [Scenedesmus sp. PABB004]
OG0002440	RMZ52521.1 hypothetical protein APUTEX25_003664 [Auxenochlorella protothecoides]	KAF8069612.1 DCLRE1A [Scenedesmus sp. PABB004]
OG0002441	RMZ52527.1 hypothetical protein APUTEX25_003670 [Auxenochlorella protothecoides]	KAF8063831.1 purC [Scenedesmus sp. PABB004]
OG0002443	RMZ52540.1 hypothetical protein APUTEX25_003683 [Auxenochlorella protothecoides]	KAF8066213.1 choline kinase 3 [Scenedesmus sp. PABB004]
OG0002445	RMZ52545.1 hypothetical protein APUTEX25_003688_ partial [Auxenochlorella protothecoides]	KAF8060319.1 CYP22 [Scenedesmus sp. PABB004]
OG0002446	RMZ52547.1 hypothetical protein APUTEX25_003690 [Auxenochlorella protothecoides]	KAF8055816.1 hypothetical protein HT031_006591 [Scenedesmus sp. PABB004]
OG0002448	RMZ52554.1 hypothetical protein APUTEX25_003697_ partial [Auxenochlorella protothecoides]	KAF8057662.1 XDH1 [Scenedesmus sp. PABB004]
OG0002449	RMZ52556.1 hypothetical protein APUTEX25_003699_ partial [Auxenochlorella protothecoides]	KAF8069527.1 yipf5 [Scenedesmus sp. PABB004]
OG0002450	RMZ52564.1 hypothetical protein APUTEX25_003707 [Auxenochlorella protothecoides]	KAF8071199.1 setd3 [Scenedesmus sp. PABB004]
OG0002451	RMZ52565.1 hypothetical protein APUTEX25_003708 [Auxenochlorella protothecoides]	KAF8069479.1 NIFU5 [Scenedesmus sp. PABB004]
OG0002452	RMZ52577.1 hypothetical protein APUTEX25_003720 [Auxenochlorella protothecoides]	KAF8064547.1 PAM16L1 [Scenedesmus sp. PABB004]
OG0002455	RMZ52620.1 hypothetical protein APUTEX25_000739 [Auxenochlorella protothecoides]	KAF8065545.1 adenylate kinase 2 [Scenedesmus sp. PABB004]
OG0002456	RMZ52629.1 hypothetical protein APUTEX25_000748 [Auxenochlorella protothecoides]	KAF8073062.1 FIS1 [Scenedesmus sp. PABB004]
OG0002457	RMZ52639.1 hypothetical protein APUTEX25_000758 [Auxenochlorella protothecoides]	KAF8057729.1 hypothetical protein HT031_005913 [Scenedesmus sp. PABB004]
OG0002458	RMZ52647.1 hypothetical protein APUTEX25_000766 [Auxenochlorella protothecoides]	KAF8058070.1 hypothetical protein HT031_005730 [Scenedesmus sp. PABB004]
OG0002459	RMZ52651.1 hypothetical protein APUTEX25_000770 [Auxenochlorella protothecoides]	KAF8061955.1 Mrto4 [Scenedesmus sp. PABB004]
OG0002460	RMZ52657.1 hypothetical protein APUTEX25_000776_ partial [Auxenochlorella protothecoides]	KAF8058338.1 RBP47C' [Scenedesmus sp. PABB004]
OG0002461	RMZ52658.1 hypothetical protein APUTEX25_000777 [Auxenochlorella protothecoides]	KAF8062968.1 PEX2 [Scenedesmus sp. PABB004]
OG0002462	RMZ52659.1 hypothetical protein APUTEX25_000778 [Auxenochlorella protothecoides]	KAF8058364.1 hypothetical protein HT031_005682 [Scenedesmus sp. PABB004]
OG0002463	RMZ52660.1 hypothetical protein APUTEX25_000779 [Auxenochlorella protothecoides]	KAF8064661.1 hypothetical protein HT031_003463 [Scenedesmus sp. PABB004]
OG0002464	RMZ52664.1 hypothetical protein APUTEX25_000783_ partial [Auxenochlorella protothecoides]	KAF8070915.1 TPS5 [Scenedesmus sp. PABB004]
OG0002465	RMZ52665.1 hypothetical protein APUTEX25_000784_ partial [Auxenochlorella protothecoides]	KAF8055391.1 MCM3 [Scenedesmus sp. PABB004]
OG0002466	RMZ52666.1 hypothetical protein APUTEX25_000785_ partial [Auxenochlorella protothecoides]	KAF8056469.1 rliB [Scenedesmus sp. PABB004]
OG0002467	RMZ52670.1 hypothetical protein APUTEX25_000789_ partial [Auxenochlorella protothecoides]	KAF8057642.1 ptpA [Scenedesmus sp. PABB004]
OG0002470	RMZ52689.1 hypothetical protein APUTEX25_000808_ partial [Auxenochlorella protothecoides]	KAF8058109.1 SURF1 [Scenedesmus sp. PABB004]
OG0002471	RMZ52713.1 hypothetical protein APUTEX25_000832 [Auxenochlorella protothecoides]	KAF8063846.1 ABCC4 [Scenedesmus sp. PABB004]
OG0002472	RMZ52718.1 hypothetical protein APUTEX25_000837 [Auxenochlorella protothecoides]	KAF8057150.1 nrf1 [Scenedesmus sp. PABB004]
OG0002473	RMZ52724.1 hypothetical protein APUTEX25_000843_ partial [Auxenochlorella protothecoides]	KAF8064607.1 SEN1 [Scenedesmus sp. PABB004]
OG0002474	RMZ52727.1 hypothetical protein APUTEX25_000846_ partial [Auxenochlorella protothecoides]	KAF8061390.1 CTPA3 [Scenedesmus sp. PABB004]
OG0002475	RMZ52736.1 hypothetical protein APUTEX25_000855_ partial [Auxenochlorella protothecoides]	KAF8071171.1 hrq1 [Scenedesmus sp. PABB004]
OG0002478	RMZ52764.1 hypothetical protein APUTEX25_000883_ partial [Auxenochlorella protothecoides]	KAF8072855.1 hypothetical protein HT031_000515 [Scenedesmus sp. PABB004]
OG0002479	RMZ52779.1 hypothetical protein APUTEX25_000898 [Auxenochlorella protothecoides]	KAF8059112.1 aarF domain-containing protein kinase [Scenedesmus sp. PABB004]
OG0002480	RMZ52781.1 hypothetical protein APUTEX25_000900 [Auxenochlorella protothecoides]	KAF8068292.1 hypothetical protein HT031_001979 [Scenedesmus sp. PABB004]
OG0002482	RMZ52829.1 hypothetical protein APUTEX25_000948_ partial [Auxenochlorella protothecoides]	KAF8058848.1 RRP44A [Scenedesmus sp. PABB004]
OG0002483	RMZ52831.1 hypothetical protein APUTEX25_000950_ partial [Auxenochlorella protothecoides]	KAF8063758.1 DEAD-box ATP-dependent RNA helicase 6 [Scenedesmus sp. PABB004]
OG0002484	RMZ52845.1 hypothetical protein APUTEX25_000964 [Auxenochlorella protothecoides]	KAF8060618.1 B'ETA [Scenedesmus sp. PABB004]
OG0002485	RMZ52861.1 hypothetical protein APUTEX25_000980 [Auxenochlorella protothecoides]	KAF8073201.1 Dbt [Scenedesmus sp. PABB004]
OG0002486	RMZ52863.1 hypothetical protein APUTEX25_000982 [Auxenochlorella protothecoides]	KAF8071105.1 hypothetical protein HT031_001187 [Scenedesmus sp. PABB004]
OG0002487	RMZ52866.1 hypothetical protein APUTEX25_000985 [Auxenochlorella protothecoides]	KAF8073169.1 yitJ [Scenedesmus sp. PABB004]
OG0002489	RMZ52875.1 hypothetical protein APUTEX25_000994 [Auxenochlorella protothecoides]	KAF8072414.1 Alg14 [Scenedesmus sp. PABB004]
OG0002490	RMZ52882.1 hypothetical protein APUTEX25_001001 [Auxenochlorella protothecoides]	KAF8055723.1 utp15 [Scenedesmus sp. PABB004]
OG0002491	RMZ52889.1 hypothetical protein APUTEX25_001008 [Auxenochlorella protothecoides]	KAF8070972.1 AP4M [Scenedesmus sp. PABB004]
OG0002492	RMZ52897.1 hypothetical protein APUTEX25_001016 [Auxenochlorella protothecoides]	KAF8070867.1 hypothetical protein HT031_000948 [Scenedesmus sp. PABB004]
OG0002493	RMZ52912.1 hypothetical protein APUTEX25_001031_ partial [Auxenochlorella protothecoides]	KAF8060506.1 ubiquinone biosynthesis protein COQ4 [Scenedesmus sp. PABB004]
OG0002494	RMZ52913.1 hypothetical protein APUTEX25_001032_ partial [Auxenochlorella protothecoides]	KAF8073114.1 SPS1 [Scenedesmus sp. PABB004]
OG0002495	RMZ52920.1 hypothetical protein APUTEX25_001039_ partial [Auxenochlorella protothecoides]	KAF8055830.1 hypothetical protein HT031_006605 [Scenedesmus sp. PABB004], KAF8055829.1 MEP5 [Scenedesmus sp. PABB004]
OG0002496	RMZ52922.1 hypothetical protein APUTEX25_001041 [Auxenochlorella protothecoides]	KAF8060466.1 folate-biopterin transporter 1 [Scenedesmus sp. PABB004]
OG0002497	RMZ52924.1 hypothetical protein APUTEX25_001043 [Auxenochlorella protothecoides]	KAF8070850.1 hypothetical protein HT031_000931 [Scenedesmus sp. PABB004]
OG0002498	RMZ52938.1 hypothetical protein APUTEX25_001057 [Auxenochlorella protothecoides]	KAF8073096.1 hypothetical protein HT031_000757 [Scenedesmus sp. PABB004]
OG0002500	RMZ52950.1 hypothetical protein APUTEX25_001069 [Auxenochlorella protothecoides]	KAF8056143.1 hypothetical protein HT031_006494 [Scenedesmus sp. PABB004]
OG0002502	RMZ52958.1 hypothetical protein APUTEX25_001077_ partial [Auxenochlorella protothecoides]	KAF8055089.1 NAA15 [Scenedesmus sp. PABB004]
OG0002503	RMZ52959.1 hypothetical protein APUTEX25_001078 [Auxenochlorella protothecoides]	KAF8063834.1 RRP5 [Scenedesmus sp. PABB004]
OG0002504	RMZ52972.1 hypothetical protein APUTEX25_001091_ partial [Auxenochlorella protothecoides]	KAF8067238.1 elp4 [Scenedesmus sp. PABB004]
OG0002505	RMZ52982.1 hypothetical protein APUTEX25_001101_ partial [Auxenochlorella protothecoides]	KAF8062659.1 SWC4 [Scenedesmus sp. PABB004]
OG0002506	RMZ52992.1 hypothetical protein APUTEX25_001111_ partial [Auxenochlorella protothecoides]	KAF8059661.1 CA1 [Scenedesmus sp. PABB004]
OG0002507	RMZ53015.1 hypothetical protein APUTEX25_001134 [Auxenochlorella protothecoides]	KAF8065963.1 rnf121 [Scenedesmus sp. PABB004]
OG0002508	RMZ53016.1 hypothetical protein APUTEX25_001135 [Auxenochlorella protothecoides]	KAF8073207.1 rio2 [Scenedesmus sp. PABB004]
OG0002509	RMZ53027.1 hypothetical protein APUTEX25_001146_ partial [Auxenochlorella protothecoides]	KAF8055989.1 LA1 [Scenedesmus sp. PABB004]
OG0002511	RMZ53586.1 hypothetical protein APUTEX25_003408 [Auxenochlorella protothecoides], RMZ53053.1 hypothetical protein APUTEX25_001172_ partial [Auxenochlorella protothecoides]	KAF8071351.1 AP2-3 [Scenedesmus sp. PABB004]
OG0002512	RMZ53081.1 hypothetical protein APUTEX25_001200 [Auxenochlorella protothecoides]	KAF8071348.1 NIPSNAP3A [Scenedesmus sp. PABB004]
OG0002513	RMZ53083.1 hypothetical protein APUTEX25_002492_ partial [Auxenochlorella protothecoides]	KAF8072786.1 serine/threonine-protein kinase [Scenedesmus sp. PABB004]
OG0002514	RMZ53089.1 hypothetical protein APUTEX25_002498 [Auxenochlorella protothecoides]	KAF8066204.1 ycf42 [Scenedesmus sp. PABB004]
OG0002515	RMZ53090.1 hypothetical protein APUTEX25_002499_ partial [Auxenochlorella protothecoides], RMZ56702.1 hypothetical protein APUTEX25_002791_ partial [Auxenochlorella protothecoides]	KAF8062050.1 MLO10 [Scenedesmus sp. PABB004]
OG0002516	RMZ53091.1 hypothetical protein APUTEX25_002500 [Auxenochlorella protothecoides]	KAF8060519.1 Ycf53-like protein [Scenedesmus sp. PABB004]
OG0002517	RMZ53109.1 hypothetical protein APUTEX25_002518 [Auxenochlorella protothecoides]	KAF8068301.1 MED31 [Scenedesmus sp. PABB004]
OG0002518	RMZ53137.1 hypothetical protein APUTEX25_005126 [Auxenochlorella protothecoides]	KAF8065482.1 MCM7 [Scenedesmus sp. PABB004]
OG0002519	RMZ53138.1 hypothetical protein APUTEX25_005127_ partial [Auxenochlorella protothecoides]	KAF8070961.1 GCN2 [Scenedesmus sp. PABB004]
OG0002521	RMZ53157.1 hypothetical protein APUTEX25_005146 [Auxenochlorella protothecoides]	KAF8062057.1 ATM1 [Scenedesmus sp. PABB004]
OG0002522	RMZ53160.1 hypothetical protein APUTEX25_005149_ partial [Auxenochlorella protothecoides]	KAF8066239.1 mrpl22 [Scenedesmus sp. PABB004]
OG0002525	RMZ53174.1 hypothetical protein APUTEX25_005163 [Auxenochlorella protothecoides]	KAF8057751.1 DIM1A [Scenedesmus sp. PABB004]
OG0002527	RMZ53179.1 hypothetical protein APUTEX25_005168 [Auxenochlorella protothecoides]	KAF8071266.1 FLA10 [Scenedesmus sp. PABB004]
OG0002528	RMZ53180.1 hypothetical protein APUTEX25_005169 [Auxenochlorella protothecoides]	KAF8065730.1 VAC8 [Scenedesmus sp. PABB004], KAF8065727.1 hypothetical protein HT031_002787 [Scenedesmus sp. PABB004]
OG0002529	RMZ53185.1 hypothetical protein APUTEX25_005174_ partial [Auxenochlorella protothecoides]	KAF8061991.1 hypothetical protein HT031_004251 [Scenedesmus sp. PABB004]
OG0002530	RMZ53189.1 hypothetical protein APUTEX25_005178_ partial [Auxenochlorella protothecoides]	KAF8059681.1 ABC1 [Scenedesmus sp. PABB004]
OG0002531	RMZ53215.1 hypothetical protein APUTEX25_005204 [Auxenochlorella protothecoides]	KAF8059114.1 DJC76 [Scenedesmus sp. PABB004]
OG0002532	RMZ53217.1 hypothetical protein APUTEX25_005206_ partial [Auxenochlorella protothecoides]	KAF8070898.1 hypothetical protein HT031_000979 [Scenedesmus sp. PABB004]
OG0002533	RMZ53228.1 hypothetical protein APUTEX25_005217 [Auxenochlorella protothecoides]	KAF8072625.1 Ctnnbl1 [Scenedesmus sp. PABB004]
OG0002534	RMZ53237.1 hypothetical protein APUTEX25_005226 [Auxenochlorella protothecoides]	KAF8062911.1 DIT1 [Scenedesmus sp. PABB004]
OG0002536	RMZ53250.1 hypothetical protein APUTEX25_005239 [Auxenochlorella protothecoides]	KAF8067431.1 RPT5A [Scenedesmus sp. PABB004]
OG0002538	RMZ53260.1 hypothetical protein APUTEX25_005249 [Auxenochlorella protothecoides]	KAF8072622.1 RFC3 [Scenedesmus sp. PABB004]
OG0002539	RMZ53272.1 hypothetical protein APUTEX25_005261 [Auxenochlorella protothecoides]	KAF8055944.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B [Scenedesmus sp. PABB004]
OG0002540	RMZ53275.1 hypothetical protein APUTEX25_005264 [Auxenochlorella protothecoides]	KAF8064619.1 ytfP [Scenedesmus sp. PABB004]
OG0002541	RMZ53277.1 hypothetical protein APUTEX25_005266 [Auxenochlorella protothecoides]	KAF8065812.1 14-3-3-like protein [Scenedesmus sp. PABB004]
OG0002543	RMZ53291.1 hypothetical protein APUTEX25_004779 [Auxenochlorella protothecoides]	KAF8057918.1 hypothetical protein HT031_005864 [Scenedesmus sp. PABB004]
OG0002544	RMZ53296.1 hypothetical protein APUTEX25_004784_ partial [Auxenochlorella protothecoides]	KAF8061398.1 AATP1 [Scenedesmus sp. PABB004]
OG0002545	RMZ53300.1 hypothetical protein APUTEX25_004788 [Auxenochlorella protothecoides]	KAF8067272.1 ARA1 [Scenedesmus sp. PABB004]
