Orthogroup	Auxenochlorella_protothecoides	Micractinium_SAG24180
OG0001809	RMZ53388.1 hypothetical protein APUTEX25_004876 [Auxenochlorella protothecoides]	PSC74302.1 putative glutamyl chloroplastic [Micractinium conductrix]
OG0001810	RMZ53393.1 hypothetical protein APUTEX25_004881 [Auxenochlorella protothecoides]	PSC67927.1 embryonic stem cell-specific 5-hydroxymethylcytosine-binding -like [Micractinium conductrix]
OG0001811	RMZ53395.1 hypothetical protein APUTEX25_004883 [Auxenochlorella protothecoides]	PSC73744.1 Oligoxyloglucan reducing end-specific cellobiohydrolase [Micractinium conductrix]
OG0001812	RMZ53408.1 hypothetical protein APUTEX25_004896 [Auxenochlorella protothecoides]	PSC72264.1 coatomer subunit beta-1-like [Micractinium conductrix]
OG0001813	RMZ53413.1 hypothetical protein APUTEX25_004901 [Auxenochlorella protothecoides]	PSC68201.1 phenylalanine-tRNA chloroplastic mitochondrial [Micractinium conductrix]
OG0001814	RMZ53435.1 hypothetical protein APUTEX25_004923 [Auxenochlorella protothecoides]	PSC76629.1 hypothetical protein C2E20_0194 [Micractinium conductrix], PSC76657.1 hypothetical protein C2E20_0195 [Micractinium conductrix]
OG0001815	RMZ53437.1 hypothetical protein APUTEX25_004925 [Auxenochlorella protothecoides], RMZ55848.1 hypothetical protein APUTEX25_003814_ partial [Auxenochlorella protothecoides]	PSC71969.1 non-histone chromosomal 6 [Micractinium conductrix]
OG0001816	RMZ53439.1 hypothetical protein APUTEX25_004927 [Auxenochlorella protothecoides], RMZ57572.1 hypothetical protein APUTEX25_001772 [Auxenochlorella protothecoides]	PSC73074.1 ubiquitin domain-containing 2-like [Micractinium conductrix]
OG0001817	RMZ53443.1 hypothetical protein APUTEX25_004931 [Auxenochlorella protothecoides]	PSC72138.1 sorting nexin 1 [Micractinium conductrix]
OG0001818	RMZ53466.1 hypothetical protein APUTEX25_003288_ partial [Auxenochlorella protothecoides]	PSC71537.1 60S acidic ribosomal P0 [Micractinium conductrix]
OG0001819	RMZ53473.1 hypothetical protein APUTEX25_003295 [Auxenochlorella protothecoides]	PSC69022.1 Selenium-binding 1 [Micractinium conductrix]
OG0001820	RMZ53485.1 hypothetical protein APUTEX25_003307 [Auxenochlorella protothecoides]	PSC73567.1 Glucose-6-phosphate 1-dehydrogenase [Micractinium conductrix]
OG0001821	RMZ53488.1 hypothetical protein APUTEX25_003310_ partial [Auxenochlorella protothecoides]	PSC71439.1 serine threonine-phosphatase BSL1 [Micractinium conductrix]
OG0001822	RMZ53504.1 hypothetical protein APUTEX25_003326_ partial [Auxenochlorella protothecoides]	PSC67098.1 ATP-dependent DNA helicase 2 subunit KU70 [Micractinium conductrix], PSC68239.1 ATP-dependent DNA helicase 2 subunit KU70 [Micractinium conductrix], PSC67317.1 ATP-dependent DNA helicase 2 subunit KU70 [Micractinium conductrix]
OG0001823	RMZ53514.1 hypothetical protein APUTEX25_003336 [Auxenochlorella protothecoides]	PSC67577.1 hypothetical protein C2E20_8765 [Micractinium conductrix]
OG0001824	RMZ53517.1 hypothetical protein APUTEX25_003339 [Auxenochlorella protothecoides]	PSC68131.1 methionine aminopeptidase 2B-like [Micractinium conductrix]
OG0001825	RMZ53518.1 hypothetical protein APUTEX25_003340 [Auxenochlorella protothecoides]	PSC71354.1 Acyl-coenzyme A oxidase peroxisomal [Micractinium conductrix]
OG0001826	RMZ53526.1 hypothetical protein APUTEX25_003348_ partial [Auxenochlorella protothecoides]	PSC71471.1 T-complex theta subunit [Micractinium conductrix]
OG0001828	RMZ53538.1 hypothetical protein APUTEX25_003360_ partial [Auxenochlorella protothecoides]	PSC71371.1 CUGBP Elav-like family member 2 isoform X7 [Micractinium conductrix]
OG0001829	RMZ53545.1 hypothetical protein APUTEX25_003367 [Auxenochlorella protothecoides]	PSC76142.1 V-type proton ATPase subunit a3-like isoform A [Micractinium conductrix], PSC76141.1 V-type proton ATPase subunit a3-like isoform B [Micractinium conductrix]
OG0001830	RMZ53555.1 hypothetical protein APUTEX25_003377_ partial [Auxenochlorella protothecoides]	PSC71413.1 3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase [Micractinium conductrix]
OG0001831	RMZ53569.1 hypothetical protein APUTEX25_003391 [Auxenochlorella protothecoides]	PSC72955.1 Serine-tRNA ligase [Micractinium conductrix]
OG0001832	RMZ53575.1 hypothetical protein APUTEX25_003397_ partial [Auxenochlorella protothecoides]	PSC69531.1 bifunctional dethiobiotin synthetase 7_8-diamino-pelargonic acid mitochondrial [Micractinium conductrix]
OG0001833	RMZ53579.1 hypothetical protein APUTEX25_003401 [Auxenochlorella protothecoides]	PSC69296.1 hypothetical protein C2E20_7243 [Micractinium conductrix]
OG0001834	RMZ55869.1 hypothetical protein APUTEX25_003835 [Auxenochlorella protothecoides]	PSC71967.1 B3 domain-containing transcription repressor VAL1-like [Micractinium conductrix]
OG0001835	RMZ53583.1 hypothetical protein APUTEX25_003405 [Auxenochlorella protothecoides]	PSC69242.1 WD repeat and HMG-box DNA-binding 1 [Micractinium conductrix], PSC69198.1 WD repeat and HMG-box DNA-binding 1 isoform A [Micractinium conductrix], PSC69197.1 WD repeat and HMG-box DNA-binding 1 isoform B [Micractinium conductrix]
OG0001837	RMZ53617.1 hypothetical protein APUTEX25_003151_ partial [Auxenochlorella protothecoides]	PSC68677.1 Bifunctional purine biosynthesis [Micractinium conductrix]
OG0001838	RMZ53623.1 hypothetical protein APUTEX25_003157 [Auxenochlorella protothecoides]	PSC74145.1 pre-rRNA-processing TSR1-like protein [Micractinium conductrix]
OG0001839	RMZ53627.1 hypothetical protein APUTEX25_003161_ partial [Auxenochlorella protothecoides]	PSC69683.1 Prolyl endopeptidase [Micractinium conductrix]
OG0001840	RMZ53643.1 hypothetical protein APUTEX25_003177 [Auxenochlorella protothecoides]	PSC71464.1 NAD-dependent aldehyde dehydrogenase [Micractinium conductrix]
OG0001841	RMZ53644.1 hypothetical protein APUTEX25_003178 [Auxenochlorella protothecoides]	PSC69255.1 ABC transporter family [Micractinium conductrix]
OG0001842	RMZ53677.1 hypothetical protein APUTEX25_003211 [Auxenochlorella protothecoides]	PSC69441.1 Oleoyl-acyl carrier chloroplastic [Micractinium conductrix]
OG0001843	RMZ53679.1 hypothetical protein APUTEX25_003213_ partial [Auxenochlorella protothecoides]	PSC72243.1 eukaryotic translation initiation factor 2 subunit gamma-like [Micractinium conductrix]
OG0001844	RMZ53691.1 hypothetical protein APUTEX25_003225_ partial [Auxenochlorella protothecoides]	PSC72712.1 pyrroline-5-carboxylate reductase [Micractinium conductrix]
OG0001845	RMZ53692.1 hypothetical protein APUTEX25_003226_ partial [Auxenochlorella protothecoides]	PSC72612.1 mRNA _2 -O-methyladenosine-N6-_-methyltransferase [Micractinium conductrix]
OG0001846	RMZ53711.1 hypothetical protein APUTEX25_003245 [Auxenochlorella protothecoides]	PSC70715.1 DNA-directed RNA polymerase III subunit RPC8 [Micractinium conductrix]
OG0001847	RMZ53720.1 hypothetical protein APUTEX25_003254 [Auxenochlorella protothecoides]	PSC74571.1 transport Sec61 subunit alpha-like [Micractinium conductrix]
OG0001848	RMZ53721.1 hypothetical protein APUTEX25_003255_ partial [Auxenochlorella protothecoides]	PSC68666.1 1-phosphatidylinositol-3-phosphate 5-kinase FAB1B-like [Micractinium conductrix]
OG0001849	RMZ53734.1 hypothetical protein APUTEX25_003873 [Auxenochlorella protothecoides]	PSC74533.1 Protochlorophyllide chloroplastic [Micractinium conductrix]
OG0001850	RMZ53736.1 hypothetical protein APUTEX25_003875 [Auxenochlorella protothecoides]	PSC74558.1 DEAD-box ATP-dependent RNA helicase 18 isoform B [Micractinium conductrix], PSC74559.1 DEAD-box ATP-dependent RNA helicase 18 isoform A [Micractinium conductrix]
OG0001852	RMZ53754.1 hypothetical protein APUTEX25_003893_ partial [Auxenochlorella protothecoides]	PSC72602.1 Nuclear control of ATPase [Micractinium conductrix]
OG0001853	RMZ53775.1 hypothetical protein APUTEX25_003914 [Auxenochlorella protothecoides]	PSC73476.1 carbonic anhydrase [Micractinium conductrix], PSC75414.1 carbonic anhydrase [Micractinium conductrix]
OG0001854	RMZ53787.1 hypothetical protein APUTEX25_003926 [Auxenochlorella protothecoides]	PSC72782.1 Small ubiquitin-related modifier 1 [Micractinium conductrix]
OG0001855	RMZ53811.1 hypothetical protein APUTEX25_003950_ partial [Auxenochlorella protothecoides]	PSC72717.1 Splicing factor 3B subunit 4 [Micractinium conductrix]
OG0001856	RMZ53821.1 hypothetical protein APUTEX25_003960_ partial [Auxenochlorella protothecoides]	PSC68742.1 uracil phosphoribosyltransferase [Micractinium conductrix]
OG0001857	RMZ53842.1 hypothetical protein APUTEX25_005588_ partial [Auxenochlorella protothecoides]	PSC69615.1 GTP-binding nuclear Ran-3 [Micractinium conductrix]
OG0001858	RMZ53847.1 hypothetical protein APUTEX25_005593 [Auxenochlorella protothecoides]	PSC70436.1 60S ribosomal L8-like [Micractinium conductrix]
OG0001859	RMZ53867.1 hypothetical protein APUTEX25_005613 [Auxenochlorella protothecoides]	PSC70350.1 DNA-directed primase polymerase isoform X1 isoform B [Micractinium conductrix], PSC70349.1 DNA-directed primase polymerase isoform X1 isoform A [Micractinium conductrix]
OG0001860	RMZ53868.1 hypothetical protein APUTEX25_005614 [Auxenochlorella protothecoides]	PSC70462.1 putative phenylalanine-tRNA ligase alpha subunit [Micractinium conductrix]
OG0001861	RMZ53874.1 hypothetical protein APUTEX25_005620_ partial [Auxenochlorella protothecoides]	PSC70316.1 GMP synthase [glutamine-hydrolyzing] [Micractinium conductrix]
OG0001862	RMZ53912.1 hypothetical protein APUTEX25_004937 [Auxenochlorella protothecoides]	PSC67531.1 transport yif1 [Micractinium conductrix]
OG0001863	RMZ53918.1 hypothetical protein APUTEX25_004943 [Auxenochlorella protothecoides]	PSC71004.1 SEC1 family transport SLY1-like [Micractinium conductrix]
OG0001864	RMZ53933.1 hypothetical protein APUTEX25_004958_ partial [Auxenochlorella protothecoides]	PSC73349.1 tRNA wybutosine-synthesizing 4 [Micractinium conductrix]
OG0001865	RMZ53938.1 hypothetical protein APUTEX25_004963_ partial [Auxenochlorella protothecoides]	PSC73403.1 UDP-glucose pyrophosphorylase [Micractinium conductrix]
OG0001866	RMZ53946.1 hypothetical protein APUTEX25_004971 [Auxenochlorella protothecoides], RMZ56300.1 hypothetical protein APUTEX25_000539 [Auxenochlorella protothecoides]	PSC72993.1 importin beta-like SAD2 [Micractinium conductrix]
OG0001867	RMZ53960.1 hypothetical protein APUTEX25_002537 [Auxenochlorella protothecoides]	PSC70312.1 putative complex I intermediate-associated 30 [Micractinium conductrix]
OG0001868	RMZ53973.1 hypothetical protein APUTEX25_002550_ partial [Auxenochlorella protothecoides]	PSC73297.1 vacuolar sorting-associated 18-like protein [Micractinium conductrix]
OG0001869	RMZ53980.1 hypothetical protein APUTEX25_002557 [Auxenochlorella protothecoides]	PSC73352.1 NEDD8-activating enzyme E1 catalytic subunit [Micractinium conductrix]
OG0001870	RMZ53981.1 hypothetical protein APUTEX25_002558 [Auxenochlorella protothecoides]	PSC75701.1 CAS1 domain-containing 1 [Micractinium conductrix]
OG0001871	RMZ53983.1 hypothetical protein APUTEX25_002560 [Auxenochlorella protothecoides]	PSC69321.1 transmembrane 120-like protein isoform A [Micractinium conductrix], PSC69322.1 transmembrane 120-like protein isoform B [Micractinium conductrix]
OG0001872	RMZ53988.1 hypothetical protein APUTEX25_002565 [Auxenochlorella protothecoides]	PSC67891.1 cytochrome b6-f complex iron-sulfur subunit [Micractinium conductrix], PSC75469.1 Rieske iron-sulfur subunit of the cytochrome b6f chloroplast precursor [Micractinium conductrix]
OG0001873	RMZ53989.1 hypothetical protein APUTEX25_002566 [Auxenochlorella protothecoides]	PSC67925.1 tRNA modifying enzyme [Micractinium conductrix]
OG0001874	RMZ53999.1 hypothetical protein APUTEX25_002576_ partial [Auxenochlorella protothecoides]	PSC68961.1 Alcohol dehydrogenase class-3 [Micractinium conductrix]
OG0001875	RMZ54010.1 hypothetical protein APUTEX25_002587 [Auxenochlorella protothecoides]	PSC73295.1 Eukaryotic translation initiation factor 3 subunit J [Micractinium conductrix]
OG0001876	RMZ54020.1 hypothetical protein APUTEX25_002597 [Auxenochlorella protothecoides]	PSC68941.1 NADP-Malate dehydrogenase [Micractinium conductrix]
OG0001877	RMZ54021.1 hypothetical protein APUTEX25_002598_ partial [Auxenochlorella protothecoides]	PSC75149.1 glyoxal reductase [Micractinium conductrix]
OG0001878	RMZ54033.1 hypothetical protein APUTEX25_002610_ partial [Auxenochlorella protothecoides]	PSC69338.1 CTD small phosphatase 2 [Micractinium conductrix]
OG0001879	RMZ54035.1 hypothetical protein APUTEX25_002612 [Auxenochlorella protothecoides]	PSC68040.1 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Micractinium conductrix]
OG0001880	RMZ54051.1 hypothetical protein APUTEX25_002628_ partial [Auxenochlorella protothecoides]	PSC76595.1 ubiquitin carboxyl-terminal hydrolase 6 [Micractinium conductrix]
OG0001881	RMZ54069.1 hypothetical protein APUTEX25_002646 [Auxenochlorella protothecoides]	PSC67536.1 ABC transporter _ISS_ [Micractinium conductrix]
OG0001882	RMZ54082.1 hypothetical protein APUTEX25_002659_ partial [Auxenochlorella protothecoides]	PSC68973.1 pyridoxine biosynthesis [Micractinium conductrix]
OG0001883	RMZ54085.1 hypothetical protein APUTEX25_002662 [Auxenochlorella protothecoides]	PSC70882.1 eukaryotic translation initiation factor 3 subunit I-like [Micractinium conductrix]
OG0001884	RMZ54112.1 hypothetical protein APUTEX25_002689 [Auxenochlorella protothecoides]	PSC75112.1 cold-shock DNA binding isoform A [Micractinium conductrix], PSC75111.1 cold-shock DNA binding isoform B [Micractinium conductrix]
OG0001885	RMZ54124.1 hypothetical protein APUTEX25_005280_ partial [Auxenochlorella protothecoides]	PSC70374.1 60S ribosomal L3 isoform A [Micractinium conductrix], PSC70373.1 60S ribosomal L3 isoform B [Micractinium conductrix]
OG0001886	RMZ54136.1 hypothetical protein APUTEX25_005292 [Auxenochlorella protothecoides]	PSC67665.1 ARM repeat-containing isoform B [Micractinium conductrix], PSC67664.1 ARM repeat-containing isoform A [Micractinium conductrix]
OG0001887	RMZ54180.1 hypothetical protein APUTEX25_005336_ partial [Auxenochlorella protothecoides]	PSC67642.1 vacuolar sorting-associated 22-like protein 1 [Micractinium conductrix]
OG0001888	RMZ54184.1 hypothetical protein APUTEX25_005340 [Auxenochlorella protothecoides]	PSC75238.1 26S proteasome non-ATPase regulatory subunit 12 [Micractinium conductrix]
OG0001889	RMZ54189.1 hypothetical protein APUTEX25_005345 [Auxenochlorella protothecoides]	PSC69985.1 methionine-S-oxide reductase [Micractinium conductrix]
OG0001890	RMZ54196.1 hypothetical protein APUTEX25_005352 [Auxenochlorella protothecoides]	PSC74238.1 phosphatase methylesterase 1-like [Micractinium conductrix]
OG0001891	RMZ54198.1 hypothetical protein APUTEX25_005354_ partial [Auxenochlorella protothecoides]	PSC70323.1 hypothetical protein C2E20_6169 [Micractinium conductrix], PSC70324.1 hypothetical protein C2E20_6169 [Micractinium conductrix], PSC70325.1 hypothetical protein C2E20_6169 [Micractinium conductrix]
OG0001892	RMZ54204.1 hypothetical protein APUTEX25_005360 [Auxenochlorella protothecoides]	PSC69785.1 Fanconi anemia group J-like protein [Micractinium conductrix]
OG0001893	RMZ54263.1 hypothetical protein APUTEX25_000614_ partial [Auxenochlorella protothecoides]	PSC70766.1 Phosducin 3 [Micractinium conductrix]
OG0001894	RMZ54269.1 hypothetical protein APUTEX25_000620 [Auxenochlorella protothecoides]	PSC72382.1 putative inositol transporter 2 [Micractinium conductrix], PSC72472.1 MKI67 FHA domain-interacting nucleolar phospho [Micractinium conductrix]
OG0001895	RMZ54276.1 hypothetical protein APUTEX25_001434 [Auxenochlorella protothecoides]	PSC71005.1 N-acetyl-gamma-glutamyl-phosphate reductase [Micractinium conductrix]
OG0001897	RMZ54288.1 hypothetical protein APUTEX25_001446_ partial [Auxenochlorella protothecoides]	PSC76841.1 SPX and EXS domain-containing 1-like isoform X1 [Micractinium conductrix]
OG0001898	RMZ54293.1 hypothetical protein APUTEX25_001451_ partial [Auxenochlorella protothecoides]	PSC67775.1 non-canonical poly_A_ RNA polymerase PAPD5 [Micractinium conductrix]
OG0001899	RMZ54295.1 hypothetical protein APUTEX25_001453 [Auxenochlorella protothecoides]	PSC71394.1 Ribosome maturation factor [Micractinium conductrix]
OG0001900	RMZ54297.1 hypothetical protein APUTEX25_001455 [Auxenochlorella protothecoides]	PSC67407.1 ubiquitin fusion degradation 1-like protein [Micractinium conductrix]
OG0001901	RMZ54301.1 hypothetical protein APUTEX25_001459 [Auxenochlorella protothecoides]	PSC68462.1 fatty acid amide hydrolase-like [Micractinium conductrix]
OG0001902	RMZ54305.1 hypothetical protein APUTEX25_001463 [Auxenochlorella protothecoides]	PSC73059.1 adenosine kinase 2 [Micractinium conductrix]
OG0001903	RMZ54307.1 hypothetical protein APUTEX25_001465 [Auxenochlorella protothecoides]	PSC76077.1 hypothetical protein C2E20_0748 [Micractinium conductrix]
OG0001904	RMZ54313.1 hypothetical protein APUTEX25_001471 [Auxenochlorella protothecoides]	PSC70875.1 putative aarF domain-containing kinase 1 [Micractinium conductrix]
OG0001905	RMZ54321.1 hypothetical protein APUTEX25_001479 [Auxenochlorella protothecoides]	PSC76309.1 aminotransferase isoform B [Micractinium conductrix], PSC76310.1 aminotransferase isoform A [Micractinium conductrix]
OG0001906	RMZ54324.1 hypothetical protein APUTEX25_001482 [Auxenochlorella protothecoides]	PSC73114.1 spermidine synthase [Micractinium conductrix]
OG0001907	RMZ54331.1 hypothetical protein APUTEX25_001489 [Auxenochlorella protothecoides]	PSC71001.1 Histone acetyltransferase GCN5 [Micractinium conductrix]
OG0001908	RMZ54351.1 hypothetical protein APUTEX25_001927_ partial [Auxenochlorella protothecoides]	PSC69530.1 AMP-activated kinase [Micractinium conductrix]
OG0001909	RMZ54373.1 hypothetical protein APUTEX25_001949 [Auxenochlorella protothecoides]	PSC69609.1 DNA repair helicase UVH6 [Micractinium conductrix]
