Orthogroup	Auxenochlorella_protothecoides	Coccomyxa_SubellipsoideaC169
OG0002021	RMZ55402.1 hypothetical protein APUTEX25_003526_ partial [Auxenochlorella protothecoides]	EIE24941.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002022	RMZ55406.1 hypothetical protein APUTEX25_003530_ partial [Auxenochlorella protothecoides]	EIE26696.1 cyclin-like protein [Coccomyxa subellipsoidea C-169]
OG0002023	RMZ55411.1 hypothetical protein APUTEX25_003535 [Auxenochlorella protothecoides]	EIE23830.1 ribosomal protein S5 component of cytosolic 80S ribosome and 40S small subunit [Coccomyxa subellipsoidea C-169]
OG0002024	RMZ55421.1 hypothetical protein APUTEX25_003545 [Auxenochlorella protothecoides]	EIE25137.1 MATH-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002025	RMZ55449.1 hypothetical protein APUTEX25_003573_ partial [Auxenochlorella protothecoides]	EIE21219.1 superoxide dismutase [Mn] [Coccomyxa subellipsoidea C-169]
OG0002026	RMZ55450.1 hypothetical protein APUTEX25_003574 [Auxenochlorella protothecoides]	EIE25148.1 TFP11-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002027	RMZ55461.1 hypothetical protein APUTEX25_003585 [Auxenochlorella protothecoides]	EIE25769.1 adenine phosphoribosyltransferase [Coccomyxa subellipsoidea C-169]
OG0002028	RMZ55467.1 hypothetical protein APUTEX25_004692_ partial [Auxenochlorella protothecoides]	EIE22766.1 26S proteasome regulatory subunit [Coccomyxa subellipsoidea C-169]
OG0002029	RMZ55478.1 hypothetical protein APUTEX25_000061 [Auxenochlorella protothecoides]	EIE18114.1 Actin/actin-like protein [Coccomyxa subellipsoidea C-169]
OG0002030	RMZ55479.1 hypothetical protein APUTEX25_000062 [Auxenochlorella protothecoides], RMZ55540.1 hypothetical protein APUTEX25_000123 [Auxenochlorella protothecoides]	EIE18816.1 hypothetical protein COCSUDRAFT_44983 [Coccomyxa subellipsoidea C-169]
OG0002031	RMZ55497.1 hypothetical protein APUTEX25_000080_ partial [Auxenochlorella protothecoides]	EIE23648.1 kinesin-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002032	RMZ55499.1 hypothetical protein APUTEX25_000082 [Auxenochlorella protothecoides]	EIE24901.1 hypothetical protein COCSUDRAFT_14300 [Coccomyxa subellipsoidea C-169]
OG0002033	RMZ55531.1 hypothetical protein APUTEX25_000114 [Auxenochlorella protothecoides]	EIE18517.1 signal recognition particle protein [Coccomyxa subellipsoidea C-169]
OG0002034	RMZ55535.1 hypothetical protein APUTEX25_000118 [Auxenochlorella protothecoides]	EIE26093.1 hypothetical protein COCSUDRAFT_46488 [Coccomyxa subellipsoidea C-169]
OG0002035	RMZ55536.1 hypothetical protein APUTEX25_000119_ partial [Auxenochlorella protothecoides]	EIE23790.1 DNA topoisomerase II [Coccomyxa subellipsoidea C-169]
OG0002036	RMZ55542.1 hypothetical protein APUTEX25_000125 [Auxenochlorella protothecoides]	EIE24744.1 hypothetical protein COCSUDRAFT_46926 [Coccomyxa subellipsoidea C-169]
OG0002037	RMZ55556.1 hypothetical protein APUTEX25_000139_ partial [Auxenochlorella protothecoides]	EIE21291.1 antiviral helicase [Coccomyxa subellipsoidea C-169]
OG0002038	RMZ55563.1 hypothetical protein APUTEX25_000146 [Auxenochlorella protothecoides]	EIE24065.1 ribosomal protein L37 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]
OG0002039	RMZ55585.1 hypothetical protein APUTEX25_000168 [Auxenochlorella protothecoides]	EIE23880.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]
OG0002040	RMZ55603.1 hypothetical protein APUTEX25_000186_ partial [Auxenochlorella protothecoides]	EIE26294.1 dihydroxy-acid dehydratase [Coccomyxa subellipsoidea C-169]
OG0002041	RMZ55618.1 hypothetical protein APUTEX25_000201 [Auxenochlorella protothecoides]	EIE24967.1 hypothetical protein COCSUDRAFT_83659_ partial [Coccomyxa subellipsoidea C-169]
OG0002042	RMZ55623.1 hypothetical protein APUTEX25_000206_ partial [Auxenochlorella protothecoides]	EIE25420.1 starch branching enzyme [Coccomyxa subellipsoidea C-169]
OG0002043	RMZ55648.1 hypothetical protein APUTEX25_000231_ partial [Auxenochlorella protothecoides]	EIE23695.1 DNA polymerase epsilon_ subunit B [Coccomyxa subellipsoidea C-169]
OG0002044	RMZ55662.1 hypothetical protein APUTEX25_000245_ partial [Auxenochlorella protothecoides]	EIE20259.1 hypothetical protein COCSUDRAFT_37929 [Coccomyxa subellipsoidea C-169]
OG0002045	RMZ55685.1 hypothetical protein APUTEX25_000268 [Auxenochlorella protothecoides]	EIE23756.1 hypothetical protein COCSUDRAFT_53450 [Coccomyxa subellipsoidea C-169]
OG0002046	RMZ55696.1 hypothetical protein APUTEX25_005737 [Auxenochlorella protothecoides]	EIE20756.1 ribosomal protein S2 [Coccomyxa subellipsoidea C-169]
OG0002047	RMZ55699.1 hypothetical protein APUTEX25_005740 [Auxenochlorella protothecoides]	EIE22733.1 hypothetical protein COCSUDRAFT_66368_ partial [Coccomyxa subellipsoidea C-169]
OG0002048	RMZ55713.1 hypothetical protein APUTEX25_005754 [Auxenochlorella protothecoides]	EIE26746.1 aconitate hydratase [Coccomyxa subellipsoidea C-169]
OG0002049	RMZ55726.1 hypothetical protein APUTEX25_005767 [Auxenochlorella protothecoides]	EIE24780.1 DNA repair exonuclease [Coccomyxa subellipsoidea C-169]
OG0002050	RMZ55769.1 hypothetical protein APUTEX25_005810_ partial [Auxenochlorella protothecoides]	EIE18147.1 hypothetical protein COCSUDRAFT_49369 [Coccomyxa subellipsoidea C-169]
OG0002051	RMZ55770.1 hypothetical protein APUTEX25_005811 [Auxenochlorella protothecoides]	EIE21089.1 Nop-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002052	RMZ55772.1 hypothetical protein APUTEX25_005813 [Auxenochlorella protothecoides]	EIE20699.1 hypothetical protein COCSUDRAFT_57268 [Coccomyxa subellipsoidea C-169], EIE20698.1 phosphatases II [Coccomyxa subellipsoidea C-169]
OG0002053	RMZ55779.1 hypothetical protein APUTEX25_005820_ partial [Auxenochlorella protothecoides]	EIE19777.1 signal peptidase complex I_ partial [Coccomyxa subellipsoidea C-169]
OG0002054	RMZ55804.1 hypothetical protein APUTEX25_005845_ partial [Auxenochlorella protothecoides]	EIE21301.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0002055	RMZ55819.1 hypothetical protein APUTEX25_003785_ partial [Auxenochlorella protothecoides]	EIE25952.1 cyclin-like protein [Coccomyxa subellipsoidea C-169]
OG0002056	RMZ55834.1 hypothetical protein APUTEX25_003800_ partial [Auxenochlorella protothecoides]	EIE25802.1 small rab-related GTPase [Coccomyxa subellipsoidea C-169]
OG0002057	RMZ55835.1 hypothetical protein APUTEX25_003801 [Auxenochlorella protothecoides]	EIE22242.1 ATP-binding cassette transporter_ partial [Coccomyxa subellipsoidea C-169]
OG0002058	RMZ55840.1 hypothetical protein APUTEX25_003806 [Auxenochlorella protothecoides]	EIE25954.1 hypothetical protein COCSUDRAFT_12541 [Coccomyxa subellipsoidea C-169]
OG0002059	RMZ55844.1 hypothetical protein APUTEX25_003810 [Auxenochlorella protothecoides]	EIE23389.1 hypothetical protein COCSUDRAFT_15264 [Coccomyxa subellipsoidea C-169]
OG0002060	RMZ55849.1 hypothetical protein APUTEX25_003815 [Auxenochlorella protothecoides]	EIE26012.1 mitochondrial inner membrane translocase [Coccomyxa subellipsoidea C-169], EIE18067.1 mitochondrial inner membrane translocase [Coccomyxa subellipsoidea C-169]
OG0002061	RMZ55853.1 hypothetical protein APUTEX25_003819 [Auxenochlorella protothecoides]	EIE26344.1 Cupredoxin [Coccomyxa subellipsoidea C-169]
OG0002062	RMZ56131.1 hypothetical protein APUTEX25_004555 [Auxenochlorella protothecoides], RMZ55865.1 hypothetical protein APUTEX25_003831 [Auxenochlorella protothecoides]	EIE19573.1 PTR2-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002063	RMZ55870.1 hypothetical protein APUTEX25_003836 [Auxenochlorella protothecoides]	EIE26210.1 Polyprenyl synthetase [Coccomyxa subellipsoidea C-169]
OG0002064	RMZ55878.1 hypothetical protein APUTEX25_003844_ partial [Auxenochlorella protothecoides]	EIE25228.1 ubiquitin-conjugating enzyme [Coccomyxa subellipsoidea C-169], EIE25894.1 ubiquitin conjugating enzyme [Coccomyxa subellipsoidea C-169]
OG0002065	RMZ55883.1 hypothetical protein APUTEX25_003849 [Auxenochlorella protothecoides]	EIE23420.1 hypothetical protein COCSUDRAFT_41669 [Coccomyxa subellipsoidea C-169]
OG0002066	RMZ55885.1 hypothetical protein APUTEX25_003851 [Auxenochlorella protothecoides]	EIE27053.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0002068	RMZ55927.1 hypothetical protein APUTEX25_004351 [Auxenochlorella protothecoides]	EIE22107.1 Redoxin-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002069	RMZ55929.1 hypothetical protein APUTEX25_004353 [Auxenochlorella protothecoides]	EIE22849.1 cytochrome P450_ C-22 desaturase [Coccomyxa subellipsoidea C-169]
OG0002070	RMZ55935.1 hypothetical protein APUTEX25_004359 [Auxenochlorella protothecoides]	EIE20614.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002071	RMZ55945.1 hypothetical protein APUTEX25_004369_ partial [Auxenochlorella protothecoides]	EIE21970.1 hypothetical protein COCSUDRAFT_56415 [Coccomyxa subellipsoidea C-169]
OG0002072	RMZ55946.1 hypothetical protein APUTEX25_004370 [Auxenochlorella protothecoides]	EIE24579.1 porphobilinogen deaminase [Coccomyxa subellipsoidea C-169]
OG0002073	RMZ55948.1 hypothetical protein APUTEX25_004372 [Auxenochlorella protothecoides]	EIE21960.1 40S ribosomal protein S16 [Coccomyxa subellipsoidea C-169]
OG0002074	RMZ55952.1 hypothetical protein APUTEX25_004376 [Auxenochlorella protothecoides]	EIE18677.1 hypothetical protein COCSUDRAFT_31575 [Coccomyxa subellipsoidea C-169]
OG0002075	RMZ55969.1 hypothetical protein APUTEX25_004393_ partial [Auxenochlorella protothecoides]	EIE19377.1 myo-inositol-1-phosphate synthase_ partial [Coccomyxa subellipsoidea C-169]
OG0002076	RMZ55985.1 hypothetical protein APUTEX25_004409 [Auxenochlorella protothecoides]	EIE18740.1 hypothetical protein COCSUDRAFT_38543 [Coccomyxa subellipsoidea C-169]
OG0002077	RMZ56000.1 hypothetical protein APUTEX25_004424 [Auxenochlorella protothecoides]	EIE20165.1 SMAD/FHA domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002078	RMZ56017.1 hypothetical protein APUTEX25_004441 [Auxenochlorella protothecoides]	EIE20126.1 hypothetical protein COCSUDRAFT_67495 [Coccomyxa subellipsoidea C-169]
OG0002079	RMZ56049.1 hypothetical protein APUTEX25_004473 [Auxenochlorella protothecoides]	EIE26934.1 hypothetical protein COCSUDRAFT_12206_ partial [Coccomyxa subellipsoidea C-169]
OG0002080	RMZ56050.1 hypothetical protein APUTEX25_004474 [Auxenochlorella protothecoides]	EIE23635.1 PLP-dependent transferase [Coccomyxa subellipsoidea C-169]
OG0002081	RMZ56052.1 hypothetical protein APUTEX25_004476 [Auxenochlorella protothecoides]	EIE19179.1 hypothetical protein COCSUDRAFT_19880 [Coccomyxa subellipsoidea C-169]
OG0002082	RMZ56058.1 hypothetical protein APUTEX25_004482 [Auxenochlorella protothecoides]	EIE19930.1 20S proteasome alpha subunit D [Coccomyxa subellipsoidea C-169]
OG0002083	RMZ56060.1 hypothetical protein APUTEX25_004484 [Auxenochlorella protothecoides]	EIE21909.1 nascent polypeptide-associated complex_ alpha subunit [Coccomyxa subellipsoidea C-169]
OG0002084	RMZ56069.1 hypothetical protein APUTEX25_004493 [Auxenochlorella protothecoides]	EIE20615.1 tRNA-i_6_A37 modification enzyme MiaB [Coccomyxa subellipsoidea C-169]
OG0002085	RMZ56074.1 hypothetical protein APUTEX25_004498_ partial [Auxenochlorella protothecoides]	EIE25479.1 hypothetical protein COCSUDRAFT_1587_ partial [Coccomyxa subellipsoidea C-169]
OG0002086	RMZ56089.1 hypothetical protein APUTEX25_004513_ partial [Auxenochlorella protothecoides]	EIE24041.1 HIT-like protein [Coccomyxa subellipsoidea C-169]
OG0002087	RMZ56092.1 hypothetical protein APUTEX25_004516 [Auxenochlorella protothecoides]	EIE22441.1 importin alpha [Coccomyxa subellipsoidea C-169]
OG0002088	RMZ56098.1 hypothetical protein APUTEX25_004522 [Auxenochlorella protothecoides]	EIE22447.1 TPR-like protein [Coccomyxa subellipsoidea C-169]
OG0002089	RMZ56105.1 hypothetical protein APUTEX25_004529_ partial [Auxenochlorella protothecoides]	EIE25344.1 glutaminyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]
OG0002090	RMZ56108.1 hypothetical protein APUTEX25_004532 [Auxenochlorella protothecoides]	EIE22443.1 20S proteasome alpha subunit G [Coccomyxa subellipsoidea C-169]
OG0002091	RMZ56123.1 hypothetical protein APUTEX25_004547 [Auxenochlorella protothecoides]	EIE24807.1 NAD-binding D-isomer specific 2-hydroxyacid dehydrogenase [Coccomyxa subellipsoidea C-169], EIE22438.1 hypothetical protein COCSUDRAFT_37061 [Coccomyxa subellipsoidea C-169]
OG0002092	RMZ56125.1 hypothetical protein APUTEX25_004549 [Auxenochlorella protothecoides]	EIE23778.1 FtsJ-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002093	RMZ56132.1 hypothetical protein APUTEX25_004556 [Auxenochlorella protothecoides]	EIE27539.1 glycerol-3-phosphate permease-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002094	RMZ56134.1 hypothetical protein APUTEX25_004558 [Auxenochlorella protothecoides]	EIE25417.1 hypothetical protein COCSUDRAFT_40666 [Coccomyxa subellipsoidea C-169]
OG0002095	RMZ56140.1 hypothetical protein APUTEX25_004564_ partial [Auxenochlorella protothecoides]	EIE25029.1 proteasome subunit alpha [Coccomyxa subellipsoidea C-169]
OG0002096	RMZ57799.1 hypothetical protein APUTEX25_002483_ partial [Auxenochlorella protothecoides], RMZ56173.1 hypothetical protein APUTEX25_004597 [Auxenochlorella protothecoides]	EIE26766.1 hypothetical protein COCSUDRAFT_46223 [Coccomyxa subellipsoidea C-169]
OG0002097	RMZ56191.1 hypothetical protein APUTEX25_002381 [Auxenochlorella protothecoides]	EIE20960.1 3-isopropylmalate dehydrogenase [Coccomyxa subellipsoidea C-169]
OG0002098	RMZ56193.1 hypothetical protein APUTEX25_002383 [Auxenochlorella protothecoides]	EIE21079.1 COP-II coat subunit [Coccomyxa subellipsoidea C-169]
OG0002099	RMZ56198.1 hypothetical protein APUTEX25_002388 [Auxenochlorella protothecoides]	EIE25711.1 threonyl-tRNA synthetase [Coccomyxa subellipsoidea C-169], EIE24047.1 threonyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]
OG0002100	RMZ56200.1 hypothetical protein APUTEX25_002390 [Auxenochlorella protothecoides]	EIE19872.1 amino acid transporter [Coccomyxa subellipsoidea C-169]
OG0002101	RMZ56212.1 hypothetical protein APUTEX25_002402 [Auxenochlorella protothecoides]	EIE20408.1 hypothetical protein COCSUDRAFT_67348 [Coccomyxa subellipsoidea C-169]
OG0002102	RMZ56215.1 hypothetical protein APUTEX25_002405 [Auxenochlorella protothecoides]	EIE27071.1 retrieval of early ER protein Rer1 [Coccomyxa subellipsoidea C-169]
OG0002103	RMZ56216.1 hypothetical protein APUTEX25_002406 [Auxenochlorella protothecoides]	EIE24888.1 acyl-CoA dehydrogenase NM domain-like protein [Coccomyxa subellipsoidea C-169]
OG0002104	RMZ56226.1 hypothetical protein APUTEX25_002416 [Auxenochlorella protothecoides]	EIE24792.1 kinase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002105	RMZ56245.1 hypothetical protein APUTEX25_002435 [Auxenochlorella protothecoides]	EIE23138.1 ribosomal protein L5 [Coccomyxa subellipsoidea C-169]
OG0002106	RMZ56252.1 hypothetical protein APUTEX25_002442_ partial [Auxenochlorella protothecoides]	EIE27090.1 ADP_ATP carrier protein [Coccomyxa subellipsoidea C-169], EIE27091.1 ADP_ATP carrier protein [Coccomyxa subellipsoidea C-169]
OG0002107	RMZ56271.1 hypothetical protein APUTEX25_002461_ partial [Auxenochlorella protothecoides]	EIE20558.1 exocyst complex component Sec6 [Coccomyxa subellipsoidea C-169]
OG0002108	RMZ56272.1 hypothetical protein APUTEX25_002462 [Auxenochlorella protothecoides]	EIE19110.1 pyruvate decarboxylase [Coccomyxa subellipsoidea C-169]
OG0002109	RMZ56295.1 hypothetical protein APUTEX25_000534 [Auxenochlorella protothecoides]	EIE23353.1 E1 subunit of 2-oxoglutarate dehydrogenase [Coccomyxa subellipsoidea C-169]
OG0002110	RMZ56310.1 hypothetical protein APUTEX25_000549_ partial [Auxenochlorella protothecoides]	EIE26133.1 DNA repair helicase rad25 [Coccomyxa subellipsoidea C-169]
OG0002111	RMZ56359.1 hypothetical protein APUTEX25_004716 [Auxenochlorella protothecoides]	EIE26300.1 hypothetical protein COCSUDRAFT_52293 [Coccomyxa subellipsoidea C-169], EIE26312.1 TRAUB-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002112	RMZ56366.1 hypothetical protein APUTEX25_004723 [Auxenochlorella protothecoides]	EIE25512.1 ribosomal protein L27 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]
OG0002113	RMZ56379.1 hypothetical protein APUTEX25_004736 [Auxenochlorella protothecoides]	EIE26299.1 peptidase C19_ ubiquitin carboxyl-terminal hydrolase 2 [Coccomyxa subellipsoidea C-169], EIE26303.1 hypothetical protein COCSUDRAFT_58843 [Coccomyxa subellipsoidea C-169]
OG0002114	RMZ56384.1 hypothetical protein APUTEX25_004741 [Auxenochlorella protothecoides]	EIE26457.1 hypothetical protein COCSUDRAFT_46095 [Coccomyxa subellipsoidea C-169]
OG0002115	RMZ56396.1 hypothetical protein APUTEX25_004619 [Auxenochlorella protothecoides]	EIE21592.1 serine decarboxylase [Coccomyxa subellipsoidea C-169]
OG0002116	RMZ56401.1 hypothetical protein APUTEX25_004624_ partial [Auxenochlorella protothecoides]	EIE25472.1 DEAD-box RNA helicase [Coccomyxa subellipsoidea C-169]
OG0002117	RMZ56402.1 hypothetical protein APUTEX25_004625 [Auxenochlorella protothecoides]	EIE25372.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002118	RMZ56409.1 hypothetical protein APUTEX25_004632 [Auxenochlorella protothecoides]	EIE21177.1 hypothetical protein COCSUDRAFT_48305 [Coccomyxa subellipsoidea C-169]
OG0002119	RMZ56415.1 hypothetical protein APUTEX25_004638 [Auxenochlorella protothecoides]	EIE18666.1 cytochrome b5 [Coccomyxa subellipsoidea C-169]
OG0002120	RMZ56418.1 hypothetical protein APUTEX25_004641_ partial [Auxenochlorella protothecoides]	EIE21637.1 hypothetical protein COCSUDRAFT_30131 [Coccomyxa subellipsoidea C-169]
OG0002121	RMZ56428.1 hypothetical protein APUTEX25_004651 [Auxenochlorella protothecoides]	EIE25585.1 glutamate 5-kinase [Coccomyxa subellipsoidea C-169]
OG0002122	RMZ56430.1 hypothetical protein APUTEX25_004653 [Auxenochlorella protothecoides]	EIE21500.1 ERD2 protein [Coccomyxa subellipsoidea C-169]
OG0002123	RMZ56437.1 hypothetical protein APUTEX25_004660 [Auxenochlorella protothecoides]	EIE21616.1 hydroxyacylglutathione hydrolase [Coccomyxa subellipsoidea C-169]
OG0002124	RMZ56450.1 hypothetical protein APUTEX25_004673 [Auxenochlorella protothecoides]	EIE25013.1 GTP-binding protein Obg/CgtA [Coccomyxa subellipsoidea C-169]
OG0002125	RMZ56455.1 hypothetical protein APUTEX25_004678 [Auxenochlorella protothecoides]	EIE25327.1 hypothetical protein COCSUDRAFT_61549 [Coccomyxa subellipsoidea C-169]
OG0002127	RMZ56484.1 hypothetical protein APUTEX25_001331 [Auxenochlorella protothecoides]	EIE27430.1 vacuolar H+ ATPase V1 sector_ subunit C [Coccomyxa subellipsoidea C-169]
OG0002128	RMZ56486.1 hypothetical protein APUTEX25_001333 [Auxenochlorella protothecoides]	EIE24677.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0002129	RMZ56491.1 hypothetical protein APUTEX25_001338 [Auxenochlorella protothecoides]	EIE24362.1 DUF541-domain-containing protein [Coccomyxa subellipsoidea C-169]
