Orthogroup	Auxenochlorella_protothecoides	Chlorella_Sorokiniana1602
OG0002617	RMZ53881.1 hypothetical protein APUTEX25_005627_ partial [Auxenochlorella protothecoides]	PRW59980.1 CCR4-NOT transcription complex subunit 1 isoform X2 [Chlorella sorokiniana]
OG0002618	RMZ53883.1 hypothetical protein APUTEX25_005629 [Auxenochlorella protothecoides]	PRW20531.1 RNA-binding family isoform 1 [Chlorella sorokiniana]
OG0002619	RMZ53890.1 hypothetical protein APUTEX25_005572_ partial [Auxenochlorella protothecoides]	PRW60614.1 ATP-dependent helicase BRM [Chlorella sorokiniana]
OG0002620	RMZ53892.1 hypothetical protein APUTEX25_005574 [Auxenochlorella protothecoides]	PRW60240.1 Serine threonine- kinase ATG1 [Chlorella sorokiniana]
OG0002621	RMZ53930.1 hypothetical protein APUTEX25_004955 [Auxenochlorella protothecoides]	PRW44890.1 apoptotic chromatin condensation inducer in the nucleus-like isoform X1 [Chlorella sorokiniana]
OG0002622	RMZ53931.1 hypothetical protein APUTEX25_004956 [Auxenochlorella protothecoides]	PRW45112.1 40S ribosomal S23 [Chlorella sorokiniana]
OG0002623	RMZ53934.1 hypothetical protein APUTEX25_004959_ partial [Auxenochlorella protothecoides]	PRW45116.1 putative isoprenylcysteine alpha-carbonyl methylesterase ICMEL1 [Chlorella sorokiniana]
OG0002624	RMZ53939.1 hypothetical protein APUTEX25_004964 [Auxenochlorella protothecoides]	PRW60403.1 transmembrane 194A isoform X1 [Chlorella sorokiniana]
OG0002625	RMZ53940.1 hypothetical protein APUTEX25_004965_ partial [Auxenochlorella protothecoides], RMZ57800.1 hypothetical protein APUTEX25_000527_ partial [Auxenochlorella protothecoides]	PRW44923.1 Importin-11 isoform B [Chlorella sorokiniana], PRW44922.1 Importin-11 isoform A [Chlorella sorokiniana]
OG0002626	RMZ53950.1 hypothetical protein APUTEX25_002527 [Auxenochlorella protothecoides]	PRW44921.1 Chaperonin mitochondrial [Chlorella sorokiniana]
OG0002627	RMZ53974.1 hypothetical protein APUTEX25_002551 [Auxenochlorella protothecoides]	PRW45053.1 Aspartate carbamoyltransferase chloroplastic [Chlorella sorokiniana]
OG0002628	RMZ53995.1 hypothetical protein APUTEX25_002572 [Auxenochlorella protothecoides]	PRW44963.1 40S ribosomal S6 isoform B [Chlorella sorokiniana], PRW44964.1 40S ribosomal S6 isoform A [Chlorella sorokiniana]
OG0002629	RMZ54004.1 hypothetical protein APUTEX25_002581 [Auxenochlorella protothecoides]	PRW44876.1 sphingolipid delta_4_-desaturase DES1-like [Chlorella sorokiniana]
OG0002630	RMZ54016.1 hypothetical protein APUTEX25_002593 [Auxenochlorella protothecoides]	PRW60373.1 vesicle transport GOT1B-like [Chlorella sorokiniana]
OG0002631	RMZ54017.1 hypothetical protein APUTEX25_002594 [Auxenochlorella protothecoides]	PRW59212.1 monodehydroascorbate reductase [Chlorella sorokiniana]
OG0002632	RMZ54018.1 hypothetical protein APUTEX25_002595_ partial [Auxenochlorella protothecoides]	PRW45146.1 3-methyl-2-oxobutanoate hydroxymethyltransferase mitochondrial [Chlorella sorokiniana]
OG0002633	RMZ54028.1 hypothetical protein APUTEX25_002605 [Auxenochlorella protothecoides]	PRW59110.1 nucleolar GTP-binding 1 [Chlorella sorokiniana]
OG0002634	RMZ54029.1 hypothetical protein APUTEX25_002606 [Auxenochlorella protothecoides]	PRW51138.1 Ribosomal RNA small subunit methyltransferase H [Chlorella sorokiniana]
OG0002635	RMZ54039.1 hypothetical protein APUTEX25_002616 [Auxenochlorella protothecoides]	PRW60530.1 mitochondrial carrier [Chlorella sorokiniana]
OG0002636	RMZ54052.1 hypothetical protein APUTEX25_002629 [Auxenochlorella protothecoides]	PRW60987.1 GTP binding [Chlorella sorokiniana]
OG0002637	RMZ54057.1 hypothetical protein APUTEX25_002634 [Auxenochlorella protothecoides]	PRW51154.1 Ornithine mitochondrial [Chlorella sorokiniana]
OG0002639	RMZ54063.1 hypothetical protein APUTEX25_002640 [Auxenochlorella protothecoides]	PRW44982.1 Camphor resistance family isoform 1 [Chlorella sorokiniana]
OG0002640	RMZ54070.1 hypothetical protein APUTEX25_002647 [Auxenochlorella protothecoides]	PRW60992.1 DNA primase small subunit [Chlorella sorokiniana]
OG0002641	RMZ54078.1 hypothetical protein APUTEX25_002655 [Auxenochlorella protothecoides]	PRW39251.1 SWR1 complex subunit 6 [Chlorella sorokiniana]
OG0002643	RMZ54084.1 hypothetical protein APUTEX25_002661 [Auxenochlorella protothecoides]	PRW45070.1 ADP-ribosylation factor GTPase-activating AGD5 [Chlorella sorokiniana]
OG0002644	RMZ54103.1 hypothetical protein APUTEX25_002680_ partial [Auxenochlorella protothecoides]	PRW59482.1 solute carrier family 25 member 44 [Chlorella sorokiniana]
OG0002645	RMZ54113.1 hypothetical protein APUTEX25_002690 [Auxenochlorella protothecoides]	PRW60307.1 5_10-methylenetetrahydrofolate reductase isoform B [Chlorella sorokiniana], PRW60308.1 5_10-methylenetetrahydrofolate reductase isoform A [Chlorella sorokiniana]
OG0002646	RMZ54116.1 hypothetical protein APUTEX25_002693_ partial [Auxenochlorella protothecoides]	PRW60877.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]
OG0002647	RMZ54125.1 hypothetical protein APUTEX25_005281 [Auxenochlorella protothecoides]	PRW61542.1 Qa-SNARE Sso1 PM-type [Chlorella sorokiniana]
OG0002648	RMZ54131.1 hypothetical protein APUTEX25_005287_ partial [Auxenochlorella protothecoides]	PRW33649.1 Epidermal growth factor receptor substrate 15 [Chlorella sorokiniana]
OG0002649	RMZ54132.1 hypothetical protein APUTEX25_005288 [Auxenochlorella protothecoides]	PRW51057.1 Thylakoid lumenal kDa chloroplastic [Chlorella sorokiniana]
OG0002650	RMZ54133.1 hypothetical protein APUTEX25_005289 [Auxenochlorella protothecoides]	PRW51058.1 ribosomal S1 [Chlorella sorokiniana]
OG0002651	RMZ54142.1 hypothetical protein APUTEX25_005298 [Auxenochlorella protothecoides]	PRW44968.1 30S ribosomal S5 [Chlorella sorokiniana]
OG0002652	RMZ54147.1 hypothetical protein APUTEX25_005303 [Auxenochlorella protothecoides]	PRW45228.1 Adenylosuccinate synthetase [Chlorella sorokiniana]
OG0002653	RMZ54149.1 hypothetical protein APUTEX25_005305 [Auxenochlorella protothecoides]	PRW33518.1 hypothetical protein C2E21_7678 [Chlorella sorokiniana]
OG0002654	RMZ54158.1 hypothetical protein APUTEX25_005314 [Auxenochlorella protothecoides]	PRW44878.1 putative sugar phosphate phosphate translocator [Chlorella sorokiniana]
OG0002655	RMZ54168.1 hypothetical protein APUTEX25_005324 [Auxenochlorella protothecoides]	PRW51142.1 hypothetical protein C2E21_5655 [Chlorella sorokiniana]
OG0002656	RMZ54169.1 hypothetical protein APUTEX25_005325 [Auxenochlorella protothecoides]	PRW39267.1 60S ribosomal L22-2 [Chlorella sorokiniana]
OG0002657	RMZ54174.1 hypothetical protein APUTEX25_005330 [Auxenochlorella protothecoides]	PRW45202.1 ATPase of the AAA+ superfamily _ISS_ [Chlorella sorokiniana]
OG0002658	RMZ54186.1 hypothetical protein APUTEX25_005342_ partial [Auxenochlorella protothecoides]	PRW50755.1 NRT1 PTR FAMILY -like [Chlorella sorokiniana]
OG0002659	RMZ54187.1 hypothetical protein APUTEX25_005343 [Auxenochlorella protothecoides]	PRW60982.1 Alpha-soluble NSF attachment 2 [Chlorella sorokiniana]
OG0002661	RMZ54218.1 hypothetical protein APUTEX25_005374_ partial [Auxenochlorella protothecoides]	PRW51029.1 ARM repeat-containing [Chlorella sorokiniana]
OG0002662	RMZ54219.1 hypothetical protein APUTEX25_005375 [Auxenochlorella protothecoides], RMZ57838.1 hypothetical protein APUTEX25_005586_ partial [Auxenochlorella protothecoides]	PRW44944.1 sodium calcium exchanger [Chlorella sorokiniana]
OG0002663	RMZ54225.1 hypothetical protein APUTEX25_000576 [Auxenochlorella protothecoides]	PRW20203.1 60S ribosomal L7a [Chlorella sorokiniana]
OG0002664	RMZ54233.1 hypothetical protein APUTEX25_000584 [Auxenochlorella protothecoides]	PRW20232.1 inositol transporter 2 [Chlorella sorokiniana]
OG0002665	RMZ54241.1 hypothetical protein APUTEX25_000592 [Auxenochlorella protothecoides]	PRW20199.1 formamidopyrimidine-DNA glycosylase isoform X2 [Chlorella sorokiniana]
OG0002666	RMZ55102.1 hypothetical protein APUTEX25_000001_ partial [Auxenochlorella protothecoides], RMZ54243.1 hypothetical protein APUTEX25_000594_ partial [Auxenochlorella protothecoides]	PRW20338.1 peptidyl-prolyl cis-trans isomerase CYP65 [Chlorella sorokiniana]
OG0002667	RMZ54259.1 hypothetical protein APUTEX25_000610 [Auxenochlorella protothecoides]	PRW20175.1 histidine--tRNA chloroplastic mitochondrial [Chlorella sorokiniana]
OG0002668	RMZ54264.1 hypothetical protein APUTEX25_000615 [Auxenochlorella protothecoides]	PRW20274.1 cyclase dehydrase [Chlorella sorokiniana]
OG0002669	RMZ54266.1 hypothetical protein APUTEX25_000617 [Auxenochlorella protothecoides]	PRW20208.1 dolichyl-diphosphooligosaccharide-- glycosyltransferase subunit 1A [Chlorella sorokiniana]
OG0002670	RMZ54272.1 hypothetical protein APUTEX25_000623 [Auxenochlorella protothecoides]	PRW20367.1 WD repeat-containing 44 [Chlorella sorokiniana]
OG0002671	RMZ54277.1 hypothetical protein APUTEX25_001435 [Auxenochlorella protothecoides]	PRW59491.1 Cat eye syndrome critical region 2 [Chlorella sorokiniana]
OG0002672	RMZ54278.1 hypothetical protein APUTEX25_001436 [Auxenochlorella protothecoides]	PRW61136.1 N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D [Chlorella sorokiniana]
OG0002673	RMZ54286.1 hypothetical protein APUTEX25_001444 [Auxenochlorella protothecoides]	PRW60014.1 60S ribosomal L26-1 [Chlorella sorokiniana]
OG0002674	RMZ54304.1 hypothetical protein APUTEX25_001462 [Auxenochlorella protothecoides]	PRW60102.1 Proline iminopeptidase [Chlorella sorokiniana]
OG0002675	RMZ54316.1 hypothetical protein APUTEX25_001474 [Auxenochlorella protothecoides]	PRW59783.1 hypothetical protein C2E21_1846 [Chlorella sorokiniana]
OG0002676	RMZ54322.1 hypothetical protein APUTEX25_001480 [Auxenochlorella protothecoides]	PRW59463.1 1-aminocyclopropane-1-carboxylate synthase [Chlorella sorokiniana]
OG0002677	RMZ54323.1 hypothetical protein APUTEX25_001481 [Auxenochlorella protothecoides]	PRW59554.1 FAD synthase [Chlorella sorokiniana]
OG0002678	RMZ54329.1 hypothetical protein APUTEX25_001487_ partial [Auxenochlorella protothecoides]	PRW59765.1 Leukocyte receptor cluster member 8 isoform B [Chlorella sorokiniana], PRW59764.1 Leukocyte receptor cluster member 8 isoform A [Chlorella sorokiniana]
OG0002679	RMZ54334.1 hypothetical protein APUTEX25_001492_ partial [Auxenochlorella protothecoides]	PRW59530.1 UMP-CMP kinase 3-like [Chlorella sorokiniana]
OG0002680	RMZ54338.1 hypothetical protein APUTEX25_001496 [Auxenochlorella protothecoides]	PRW59542.1 ras GTPase-activating -binding 2-like [Chlorella sorokiniana]
OG0002682	RMZ54350.1 hypothetical protein APUTEX25_001926 [Auxenochlorella protothecoides]	PRW33118.1 phosphoglycolate phosphatase [Chlorella sorokiniana]
OG0002683	RMZ54358.1 hypothetical protein APUTEX25_001934_ partial [Auxenochlorella protothecoides]	PRW33269.1 UDP-glucuronic acid UDP-N-acetylgalactosamine transporter [Chlorella sorokiniana]
OG0002684	RMZ54360.1 hypothetical protein APUTEX25_001936 [Auxenochlorella protothecoides]	PRW50990.1 rRNA-processing UTP23-like protein [Chlorella sorokiniana]
OG0002685	RMZ54363.1 hypothetical protein APUTEX25_001939 [Auxenochlorella protothecoides]	PRW59937.1 Oxysterol-binding 9 [Chlorella sorokiniana]
OG0002686	RMZ54370.1 hypothetical protein APUTEX25_001946 [Auxenochlorella protothecoides]	PRW51007.1 CMP-sialic acid transporter 2-like isoform X1 [Chlorella sorokiniana]
OG0002687	RMZ54376.1 hypothetical protein APUTEX25_001952_ partial [Auxenochlorella protothecoides]	PRW60528.1 putative ribosome-binding factor chloroplastic [Chlorella sorokiniana]
OG0002688	RMZ54386.1 hypothetical protein APUTEX25_001962 [Auxenochlorella protothecoides]	PRW39230.1 putative phenylalanine--tRNA ligase beta subunit [Chlorella sorokiniana]
OG0002689	RMZ54392.1 hypothetical protein APUTEX25_001968 [Auxenochlorella protothecoides]	PRW20789.1 Mitochondrial substrate carrier family B [Chlorella sorokiniana]
OG0002690	RMZ54394.1 hypothetical protein APUTEX25_001970 [Auxenochlorella protothecoides]	PRW33197.1 Ribosome production factor 1 [Chlorella sorokiniana]
OG0002691	RMZ54397.1 hypothetical protein APUTEX25_001973 [Auxenochlorella protothecoides]	PRW44984.1 5 -nucleotidase domain-containing 4 isoform X2 [Chlorella sorokiniana]
OG0002692	RMZ54404.1 hypothetical protein APUTEX25_001980 [Auxenochlorella protothecoides]	PRW33178.1 chloroplast precursor [Chlorella sorokiniana]
OG0002693	RMZ54409.1 hypothetical protein APUTEX25_001985 [Auxenochlorella protothecoides]	PRW58528.1 serine threonine- phosphatase 2A activator [Chlorella sorokiniana]
OG0002694	RMZ54415.1 hypothetical protein APUTEX25_001991_ partial [Auxenochlorella protothecoides]	PRW39100.1 Gde1p [Chlorella sorokiniana]
OG0002695	RMZ54416.1 hypothetical protein APUTEX25_001992 [Auxenochlorella protothecoides]	PRW60258.1 WD repeat-containing 20-like [Chlorella sorokiniana]
OG0002696	RMZ54422.1 hypothetical protein APUTEX25_001998_ partial [Auxenochlorella protothecoides]	PRW39312.1 polyadenylate binding isoform C [Chlorella sorokiniana], PRW39314.1 polyadenylate binding isoform A [Chlorella sorokiniana], PRW39313.1 polyadenylate binding isoform B [Chlorella sorokiniana]
OG0002697	RMZ54430.1 hypothetical protein APUTEX25_002006_ partial [Auxenochlorella protothecoides]	PRW60304.1 Mitochondrial import inner membrane translocase subunit TIM44 [Chlorella sorokiniana]
OG0002698	RMZ54431.1 hypothetical protein APUTEX25_002007 [Auxenochlorella protothecoides]	PRW59850.1 54S ribosomal mitochondrial [Chlorella sorokiniana]
OG0002699	RMZ54434.1 hypothetical protein APUTEX25_002010_ partial [Auxenochlorella protothecoides]	PRW33242.1 ribosomal RNA large subunit methyltransferase N isoform A [Chlorella sorokiniana], PRW33243.1 ribosomal RNA large subunit methyltransferase N isoform B [Chlorella sorokiniana]
OG0002700	RMZ54437.1 hypothetical protein APUTEX25_002013 [Auxenochlorella protothecoides]	PRW32516.1 putative prolyl 4-hydroxylase 6 [Chlorella sorokiniana], PRW32679.1 Molybdopterin synthase catalytic subunit [Chlorella sorokiniana], PRW58815.1 hypothetical protein C2E21_2165 [Chlorella sorokiniana]
OG0002701	RMZ54439.1 hypothetical protein APUTEX25_002015 [Auxenochlorella protothecoides]	PRW20800.1 adenosine 3-phospho 5-phosphosulfate transporter 1 [Chlorella sorokiniana]
OG0002702	RMZ54446.1 hypothetical protein APUTEX25_002022_ partial [Auxenochlorella protothecoides]	PRW44543.1 ATP-citrate synthase beta chain 1-like [Chlorella sorokiniana]
OG0002703	RMZ54454.1 hypothetical protein APUTEX25_002030 [Auxenochlorella protothecoides]	PRW50822.1 Beta-1_3-galactosyltransferase 15 [Chlorella sorokiniana]
OG0002704	RMZ54464.1 hypothetical protein APUTEX25_002040 [Auxenochlorella protothecoides]	PRW60433.1 ATP-dependent RNA helicase DDX1 [Chlorella sorokiniana]
OG0002705	RMZ54472.1 hypothetical protein APUTEX25_002048 [Auxenochlorella protothecoides]	PRW58402.1 DNA polymerase lambda [Chlorella sorokiniana]
OG0002706	RMZ54497.1 hypothetical protein APUTEX25_002073_ partial [Auxenochlorella protothecoides]	PRW20908.1 Oxidoreductase HTATIP2 [Chlorella sorokiniana]
OG0002707	RMZ54499.1 hypothetical protein APUTEX25_002075_ partial [Auxenochlorella protothecoides]	PRW33190.1 5 -methylthioadenosine S-adenosylhomocysteine nucleosidase 2 [Chlorella sorokiniana]
OG0002709	RMZ54509.1 hypothetical protein APUTEX25_002085 [Auxenochlorella protothecoides]	PRW20869.1 hypothetical protein C2E21_8675 [Chlorella sorokiniana]
OG0002710	RMZ54534.1 hypothetical protein APUTEX25_001706 [Auxenochlorella protothecoides]	PRW32515.1 regulatory-associated of TOR 1 [Chlorella sorokiniana]
OG0002712	RMZ54540.1 hypothetical protein APUTEX25_002115 [Auxenochlorella protothecoides]	PRW58187.1 nudix hydrolase chloroplastic-like [Chlorella sorokiniana]
OG0002713	RMZ54542.1 hypothetical protein APUTEX25_002117_ partial [Auxenochlorella protothecoides]	PRW56819.1 ALG-2 interacting X [Chlorella sorokiniana]
OG0002714	RMZ54550.1 hypothetical protein APUTEX25_002125 [Auxenochlorella protothecoides]	PRW59344.1 casein kinase II subunit beta [Chlorella sorokiniana]
OG0002715	RMZ54570.1 hypothetical protein APUTEX25_002145_ partial [Auxenochlorella protothecoides]	PRW56524.1 Ornithine chloroplastic [Chlorella sorokiniana]
OG0002716	RMZ54583.1 hypothetical protein APUTEX25_002169 [Auxenochlorella protothecoides]	PRW33283.1 malignant T-cell-amplified sequence 1-like protein [Chlorella sorokiniana]
OG0002717	RMZ54588.1 hypothetical protein APUTEX25_002174 [Auxenochlorella protothecoides]	PRW33147.1 THO complex subunit 1 [Chlorella sorokiniana]
OG0002718	RMZ54596.1 hypothetical protein APUTEX25_002182 [Auxenochlorella protothecoides]	PRW32520.1 chlorophyll_ide_ b reductase chloroplastic isoform X1 [Chlorella sorokiniana]
OG0002719	RMZ54597.1 hypothetical protein APUTEX25_002183 [Auxenochlorella protothecoides]	PRW58563.1 DNA replication complex GINS SLD5 [Chlorella sorokiniana]
OG0002720	RMZ54605.1 hypothetical protein APUTEX25_002191_ partial [Auxenochlorella protothecoides]	PRW33241.1 RNA polymerase II-associated factor 1-like protein [Chlorella sorokiniana]
OG0002721	RMZ54628.1 hypothetical protein APUTEX25_003006 [Auxenochlorella protothecoides]	PRW58556.1 geranylgeranyl reductase [Chlorella sorokiniana]
OG0002722	RMZ54630.1 hypothetical protein APUTEX25_003008 [Auxenochlorella protothecoides]	PRW20524.1 CMF receptor CMFR1 [Chlorella sorokiniana]
OG0002723	RMZ54632.1 hypothetical protein APUTEX25_003010 [Auxenochlorella protothecoides]	PRW32901.1 DNA-directed RNA polymerase chloroplastic mitochondrial [Chlorella sorokiniana]
OG0002724	RMZ54638.1 hypothetical protein APUTEX25_003016 [Auxenochlorella protothecoides]	PRW20521.1 Serine threonine- kinase chloroplastic [Chlorella sorokiniana]
OG0002725	RMZ54661.1 hypothetical protein APUTEX25_003039 [Auxenochlorella protothecoides]	PRW32898.1 ATP-dependent RNA helicase isoform X1 [Chlorella sorokiniana]
OG0002726	RMZ54664.1 hypothetical protein APUTEX25_003042_ partial [Auxenochlorella protothecoides]	PRW20515.1 Zinc _Zn2_-Iron _Fe2_ Permease _ZIP_ Family isoform B [Chlorella sorokiniana], PRW59249.1 glycoside hydrolase [Chlorella sorokiniana]
OG0002727	RMZ54672.1 hypothetical protein APUTEX25_003050_ partial [Auxenochlorella protothecoides]	PRW56502.1 phytoene desaturase [Chlorella sorokiniana]
OG0002728	RMZ54674.1 hypothetical protein APUTEX25_003052 [Auxenochlorella protothecoides]	PRW20584.1 DNA topoisomerase 1-like [Chlorella sorokiniana]
OG0002729	RMZ54675.1 hypothetical protein APUTEX25_003053 [Auxenochlorella protothecoides]	PRW20218.1 putative glucan 1_3-alpha-glucosidase [Chlorella sorokiniana]
OG0002730	RMZ54699.1 hypothetical protein APUTEX25_003077 [Auxenochlorella protothecoides]	PRW20492.1 Cleavage and polyadenylation specificity factor CPSF30 [Chlorella sorokiniana]
OG0002731	RMZ54706.1 hypothetical protein APUTEX25_003084_ partial [Auxenochlorella protothecoides]	PRW20514.1 ATPase family AAA domain-containing 3-B [Chlorella sorokiniana]
