Orthogroup	Chlorella_Vulgaris2111P	Auxenochlorella_protothecoides
OG0002790	KAI3439095.1 hypothetical protein D9Q98_001504 [Chlorella vulgaris]	RMZ55024.1 hypothetical protein APUTEX25_005650 [Auxenochlorella protothecoides]
OG0002791	KAI3428791.1 hypothetical protein D9Q98_007610 [Chlorella vulgaris]	RMZ55056.1 hypothetical protein APUTEX25_005682 [Auxenochlorella protothecoides]
OG0002792	KAI3436121.1 hypothetical protein D9Q98_002179 [Chlorella vulgaris]	RMZ55062.1 hypothetical protein APUTEX25_005688_ partial [Auxenochlorella protothecoides]
OG0002793	KAI3439092.1 hypothetical protein D9Q98_001502 [Chlorella vulgaris]	RMZ55064.1 hypothetical protein APUTEX25_005690_ partial [Auxenochlorella protothecoides]
OG0002794	KAI3430892.1 hypothetical protein D9Q98_009301 [Chlorella vulgaris]	RMZ55067.1 hypothetical protein APUTEX25_005693 [Auxenochlorella protothecoides]
OG0002795	KAI3429739.1 hypothetical protein D9Q98_010054 [Chlorella vulgaris]	RMZ55068.1 hypothetical protein APUTEX25_005694_ partial [Auxenochlorella protothecoides]
OG0002796	KAI3439087.1 hypothetical protein D9Q98_001497 [Chlorella vulgaris]	RMZ55076.1 hypothetical protein APUTEX25_005702 [Auxenochlorella protothecoides]
OG0002797	KAI3430823.1 hypothetical protein D9Q98_009234 [Chlorella vulgaris]	RMZ55077.1 hypothetical protein APUTEX25_005703 [Auxenochlorella protothecoides]
OG0002798	KAI3439048.1 hypothetical protein D9Q98_001458 [Chlorella vulgaris]	RMZ55091.1 hypothetical protein APUTEX25_005717 [Auxenochlorella protothecoides]
OG0002799	KAI3430855.1 hypothetical protein D9Q98_009264 [Chlorella vulgaris]	RMZ55098.1 hypothetical protein APUTEX25_005724 [Auxenochlorella protothecoides]
OG0002800	KAI3435828.1 hypothetical protein D9Q98_001886 [Chlorella vulgaris]	RMZ55115.1 hypothetical protein APUTEX25_005393 [Auxenochlorella protothecoides]
OG0002801	KAI3435503.1 hypothetical protein D9Q98_001569 [Chlorella vulgaris]	RMZ55117.1 hypothetical protein APUTEX25_005395 [Auxenochlorella protothecoides]
OG0002802	KAI3434944.1 hypothetical protein D9Q98_002998 [Chlorella vulgaris]	RMZ55124.1 hypothetical protein APUTEX25_005402 [Auxenochlorella protothecoides]
OG0002803	KAI3423889.1 hypothetical protein D9Q98_009723 [Chlorella vulgaris]	RMZ55127.1 hypothetical protein APUTEX25_005405 [Auxenochlorella protothecoides]
OG0002804	KAI3435564.1 hypothetical protein D9Q98_001629 [Chlorella vulgaris]	RMZ55135.1 hypothetical protein APUTEX25_005413_ partial [Auxenochlorella protothecoides]
OG0002805	KAI3432253.1 hypothetical protein D9Q98_003814 [Chlorella vulgaris]	RMZ55140.1 hypothetical protein APUTEX25_005418 [Auxenochlorella protothecoides]
OG0002806	KAI3435617.1 hypothetical protein D9Q98_001678 [Chlorella vulgaris], KAI3435618.1 hypothetical protein D9Q98_001678 [Chlorella vulgaris]	RMZ55163.1 hypothetical protein APUTEX25_005441_ partial [Auxenochlorella protothecoides]
OG0002807	KAI3435562.1 hypothetical protein D9Q98_001627 [Chlorella vulgaris]	RMZ55165.1 hypothetical protein APUTEX25_005443 [Auxenochlorella protothecoides]
OG0002808	KAI3423942.1 hypothetical protein D9Q98_009776 [Chlorella vulgaris]	RMZ55167.1 hypothetical protein APUTEX25_005445_ partial [Auxenochlorella protothecoides]
OG0002809	KAI3435510.1 hypothetical protein D9Q98_001576 [Chlorella vulgaris]	RMZ55170.1 hypothetical protein APUTEX25_005448 [Auxenochlorella protothecoides]
OG0002810	KAI3435496.1 hypothetical protein D9Q98_001562 [Chlorella vulgaris]	RMZ55178.1 hypothetical protein APUTEX25_005456 [Auxenochlorella protothecoides]
OG0002811	KAI3423955.1 hypothetical protein D9Q98_009789 [Chlorella vulgaris]	RMZ55180.1 hypothetical protein APUTEX25_005458_ partial [Auxenochlorella protothecoides]
OG0002812	KAI3437958.1 hypothetical protein D9Q98_000402 [Chlorella vulgaris]	RMZ55190.1 hypothetical protein APUTEX25_005468 [Auxenochlorella protothecoides]
OG0002813	KAI3435576.1 hypothetical protein D9Q98_001641 [Chlorella vulgaris]	RMZ55199.1 hypothetical protein APUTEX25_005477_ partial [Auxenochlorella protothecoides]
OG0002814	KAI3432456.1 hypothetical protein D9Q98_004006 [Chlorella vulgaris]	RMZ55204.1 hypothetical protein APUTEX25_005482_ partial [Auxenochlorella protothecoides]
OG0002815	KAI3436687.1 hypothetical protein D9Q98_006102 [Chlorella vulgaris]	RMZ55215.1 hypothetical protein APUTEX25_005493_ partial [Auxenochlorella protothecoides]
OG0002816	KAI3433310.1 hypothetical protein D9Q98_003128 [Chlorella vulgaris]	RMZ55225.1 hypothetical protein APUTEX25_005503 [Auxenochlorella protothecoides]
OG0002817	KAI3433284.1 hypothetical protein D9Q98_003103 [Chlorella vulgaris]	RMZ55229.1 hypothetical protein APUTEX25_005507 [Auxenochlorella protothecoides]
OG0002818	KAI3435507.1 hypothetical protein D9Q98_001573 [Chlorella vulgaris]	RMZ55231.1 hypothetical protein APUTEX25_005509 [Auxenochlorella protothecoides]
OG0002819	KAI3435497.1 hypothetical protein D9Q98_001563 [Chlorella vulgaris]	RMZ55233.1 hypothetical protein APUTEX25_005511 [Auxenochlorella protothecoides]
OG0002820	KAI3435509.1 hypothetical protein D9Q98_001575 [Chlorella vulgaris]	RMZ55240.1 hypothetical protein APUTEX25_005518_ partial [Auxenochlorella protothecoides]
OG0002821	KAI3433299.1 hypothetical protein D9Q98_003118 [Chlorella vulgaris]	RMZ55243.1 hypothetical protein APUTEX25_005521_ partial [Auxenochlorella protothecoides]
OG0002822	KAI3435531.1 hypothetical protein D9Q98_001596 [Chlorella vulgaris], KAI3435530.1 hypothetical protein D9Q98_001596 [Chlorella vulgaris]	RMZ55256.1 hypothetical protein APUTEX25_005534 [Auxenochlorella protothecoides]
OG0002823	KAI3435559.1 hypothetical protein D9Q98_001624 [Chlorella vulgaris]	RMZ55258.1 hypothetical protein APUTEX25_005536_ partial [Auxenochlorella protothecoides]
OG0002824	KAI3423795.1 hypothetical protein D9Q98_009633 [Chlorella vulgaris]	RMZ55261.1 hypothetical protein APUTEX25_005539_ partial [Auxenochlorella protothecoides]
OG0002825	KAI3435499.1 hypothetical protein D9Q98_001565 [Chlorella vulgaris]	RMZ55266.1 hypothetical protein APUTEX25_005544 [Auxenochlorella protothecoides]
OG0002826	KAI3432216.1 hypothetical protein D9Q98_003778 [Chlorella vulgaris]	RMZ55276.1 hypothetical protein APUTEX25_005554 [Auxenochlorella protothecoides]
OG0002827	KAI3438101.1 hypothetical protein D9Q98_000543 [Chlorella vulgaris]	RMZ55300.1 hypothetical protein APUTEX25_003438 [Auxenochlorella protothecoides]
OG0002828	KAI3438059.1 hypothetical protein D9Q98_000502 [Chlorella vulgaris]	RMZ55304.1 hypothetical protein APUTEX25_003442 [Auxenochlorella protothecoides]
OG0002829	KAI3438129.1 hypothetical protein D9Q98_000570 [Chlorella vulgaris]	RMZ55306.1 hypothetical protein APUTEX25_003444_ partial [Auxenochlorella protothecoides]
OG0002830	KAI3438057.1 hypothetical protein D9Q98_000500 [Chlorella vulgaris]	RMZ55313.1 hypothetical protein APUTEX25_003451_ partial [Auxenochlorella protothecoides]
OG0002831	KAI3438146.1 hypothetical protein D9Q98_000587 [Chlorella vulgaris]	RMZ55314.1 hypothetical protein APUTEX25_003452 [Auxenochlorella protothecoides]
OG0002832	KAI3438092.1 hypothetical protein D9Q98_000534 [Chlorella vulgaris]	RMZ55315.1 hypothetical protein APUTEX25_003453 [Auxenochlorella protothecoides]
OG0002833	KAI3438119.1 hypothetical protein D9Q98_000560 [Chlorella vulgaris]	RMZ57727.1 hypothetical protein APUTEX25_004606_ partial [Auxenochlorella protothecoides], RMZ55318.1 hypothetical protein APUTEX25_003456 [Auxenochlorella protothecoides]
OG0002834	KAI3438117.1 hypothetical protein D9Q98_000558 [Chlorella vulgaris]	RMZ55319.1 hypothetical protein APUTEX25_003457_ partial [Auxenochlorella protothecoides]
OG0002835	KAI3438058.1 hypothetical protein D9Q98_000501 [Chlorella vulgaris]	RMZ55323.1 hypothetical protein APUTEX25_003461 [Auxenochlorella protothecoides]
OG0002836	KAI3438094.1 hypothetical protein D9Q98_000536 [Chlorella vulgaris]	RMZ55325.1 hypothetical protein APUTEX25_003463 [Auxenochlorella protothecoides]
OG0002837	KAI3438074.1 hypothetical protein D9Q98_000516 [Chlorella vulgaris]	RMZ55337.1 hypothetical protein APUTEX25_003475_ partial [Auxenochlorella protothecoides]
OG0002838	KAI3428154.1 hypothetical protein D9Q98_006538 [Chlorella vulgaris]	RMZ55344.1 hypothetical protein APUTEX25_003482 [Auxenochlorella protothecoides]
OG0002839	KAI3438773.1 hypothetical protein D9Q98_001191 [Chlorella vulgaris]	RMZ55350.1 hypothetical protein APUTEX25_002208 [Auxenochlorella protothecoides]
OG0002840	KAI3438765.1 hypothetical protein D9Q98_001183 [Chlorella vulgaris]	RMZ55351.1 hypothetical protein APUTEX25_002209_ partial [Auxenochlorella protothecoides]
OG0002841	KAI3438762.1 hypothetical protein D9Q98_001180 [Chlorella vulgaris]	RMZ55358.1 hypothetical protein APUTEX25_002216 [Auxenochlorella protothecoides]
OG0002842	KAI3427967.1 hypothetical protein D9Q98_006357 [Chlorella vulgaris]	RMZ55383.1 hypothetical protein APUTEX25_003507 [Auxenochlorella protothecoides]
OG0002843	KAI3429847.1 hypothetical protein D9Q98_010159 [Chlorella vulgaris]	RMZ55387.1 hypothetical protein APUTEX25_003511 [Auxenochlorella protothecoides]
OG0002844	KAI3428010.1 hypothetical protein D9Q98_006396 [Chlorella vulgaris]	RMZ55389.1 hypothetical protein APUTEX25_003513 [Auxenochlorella protothecoides]
OG0002845	KAI3427965.1 hypothetical protein D9Q98_006355 [Chlorella vulgaris]	RMZ55395.1 hypothetical protein APUTEX25_003519 [Auxenochlorella protothecoides]
OG0002846	KAI3432588.1 hypothetical protein D9Q98_004136 [Chlorella vulgaris]	RMZ55398.1 hypothetical protein APUTEX25_003522 [Auxenochlorella protothecoides]
OG0002847	KAI3434553.1 hypothetical protein D9Q98_002626 [Chlorella vulgaris]	RMZ55405.1 hypothetical protein APUTEX25_003529_ partial [Auxenochlorella protothecoides]
OG0002848	KAI3434477.1 hypothetical protein D9Q98_002553 [Chlorella vulgaris]	RMZ55408.1 hypothetical protein APUTEX25_003532_ partial [Auxenochlorella protothecoides]
OG0002849	KAI3428140.1 hypothetical protein D9Q98_006523 [Chlorella vulgaris]	RMZ55409.1 hypothetical protein APUTEX25_003533 [Auxenochlorella protothecoides]
OG0002850	KAI3427986.1 hypothetical protein D9Q98_006374 [Chlorella vulgaris], KAI3427985.1 hypothetical protein D9Q98_006374 [Chlorella vulgaris]	RMZ55412.1 hypothetical protein APUTEX25_003536_ partial [Auxenochlorella protothecoides], RMZ55414.1 hypothetical protein APUTEX25_003538 [Auxenochlorella protothecoides]
OG0002851	KAI3428009.1 hypothetical protein D9Q98_006395 [Chlorella vulgaris]	RMZ55418.1 hypothetical protein APUTEX25_003542 [Auxenochlorella protothecoides]
OG0002852	KAI3425785.1 hypothetical protein D9Q98_007760 [Chlorella vulgaris]	RMZ55425.1 hypothetical protein APUTEX25_003549 [Auxenochlorella protothecoides]
OG0002853	KAI3428013.1 hypothetical protein D9Q98_006399 [Chlorella vulgaris]	RMZ55427.1 hypothetical protein APUTEX25_003551 [Auxenochlorella protothecoides]
OG0002854	KAI3428028.1 hypothetical protein D9Q98_006414 [Chlorella vulgaris]	RMZ55428.1 hypothetical protein APUTEX25_003552 [Auxenochlorella protothecoides]
OG0002855	KAI3428715.1 hypothetical protein D9Q98_007539 [Chlorella vulgaris]	RMZ55437.1 hypothetical protein APUTEX25_003561 [Auxenochlorella protothecoides]
OG0002856	KAI3435667.1 hypothetical protein D9Q98_001725 [Chlorella vulgaris]	RMZ55443.1 hypothetical protein APUTEX25_003567 [Auxenochlorella protothecoides]
OG0002857	KAI3437977.1 hypothetical protein D9Q98_000421 [Chlorella vulgaris]	RMZ55447.1 hypothetical protein APUTEX25_003571_ partial [Auxenochlorella protothecoides]
OG0002858	KAI3434463.1 hypothetical protein D9Q98_002540 [Chlorella vulgaris]	RMZ55451.1 hypothetical protein APUTEX25_003575 [Auxenochlorella protothecoides]
OG0002859	KAI3430548.1 hypothetical protein D9Q98_005141 [Chlorella vulgaris]	RMZ55474.1 hypothetical protein APUTEX25_000057 [Auxenochlorella protothecoides]
OG0002860	KAI3430499.1 hypothetical protein D9Q98_005094 [Chlorella vulgaris]	RMZ55495.1 hypothetical protein APUTEX25_000078_ partial [Auxenochlorella protothecoides]
OG0002861	KAI3435020.1 hypothetical protein D9Q98_003072 [Chlorella vulgaris]	RMZ55503.1 hypothetical protein APUTEX25_000086_ partial [Auxenochlorella protothecoides]
OG0002862	KAI3424218.1 hypothetical protein D9Q98_009574 [Chlorella vulgaris]	RMZ55504.1 hypothetical protein APUTEX25_000087 [Auxenochlorella protothecoides]
OG0002863	KAI3438472.1 hypothetical protein D9Q98_000901 [Chlorella vulgaris]	RMZ55510.1 hypothetical protein APUTEX25_000093 [Auxenochlorella protothecoides]
OG0002864	KAI3424206.1 hypothetical protein D9Q98_009562 [Chlorella vulgaris]	RMZ55514.1 hypothetical protein APUTEX25_000097 [Auxenochlorella protothecoides]
OG0002865	KAI3430505.1 hypothetical protein D9Q98_005100 [Chlorella vulgaris]	RMZ55520.1 hypothetical protein APUTEX25_000103_ partial [Auxenochlorella protothecoides]
OG0002866	KAI3438613.1 hypothetical protein D9Q98_001036 [Chlorella vulgaris]	RMZ55534.1 hypothetical protein APUTEX25_000117 [Auxenochlorella protothecoides]
OG0002867	KAI3438738.1 hypothetical protein D9Q98_001157 [Chlorella vulgaris]	RMZ55546.1 hypothetical protein APUTEX25_000129 [Auxenochlorella protothecoides]
OG0002868	KAI3427212.1 hypothetical protein D9Q98_007147 [Chlorella vulgaris]	RMZ55560.1 hypothetical protein APUTEX25_000143 [Auxenochlorella protothecoides]
OG0002869	KAI3430556.1 hypothetical protein D9Q98_005149 [Chlorella vulgaris]	RMZ55574.1 hypothetical protein APUTEX25_000157 [Auxenochlorella protothecoides]
OG0002870	KAI3436247.1 hypothetical protein D9Q98_002300 [Chlorella vulgaris]	RMZ55576.1 hypothetical protein APUTEX25_000159 [Auxenochlorella protothecoides]
OG0002871	KAI3431671.1 hypothetical protein D9Q98_004718 [Chlorella vulgaris]	RMZ55579.1 hypothetical protein APUTEX25_000162 [Auxenochlorella protothecoides]
OG0002872	KAI3427432.1 hypothetical protein D9Q98_010347 [Chlorella vulgaris]	RMZ55581.1 hypothetical protein APUTEX25_000164_ partial [Auxenochlorella protothecoides]
OG0002873	KAI3430576.1 hypothetical protein D9Q98_005169 [Chlorella vulgaris]	RMZ55589.1 hypothetical protein APUTEX25_000172_ partial [Auxenochlorella protothecoides]
OG0002874	KAI3436248.1 hypothetical protein D9Q98_002301 [Chlorella vulgaris]	RMZ55607.1 hypothetical protein APUTEX25_000190 [Auxenochlorella protothecoides]
OG0002875	KAI3436611.1 hypothetical protein D9Q98_006028 [Chlorella vulgaris]	RMZ55622.1 hypothetical protein APUTEX25_000205_ partial [Auxenochlorella protothecoides]
OG0002876	KAI3430484.1 hypothetical protein D9Q98_005079 [Chlorella vulgaris]	RMZ55627.1 hypothetical protein APUTEX25_000210 [Auxenochlorella protothecoides]
OG0002877	KAI3430558.1 hypothetical protein D9Q98_005151 [Chlorella vulgaris]	RMZ55640.1 hypothetical protein APUTEX25_000223 [Auxenochlorella protothecoides]
OG0002878	KAI3431674.1 hypothetical protein D9Q98_004721 [Chlorella vulgaris], KAI3431675.1 hypothetical protein D9Q98_004721 [Chlorella vulgaris]	RMZ55649.1 hypothetical protein APUTEX25_000232 [Auxenochlorella protothecoides]
OG0002879	KAI3427442.1 hypothetical protein D9Q98_010357 [Chlorella vulgaris]	RMZ55652.1 hypothetical protein APUTEX25_000235 [Auxenochlorella protothecoides]
OG0002880	KAI3424213.1 hypothetical protein D9Q98_009569 [Chlorella vulgaris]	RMZ55657.1 hypothetical protein APUTEX25_000240_ partial [Auxenochlorella protothecoides]
OG0002881	KAI3430545.1 hypothetical protein D9Q98_005138 [Chlorella vulgaris]	RMZ55667.1 hypothetical protein APUTEX25_000250 [Auxenochlorella protothecoides]
OG0002882	KAI3428556.1 hypothetical protein D9Q98_007378 [Chlorella vulgaris]	RMZ55691.1 hypothetical protein APUTEX25_005732 [Auxenochlorella protothecoides]
OG0002883	KAI3430593.1 hypothetical protein D9Q98_005186 [Chlorella vulgaris]	RMZ55700.1 hypothetical protein APUTEX25_005741 [Auxenochlorella protothecoides]
OG0002884	KAI3426024.1 hypothetical protein D9Q98_007992 [Chlorella vulgaris]	RMZ55703.1 hypothetical protein APUTEX25_005744_ partial [Auxenochlorella protothecoides]
OG0002885	KAI3425895.1 hypothetical protein D9Q98_007868 [Chlorella vulgaris]	RMZ55711.1 hypothetical protein APUTEX25_005752 [Auxenochlorella protothecoides]
OG0002886	KAI3437784.1 hypothetical protein D9Q98_000231 [Chlorella vulgaris]	RMZ55729.1 hypothetical protein APUTEX25_005770 [Auxenochlorella protothecoides]
OG0002887	KAI3425722.1 hypothetical protein D9Q98_007698 [Chlorella vulgaris]	RMZ55730.1 hypothetical protein APUTEX25_005771_ partial [Auxenochlorella protothecoides]
OG0002888	KAI3425996.1 hypothetical protein D9Q98_007964 [Chlorella vulgaris]	RMZ55733.1 hypothetical protein APUTEX25_005774 [Auxenochlorella protothecoides]
OG0002889	KAI3425968.1 hypothetical protein D9Q98_007936 [Chlorella vulgaris]	RMZ55737.1 hypothetical protein APUTEX25_005778_ partial [Auxenochlorella protothecoides]
OG0002890	KAI3437570.1 hypothetical protein D9Q98_000023 [Chlorella vulgaris]	RMZ55738.1 hypothetical protein APUTEX25_005779 [Auxenochlorella protothecoides]
OG0002891	KAI3430987.1 hypothetical protein D9Q98_009390 [Chlorella vulgaris]	RMZ55751.1 hypothetical protein APUTEX25_005792 [Auxenochlorella protothecoides]
OG0002892	KAI3426031.1 hypothetical protein D9Q98_007999 [Chlorella vulgaris]	RMZ55766.1 hypothetical protein APUTEX25_005807 [Auxenochlorella protothecoides]
OG0002893	KAI3437571.1 hypothetical protein D9Q98_000024 [Chlorella vulgaris]	RMZ55768.1 hypothetical protein APUTEX25_005809 [Auxenochlorella protothecoides]
OG0002894	KAI3437562.1 hypothetical protein D9Q98_000015 [Chlorella vulgaris]	RMZ55782.1 hypothetical protein APUTEX25_005823 [Auxenochlorella protothecoides]
OG0002895	KAI3425910.1 hypothetical protein D9Q98_007882 [Chlorella vulgaris]	RMZ55783.1 hypothetical protein APUTEX25_005824 [Auxenochlorella protothecoides]
OG0002896	KAI3428555.1 hypothetical protein D9Q98_007377 [Chlorella vulgaris]	RMZ55787.1 hypothetical protein APUTEX25_005828 [Auxenochlorella protothecoides]
OG0002897	KAI3426012.1 hypothetical protein D9Q98_007980 [Chlorella vulgaris]	RMZ55790.1 hypothetical protein APUTEX25_005831_ partial [Auxenochlorella protothecoides]
OG0002898	KAI3435492.1 hypothetical protein D9Q98_001558 [Chlorella vulgaris]	RMZ55797.1 hypothetical protein APUTEX25_005838_ partial [Auxenochlorella protothecoides]
OG0002899	KAI3431384.1 hypothetical protein D9Q98_004438 [Chlorella vulgaris]	RMZ55814.1 hypothetical protein APUTEX25_003780 [Auxenochlorella protothecoides]
OG0002900	KAI3431405.1 hypothetical protein D9Q98_004458 [Chlorella vulgaris]	RMZ55820.1 hypothetical protein APUTEX25_003786 [Auxenochlorella protothecoides]
OG0002901	KAI3431394.1 hypothetical protein D9Q98_004448 [Chlorella vulgaris]	RMZ55828.1 hypothetical protein APUTEX25_003794_ partial [Auxenochlorella protothecoides]
OG0002902	KAI3431339.1 hypothetical protein D9Q98_004396 [Chlorella vulgaris]	RMZ55837.1 hypothetical protein APUTEX25_003803_ partial [Auxenochlorella protothecoides]
OG0002903	KAI3438848.1 hypothetical protein D9Q98_001265 [Chlorella vulgaris]	RMZ55838.1 hypothetical protein APUTEX25_003804 [Auxenochlorella protothecoides]
OG0002904	KAI3431420.1 hypothetical protein D9Q98_004473 [Chlorella vulgaris]	RMZ55841.1 hypothetical protein APUTEX25_003807 [Auxenochlorella protothecoides]
