Orthogroup	Chlorella_Vulgaris2111P	Scenedesmus_PABB004
OG0001857	KAI3435685.1 hypothetical protein D9Q98_001743 [Chlorella vulgaris]	KAF8070880.1 RAN-A1 [Scenedesmus sp. PABB004]
OG0001858	KAI3426268.1 hypothetical protein D9Q98_008643 [Chlorella vulgaris]	KAF8071193.1 RPL8 [Scenedesmus sp. PABB004]
OG0001859	KAI3426242.1 hypothetical protein D9Q98_008618 [Chlorella vulgaris]	KAF8063005.1 Primpol [Scenedesmus sp. PABB004]
OG0001860	KAI3426253.1 hypothetical protein D9Q98_008628 [Chlorella vulgaris]	KAF8072572.1 Phenylalanine--tRNA ligase alpha subunit [Scenedesmus sp. PABB004]
OG0001861	KAI3426251.1 hypothetical protein D9Q98_008626 [Chlorella vulgaris]	KAF8070969.1 guaA [Scenedesmus sp. PABB004]
OG0001862	KAI3426106.1 hypothetical protein D9Q98_008485 [Chlorella vulgaris]	KAF8062954.1 yif1b-a [Scenedesmus sp. PABB004]
OG0001863	KAI3426451.1 hypothetical protein D9Q98_008818 [Chlorella vulgaris]	KAF8065561.1 SLY1 [Scenedesmus sp. PABB004]
OG0001864	KAI3426176.1 hypothetical protein D9Q98_008553 [Chlorella vulgaris]	KAF8055911.1 LCMT1 [Scenedesmus sp. PABB004]
OG0001865	KAI3426193.1 hypothetical protein D9Q98_008570 [Chlorella vulgaris]	KAF8060290.1 hypothetical protein HT031_004825 [Scenedesmus sp. PABB004]
OG0001866	KAI3434674.1 hypothetical protein D9Q98_002738 [Chlorella vulgaris]	KAF8071226.1 SAD2 [Scenedesmus sp. PABB004]
OG0001867	KAI3426304.1 hypothetical protein D9Q98_008677 [Chlorella vulgaris]	KAF8073032.1 complex 1 intermediate-associated protein [Scenedesmus sp. PABB004]
OG0001868	KAI3432414.1 hypothetical protein D9Q98_003968 [Chlorella vulgaris]	KAF8061305.1 VPS18 [Scenedesmus sp. PABB004]
OG0001869	KAI3426163.1 hypothetical protein D9Q98_008540 [Chlorella vulgaris]	KAF8069447.1 ECR1 [Scenedesmus sp. PABB004]
OG0001870	KAI3426965.1 hypothetical protein D9Q98_006909 [Chlorella vulgaris]	KAF8072744.1 RWA3 [Scenedesmus sp. PABB004]
OG0001871	KAI3429588.1 hypothetical protein D9Q98_005674 [Chlorella vulgaris]	KAF8072837.1 CBR1 [Scenedesmus sp. PABB004]
OG0001872	KAI3427006.1 hypothetical protein D9Q98_006949 [Chlorella vulgaris]	KAF8061089.1 petC [Scenedesmus sp. PABB004]
OG0001873	KAI3429616.1 hypothetical protein D9Q98_005702 [Chlorella vulgaris]	KAF8060109.1 rimO [Scenedesmus sp. PABB004], KAF8054807.1 rimO [Scenedesmus sp. PABB004]
OG0001874	KAI3429683.1 hypothetical protein D9Q98_005768 [Chlorella vulgaris]	KAF8057623.1 hypothetical protein HT031_005972 [Scenedesmus sp. PABB004]
OG0001875	KAI3426155.1 hypothetical protein D9Q98_008532 [Chlorella vulgaris]	KAF8055280.1 eukaryotic translation initiation factor 3 subunit J [Scenedesmus sp. PABB004]
OG0001876	KAI3429706.1 hypothetical protein D9Q98_005791 [Chlorella vulgaris]	KAF8072647.1 MDH1 [Scenedesmus sp. PABB004]
OG0001877	KAI3437641.1 hypothetical protein D9Q98_000093 [Chlorella vulgaris], KAI3437642.1 hypothetical protein D9Q98_000093 [Chlorella vulgaris]	KAF8059205.1 XYL1 [Scenedesmus sp. PABB004]
OG0001878	KAI3429570.1 hypothetical protein D9Q98_005657 [Chlorella vulgaris]	KAF8062041.1 CTDSPL2 [Scenedesmus sp. PABB004]
OG0001879	KAI3426415.1 hypothetical protein D9Q98_008784 [Chlorella vulgaris]	KAF8073080.1 hypothetical protein HT031_000741 [Scenedesmus sp. PABB004]
OG0001880	KAI3436202.1 hypothetical protein D9Q98_002256 [Chlorella vulgaris]	KAF8058875.1 UBP7 [Scenedesmus sp. PABB004]
OG0001881	KAI3426140.1 hypothetical protein D9Q98_008519 [Chlorella vulgaris]	KAF8071319.1 hypothetical protein HT031_001402 [Scenedesmus sp. PABB004]
OG0001882	KAI3429674.1 hypothetical protein D9Q98_005759 [Chlorella vulgaris]	KAF8072978.1 PDX1 [Scenedesmus sp. PABB004]
OG0001883	KAI3426446.1 hypothetical protein D9Q98_008813 [Chlorella vulgaris]	KAF8055490.1 TIF3I1 [Scenedesmus sp. PABB004]
OG0001885	KAI3426228.1 hypothetical protein D9Q98_008604 [Chlorella vulgaris]	KAF8063718.1 RPL3 [Scenedesmus sp. PABB004]
OG0001886	KAI3431519.1 hypothetical protein D9Q98_004569 [Chlorella vulgaris]	KAF8069452.1 APUM8 [Scenedesmus sp. PABB004]
OG0001887	KAI3431521.1 hypothetical protein D9Q98_004571 [Chlorella vulgaris]	KAF8055930.1 VP22-1 [Scenedesmus sp. PABB004]
OG0001888	KAI3426883.1 hypothetical protein D9Q98_006829 [Chlorella vulgaris]	KAF8068421.1 RPN5A [Scenedesmus sp. PABB004]
OG0001889	KAI3425163.1 hypothetical protein D9Q98_008934 [Chlorella vulgaris]	KAF8073241.1 hypothetical protein HT031_000902 [Scenedesmus sp. PABB004]
OG0001890	KAI3424160.1 hypothetical protein D9Q98_009519 [Chlorella vulgaris]	KAF8069435.1 protein phosphatase methylesterase 1 [Scenedesmus sp. PABB004]
OG0001891	KAI3438089.1 hypothetical protein D9Q98_000531 [Chlorella vulgaris]	KAF8061287.1 hypothetical protein HT031_004377 [Scenedesmus sp. PABB004]
OG0001892	KAI3426840.1 hypothetical protein D9Q98_006786 [Chlorella vulgaris], KAI3426839.1 hypothetical protein D9Q98_006786 [Chlorella vulgaris]	KAF8069538.1 regulator of telomere elongation helicase 1 [Scenedesmus sp. PABB004]
OG0001893	KAI3430703.1 hypothetical protein D9Q98_005292 [Chlorella vulgaris]	KAF8060532.1 Pdcl3 [Scenedesmus sp. PABB004]
OG0001894	KAI3425035.1 hypothetical protein D9Q98_008413 [Chlorella vulgaris]	KAF8056103.1 nifk [Scenedesmus sp. PABB004]
OG0001895	KAI3436328.1 hypothetical protein D9Q98_002381 [Chlorella vulgaris]	KAF8072804.1 N-acetyl-gamma-glutamyl-phosphate reductase [Scenedesmus sp. PABB004]
OG0001896	KAI3436297.1 hypothetical protein D9Q98_002350 [Chlorella vulgaris], KAI3436298.1 hypothetical protein D9Q98_002351 [Chlorella vulgaris]	KAF8065632.1 CNX1 [Scenedesmus sp. PABB004]
OG0001897	KAI3436190.1 hypothetical protein D9Q98_002245 [Chlorella vulgaris]	KAF8070926.1 PDIL2-2 [Scenedesmus sp. PABB004]
OG0001898	KAI3436347.1 hypothetical protein D9Q98_002400 [Chlorella vulgaris]	KAF8065745.1 cid14 [Scenedesmus sp. PABB004]
OG0001899	KAI3435972.1 hypothetical protein D9Q98_002030 [Chlorella vulgaris], KAI3435974.1 hypothetical protein D9Q98_002032 [Chlorella vulgaris]	KAF8071154.1 rimM [Scenedesmus sp. PABB004]
OG0001900	KAI3436309.1 hypothetical protein D9Q98_002362 [Chlorella vulgaris]	KAF8065707.1 UFD1 [Scenedesmus sp. PABB004]
OG0001901	KAI3436371.1 hypothetical protein D9Q98_002424 [Chlorella vulgaris]	KAF8066373.1 hypothetical protein HT031_002697 [Scenedesmus sp. PABB004]
OG0001902	KAI3436290.1 hypothetical protein D9Q98_002343 [Chlorella vulgaris]	KAF8064558.1 ADK1 [Scenedesmus sp. PABB004]
OG0001903	KAI3436188.1 hypothetical protein D9Q98_002243 [Chlorella vulgaris]	KAF8065654.1 hypothetical protein HT031_003255 [Scenedesmus sp. PABB004], KAF8065655.1 hypothetical protein HT031_003256 [Scenedesmus sp. PABB004]
OG0001904	KAI3436319.1 hypothetical protein D9Q98_002372 [Chlorella vulgaris]	KAF8069667.1 Histone H2A-IV [Scenedesmus sp. PABB004]
OG0001905	KAI3436192.1 hypothetical protein D9Q98_002247 [Chlorella vulgaris]	KAF8065925.1 dapC [Scenedesmus sp. PABB004]
OG0001906	KAI3436289.1 hypothetical protein D9Q98_002342 [Chlorella vulgaris]	KAF8065868.1 MBB1 [Scenedesmus sp. PABB004], KAF8058296.1 MBB1 [Scenedesmus sp. PABB004]
OG0001907	KAI3436320.1 hypothetical protein D9Q98_002373 [Chlorella vulgaris]	KAF8066203.1 GCN5 [Scenedesmus sp. PABB004]
OG0001909	KAI3435701.1 hypothetical protein D9Q98_001759 [Chlorella vulgaris], KAI3435700.1 hypothetical protein D9Q98_001758 [Chlorella vulgaris]	KAF8064487.1 hypothetical protein HT031_003286 [Scenedesmus sp. PABB004]
OG0001910	KAI3426296.1 hypothetical protein D9Q98_008669 [Chlorella vulgaris]	KAF8057901.1 GgCAS1 [Scenedesmus sp. PABB004]
OG0001911	KAI3435747.1 hypothetical protein D9Q98_001805 [Chlorella vulgaris]	KAF8061953.1 ALG11 [Scenedesmus sp. PABB004]
OG0001912	KAI3423850.1 hypothetical protein D9Q98_009684 [Chlorella vulgaris]	KAF8072553.1 SMC1 [Scenedesmus sp. PABB004]
OG0001913	KAI3431649.1 hypothetical protein D9Q98_004696 [Chlorella vulgaris]	KAF8072803.1 VPS35B [Scenedesmus sp. PABB004]
OG0001914	KAI3427127.1 hypothetical protein D9Q98_007064 [Chlorella vulgaris]	KAF8073139.1 hypothetical protein HT031_000800 [Scenedesmus sp. PABB004]
OG0001915	KAI3428492.1 hypothetical protein D9Q98_007317 [Chlorella vulgaris]	KAF8068311.1 UVR8 [Scenedesmus sp. PABB004]
OG0001916	KAI3427273.1 hypothetical protein D9Q98_007205 [Chlorella vulgaris]	KAF8059367.1 radA [Scenedesmus sp. PABB004]
OG0001917	KAI3437717.1 hypothetical protein D9Q98_000165 [Chlorella vulgaris]	KAF8058477.1 hypothetical protein HT031_005601 [Scenedesmus sp. PABB004]
OG0001918	KAI3423888.1 hypothetical protein D9Q98_009722 [Chlorella vulgaris]	KAF8058943.1 WIN1 [Scenedesmus sp. PABB004]
OG0001919	KAI3433438.1 hypothetical protein D9Q98_003253 [Chlorella vulgaris]	KAF8065525.1 VAT1 [Scenedesmus sp. PABB004]
OG0001920	KAI3433422.1 hypothetical protein D9Q98_003237 [Chlorella vulgaris]	KAF8063750.1 CYP57 [Scenedesmus sp. PABB004]
OG0001921	KAI3431669.1 hypothetical protein D9Q98_004716 [Chlorella vulgaris]	KAF8057284.1 VHA-d1 [Scenedesmus sp. PABB004]
OG0001922	KAI3437601.1 hypothetical protein D9Q98_000054 [Chlorella vulgaris]	KAF8058864.1 KIN14I [Scenedesmus sp. PABB004]
OG0001923	KAI3433563.1 hypothetical protein D9Q98_003374 [Chlorella vulgaris]	KAF8072380.1 RH42 [Scenedesmus sp. PABB004]
OG0001924	KAI3433589.1 hypothetical protein D9Q98_003400 [Chlorella vulgaris]	KAF8057714.1 ACC1 [Scenedesmus sp. PABB004]
OG0001925	KAI3438739.1 hypothetical protein D9Q98_001158 [Chlorella vulgaris]	KAF8066386.1 ACLA-2 [Scenedesmus sp. PABB004]
OG0001926	KAI3433581.1 hypothetical protein D9Q98_003392 [Chlorella vulgaris]	KAF8073004.1 hypothetical protein HT031_000664 [Scenedesmus sp. PABB004]
OG0001927	KAI3431858.1 hypothetical protein D9Q98_010610 [Chlorella vulgaris]	KAF8062892.1 hypothetical protein HT031_003730 [Scenedesmus sp. PABB004]
OG0001928	KAI3433403.1 hypothetical protein D9Q98_003219 [Chlorella vulgaris]	KAF8055326.1 TYRAAT2 [Scenedesmus sp. PABB004]
OG0001929	KAI3431811.1 hypothetical protein D9Q98_010564 [Chlorella vulgaris]	KAF8066242.1 CFAP58 [Scenedesmus sp. PABB004]
OG0001931	KAI3431832.1 hypothetical protein D9Q98_010585 [Chlorella vulgaris]	KAF8056778.1 RPL4A [Scenedesmus sp. PABB004]
OG0001932	KAI3431825.1 hypothetical protein D9Q98_010578 [Chlorella vulgaris], KAI3423129.1 hypothetical protein D9Q98_010685_ partial [Chlorella vulgaris]	KAF8068224.1 hypothetical protein HT031_001910 [Scenedesmus sp. PABB004]
OG0001933	KAI3432672.1 hypothetical protein D9Q98_004216 [Chlorella vulgaris]	KAF8072568.1 yakA [Scenedesmus sp. PABB004]
OG0001934	KAI3430646.1 hypothetical protein D9Q98_005239 [Chlorella vulgaris]	KAF8054874.1 rcc2 [Scenedesmus sp. PABB004]
OG0001935	KAI3428245.1 hypothetical protein D9Q98_006625 [Chlorella vulgaris]	KAF8073190.1 NADH dehydrogenase [ubiquinone] iron-sulfur protein 8-B [Scenedesmus sp. PABB004]
OG0001936	KAI3430268.1 hypothetical protein D9Q98_004864 [Chlorella vulgaris]	KAF8067138.1 MPT3 [Scenedesmus sp. PABB004]
OG0001937	KAI3433745.1 hypothetical protein D9Q98_003552 [Chlorella vulgaris]	KAF8066321.1 RIOK1 [Scenedesmus sp. PABB004]
OG0001939	KAI3428212.1 hypothetical protein D9Q98_006592 [Chlorella vulgaris]	KAF8065461.1 ycf45 [Scenedesmus sp. PABB004]
OG0001940	KAI3433779.1 hypothetical protein D9Q98_003584 [Chlorella vulgaris]	KAF8073255.1 hypothetical protein HT031_000916 [Scenedesmus sp. PABB004]
OG0001941	KAI3433769.1 hypothetical protein D9Q98_003575 [Chlorella vulgaris]	KAF8059702.1 isoleucine--tRNA ligase [Scenedesmus sp. PABB004]
OG0001942	KAI3433760.1 hypothetical protein D9Q98_003567 [Chlorella vulgaris]	KAF8063062.1 cys12 [Scenedesmus sp. PABB004]
OG0001943	KAI3433744.1 hypothetical protein D9Q98_003551 [Chlorella vulgaris]	KAF8066282.1 ERF1-3 [Scenedesmus sp. PABB004]
OG0001944	KAI3433772.1 hypothetical protein D9Q98_003578 [Chlorella vulgaris]	KAF8055388.1 MET1B [Scenedesmus sp. PABB004]
OG0001945	KAI3433726.1 hypothetical protein D9Q98_003534 [Chlorella vulgaris]	KAF8072859.1 PCH2 [Scenedesmus sp. PABB004]
OG0001946	KAI3433747.1 hypothetical protein D9Q98_003554 [Chlorella vulgaris]	KAF8066259.1 coatomer subunit epsilon-1 [Scenedesmus sp. PABB004]
OG0001947	KAI3433717.1 hypothetical protein D9Q98_003525 [Chlorella vulgaris]	KAF8066270.1 leucine--tRNA ligase [Scenedesmus sp. PABB004]
OG0001948	KAI3433757.1 hypothetical protein D9Q98_003564 [Chlorella vulgaris]	KAF8057291.1 WAV2 [Scenedesmus sp. PABB004]
OG0001949	KAI3433737.1 hypothetical protein D9Q98_003544 [Chlorella vulgaris]	KAF8055394.1 Tbc1d4 [Scenedesmus sp. PABB004]
OG0001950	KAI3433781.1 hypothetical protein D9Q98_003586 [Chlorella vulgaris]	KAF8069682.1 rgt-1 [Scenedesmus sp. PABB004]
OG0001951	KAI3428219.1 hypothetical protein D9Q98_006599 [Chlorella vulgaris]	KAF8063060.1 RPS18 [Scenedesmus sp. PABB004]
OG0001952	KAI3428226.1 hypothetical protein D9Q98_006606 [Chlorella vulgaris]	KAF8059204.1 RPN3A [Scenedesmus sp. PABB004]
OG0001953	KAI3425757.1 hypothetical protein D9Q98_007732 [Chlorella vulgaris]	KAF8064479.1 TAD3 [Scenedesmus sp. PABB004]
OG0001954	KAI3425917.1 hypothetical protein D9Q98_007889 [Chlorella vulgaris]	KAF8061094.1 Mettl6 [Scenedesmus sp. PABB004]
OG0001955	KAI3434924.1 hypothetical protein D9Q98_002978 [Chlorella vulgaris]	KAF8062686.1 aspartyl aminopeptidase [Scenedesmus sp. PABB004]
OG0001956	KAI3436835.1 hypothetical protein D9Q98_006245 [Chlorella vulgaris]	KAF8060602.1 glycine--tRNA ligase [Scenedesmus sp. PABB004]
OG0001958	KAI3430990.1 hypothetical protein D9Q98_009393 [Chlorella vulgaris]	KAF8058871.1 APX6 [Scenedesmus sp. PABB004]
OG0001959	KAI3425933.1 hypothetical protein D9Q98_007905 [Chlorella vulgaris]	KAF8069487.1 COL14A1 [Scenedesmus sp. PABB004]
OG0001960	KAI3424349.1 hypothetical protein D9Q98_009902 [Chlorella vulgaris]	KAF8055477.1 PRP19 [Scenedesmus sp. PABB004]
OG0001961	KAI3427953.1 hypothetical protein D9Q98_006343 [Chlorella vulgaris]	KAF8057144.1 EDD1 [Scenedesmus sp. PABB004]
OG0001962	KAI3436779.1 hypothetical protein D9Q98_006191 [Chlorella vulgaris], KAI3436780.1 hypothetical protein D9Q98_006191 [Chlorella vulgaris]	KAF8058106.1 hypothetical protein HT031_005766 [Scenedesmus sp. PABB004]
OG0001964	KAI3425960.1 hypothetical protein D9Q98_007930 [Chlorella vulgaris]	KAF8063046.1 hypothetical protein HT031_003885 [Scenedesmus sp. PABB004]
OG0001965	KAI3435987.1 hypothetical protein D9Q98_002045 [Chlorella vulgaris]	KAF8066367.1 ACX2 [Scenedesmus sp. PABB004]
OG0001966	KAI3433658.1 hypothetical protein D9Q98_003467 [Chlorella vulgaris]	KAF8068390.1 Ataxin-3-like protein [Scenedesmus sp. PABB004]
OG0001967	KAI3434971.1 hypothetical protein D9Q98_003023 [Chlorella vulgaris]	KAF8066416.1 RPS15 [Scenedesmus sp. PABB004]
OG0001968	KAI3436482.1 hypothetical protein D9Q98_005899 [Chlorella vulgaris]	KAF8066184.1 PI4KB1 [Scenedesmus sp. PABB004]
OG0001969	KAI3425791.1 hypothetical protein D9Q98_007766 [Chlorella vulgaris]	KAF8069438.1 NBP35 [Scenedesmus sp. PABB004]
OG0001970	KAI3436015.1 hypothetical protein D9Q98_002072 [Chlorella vulgaris]	KAF8065762.1 hypothetical protein HT031_002822 [Scenedesmus sp. PABB004]
OG0001971	KAI3425347.1 hypothetical protein D9Q98_009111 [Chlorella vulgaris]	KAF8066297.1 TH1 [Scenedesmus sp. PABB004]
OG0001972	KAI3436415.1 hypothetical protein D9Q98_005832 [Chlorella vulgaris]	KAF8061173.1 SBE2.2 [Scenedesmus sp. PABB004]
OG0001973	KAI3436403.1 hypothetical protein D9Q98_005820 [Chlorella vulgaris]	KAF8064489.1 4-hydroxyphenylpyruvate dioxygenase [Scenedesmus sp. PABB004]
OG0001974	KAI3436020.1 hypothetical protein D9Q98_002077 [Chlorella vulgaris]	KAF8065886.1 DGAT1C [Scenedesmus sp. PABB004], KAF8065851.1 hypothetical protein HT031_002911 [Scenedesmus sp. PABB004]
OG0001975	KAI3435997.1 hypothetical protein D9Q98_002054 [Chlorella vulgaris]	KAF8065719.1 bchH [Scenedesmus sp. PABB004]
OG0001976	KAI3428531.1 hypothetical protein D9Q98_007354 [Chlorella vulgaris]	KAF8057627.1 Glo1 [Scenedesmus sp. PABB004]
OG0001977	KAI3424705.1 hypothetical protein D9Q98_008094 [Chlorella vulgaris], KAI3424704.1 hypothetical protein D9Q98_008094 [Chlorella vulgaris]	KAF8060500.1 sua5 [Scenedesmus sp. PABB004], KAF8060504.1 SPAC6G9.01c [Scenedesmus sp. PABB004]
OG0001978	KAI3424942.1 hypothetical protein D9Q98_008324 [Chlorella vulgaris], KAI3424941.1 hypothetical protein D9Q98_008324 [Chlorella vulgaris]	KAF8059173.1 hypothetical protein HT031_005345 [Scenedesmus sp. PABB004]
OG0001979	KAI3428306.1 hypothetical protein D9Q98_006685 [Chlorella vulgaris]	KAF8071264.1 NOP5-2 [Scenedesmus sp. PABB004]
OG0001980	KAI3436112.1 hypothetical protein D9Q98_002170 [Chlorella vulgaris]	KAF8072498.1 VHA-H [Scenedesmus sp. PABB004]
OG0001981	KAI3436106.1 hypothetical protein D9Q98_002164 [Chlorella vulgaris]	KAF8065817.1 CSP41B [Scenedesmus sp. PABB004]
OG0001982	KAI3428766.1 hypothetical protein D9Q98_007587 [Chlorella vulgaris]	KAF8057618.1 BASS1 [Scenedesmus sp. PABB004]
OG0001986	KAI3430832.1 hypothetical protein D9Q98_009243 [Chlorella vulgaris]	KAF8057253.1 MPK15 [Scenedesmus sp. PABB004]
OG0001987	KAI3433289.1 hypothetical protein D9Q98_003108 [Chlorella vulgaris]	KAF8067299.1 PLA1 [Scenedesmus sp. PABB004]
OG0001988	KAI3435498.1 hypothetical protein D9Q98_001564 [Chlorella vulgaris]	KAF8058053.1 AIG2LD [Scenedesmus sp. PABB004]
OG0001989	KAI3434926.1 hypothetical protein D9Q98_002980 [Chlorella vulgaris]	KAF8060575.1 DTX44 [Scenedesmus sp. PABB004]
OG0001990	KAI3435548.1 hypothetical protein D9Q98_001613 [Chlorella vulgaris]	KAF8059994.1 NHP2 [Scenedesmus sp. PABB004]
OG0001991	KAI3423893.1 hypothetical protein D9Q98_009727 [Chlorella vulgaris]	KAF8066272.1 ADIPOR3 [Scenedesmus sp. PABB004]
OG0001992	KAI3423951.1 hypothetical protein D9Q98_009785 [Chlorella vulgaris]	KAF8062109.1 ABC1K1 [Scenedesmus sp. PABB004]
OG0001993	KAI3438503.1 hypothetical protein D9Q98_000931 [Chlorella vulgaris]	KAF8063703.1 hypothetical protein HT031_003558 [Scenedesmus sp. PABB004]
OG0001995	KAI3432453.1 hypothetical protein D9Q98_004003 [Chlorella vulgaris]	KAF8056751.1 hypothetical protein HT031_006249 [Scenedesmus sp. PABB004]
OG0001996	KAI3435505.1 hypothetical protein D9Q98_001571 [Chlorella vulgaris]	KAF8060091.1 hypothetical protein HT031_005030 [Scenedesmus sp. PABB004]
OG0001997	KAI3423806.1 hypothetical protein D9Q98_009643 [Chlorella vulgaris]	KAF8058348.1 hypothetical protein HT031_005666 [Scenedesmus sp. PABB004]
OG0001998	KAI3423819.1 hypothetical protein D9Q98_009655 [Chlorella vulgaris]	KAF8063107.1 CPI1 [Scenedesmus sp. PABB004]
OG0001999	KAI3435520.1 hypothetical protein D9Q98_001586 [Chlorella vulgaris]	KAF8067383.1 ndor1 [Scenedesmus sp. PABB004]
OG0002000	KAI3433306.1 hypothetical protein D9Q98_003124 [Chlorella vulgaris]	KAF8059384.1 HISN4 [Scenedesmus sp. PABB004]
OG0002001	KAI3435533.1 hypothetical protein D9Q98_001598 [Chlorella vulgaris]	KAF8067363.1 LIMR family protein [Scenedesmus sp. PABB004]
OG0002003	KAI3435616.1 hypothetical protein D9Q98_001677 [Chlorella vulgaris]	KAF8072720.1 hypothetical protein HT031_000380 [Scenedesmus sp. PABB004]
OG0002004	KAI3435619.1 hypothetical protein D9Q98_001679 [Chlorella vulgaris]	KAF8056259.1 MEMB11 [Scenedesmus sp. PABB004]
OG0002005	KAI3438125.1 hypothetical protein D9Q98_000566 [Chlorella vulgaris]	KAF8065524.1 zZinc finger CCCH domain-containing protein 1 [Scenedesmus sp. PABB004]
OG0002006	KAI3438063.1 hypothetical protein D9Q98_000506 [Chlorella vulgaris]	KAF8056119.1 LHCB5 [Scenedesmus sp. PABB004]
OG0002007	KAI3438113.1 hypothetical protein D9Q98_000554 [Chlorella vulgaris]	KAF8072350.1 hypothetical protein HT031_000009 [Scenedesmus sp. PABB004]
OG0002008	KAI3438127.1 hypothetical protein D9Q98_000568 [Chlorella vulgaris]	KAF8067369.1 ATJ6 [Scenedesmus sp. PABB004]
OG0002009	KAI3438137.1 hypothetical protein D9Q98_000578 [Chlorella vulgaris]	KAF8072376.1 ATP5PO [Scenedesmus sp. PABB004]
OG0002010	KAI3438143.1 hypothetical protein D9Q98_000584 [Chlorella vulgaris]	KAF8060327.1 NFYB3 [Scenedesmus sp. PABB004]
OG0002011	KAI3438085.1 hypothetical protein D9Q98_000527 [Chlorella vulgaris]	KAF8056378.1 V-type proton ATPase subunit B 1 [Scenedesmus sp. PABB004]
OG0002012	KAI3438120.1 hypothetical protein D9Q98_000561 [Chlorella vulgaris]	KAF8072389.1 RCH2 [Scenedesmus sp. PABB004]
OG0002013	KAI3438126.1 hypothetical protein D9Q98_000567 [Chlorella vulgaris]	KAF8065658.1 HCC1 [Scenedesmus sp. PABB004]
OG0002014	KAI3438130.1 hypothetical protein D9Q98_000571 [Chlorella vulgaris]	KAF8059380.1 Rbm28 [Scenedesmus sp. PABB004]
OG0002015	KAI3438423.1 hypothetical protein D9Q98_000854 [Chlorella vulgaris]	KAF8062756.1 P5CSB [Scenedesmus sp. PABB004]
OG0002016	KAI3429567.1 hypothetical protein D9Q98_005654 [Chlorella vulgaris]	KAF8063025.1 CLPX1 [Scenedesmus sp. PABB004]
OG0002017	KAI3427978.1 hypothetical protein D9Q98_006368 [Chlorella vulgaris]	KAF8073031.1 TWN2 [Scenedesmus sp. PABB004]
OG0002018	KAI3435666.1 hypothetical protein D9Q98_001724 [Chlorella vulgaris]	KAF8058441.1 ACX1.2 [Scenedesmus sp. PABB004]
OG0002019	KAI3428131.1 hypothetical protein D9Q98_006514 [Chlorella vulgaris]	KAF8071245.1 hypothetical protein HT031_001328 [Scenedesmus sp. PABB004]
OG0002020	KAI3427992.1 hypothetical protein D9Q98_006380 [Chlorella vulgaris]	KAF8072453.1 PPD1 [Scenedesmus sp. PABB004]
OG0002021	KAI3438222.1 hypothetical protein D9Q98_000659 [Chlorella vulgaris]	KAF8061959.1 RIX7 [Scenedesmus sp. PABB004]
OG0002023	KAI3434452.1 hypothetical protein D9Q98_002529 [Chlorella vulgaris]	KAF8060530.1 RPS5 [Scenedesmus sp. PABB004]
OG0002024	KAI3427966.1 hypothetical protein D9Q98_006356 [Chlorella vulgaris]	KAF8069364.1 TRAF1A [Scenedesmus sp. PABB004]
OG0002025	KAI3428127.1 hypothetical protein D9Q98_006510 [Chlorella vulgaris]	KAF8071255.1 Sod2 [Scenedesmus sp. PABB004]
