Orthogroup	Chlorella_Vulgaris2111P	Scenedesmus_NREL
OG0003062	KAI3438844.1 hypothetical protein D9Q98_001261 [Chlorella vulgaris]	KAF6263890.1 hypothetical protein COO60DRAFT_1267277_ partial [Scenedesmus sp. NREL 46B-D3]
OG0003063	KAI3428660.1 hypothetical protein D9Q98_007483 [Chlorella vulgaris], KAI3428659.1 hypothetical protein D9Q98_007482 [Chlorella vulgaris]	KAF6255960.1 hypothetical protein COO60DRAFT_1702584 [Scenedesmus sp. NREL 46B-D3], KAF6255961.1 hypothetical protein COO60DRAFT_1641133 [Scenedesmus sp. NREL 46B-D3]
OG0003064	KAI3428662.1 hypothetical protein D9Q98_007485 [Chlorella vulgaris]	KAF6253047.1 hypothetical protein COO60DRAFT_1703992 [Scenedesmus sp. NREL 46B-D3]
OG0003065	KAI3426090.1 hypothetical protein D9Q98_008058 [Chlorella vulgaris]	KAF6261305.1 quinon protein alcohol dehydrogenase-like superfamily [Scenedesmus sp. NREL 46B-D3]
OG0003066	KAI3428769.1 hypothetical protein D9Q98_007590 [Chlorella vulgaris]	KAF6250376.1 hypothetical protein COO60DRAFT_860110 [Scenedesmus sp. NREL 46B-D3]
OG0003067	KAI3428672.1 hypothetical protein D9Q98_007495 [Chlorella vulgaris]	KAF6259264.1 CTLH/CRA C-terminal to lish motif domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003068	KAI3428676.1 hypothetical protein D9Q98_007499 [Chlorella vulgaris]	KAF6257636.1 cytochrome oxidase assembly [Scenedesmus sp. NREL 46B-D3]
OG0003069	KAI3428691.1 hypothetical protein D9Q98_007514 [Chlorella vulgaris]	KAF6254102.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0003070	KAI3426089.1 hypothetical protein D9Q98_008057 [Chlorella vulgaris]	KAF6253091.1 Pre-mRNA splicing Prp18-interacting factor-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003071	KAI3428763.1 hypothetical protein D9Q98_007584 [Chlorella vulgaris]	KAF6258860.1 Oligosaccharyl transferase STT3 subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256713.1 Oligosaccharyl transferase STT3 subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003072	KAI3428661.1 hypothetical protein D9Q98_007484 [Chlorella vulgaris]	KAF6262668.1 CRAL-TRIO domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003073	KAI3428684.1 hypothetical protein D9Q98_007507 [Chlorella vulgaris]	KAF6259685.1 hypothetical protein COO60DRAFT_979652 [Scenedesmus sp. NREL 46B-D3]
OG0003074	KAI3438665.1 hypothetical protein D9Q98_001086 [Chlorella vulgaris]	KAF6266186.1 hypothetical protein COO60DRAFT_1475996_ partial [Scenedesmus sp. NREL 46B-D3], KAF6253732.1 hypothetical protein COO60DRAFT_1642910 [Scenedesmus sp. NREL 46B-D3]
OG0003075	KAI3433671.1 hypothetical protein D9Q98_003480 [Chlorella vulgaris]	KAF6266484.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003076	KAI3432690.1 hypothetical protein D9Q98_004233 [Chlorella vulgaris]	KAF6256940.1 hypothetical protein COO60DRAFT_1702075 [Scenedesmus sp. NREL 46B-D3]
OG0003077	KAI3436596.1 hypothetical protein D9Q98_006013 [Chlorella vulgaris]	KAF6261093.1 minichromosome maintenance protein 5 [Scenedesmus sp. NREL 46B-D3]
OG0003078	KAI3436690.1 hypothetical protein D9Q98_006105 [Chlorella vulgaris]	KAF6252272.1 hypothetical protein COO60DRAFT_1287195 [Scenedesmus sp. NREL 46B-D3]
OG0003079	KAI3424748.1 hypothetical protein D9Q98_008137 [Chlorella vulgaris]	KAF6252254.1 hypothetical protein COO60DRAFT_1644220 [Scenedesmus sp. NREL 46B-D3], KAF6259763.1 timeless protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003080	KAI3436741.1 hypothetical protein D9Q98_006156 [Chlorella vulgaris]	KAF6253306.1 hypothetical protein COO60DRAFT_1286719 [Scenedesmus sp. NREL 46B-D3]
OG0003081	KAI3431340.1 hypothetical protein D9Q98_004397 [Chlorella vulgaris]	KAF6262060.1 ribosomal protein S2 component of cytosolic 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3]
OG0003082	KAI3424828.1 hypothetical protein D9Q98_008214 [Chlorella vulgaris]	KAF6255532.1 hypothetical protein COO60DRAFT_1296557 [Scenedesmus sp. NREL 46B-D3]
OG0003084	KAI3436758.1 hypothetical protein D9Q98_006170 [Chlorella vulgaris]	KAF6263279.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003085	KAI3436743.1 hypothetical protein D9Q98_006158 [Chlorella vulgaris]	KAF6264929.1 biotin carboxylase [Scenedesmus sp. NREL 46B-D3]
OG0003086	KAI3433683.1 hypothetical protein D9Q98_003492 [Chlorella vulgaris]	KAF6262365.1 branched chain amino acid aminotransferase [Scenedesmus sp. NREL 46B-D3]
OG0003087	KAI3425876.1 hypothetical protein D9Q98_007849 [Chlorella vulgaris]	KAF6251896.1 Poly_A_ polymerase central domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003089	KAI3434905.1 hypothetical protein D9Q98_002959 [Chlorella vulgaris]	KAF6264143.1 hypothetical protein COO60DRAFT_221076 [Scenedesmus sp. NREL 46B-D3]
OG0003090	KAI3434552.1 hypothetical protein D9Q98_002625 [Chlorella vulgaris]	KAF6261441.1 60S ribosomal protein L10A [Scenedesmus sp. NREL 46B-D3]
OG0003091	KAI3431341.1 hypothetical protein D9Q98_004398 [Chlorella vulgaris]	KAF6244108.1 isoprenoid synthase domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003093	KAI3424830.1 hypothetical protein D9Q98_008216 [Chlorella vulgaris]	KAF6257739.1 mRNA binding family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003094	KAI3436734.1 hypothetical protein D9Q98_006149 [Chlorella vulgaris]	KAF6266628.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003095	KAI3436770.1 hypothetical protein D9Q98_006182 [Chlorella vulgaris]	KAF6257159.1 ribosomal protein L14 domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003096	KAI3438047.1 hypothetical protein D9Q98_000490 [Chlorella vulgaris]	KAF6261372.1 vacuolar processing enzyme 1b_ partial [Scenedesmus sp. NREL 46B-D3]
OG0003097	KAI3430682.1 hypothetical protein D9Q98_005271 [Chlorella vulgaris]	KAF6251723.1 glutathione S-transferase [Scenedesmus sp. NREL 46B-D3]
OG0003098	KAI3432639.1 hypothetical protein D9Q98_004185 [Chlorella vulgaris]	KAF6257557.1 cyclin-like protein [Scenedesmus sp. NREL 46B-D3], KAF6264594.1 cyclin-like protein [Scenedesmus sp. NREL 46B-D3], KAF6251168.1 cyclin-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003099	KAI3430634.1 hypothetical protein D9Q98_005227 [Chlorella vulgaris]	KAF6259559.1 photosystem I PsaL_ reaction centre subunit XI [Scenedesmus sp. NREL 46B-D3]
OG0003100	KAI3429248.1 hypothetical protein D9Q98_005345 [Chlorella vulgaris]	KAF6264361.1 Nuf2 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003101	KAI3425224.1 hypothetical protein D9Q98_008992 [Chlorella vulgaris]	KAF6265277.1 hypothetical protein COO60DRAFT_1623935 [Scenedesmus sp. NREL 46B-D3]
OG0003102	KAI3430422.1 hypothetical protein D9Q98_005017 [Chlorella vulgaris], KAI3430421.1 hypothetical protein D9Q98_005016 [Chlorella vulgaris]	KAF6259289.1 EAP30/Vps36 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003103	KAI3433882.1 hypothetical protein D9Q98_003684 [Chlorella vulgaris]	KAF6253825.1 class II photolyase [Scenedesmus sp. NREL 46B-D3]
OG0003104	KAI3428483.1 hypothetical protein D9Q98_007308 [Chlorella vulgaris], KAI3428484.1 hypothetical protein D9Q98_007309 [Chlorella vulgaris]	KAF6259213.1 vitamin B6 photo-protection and homoeostasis-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003105	KAI3425118.1 hypothetical protein D9Q98_008890 [Chlorella vulgaris]	KAF6264482.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0003106	KAI3425710.1 hypothetical protein D9Q98_007686 [Chlorella vulgaris]	KAF6256270.1 Metalloenzyme_ LuxS/M16 peptidase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003107	KAI3432740.1 hypothetical protein D9Q98_004281 [Chlorella vulgaris]	KAF6262815.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0003108	KAI3430411.1 hypothetical protein D9Q98_005006 [Chlorella vulgaris]	KAF6251578.1 hypothetical protein COO60DRAFT_1298245 [Scenedesmus sp. NREL 46B-D3], KAF6248354.1 hypothetical protein COO60DRAFT_1707102 [Scenedesmus sp. NREL 46B-D3]
OG0003109	KAI3433655.1 hypothetical protein D9Q98_003464 [Chlorella vulgaris]	KAF6263561.1 SNF2 family N-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003110	KAI3428544.1 hypothetical protein D9Q98_007366 [Chlorella vulgaris]	KAF6259754.1 glycerol-3-phosphate dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0003111	KAI3429426.1 hypothetical protein D9Q98_005520 [Chlorella vulgaris]	KAF6251385.1 hypothetical protein COO60DRAFT_1704853 [Scenedesmus sp. NREL 46B-D3]
OG0003112	KAI3429347.1 hypothetical protein D9Q98_005442 [Chlorella vulgaris]	KAF6254598.1 polynucleotide kinase 3 phosphatase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255002.1 polynucleotide kinase 3 phosphatase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003113	KAI3424975.1 hypothetical protein D9Q98_008356 [Chlorella vulgaris]	KAF6263654.1 sister chromatid cohesion C-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003114	KAI3429247.1 hypothetical protein D9Q98_005344 [Chlorella vulgaris]	KAF6266824.1 hypothetical protein COO60DRAFT_15796 [Scenedesmus sp. NREL 46B-D3]
OG0003115	KAI3435813.1 hypothetical protein D9Q98_001871 [Chlorella vulgaris]	KAF6265181.1 hypothetical protein COO60DRAFT_1481065 [Scenedesmus sp. NREL 46B-D3], KAF6265027.1 hypothetical protein COO60DRAFT_1698095 [Scenedesmus sp. NREL 46B-D3]
OG0003116	KAI3435962.1 hypothetical protein D9Q98_002020 [Chlorella vulgaris]	KAF6254231.1 hypothetical protein COO60DRAFT_1542620 [Scenedesmus sp. NREL 46B-D3]
OG0003117	KAI3424979.1 hypothetical protein D9Q98_008360 [Chlorella vulgaris]	KAF6265610.1 50S ribosomal protein L30e-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003118	KAI3435819.1 hypothetical protein D9Q98_001877 [Chlorella vulgaris]	KAF6266626.1 hypothetical protein COO60DRAFT_1697171 [Scenedesmus sp. NREL 46B-D3]
OG0003119	KAI3428452.1 hypothetical protein D9Q98_007279 [Chlorella vulgaris]	KAF6266406.1 hypothetical protein COO60DRAFT_452007 [Scenedesmus sp. NREL 46B-D3], KAF6266407.1 hypothetical protein COO60DRAFT_1697378 [Scenedesmus sp. NREL 46B-D3]
OG0003120	KAI3425807.1 hypothetical protein D9Q98_007782 [Chlorella vulgaris]	KAF6262920.1 TCP-1/cpn60 chaperonin family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003121	KAI3428457.1 hypothetical protein D9Q98_007283 [Chlorella vulgaris]	KAF6262972.1 hypothetical protein COO60DRAFT_557117 [Scenedesmus sp. NREL 46B-D3]
OG0003122	KAI3425380.1 hypothetical protein D9Q98_009144 [Chlorella vulgaris]	KAF6265504.1 hypothetical protein COO60DRAFT_959587 [Scenedesmus sp. NREL 46B-D3]
OG0003123	KAI3429267.1 hypothetical protein D9Q98_005364 [Chlorella vulgaris]	KAF6265191.1 formyl transferase [Scenedesmus sp. NREL 46B-D3]
OG0003124	KAI3429423.1 hypothetical protein D9Q98_005518 [Chlorella vulgaris]	KAF6266708.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0003125	KAI3424965.1 hypothetical protein D9Q98_008346 [Chlorella vulgaris]	KAF6257341.1 putative ubiquinone/menaquinone biosynthesis methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0003126	KAI3432656.1 hypothetical protein D9Q98_004200 [Chlorella vulgaris]	KAF6261409.1 hypothetical protein COO60DRAFT_784224 [Scenedesmus sp. NREL 46B-D3]
OG0003127	KAI3439117.1 hypothetical protein D9Q98_001526 [Chlorella vulgaris]	KAF6256678.1 IPP transferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003128	KAI3428039.1 hypothetical protein D9Q98_006425 [Chlorella vulgaris]	KAF6266795.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003129	KAI3438806.1 hypothetical protein D9Q98_001223 [Chlorella vulgaris]	KAF6266137.1 hypothetical protein COO60DRAFT_1475747 [Scenedesmus sp. NREL 46B-D3]
OG0003130	KAI3429278.1 hypothetical protein D9Q98_005374 [Chlorella vulgaris]	KAF6258981.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0003131	KAI3429357.1 hypothetical protein D9Q98_005452 [Chlorella vulgaris]	KAF6256122.1 class I glutamine amidotransferase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003132	KAI3433687.1 hypothetical protein D9Q98_003496 [Chlorella vulgaris]	KAF6266312.1 hypothetical protein COO60DRAFT_1456644 [Scenedesmus sp. NREL 46B-D3]
OG0003133	KAI3433666.1 hypothetical protein D9Q98_003475 [Chlorella vulgaris]	KAF6256211.1 hypothetical protein COO60DRAFT_135121 [Scenedesmus sp. NREL 46B-D3]
OG0003134	KAI3425236.1 hypothetical protein D9Q98_009004 [Chlorella vulgaris]	KAF6263786.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003135	KAI3433663.1 hypothetical protein D9Q98_003472 [Chlorella vulgaris]	KAF6265076.1 hypothetical protein COO60DRAFT_1697941 [Scenedesmus sp. NREL 46B-D3]
OG0003136	KAI3430657.1 hypothetical protein D9Q98_005249 [Chlorella vulgaris]	KAF6251256.1 Der1-like family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003138	KAI3431433.1 hypothetical protein D9Q98_004485 [Chlorella vulgaris], KAI3431432.1 hypothetical protein D9Q98_004485 [Chlorella vulgaris]	KAF6256271.1 DNA mismatch repair protein [Scenedesmus sp. NREL 46B-D3]
OG0003139	KAI3430431.1 hypothetical protein D9Q98_005026 [Chlorella vulgaris]	KAF6253046.1 solute carrier protein [Scenedesmus sp. NREL 46B-D3]
OG0003140	KAI3425221.1 hypothetical protein D9Q98_008989 [Chlorella vulgaris], KAI3425225.1 hypothetical protein D9Q98_008993 [Chlorella vulgaris]	KAF6261595.1 Rhodanese-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003141	KAI3432646.1 hypothetical protein D9Q98_004192 [Chlorella vulgaris]	KAF6251614.1 SAC3/GANP/Nin1/mts3/eIF-3 p25 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003142	KAI3433810.1 hypothetical protein D9Q98_003614 [Chlorella vulgaris]	KAF6253674.1 hypothetical protein COO60DRAFT_1545566 [Scenedesmus sp. NREL 46B-D3]
OG0003143	KAI3433809.1 hypothetical protein D9Q98_003613 [Chlorella vulgaris]	KAF6265503.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]
OG0003144	KAI3433877.1 hypothetical protein D9Q98_003679 [Chlorella vulgaris]	KAF6248884.1 hypothetical protein COO60DRAFT_1648436 [Scenedesmus sp. NREL 46B-D3], KAF6256041.1 general substrate transporter [Scenedesmus sp. NREL 46B-D3]
OG0003145	KAI3433938.1 hypothetical protein D9Q98_003740 [Chlorella vulgaris]	KAF6254096.1 hypothetical protein COO60DRAFT_1703495 [Scenedesmus sp. NREL 46B-D3], KAF6254094.1 surfeit locus protein 6-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003147	KAI3423709.1 hypothetical protein D9Q98_010683 [Chlorella vulgaris]	KAF6266234.1 thiamine diphosphate-binding protein [Scenedesmus sp. NREL 46B-D3]
OG0003148	KAI3426346.1 hypothetical protein D9Q98_008719 [Chlorella vulgaris]	KAF6258189.1 hypothetical protein COO60DRAFT_1639335 [Scenedesmus sp. NREL 46B-D3]
OG0003149	KAI3424968.1 hypothetical protein D9Q98_008349 [Chlorella vulgaris]	KAF6251656.1 hypothetical protein COO60DRAFT_1622685 [Scenedesmus sp. NREL 46B-D3]
OG0003150	KAI3426510.1 hypothetical protein D9Q98_008875 [Chlorella vulgaris]	KAF6254446.1 Longin-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003151	KAI3426366.1 hypothetical protein D9Q98_008738 [Chlorella vulgaris]	KAF6259582.1 PsbP-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003152	KAI3438768.1 hypothetical protein D9Q98_001186 [Chlorella vulgaris]	KAF6261990.1 NUC169 domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003153	KAI3424895.1 hypothetical protein D9Q98_008279 [Chlorella vulgaris]	KAF6252883.1 glycoside hydrolase [Scenedesmus sp. NREL 46B-D3]
OG0003154	KAI3439127.1 hypothetical protein D9Q98_001535 [Chlorella vulgaris]	KAF6262719.1 triose-phosphate transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258922.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6262715.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003155	KAI3434931.1 hypothetical protein D9Q98_002985 [Chlorella vulgaris]	KAF6254056.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0003156	KAI3439129.1 hypothetical protein D9Q98_001537 [Chlorella vulgaris]	KAF6258224.1 Ycf66 protein N-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255461.1 Ycf66 protein N-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003157	KAI3424884.1 hypothetical protein D9Q98_008268 [Chlorella vulgaris]	KAF6260884.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003158	KAI3434954.1 hypothetical protein D9Q98_003008 [Chlorella vulgaris]	KAF6254340.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0003159	KAI3438625.1 hypothetical protein D9Q98_001047 [Chlorella vulgaris]	KAF6258758.1 hypothetical protein COO60DRAFT_1638864 [Scenedesmus sp. NREL 46B-D3]
OG0003160	KAI3426082.1 hypothetical protein D9Q98_008050 [Chlorella vulgaris]	KAF6265657.1 hypothetical protein COO60DRAFT_1697664 [Scenedesmus sp. NREL 46B-D3]
OG0003161	KAI3426503.1 hypothetical protein D9Q98_008868 [Chlorella vulgaris]	KAF6252369.1 DNA replication factor C complex subunit 5 [Scenedesmus sp. NREL 46B-D3], KAF6237057.1 DNA replication factor C complex subunit 5 [Scenedesmus sp. NREL 46B-D3]
OG0003162	KAI3426382.1 hypothetical protein D9Q98_008753 [Chlorella vulgaris]	KAF6261961.1 Aldehyde/histidinol dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0003163	KAI3431345.1 hypothetical protein D9Q98_004403 [Chlorella vulgaris]	KAF6257645.1 hypothetical protein COO60DRAFT_1213833 [Scenedesmus sp. NREL 46B-D3]
OG0003164	KAI3424875.1 hypothetical protein D9Q98_008259 [Chlorella vulgaris]	KAF6250328.1 tRNA methyltransferase complex GCD14 subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003165	KAI3428696.1 hypothetical protein D9Q98_007519 [Chlorella vulgaris]	KAF6251761.1 hypothetical protein COO60DRAFT_1622674 [Scenedesmus sp. NREL 46B-D3]
OG0003166	KAI3426505.1 hypothetical protein D9Q98_008870 [Chlorella vulgaris]	KAF6260546.1 20S proteasome alpha subunit B [Scenedesmus sp. NREL 46B-D3]
OG0003167	KAI3426347.1 hypothetical protein D9Q98_008720 [Chlorella vulgaris]	KAF6262831.1 PLP-dependent transferase [Scenedesmus sp. NREL 46B-D3]
OG0003168	KAI3433940.1 hypothetical protein D9Q98_003742 [Chlorella vulgaris]	KAF6264390.1 succinate semialdehyde dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0003170	KAI3433949.1 hypothetical protein D9Q98_003751 [Chlorella vulgaris]	KAF6252915.1 LETM1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003171	KAI3438647.1 hypothetical protein D9Q98_001069 [Chlorella vulgaris]	KAF6258880.1 26S proteasome regulatory subunit [Scenedesmus sp. NREL 46B-D3]
OG0003172	KAI3426392.1 hypothetical protein D9Q98_008763 [Chlorella vulgaris]	KAF6262068.1 vacuolar ATP synthase subunit F [Scenedesmus sp. NREL 46B-D3]
OG0003173	KAI3438769.1 hypothetical protein D9Q98_001187 [Chlorella vulgaris]	KAF6261424.1 glycoside hydrolase superfamily [Scenedesmus sp. NREL 46B-D3]
OG0003174	KAI3426339.1 hypothetical protein D9Q98_008712 [Chlorella vulgaris]	KAF6253269.1 hypothetical protein COO60DRAFT_1703894 [Scenedesmus sp. NREL 46B-D3]
OG0003175	KAI3426394.1 hypothetical protein D9Q98_008765 [Chlorella vulgaris]	KAF6261384.1 fructose-1_6-bisphosphatase [Scenedesmus sp. NREL 46B-D3]
OG0003176	KAI3432884.1 hypothetical protein D9Q98_010466 [Chlorella vulgaris]	KAF6261077.1 hypothetical protein COO60DRAFT_1459350 [Scenedesmus sp. NREL 46B-D3]
OG0003177	KAI3424253.1 hypothetical protein D9Q98_009607 [Chlorella vulgaris], KAI3424252.1 hypothetical protein D9Q98_009607 [Chlorella vulgaris]	KAF6259745.1 hypothetical protein COO60DRAFT_1511823 [Scenedesmus sp. NREL 46B-D3], KAF6259744.1 hypothetical protein COO60DRAFT_1700692 [Scenedesmus sp. NREL 46B-D3]
OG0003178	KAI3438996.1 hypothetical protein D9Q98_001408 [Chlorella vulgaris]	KAF6261995.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]
OG0003179	KAI3430487.1 hypothetical protein D9Q98_005082 [Chlorella vulgaris]	KAF6254448.1 hypothetical protein COO60DRAFT_1751228 [Scenedesmus sp. NREL 46B-D3], KAF6254437.1 hypothetical protein COO60DRAFT_1665196 [Scenedesmus sp. NREL 46B-D3]
OG0003180	KAI3430424.1 hypothetical protein D9Q98_005019 [Chlorella vulgaris]	KAF6255084.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0003181	KAI3433832.1 hypothetical protein D9Q98_003636 [Chlorella vulgaris]	KAF6254153.1 hypothetical protein COO60DRAFT_1627983 [Scenedesmus sp. NREL 46B-D3]
OG0003182	KAI3436212.1 hypothetical protein D9Q98_002266 [Chlorella vulgaris]	KAF6266676.1 hypothetical protein COO60DRAFT_8900 [Scenedesmus sp. NREL 46B-D3], KAF6266674.1 hypothetical protein COO60DRAFT_8922 [Scenedesmus sp. NREL 46B-D3]
OG0003183	KAI3433722.1 hypothetical protein D9Q98_003530 [Chlorella vulgaris]	KAF6252888.1 5' nucleotidase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003186	KAI3433472.1 hypothetical protein D9Q98_003284 [Chlorella vulgaris], KAI3433470.1 hypothetical protein D9Q98_003282 [Chlorella vulgaris]	KAF6252896.1 hypothetical protein COO60DRAFT_1550635 [Scenedesmus sp. NREL 46B-D3]
