Orthogroup	Chlorella_Vulgaris2111P	Chlorella_VariabilisNC64A
OG0003209	KAI3426333.1 hypothetical protein D9Q98_008706 [Chlorella vulgaris]	XP_005848310.1 hypothetical protein CHLNCDRAFT_22556_ partial [Chlorella variabilis]
OG0003210	KAI3428570.1 hypothetical protein D9Q98_007392 [Chlorella vulgaris]	XP_005847452.1 hypothetical protein CHLNCDRAFT_134366 [Chlorella variabilis]
OG0003211	KAI3438132.1 hypothetical protein D9Q98_000573 [Chlorella vulgaris]	XP_005847105.1 hypothetical protein CHLNCDRAFT_134819 [Chlorella variabilis]
OG0003212	KAI3424929.1 hypothetical protein D9Q98_008313 [Chlorella vulgaris]	XP_005845123.1 hypothetical protein CHLNCDRAFT_26298_ partial [Chlorella variabilis]
OG0003214	KAI3427939.1 hypothetical protein D9Q98_006329 [Chlorella vulgaris]	XP_005849980.1 hypothetical protein CHLNCDRAFT_141888 [Chlorella variabilis]
OG0003216	KAI3432395.1 hypothetical protein D9Q98_003951 [Chlorella vulgaris], KAI3432396.1 hypothetical protein D9Q98_003952 [Chlorella vulgaris]	XP_005844376.1 hypothetical protein CHLNCDRAFT_58960 [Chlorella variabilis]
OG0003217	KAI3435649.1 hypothetical protein D9Q98_001707 [Chlorella vulgaris]	XP_005846545.1 hypothetical protein CHLNCDRAFT_31860 [Chlorella variabilis]
OG0003218	KAI3435805.1 hypothetical protein D9Q98_001863 [Chlorella vulgaris]	XP_005846486.1 hypothetical protein CHLNCDRAFT_10776_ partial [Chlorella variabilis]
OG0003219	KAI3435886.1 hypothetical protein D9Q98_001944 [Chlorella vulgaris]	XP_005846447.1 hypothetical protein CHLNCDRAFT_24942_ partial [Chlorella variabilis]
OG0003220	KAI3436072.1 hypothetical protein D9Q98_002130 [Chlorella vulgaris]	XP_005845492.1 hypothetical protein CHLNCDRAFT_25917 [Chlorella variabilis]
OG0003221	KAI3438943.1 hypothetical protein D9Q98_001357 [Chlorella vulgaris]	XP_005843746.1 hypothetical protein CHLNCDRAFT_139828 [Chlorella variabilis]
OG0003222	KAI3438442.1 hypothetical protein D9Q98_000872 [Chlorella vulgaris]	XP_005849474.1 hypothetical protein CHLNCDRAFT_142759 [Chlorella variabilis]
OG0003223	KAI3438440.1 hypothetical protein D9Q98_000871 [Chlorella vulgaris], KAI3438441.1 hypothetical protein D9Q98_000871 [Chlorella vulgaris]	XP_005849742.1 hypothetical protein CHLNCDRAFT_57191 [Chlorella variabilis]
OG0003224	KAI3438475.1 hypothetical protein D9Q98_000904 [Chlorella vulgaris]	XP_005849487.1 hypothetical protein CHLNCDRAFT_50899 [Chlorella variabilis]
OG0003225	KAI3439100.1 hypothetical protein D9Q98_001509 [Chlorella vulgaris], KAI3439059.1 hypothetical protein D9Q98_001469 [Chlorella vulgaris], KAI3439062.1 hypothetical protein D9Q98_001472 [Chlorella vulgaris], KAI3439057.1 hypothetical protein D9Q98_001467 [Chlorella vulgaris], KAI3439058.1 hypothetical protein D9Q98_001468 [Chlorella vulgaris], KAI3432301.1 hypothetical protein D9Q98_003861 [Chlorella vulgaris]	XP_005848406.1 expressed protein [Chlorella variabilis]
OG0003226	KAI3438255.1 hypothetical protein D9Q98_000691 [Chlorella vulgaris]	XP_005847048.1 hypothetical protein CHLNCDRAFT_134697 [Chlorella variabilis]
OG0003227	KAI3428440.1 hypothetical protein D9Q98_007267 [Chlorella vulgaris]	XP_005847344.1 hypothetical protein CHLNCDRAFT_23797 [Chlorella variabilis]
OG0003230	KAI3424192.1 hypothetical protein D9Q98_009548 [Chlorella vulgaris]	XP_005845642.1 hypothetical protein CHLNCDRAFT_32096 [Chlorella variabilis]
OG0003231	KAI3437924.1 hypothetical protein D9Q98_000369 [Chlorella vulgaris]	XP_005848029.1 hypothetical protein CHLNCDRAFT_145197 [Chlorella variabilis]
OG0003232	KAI3436871.1 hypothetical protein D9Q98_006281 [Chlorella vulgaris]	XP_005850844.1 hypothetical protein CHLNCDRAFT_140438 [Chlorella variabilis]
OG0003232	KAI3436872.1 hypothetical protein D9Q98_006282 [Chlorella vulgaris]	XP_005850843.1 hypothetical protein CHLNCDRAFT_140437 [Chlorella variabilis]
OG0003233	KAI3436683.1 hypothetical protein D9Q98_006099 [Chlorella vulgaris], KAI3436684.1 hypothetical protein D9Q98_006099 [Chlorella vulgaris]	XP_005850924.1 hypothetical protein CHLNCDRAFT_140645 [Chlorella variabilis]
OG0003234	KAI3436422.1 hypothetical protein D9Q98_005839 [Chlorella vulgaris]	XP_005851039.1 hypothetical protein CHLNCDRAFT_19536_ partial [Chlorella variabilis]
OG0003235	KAI3436546.1 hypothetical protein D9Q98_005962 [Chlorella vulgaris]	XP_005850991.1 hypothetical protein CHLNCDRAFT_19514 [Chlorella variabilis]
OG0003236	KAI3434998.1 hypothetical protein D9Q98_003050 [Chlorella vulgaris]	XP_005849237.1 hypothetical protein CHLNCDRAFT_30521_ partial [Chlorella variabilis]
OG0003237	KAI3434948.1 hypothetical protein D9Q98_003002 [Chlorella vulgaris]	XP_005849263.1 hypothetical protein CHLNCDRAFT_143524 [Chlorella variabilis]
OG0003238	KAI3434723.1 hypothetical protein D9Q98_002784 [Chlorella vulgaris]	XP_005849368.1 hypothetical protein CHLNCDRAFT_143830 [Chlorella variabilis]
OG0003239	KAI3434747.1 hypothetical protein D9Q98_002807 [Chlorella vulgaris]	XP_005849360.1 hypothetical protein CHLNCDRAFT_12433_ partial [Chlorella variabilis]
OG0003240	KAI3427068.1 hypothetical protein D9Q98_007008 [Chlorella vulgaris]	XP_005848691.1 hypothetical protein CHLNCDRAFT_48717 [Chlorella variabilis]
OG0003241	KAI3436796.1 hypothetical protein D9Q98_006207 [Chlorella vulgaris], KAI3436797.1 hypothetical protein D9Q98_006207 [Chlorella vulgaris]	XP_005850590.1 hypothetical protein CHLNCDRAFT_56876 [Chlorella variabilis]
OG0003242	KAI3436765.1 hypothetical protein D9Q98_006177 [Chlorella vulgaris]	XP_005850887.1 hypothetical protein CHLNCDRAFT_140548 [Chlorella variabilis]
OG0003243	KAI3436601.1 hypothetical protein D9Q98_006018 [Chlorella vulgaris]	XP_005850683.1 hypothetical protein CHLNCDRAFT_19955 [Chlorella variabilis]
OG0003244	KAI3435565.1 hypothetical protein D9Q98_001630 [Chlorella vulgaris]	XP_005850479.1 hypothetical protein CHLNCDRAFT_140272 [Chlorella variabilis]
OG0003246	KAI3429500.1 hypothetical protein D9Q98_005589 [Chlorella vulgaris]	XP_005851777.1 hypothetical protein CHLNCDRAFT_15412_ partial [Chlorella variabilis]
OG0003247	KAI3436108.1 hypothetical protein D9Q98_002166 [Chlorella vulgaris]	XP_005845476.1 hypothetical protein CHLNCDRAFT_137142 [Chlorella variabilis]
OG0003248	KAI3435568.1 hypothetical protein D9Q98_001633 [Chlorella vulgaris]	XP_005850481.1 hypothetical protein CHLNCDRAFT_56820 [Chlorella variabilis]
OG0003249	KAI3438216.1 hypothetical protein D9Q98_000653 [Chlorella vulgaris]	XP_005846887.1 hypothetical protein CHLNCDRAFT_23959 [Chlorella variabilis]
OG0003250	KAI3438655.1 hypothetical protein D9Q98_001077 [Chlorella vulgaris]	XP_005849840.1 hypothetical protein CHLNCDRAFT_56079 [Chlorella variabilis]
OG0003251	KAI3439135.1 hypothetical protein D9Q98_001543 [Chlorella vulgaris]	XP_005843478.1 hypothetical protein CHLNCDRAFT_7260_ partial [Chlorella variabilis]
OG0003252	KAI3432808.1 hypothetical protein D9Q98_010391 [Chlorella vulgaris], KAI3432809.1 hypothetical protein D9Q98_010392 [Chlorella vulgaris]	XP_005844434.1 hypothetical protein CHLNCDRAFT_139139 [Chlorella variabilis]
OG0003253	KAI3426300.1 hypothetical protein D9Q98_008673 [Chlorella vulgaris]	XP_005848485.1 hypothetical protein CHLNCDRAFT_35116 [Chlorella variabilis]
OG0003254	KAI3436717.1 hypothetical protein D9Q98_006132 [Chlorella vulgaris], KAI3436715.1 hypothetical protein D9Q98_006130 [Chlorella vulgaris]	XP_005850909.1 hypothetical protein CHLNCDRAFT_19893 [Chlorella variabilis]
OG0003255	KAI3431581.1 hypothetical protein D9Q98_004631 [Chlorella vulgaris]	XP_005845006.1 hypothetical protein CHLNCDRAFT_54240 [Chlorella variabilis]
OG0003256	KAI3436281.1 hypothetical protein D9Q98_002334 [Chlorella vulgaris]	XP_005845389.1 hypothetical protein CHLNCDRAFT_25996 [Chlorella variabilis]
OG0003257	KAI3433427.1 hypothetical protein D9Q98_003242 [Chlorella vulgaris]	XP_005851581.1 hypothetical protein CHLNCDRAFT_33911 [Chlorella variabilis]
OG0003258	KAI3428605.1 hypothetical protein D9Q98_007428 [Chlorella vulgaris]	XP_005847440.1 expressed protein [Chlorella variabilis]
OG0003259	KAI3426101.1 hypothetical protein D9Q98_008069 [Chlorella vulgaris]	XP_005844163.1 hypothetical protein CHLNCDRAFT_139288 [Chlorella variabilis]
OG0003260	KAI3437780.1 hypothetical protein D9Q98_000227 [Chlorella vulgaris]	XP_005847938.1 hypothetical protein CHLNCDRAFT_52070 [Chlorella variabilis], XP_005847939.1 expressed protein [Chlorella variabilis]
OG0003261	KAI3431275.1 hypothetical protein D9Q98_004336 [Chlorella vulgaris]	XP_005845951.1 hypothetical protein CHLNCDRAFT_14586_ partial [Chlorella variabilis]
OG0003262	KAI3428797.1 hypothetical protein D9Q98_007616 [Chlorella vulgaris]	XP_005850471.1 hypothetical protein CHLNCDRAFT_57159 [Chlorella variabilis]
OG0003263	KAI3427279.1 hypothetical protein D9Q98_007211 [Chlorella vulgaris]	XP_005848797.1 hypothetical protein CHLNCDRAFT_144060 [Chlorella variabilis]
OG0003265	KAI3431002.1 hypothetical protein D9Q98_009404 [Chlorella vulgaris]	XP_005843310.1 hypothetical protein CHLNCDRAFT_55220 [Chlorella variabilis]
OG0003266	KAI3432532.1 hypothetical protein D9Q98_004081 [Chlorella vulgaris]	XP_005842952.1 hypothetical protein CHLNCDRAFT_55513 [Chlorella variabilis], XP_005845615.1 hypothetical protein CHLNCDRAFT_59736 [Chlorella variabilis]
OG0003267	KAI3424280.1 hypothetical protein D9Q98_009835 [Chlorella vulgaris]	XP_005843690.1 hypothetical protein CHLNCDRAFT_59200 [Chlorella variabilis]
OG0003268	KAI3437751.1 hypothetical protein D9Q98_000199 [Chlorella vulgaris]	XP_005848114.1 hypothetical protein CHLNCDRAFT_145416 [Chlorella variabilis]
OG0003269	KAI3430768.1 hypothetical protein D9Q98_009180 [Chlorella vulgaris]	XP_005844677.1 hypothetical protein CHLNCDRAFT_138581 [Chlorella variabilis], XP_005844757.1 hypothetical protein CHLNCDRAFT_58790 [Chlorella variabilis]
OG0003270	KAI3432783.1 hypothetical protein D9Q98_010368 [Chlorella vulgaris]	XP_005844745.1 hypothetical protein CHLNCDRAFT_58780 [Chlorella variabilis]
OG0003271	KAI3430767.1 hypothetical protein D9Q98_009179 [Chlorella vulgaris]	XP_005844754.1 hypothetical protein CHLNCDRAFT_26510_ partial [Chlorella variabilis]
OG0003272	KAI3423855.1 hypothetical protein D9Q98_009689 [Chlorella vulgaris]	XP_005846596.1 hypothetical protein CHLNCDRAFT_135181 [Chlorella variabilis]
OG0003273	KAI3424130.1 hypothetical protein D9Q98_009490 [Chlorella vulgaris], KAI3424129.1 hypothetical protein D9Q98_009490 [Chlorella vulgaris]	XP_005845555.1 hypothetical protein CHLNCDRAFT_136710 [Chlorella variabilis]
OG0003274	KAI3436394.1 hypothetical protein D9Q98_005811 [Chlorella vulgaris]	XP_005844614.1 expressed protein [Chlorella variabilis]
OG0003274	KAI3430451.1 hypothetical protein D9Q98_005046 [Chlorella vulgaris]	XP_005843411.1 hypothetical protein CHLNCDRAFT_141268 [Chlorella variabilis]
OG0003276	KAI3431864.1 hypothetical protein D9Q98_010615 [Chlorella vulgaris]	XP_005843218.1 hypothetical protein CHLNCDRAFT_55281 [Chlorella variabilis]
OG0003278	KAI3425088.1 hypothetical protein D9Q98_008466 [Chlorella vulgaris]	XP_005846768.1 hypothetical protein CHLNCDRAFT_52984 [Chlorella variabilis]
OG0003279	KAI3426097.1 hypothetical protein D9Q98_008065 [Chlorella vulgaris]	XP_005844247.1 hypothetical protein CHLNCDRAFT_139284 [Chlorella variabilis]
OG0003279	KAI3429240.1 hypothetical protein D9Q98_005339 [Chlorella vulgaris]	XP_005851984.1 hypothetical protein CHLNCDRAFT_132888 [Chlorella variabilis]
OG0003280	KAI3435785.1 hypothetical protein D9Q98_001843 [Chlorella vulgaris]	XP_005846495.1 hypothetical protein CHLNCDRAFT_53218 [Chlorella variabilis]
OG0003282	KAI3431587.1 hypothetical protein D9Q98_004637 [Chlorella vulgaris]	XP_005845005.1 hypothetical protein CHLNCDRAFT_138459 [Chlorella variabilis]
OG0003283	KAI3431325.1 hypothetical protein D9Q98_004383 [Chlorella vulgaris]	XP_005845982.1 hypothetical protein CHLNCDRAFT_136024 [Chlorella variabilis]
OG0003284	KAI3428443.1 hypothetical protein D9Q98_007270 [Chlorella vulgaris]	XP_005849311.1 hypothetical protein CHLNCDRAFT_143647 [Chlorella variabilis], XP_005847518.1 expressed protein [Chlorella variabilis]
OG0003285	KAI3428644.1 hypothetical protein D9Q98_007467 [Chlorella vulgaris]	XP_005847421.1 hypothetical protein CHLNCDRAFT_134300 [Chlorella variabilis]
OG0003286	KAI3428629.1 hypothetical protein D9Q98_007452 [Chlorella vulgaris]	XP_005847276.1 hypothetical protein CHLNCDRAFT_52520 [Chlorella variabilis], XP_005847275.1 hypothetical protein CHLNCDRAFT_134309 [Chlorella variabilis]
OG0003287	KAI3423530.1 hypothetical protein D9Q98_010710_ partial [Chlorella vulgaris], KAI3428580.1 hypothetical protein D9Q98_007402 [Chlorella vulgaris], KAI3423531.1 hypothetical protein D9Q98_010711 [Chlorella vulgaris]	XP_005847281.1 hypothetical protein CHLNCDRAFT_134324 [Chlorella variabilis]
OG0003288	KAI3426337.1 hypothetical protein D9Q98_008710 [Chlorella vulgaris]	XP_005848313.1 hypothetical protein CHLNCDRAFT_22194 [Chlorella variabilis]
OG0003290	KAI3426212.1 hypothetical protein D9Q98_008588 [Chlorella vulgaris]	XP_005848443.1 hypothetical protein CHLNCDRAFT_144809 [Chlorella variabilis]
OG0003291	KAI3426359.1 hypothetical protein D9Q98_008731 [Chlorella vulgaris]	XP_005848323.1 hypothetical protein CHLNCDRAFT_51884 [Chlorella variabilis]
OG0003292	KAI3426232.1 hypothetical protein D9Q98_008608 [Chlorella vulgaris]	XP_005848260.1 hypothetical protein CHLNCDRAFT_144840 [Chlorella variabilis]
OG0003293	KAI3436276.1 hypothetical protein D9Q98_002329 [Chlorella vulgaris]	XP_005850090.1 hypothetical protein CHLNCDRAFT_142147 [Chlorella variabilis], XP_005845391.1 hypothetical protein CHLNCDRAFT_136932 [Chlorella variabilis]
OG0003293	KAI3426297.1 hypothetical protein D9Q98_008670 [Chlorella vulgaris]	XP_005848484.1 hypothetical protein CHLNCDRAFT_144919 [Chlorella variabilis]
OG0003294	KAI3426463.1 hypothetical protein D9Q98_008830 [Chlorella vulgaris]	XP_005848370.1 hypothetical protein CHLNCDRAFT_57678 [Chlorella variabilis]
OG0003295	KAI3424933.1 hypothetical protein D9Q98_008317 [Chlorella vulgaris], KAI3424934.1 hypothetical protein D9Q98_008317 [Chlorella vulgaris]	XP_005845240.1 hypothetical protein CHLNCDRAFT_137518 [Chlorella variabilis]
OG0003296	KAI3425003.1 hypothetical protein D9Q98_008384 [Chlorella vulgaris]	XP_005846657.1 hypothetical protein CHLNCDRAFT_53041 [Chlorella variabilis]
OG0003297	KAI3433819.1 hypothetical protein D9Q98_003623 [Chlorella vulgaris], KAI3433825.1 hypothetical protein D9Q98_003629 [Chlorella vulgaris]	XP_005851405.1 hypothetical protein CHLNCDRAFT_137662 [Chlorella variabilis]
OG0003298	KAI3426928.1 hypothetical protein D9Q98_006872 [Chlorella vulgaris]	XP_005843510.1 hypothetical protein CHLNCDRAFT_141046 [Chlorella variabilis]
OG0003299	KAI3427045.1 hypothetical protein D9Q98_006986 [Chlorella vulgaris]	XP_005848915.1 hypothetical protein CHLNCDRAFT_144348 [Chlorella variabilis]
OG0003300	KAI3427169.1 hypothetical protein D9Q98_007106 [Chlorella vulgaris]	XP_005848645.1 hypothetical protein CHLNCDRAFT_144190 [Chlorella variabilis]
OG0003301	KAI3436647.1 hypothetical protein D9Q98_006063 [Chlorella vulgaris]	XP_005850659.1 hypothetical protein CHLNCDRAFT_140686 [Chlorella variabilis]
OG0003303	KAI3437848.1 hypothetical protein D9Q98_000294 [Chlorella vulgaris]	XP_005847903.1 hypothetical protein CHLNCDRAFT_22681 [Chlorella variabilis]
OG0003305	KAI3438243.1 hypothetical protein D9Q98_000680 [Chlorella vulgaris]	XP_005846876.1 hypothetical protein CHLNCDRAFT_134709_ partial [Chlorella variabilis]
OG0003306	KAI3438398.1 hypothetical protein D9Q98_000830 [Chlorella vulgaris]	XP_005849450.1 hypothetical protein CHLNCDRAFT_20902 [Chlorella variabilis]
OG0003306	KAI3438399.1 hypothetical protein D9Q98_000831 [Chlorella vulgaris]	XP_005849451.1 hypothetical protein CHLNCDRAFT_20865_ partial [Chlorella variabilis]
OG0003307	KAI3438107.1 hypothetical protein D9Q98_000548 [Chlorella vulgaris]	XP_005846930.1 hypothetical protein CHLNCDRAFT_12006_ partial [Chlorella variabilis]
OG0003308	KAI3437946.1 hypothetical protein D9Q98_000390 [Chlorella vulgaris]	XP_005847209.1 hypothetical protein CHLNCDRAFT_135026 [Chlorella variabilis]
OG0003309	KAI3433393.1 hypothetical protein D9Q98_003209 [Chlorella vulgaris]	XP_005851301.1 hypothetical protein CHLNCDRAFT_138123 [Chlorella variabilis]
OG0003310	KAI3435712.1 hypothetical protein D9Q98_001770 [Chlorella vulgaris], KAI3435714.1 hypothetical protein D9Q98_001772 [Chlorella vulgaris]	XP_005846521.1 hypothetical protein CHLNCDRAFT_135782 [Chlorella variabilis]
OG0003311	KAI3436216.1 hypothetical protein D9Q98_002270 [Chlorella vulgaris], KAI3436217.1 hypothetical protein D9Q98_002271 [Chlorella vulgaris]	XP_005845413.1 hypothetical protein CHLNCDRAFT_58600 [Chlorella variabilis]
OG0003312	KAI3435931.1 hypothetical protein D9Q98_001989 [Chlorella vulgaris]	XP_005846250.1 hypothetical protein CHLNCDRAFT_135546 [Chlorella variabilis]
OG0003313	KAI3435853.1 hypothetical protein D9Q98_001911 [Chlorella vulgaris]	XP_005846287.1 hypothetical protein CHLNCDRAFT_135634 [Chlorella variabilis]
OG0003314	KAI3435668.1 hypothetical protein D9Q98_001726 [Chlorella vulgaris]	XP_005846529.1 hypothetical protein CHLNCDRAFT_17921_ partial [Chlorella variabilis]
OG0003315	KAI3436357.1 hypothetical protein D9Q98_002410 [Chlorella vulgaris], KAI3430211.1 hypothetical protein D9Q98_004809 [Chlorella vulgaris]	XP_005843018.1 hypothetical protein CHLNCDRAFT_141692 [Chlorella variabilis]
OG0003316	KAI3429360.1 hypothetical protein D9Q98_005455 [Chlorella vulgaris]	XP_005851712.1 hypothetical protein CHLNCDRAFT_49399 [Chlorella variabilis]
OG0003317	KAI3429480.1 hypothetical protein D9Q98_005571 [Chlorella vulgaris]	XP_005851768.1 hypothetical protein CHLNCDRAFT_56500 [Chlorella variabilis]
OG0003318	KAI3429812.1 hypothetical protein D9Q98_010125 [Chlorella vulgaris], KAI3429810.1 hypothetical protein D9Q98_010123 [Chlorella vulgaris]	XP_005851934.1 hypothetical protein CHLNCDRAFT_133589 [Chlorella variabilis]
OG0003319	KAI3424936.1 hypothetical protein D9Q98_008319 [Chlorella vulgaris]	XP_005845127.1 hypothetical protein CHLNCDRAFT_137523 [Chlorella variabilis]
OG0003320	KAI3427224.1 hypothetical protein D9Q98_007159 [Chlorella vulgaris]	XP_005848823.1 hypothetical protein CHLNCDRAFT_144129 [Chlorella variabilis]
OG0003321	KAI3432681.1 hypothetical protein D9Q98_004224 [Chlorella vulgaris]	XP_005843591.1 hypothetical protein CHLNCDRAFT_37352 [Chlorella variabilis]
OG0003322	KAI3433498.1 hypothetical protein D9Q98_003310 [Chlorella vulgaris]	XP_005851549.1 hypothetical protein CHLNCDRAFT_138010 [Chlorella variabilis]
OG0003324	KAI3436186.1 hypothetical protein D9Q98_002241 [Chlorella vulgaris]	XP_005845430.1 hypothetical protein CHLNCDRAFT_137046 [Chlorella variabilis]
OG0003324	KAI3424286.1 hypothetical protein D9Q98_009841 [Chlorella vulgaris]	XP_005843686.1 hypothetical protein CHLNCDRAFT_140093 [Chlorella variabilis], XP_005843687.1 hypothetical protein CHLNCDRAFT_55043 [Chlorella variabilis]
OG0003325	KAI3432821.1 hypothetical protein D9Q98_010405 [Chlorella vulgaris], KAI3432826.1 hypothetical protein D9Q98_010410 [Chlorella vulgaris]	XP_005844410.1 hypothetical protein CHLNCDRAFT_139079 [Chlorella variabilis]
OG0003325	KAI3432817.1 hypothetical protein D9Q98_010401 [Chlorella vulgaris]	XP_005844413.1 hypothetical protein CHLNCDRAFT_139086 [Chlorella variabilis], XP_005844318.1 hypothetical protein CHLNCDRAFT_139065 [Chlorella variabilis], XP_005844412.1 hypothetical protein CHLNCDRAFT_58911 [Chlorella variabilis], XP_005844328.1 hypothetical protein CHLNCDRAFT_58912 [Chlorella variabilis], XP_005844382.1 hypothetical protein CHLNCDRAFT_58892 [Chlorella variabilis]
OG0003326	KAI3430274.1 hypothetical protein D9Q98_004870 [Chlorella vulgaris]	XP_005844525.1 hypothetical protein CHLNCDRAFT_138922 [Chlorella variabilis]
OG0003327	KAI3437597.1 hypothetical protein D9Q98_000050 [Chlorella vulgaris], KAI3437598.1 hypothetical protein D9Q98_000051 [Chlorella vulgaris]	XP_005848012.1 hypothetical protein CHLNCDRAFT_52184 [Chlorella variabilis], XP_005848179.1 hypothetical protein CHLNCDRAFT_52186 [Chlorella variabilis]
