Orthogroup	Auxenochlorella_protothecoides	Chlorella_A99	Chlorella_KRBP	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A	Chlorella_Vulgaris2111P	Coccomyxa_SubellipsoideaC169	Micractinium_SAG24180	Scenedesmus_NREL	Scenedesmus_PABB004
OG0014848									KAF6250422.1 hypothetical protein COO60DRAFT_846059 [Scenedesmus sp. NREL 46B-D3]	
OG0014849									KAF6250424.1 hypothetical protein COO60DRAFT_846083 [Scenedesmus sp. NREL 46B-D3]	
OG0014850									KAF6250425.1 hypothetical protein COO60DRAFT_846175 [Scenedesmus sp. NREL 46B-D3]	
OG0014851									KAF6250429.1 hypothetical protein COO60DRAFT_1574034 [Scenedesmus sp. NREL 46B-D3]	
OG0014852									KAF6250430.1 hypothetical protein COO60DRAFT_843644 [Scenedesmus sp. NREL 46B-D3]	
OG0014853									KAF6250434.1 hypothetical protein COO60DRAFT_843795 [Scenedesmus sp. NREL 46B-D3]	
OG0014854									KAF6250438.1 hypothetical protein COO60DRAFT_837206 [Scenedesmus sp. NREL 46B-D3]	
OG0014855									KAF6250439.1 hypothetical protein COO60DRAFT_837130 [Scenedesmus sp. NREL 46B-D3]	
OG0014856									KAF6250440.1 hypothetical protein COO60DRAFT_837061 [Scenedesmus sp. NREL 46B-D3]	
OG0014857									KAF6250449.1 hypothetical protein COO60DRAFT_1573492 [Scenedesmus sp. NREL 46B-D3]	
OG0014858									KAF6250464.1 hypothetical protein COO60DRAFT_1646847 [Scenedesmus sp. NREL 46B-D3]	
OG0014859									KAF6250465.1 hypothetical protein COO60DRAFT_1646848 [Scenedesmus sp. NREL 46B-D3]	
OG0014860									KAF6250467.1 hypothetical protein COO60DRAFT_1682684 [Scenedesmus sp. NREL 46B-D3]	
OG0014861									KAF6250468.1 hypothetical protein COO60DRAFT_1646853 [Scenedesmus sp. NREL 46B-D3]	
OG0014862									KAF6250469.1 hypothetical protein COO60DRAFT_1646854 [Scenedesmus sp. NREL 46B-D3]	
OG0014863									KAF6250470.1 hypothetical protein COO60DRAFT_1646855 [Scenedesmus sp. NREL 46B-D3]	
OG0014864									KAF6250472.1 hypothetical protein COO60DRAFT_1465400 [Scenedesmus sp. NREL 46B-D3]	
OG0014865									KAF6250473.1 hypothetical protein COO60DRAFT_1465401 [Scenedesmus sp. NREL 46B-D3]	
OG0014866									KAF6250474.1 hypothetical protein COO60DRAFT_1646862 [Scenedesmus sp. NREL 46B-D3]	
OG0014867									KAF6250475.1 hypothetical protein COO60DRAFT_1646863 [Scenedesmus sp. NREL 46B-D3]	
OG0014868									KAF6250476.1 hypothetical protein COO60DRAFT_1646865 [Scenedesmus sp. NREL 46B-D3]	
OG0014869									KAF6250477.1 hypothetical protein COO60DRAFT_1646866 [Scenedesmus sp. NREL 46B-D3]	
OG0014870									KAF6250479.1 hypothetical protein COO60DRAFT_1646869 [Scenedesmus sp. NREL 46B-D3]	
OG0014871									KAF6250480.1 hypothetical protein COO60DRAFT_1646871 [Scenedesmus sp. NREL 46B-D3]	
OG0014872									KAF6250481.1 ribonuclease H-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
OG0014873									KAF6250484.1 putative thymidylate kinase [Scenedesmus sp. NREL 46B-D3]	
OG0014874									KAF6250485.1 hypothetical protein COO60DRAFT_1646876 [Scenedesmus sp. NREL 46B-D3]	
OG0014875									KAF6250486.1 hypothetical protein COO60DRAFT_1646877 [Scenedesmus sp. NREL 46B-D3]	
OG0014876									KAF6250487.1 hypothetical protein COO60DRAFT_1465405 [Scenedesmus sp. NREL 46B-D3]	
OG0014877									KAF6250488.1 hypothetical protein COO60DRAFT_1646880 [Scenedesmus sp. NREL 46B-D3]	
OG0014878									KAF6250491.1 hypothetical protein COO60DRAFT_1573102_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0014879									KAF6250496.1 hypothetical protein COO60DRAFT_1646797 [Scenedesmus sp. NREL 46B-D3]	
OG0014880									KAF6250499.1 hypothetical protein COO60DRAFT_1572835 [Scenedesmus sp. NREL 46B-D3]	
OG0014881									KAF6250500.1 hypothetical protein COO60DRAFT_825450 [Scenedesmus sp. NREL 46B-D3]	
OG0014882									KAF6250502.1 hypothetical protein COO60DRAFT_823610 [Scenedesmus sp. NREL 46B-D3]	
OG0014883									KAF6250503.1 hypothetical protein COO60DRAFT_823547 [Scenedesmus sp. NREL 46B-D3]	
OG0014884									KAF6250504.1 hypothetical protein COO60DRAFT_823668 [Scenedesmus sp. NREL 46B-D3]	
OG0014885									KAF6250506.1 hypothetical protein COO60DRAFT_823719 [Scenedesmus sp. NREL 46B-D3]	
OG0014886									KAF6250509.1 hypothetical protein COO60DRAFT_823867 [Scenedesmus sp. NREL 46B-D3]	
OG0014887									KAF6250514.1 hypothetical protein COO60DRAFT_1646716 [Scenedesmus sp. NREL 46B-D3]	
OG0014888									KAF6250516.1 hypothetical protein COO60DRAFT_815913 [Scenedesmus sp. NREL 46B-D3]	
OG0014889									KAF6250517.1 hypothetical protein COO60DRAFT_816049 [Scenedesmus sp. NREL 46B-D3]	
OG0014890									KAF6250519.1 hypothetical protein COO60DRAFT_1572166_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0014891									KAF6250521.1 hypothetical protein COO60DRAFT_1682144 [Scenedesmus sp. NREL 46B-D3]	
OG0014892									KAF6250528.1 hypothetical protein COO60DRAFT_813345 [Scenedesmus sp. NREL 46B-D3]	
OG0014893									KAF6250531.1 hypothetical protein COO60DRAFT_1571954 [Scenedesmus sp. NREL 46B-D3]	
OG0014894									KAF6250535.1 hypothetical protein COO60DRAFT_808186 [Scenedesmus sp. NREL 46B-D3]	
OG0014895									KAF6250544.1 hypothetical protein COO60DRAFT_1646612 [Scenedesmus sp. NREL 46B-D3]	
OG0014896									KAF6250548.1 hypothetical protein COO60DRAFT_804676 [Scenedesmus sp. NREL 46B-D3]	
OG0014897									KAF6250558.1 hypothetical protein COO60DRAFT_1571404 [Scenedesmus sp. NREL 46B-D3]	
OG0014898									KAF6250561.1 hypothetical protein COO60DRAFT_797923 [Scenedesmus sp. NREL 46B-D3]	
OG0014899									KAF6250563.1 hypothetical protein COO60DRAFT_797931 [Scenedesmus sp. NREL 46B-D3]	
OG0014900									KAF6250564.1 hypothetical protein COO60DRAFT_798094 [Scenedesmus sp. NREL 46B-D3]	
OG0014901									KAF6250566.1 hypothetical protein COO60DRAFT_798163 [Scenedesmus sp. NREL 46B-D3]	
OG0014902									KAF6250574.1 hypothetical protein COO60DRAFT_798385 [Scenedesmus sp. NREL 46B-D3]	
OG0014903									KAF6250583.1 hypothetical protein COO60DRAFT_796800 [Scenedesmus sp. NREL 46B-D3]	
OG0014904									KAF6250587.1 hypothetical protein COO60DRAFT_1629549 [Scenedesmus sp. NREL 46B-D3]	
OG0014905									KAF6250589.1 hypothetical protein COO60DRAFT_795704 [Scenedesmus sp. NREL 46B-D3]	
OG0014906									KAF6250590.1 hypothetical protein COO60DRAFT_795717 [Scenedesmus sp. NREL 46B-D3]	
OG0014907									KAF6250593.1 hypothetical protein COO60DRAFT_1705661 [Scenedesmus sp. NREL 46B-D3]	
OG0014908									KAF6250598.1 hypothetical protein COO60DRAFT_1629551 [Scenedesmus sp. NREL 46B-D3]	
OG0014909									KAF6250601.1 hypothetical protein COO60DRAFT_1570762 [Scenedesmus sp. NREL 46B-D3]	
OG0014910									KAF6250603.1 hypothetical protein COO60DRAFT_1570661_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0014911									KAF6250619.1 hypothetical protein COO60DRAFT_1570594_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0014912									KAF6250620.1 hypothetical protein COO60DRAFT_788479 [Scenedesmus sp. NREL 46B-D3]	
OG0014913									KAF6250623.1 hypothetical protein COO60DRAFT_788584 [Scenedesmus sp. NREL 46B-D3]	
OG0014914									KAF6250627.1 hypothetical protein COO60DRAFT_1570276 [Scenedesmus sp. NREL 46B-D3]	
OG0014915									KAF6250629.1 hypothetical protein COO60DRAFT_1570281 [Scenedesmus sp. NREL 46B-D3]	
OG0014916									KAF6250632.1 hypothetical protein COO60DRAFT_1288230 [Scenedesmus sp. NREL 46B-D3]	
OG0014917									KAF6250634.1 hypothetical protein COO60DRAFT_1569877 [Scenedesmus sp. NREL 46B-D3]	
OG0014918									KAF6250635.1 hypothetical protein COO60DRAFT_786148 [Scenedesmus sp. NREL 46B-D3]	
OG0014919									KAF6250637.1 hypothetical protein COO60DRAFT_1569881 [Scenedesmus sp. NREL 46B-D3]	
OG0014920									KAF6250641.1 hypothetical protein COO60DRAFT_1705611 [Scenedesmus sp. NREL 46B-D3]	
OG0014921									KAF6250648.1 hypothetical protein COO60DRAFT_779966 [Scenedesmus sp. NREL 46B-D3]	
OG0014922									KAF6250649.1 hypothetical protein COO60DRAFT_1569599 [Scenedesmus sp. NREL 46B-D3]	
OG0014923									KAF6250650.1 hypothetical protein COO60DRAFT_780072 [Scenedesmus sp. NREL 46B-D3]	
OG0014924									KAF6250655.1 hypothetical protein COO60DRAFT_1646324 [Scenedesmus sp. NREL 46B-D3]	
OG0014925									KAF6250658.1 hypothetical protein COO60DRAFT_1705571 [Scenedesmus sp. NREL 46B-D3]	
OG0014926									KAF6250664.1 hypothetical protein COO60DRAFT_1569166 [Scenedesmus sp. NREL 46B-D3]	
OG0014927									KAF6250666.1 hypothetical protein COO60DRAFT_1646320 [Scenedesmus sp. NREL 46B-D3]	
OG0014928									KAF6250676.1 hypothetical protein COO60DRAFT_1569109 [Scenedesmus sp. NREL 46B-D3]	
OG0014929									KAF6250678.1 hypothetical protein COO60DRAFT_760519 [Scenedesmus sp. NREL 46B-D3]	
OG0014930									KAF6250679.1 hypothetical protein COO60DRAFT_760518 [Scenedesmus sp. NREL 46B-D3]	
OG0014931									KAF6250684.1 hypothetical protein COO60DRAFT_759461 [Scenedesmus sp. NREL 46B-D3]	
OG0014932									KAF6250686.1 hypothetical protein COO60DRAFT_759467 [Scenedesmus sp. NREL 46B-D3]	
OG0014933									KAF6250690.1 hypothetical protein COO60DRAFT_759675 [Scenedesmus sp. NREL 46B-D3]	
OG0014934									KAF6250691.1 hypothetical protein COO60DRAFT_759674 [Scenedesmus sp. NREL 46B-D3]	
OG0014935									KAF6250692.1 hypothetical protein COO60DRAFT_1705549_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0014936									KAF6250700.1 hypothetical protein COO60DRAFT_758214 [Scenedesmus sp. NREL 46B-D3]	
OG0014937									KAF6250702.1 hypothetical protein COO60DRAFT_758342 [Scenedesmus sp. NREL 46B-D3]	
OG0014938									KAF6250704.1 hypothetical protein COO60DRAFT_1629458 [Scenedesmus sp. NREL 46B-D3]	
OG0014939									KAF6250706.1 hypothetical protein COO60DRAFT_1568927_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0014940									KAF6250714.1 hypothetical protein COO60DRAFT_757938 [Scenedesmus sp. NREL 46B-D3]	
OG0014941									KAF6250715.1 hypothetical protein COO60DRAFT_1705536_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0014942									KAF6250720.1 hypothetical protein COO60DRAFT_1646243 [Scenedesmus sp. NREL 46B-D3]	
OG0014943									KAF6250721.1 hypothetical protein COO60DRAFT_757139 [Scenedesmus sp. NREL 46B-D3]	
OG0014944									KAF6250722.1 hypothetical protein COO60DRAFT_757083 [Scenedesmus sp. NREL 46B-D3]	
OG0014945									KAF6250728.1 hypothetical protein COO60DRAFT_1705528 [Scenedesmus sp. NREL 46B-D3]	
OG0014946									KAF6250731.1 hypothetical protein COO60DRAFT_1568795 [Scenedesmus sp. NREL 46B-D3]	
OG0014947									KAF6250737.1 hypothetical protein COO60DRAFT_1568736 [Scenedesmus sp. NREL 46B-D3]	
OG0014948									KAF6250738.1 hypothetical protein COO60DRAFT_1568738_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0014949									KAF6250739.1 hypothetical protein COO60DRAFT_756627 [Scenedesmus sp. NREL 46B-D3]	
OG0014950									KAF6250745.1 hypothetical protein COO60DRAFT_757042 [Scenedesmus sp. NREL 46B-D3]	
OG0014951									KAF6250755.1 hypothetical protein COO60DRAFT_756428 [Scenedesmus sp. NREL 46B-D3]	
OG0014952									KAF6250763.1 hypothetical protein COO60DRAFT_1568447 [Scenedesmus sp. NREL 46B-D3]	
OG0014953									KAF6250765.1 hypothetical protein COO60DRAFT_1568377 [Scenedesmus sp. NREL 46B-D3]	
OG0014954									KAF6250767.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
OG0014955									KAF6250769.1 hypothetical protein COO60DRAFT_748604 [Scenedesmus sp. NREL 46B-D3]	
OG0014956									KAF6250770.1 hypothetical protein COO60DRAFT_748598 [Scenedesmus sp. NREL 46B-D3]	
OG0014957									KAF6250773.1 hypothetical protein COO60DRAFT_748722 [Scenedesmus sp. NREL 46B-D3]	
OG0014958									KAF6250777.1 hypothetical protein COO60DRAFT_748174 [Scenedesmus sp. NREL 46B-D3]	
OG0014959									KAF6250781.1 hypothetical protein COO60DRAFT_1275748_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0014960									KAF6250786.1 hypothetical protein COO60DRAFT_739086 [Scenedesmus sp. NREL 46B-D3]	
OG0014961									KAF6250788.1 hypothetical protein COO60DRAFT_1567433_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0014962									KAF6250790.1 hypothetical protein COO60DRAFT_739211 [Scenedesmus sp. NREL 46B-D3]	
OG0014963									KAF6250795.1 IKI3 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
OG0014964									KAF6250797.1 hypothetical protein COO60DRAFT_738267 [Scenedesmus sp. NREL 46B-D3]	
OG0014965									KAF6250800.1 hypothetical protein COO60DRAFT_1646061 [Scenedesmus sp. NREL 46B-D3]	
OG0014966									KAF6250801.1 hypothetical protein COO60DRAFT_738401 [Scenedesmus sp. NREL 46B-D3]	
OG0014967									KAF6250804.1 hypothetical protein COO60DRAFT_738462 [Scenedesmus sp. NREL 46B-D3]	
OG0014968									KAF6250809.1 hypothetical protein COO60DRAFT_1679241 [Scenedesmus sp. NREL 46B-D3]	
OG0014969									KAF6250814.1 hypothetical protein COO60DRAFT_1567073 [Scenedesmus sp. NREL 46B-D3]	
OG0014970									KAF6250842.1 hypothetical protein COO60DRAFT_721186 [Scenedesmus sp. NREL 46B-D3]	
OG0014971									KAF6250845.1 hypothetical protein COO60DRAFT_721399 [Scenedesmus sp. NREL 46B-D3]	
OG0014972									KAF6250847.1 hypothetical protein COO60DRAFT_1645897 [Scenedesmus sp. NREL 46B-D3]	
OG0014973									KAF6250848.1 hypothetical protein COO60DRAFT_1645874 [Scenedesmus sp. NREL 46B-D3]	
OG0014974									KAF6250850.1 hypothetical protein COO60DRAFT_1705321_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0014975									KAF6250859.1 hypothetical protein COO60DRAFT_1464784 [Scenedesmus sp. NREL 46B-D3]	
OG0014976									KAF6250868.1 hypothetical protein COO60DRAFT_718198 [Scenedesmus sp. NREL 46B-D3]	
OG0014977									KAF6250873.1 hypothetical protein COO60DRAFT_1678715 [Scenedesmus sp. NREL 46B-D3]	
OG0014978									KAF6250876.1 hypothetical protein COO60DRAFT_1566136_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0014979									KAF6250877.1 hypothetical protein COO60DRAFT_717869 [Scenedesmus sp. NREL 46B-D3]	
OG0014980									KAF6250878.1 hypothetical protein COO60DRAFT_717913 [Scenedesmus sp. NREL 46B-D3]	
OG0014981									KAF6250881.1 hypothetical protein COO60DRAFT_716271 [Scenedesmus sp. NREL 46B-D3]	
OG0014982									KAF6250882.1 hypothetical protein COO60DRAFT_1629277 [Scenedesmus sp. NREL 46B-D3]	
OG0014983									KAF6250884.1 hypothetical protein COO60DRAFT_716436 [Scenedesmus sp. NREL 46B-D3]	
OG0014984									KAF6250887.1 hypothetical protein COO60DRAFT_716543 [Scenedesmus sp. NREL 46B-D3]	
OG0014985									KAF6250890.1 hypothetical protein COO60DRAFT_716703 [Scenedesmus sp. NREL 46B-D3]	
OG0014986									KAF6250892.1 hypothetical protein COO60DRAFT_1645802 [Scenedesmus sp. NREL 46B-D3]	
OG0014987									KAF6250893.1 hypothetical protein COO60DRAFT_715499 [Scenedesmus sp. NREL 46B-D3]	
OG0014988									KAF6250894.1 hypothetical protein COO60DRAFT_715496 [Scenedesmus sp. NREL 46B-D3]	
OG0014989									KAF6250902.1 hypothetical protein COO60DRAFT_715876 [Scenedesmus sp. NREL 46B-D3]	
OG0014990									KAF6250903.1 hypothetical protein COO60DRAFT_715890 [Scenedesmus sp. NREL 46B-D3]	
OG0014991									KAF6250908.1 O-methyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
OG0014992									KAF6250918.1 hypothetical protein COO60DRAFT_709328 [Scenedesmus sp. NREL 46B-D3]	
OG0014993									KAF6250920.1 hypothetical protein COO60DRAFT_709416 [Scenedesmus sp. NREL 46B-D3]	
OG0014994									KAF6250923.1 hypothetical protein COO60DRAFT_709568 [Scenedesmus sp. NREL 46B-D3]	
OG0014995									KAF6250933.1 hypothetical protein COO60DRAFT_708974 [Scenedesmus sp. NREL 46B-D3]	
OG0014996									KAF6250934.1 hypothetical protein COO60DRAFT_708819 [Scenedesmus sp. NREL 46B-D3]	
OG0014997									KAF6250935.1 hypothetical protein COO60DRAFT_708863 [Scenedesmus sp. NREL 46B-D3]	
OG0014998									KAF6250937.1 hypothetical protein COO60DRAFT_709101 [Scenedesmus sp. NREL 46B-D3]	
OG0014999									KAF6250940.1 hypothetical protein COO60DRAFT_1678474_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0015000									KAF6250943.1 hypothetical protein COO60DRAFT_1565387_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0015001									KAF6250951.1 hypothetical protein COO60DRAFT_1629238 [Scenedesmus sp. NREL 46B-D3]	
OG0015002									KAF6250956.1 hypothetical protein COO60DRAFT_706430 [Scenedesmus sp. NREL 46B-D3]	
OG0015003									KAF6250965.1 hypothetical protein COO60DRAFT_1645710 [Scenedesmus sp. NREL 46B-D3]	
OG0015004									KAF6250966.1 hypothetical protein COO60DRAFT_1705227 [Scenedesmus sp. NREL 46B-D3]	
OG0015005									KAF6250967.1 hypothetical protein COO60DRAFT_705381 [Scenedesmus sp. NREL 46B-D3]	
OG0015006									KAF6250969.1 hypothetical protein COO60DRAFT_1565287 [Scenedesmus sp. NREL 46B-D3]	
OG0015007									KAF6250972.1 hypothetical protein COO60DRAFT_705597 [Scenedesmus sp. NREL 46B-D3]	
OG0015008									KAF6250978.1 hypothetical protein COO60DRAFT_704421 [Scenedesmus sp. NREL 46B-D3]	
OG0015009									KAF6250980.1 hypothetical protein COO60DRAFT_704487 [Scenedesmus sp. NREL 46B-D3]	
OG0015010									KAF6250983.1 hypothetical protein COO60DRAFT_704626 [Scenedesmus sp. NREL 46B-D3]	
OG0015011									KAF6250984.1 hypothetical protein COO60DRAFT_1298674 [Scenedesmus sp. NREL 46B-D3]	
OG0015012									KAF6250986.1 hypothetical protein COO60DRAFT_704668 [Scenedesmus sp. NREL 46B-D3]	
OG0015013									KAF6250994.1 hypothetical protein COO60DRAFT_704799 [Scenedesmus sp. NREL 46B-D3]	
OG0015014									KAF6250997.1 hypothetical protein COO60DRAFT_698380 [Scenedesmus sp. NREL 46B-D3]	
OG0015015									KAF6251004.1 hypothetical protein COO60DRAFT_1565073_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0015016									KAF6251011.1 hypothetical protein COO60DRAFT_693767 [Scenedesmus sp. NREL 46B-D3]	
OG0015017									KAF6251015.1 hypothetical protein COO60DRAFT_694195 [Scenedesmus sp. NREL 46B-D3]	
OG0015018									KAF6251018.1 hypothetical protein COO60DRAFT_1645593_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0015019									KAF6251019.1 hypothetical protein COO60DRAFT_1564437_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0015020									KAF6251020.1 hypothetical protein COO60DRAFT_1564438 [Scenedesmus sp. NREL 46B-D3]	
OG0015021									KAF6251024.1 hypothetical protein COO60DRAFT_692092 [Scenedesmus sp. NREL 46B-D3]	
OG0015022									KAF6251026.1 hypothetical protein COO60DRAFT_692372 [Scenedesmus sp. NREL 46B-D3]	
OG0015023									KAF6251028.1 hypothetical protein COO60DRAFT_1564466 [Scenedesmus sp. NREL 46B-D3]	
OG0015024									KAF6251029.1 hypothetical protein COO60DRAFT_692200 [Scenedesmus sp. NREL 46B-D3]	
OG0015025									KAF6251031.1 hypothetical protein COO60DRAFT_692390 [Scenedesmus sp. NREL 46B-D3]	
OG0015026									KAF6251032.1 hypothetical protein COO60DRAFT_1564478 [Scenedesmus sp. NREL 46B-D3]	
OG0015027									KAF6251034.1 hypothetical protein COO60DRAFT_1275411 [Scenedesmus sp. NREL 46B-D3]	
OG0015028									KAF6251037.1 hypothetical protein COO60DRAFT_682933 [Scenedesmus sp. NREL 46B-D3]	
OG0015029									KAF6251038.1 hypothetical protein COO60DRAFT_682939 [Scenedesmus sp. NREL 46B-D3]	
OG0015030									KAF6251046.1 hypothetical protein COO60DRAFT_682080 [Scenedesmus sp. NREL 46B-D3]	
OG0015031									KAF6251052.1 hypothetical protein COO60DRAFT_681639 [Scenedesmus sp. NREL 46B-D3]	
OG0015032									KAF6251053.1 hypothetical protein COO60DRAFT_1563697 [Scenedesmus sp. NREL 46B-D3]	
OG0015033									KAF6251054.1 hypothetical protein COO60DRAFT_681728 [Scenedesmus sp. NREL 46B-D3]	
OG0015034									KAF6251056.1 hypothetical protein COO60DRAFT_1677643 [Scenedesmus sp. NREL 46B-D3]	
OG0015035									KAF6251059.1 hypothetical protein COO60DRAFT_1677646 [Scenedesmus sp. NREL 46B-D3]	
OG0015036									KAF6251061.1 hypothetical protein COO60DRAFT_682007 [Scenedesmus sp. NREL 46B-D3]	
OG0015037									KAF6251065.1 hypothetical protein COO60DRAFT_679848 [Scenedesmus sp. NREL 46B-D3]	
OG0015038									KAF6251075.1 hypothetical protein COO60DRAFT_680041 [Scenedesmus sp. NREL 46B-D3]	
OG0015039									KAF6251080.1 hypothetical protein COO60DRAFT_1629138 [Scenedesmus sp. NREL 46B-D3]	
OG0015040									KAF6251081.1 hypothetical protein COO60DRAFT_680507 [Scenedesmus sp. NREL 46B-D3]	
OG0015041									KAF6251084.1 hypothetical protein COO60DRAFT_1677569 [Scenedesmus sp. NREL 46B-D3]	
OG0015042									KAF6251090.1 hypothetical protein COO60DRAFT_679233 [Scenedesmus sp. NREL 46B-D3]	
OG0015043									KAF6251097.1 hypothetical protein COO60DRAFT_1645450 [Scenedesmus sp. NREL 46B-D3]	
OG0015044									KAF6251101.1 hypothetical protein COO60DRAFT_672349 [Scenedesmus sp. NREL 46B-D3]	
