Orthogroup	Scenedesmus_NREL	Auxenochlorella_protothecoides
OG0001983	KAF6258920.1 hypothetical protein COO60DRAFT_1638774 [Scenedesmus sp. NREL 46B-D3]	RMZ55072.1 hypothetical protein APUTEX25_005698_ partial [Auxenochlorella protothecoides]
OG0001984	KAF6254571.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6262731.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ55083.1 hypothetical protein APUTEX25_005709 [Auxenochlorella protothecoides]
OG0001986	KAF6264019.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55096.1 hypothetical protein APUTEX25_005722_ partial [Auxenochlorella protothecoides]
OG0001987	KAF6264631.1 hypothetical protein COO60DRAFT_1457519 [Scenedesmus sp. NREL 46B-D3]	RMZ55128.1 hypothetical protein APUTEX25_005406 [Auxenochlorella protothecoides]
OG0001988	KAF6261212.1 hypothetical protein COO60DRAFT_1699920 [Scenedesmus sp. NREL 46B-D3], KAF6261215.1 Butirosin biosynthesis_ BtrG-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ55132.1 hypothetical protein APUTEX25_005410 [Auxenochlorella protothecoides]
OG0001989	KAF6264262.1 mate-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6264261.1 hypothetical protein COO60DRAFT_1660272 [Scenedesmus sp. NREL 46B-D3], KAF6266744.1 hypothetical protein COO60DRAFT_1473267 [Scenedesmus sp. NREL 46B-D3]	RMZ55137.1 hypothetical protein APUTEX25_005415 [Auxenochlorella protothecoides]
OG0001990	KAF6255503.1 nucleolar protein [Scenedesmus sp. NREL 46B-D3], KAF6255504.1 hypothetical protein COO60DRAFT_1535167 [Scenedesmus sp. NREL 46B-D3]	RMZ55148.1 hypothetical protein APUTEX25_005426_ partial [Auxenochlorella protothecoides]
OG0001991	KAF6254449.1 hemolysin-III related-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55149.1 hypothetical protein APUTEX25_005427 [Auxenochlorella protothecoides]
OG0001992	KAF6265079.1 ABC1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55158.1 hypothetical protein APUTEX25_005436 [Auxenochlorella protothecoides]
OG0001993	KAF6261980.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55171.1 hypothetical protein APUTEX25_005449 [Auxenochlorella protothecoides]
OG0001994	KAF6264632.1 adenosine/AMP deaminase family protein [Scenedesmus sp. NREL 46B-D3]	RMZ55174.1 hypothetical protein APUTEX25_005452 [Auxenochlorella protothecoides]
OG0001995	KAF6258536.1 hypothetical protein COO60DRAFT_1701294 [Scenedesmus sp. NREL 46B-D3]	RMZ55181.1 hypothetical protein APUTEX25_005459 [Auxenochlorella protothecoides]
OG0001996	KAF6252519.1 hypothetical protein COO60DRAFT_1287067 [Scenedesmus sp. NREL 46B-D3]	RMZ55191.1 hypothetical protein APUTEX25_005469 [Auxenochlorella protothecoides]
OG0001997	KAF6259930.1 Sec1-like protein [Scenedesmus sp. NREL 46B-D3], KAF6259931.1 Sec1-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ55202.1 hypothetical protein APUTEX25_005480_ partial [Auxenochlorella protothecoides]
OG0001998	KAF6255411.1 cyclopropyl isomerase-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ55219.1 hypothetical protein APUTEX25_005497 [Auxenochlorella protothecoides]
OG0001999	KAF6253882.1 hypothetical protein COO60DRAFT_1703604 [Scenedesmus sp. NREL 46B-D3], KAF6253885.1 hypothetical protein COO60DRAFT_1628088 [Scenedesmus sp. NREL 46B-D3]	RMZ55221.1 hypothetical protein APUTEX25_005499 [Auxenochlorella protothecoides]
OG0002000	KAF6260117.1 hypothetical protein COO60DRAFT_1294530 [Scenedesmus sp. NREL 46B-D3]	RMZ55227.1 hypothetical protein APUTEX25_005505 [Auxenochlorella protothecoides]
OG0002001	KAF6260650.1 LMBR1-like membrane protein [Scenedesmus sp. NREL 46B-D3]	RMZ55228.1 hypothetical protein APUTEX25_005506 [Auxenochlorella protothecoides]
OG0002002	KAF6259647.1 ABC-2 type transporter-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55230.1 hypothetical protein APUTEX25_005508 [Auxenochlorella protothecoides]
OG0002003	KAF6260998.1 XAP5_ circadian clock regulator-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55244.1 hypothetical protein APUTEX25_005522 [Auxenochlorella protothecoides]
OG0002004	KAF6252308.1 Qb-snare protein_ Bos1/Membrin family [Scenedesmus sp. NREL 46B-D3]	RMZ55246.1 hypothetical protein APUTEX25_005524 [Auxenochlorella protothecoides]
OG0002005	KAF6257829.1 hypothetical protein COO60DRAFT_1190510 [Scenedesmus sp. NREL 46B-D3]	RMZ55293.1 hypothetical protein APUTEX25_003431 [Auxenochlorella protothecoides]
OG0002006	KAF6257400.1 minor chlorophyll a/b-binding protein of photosystem II [Scenedesmus sp. NREL 46B-D3]	RMZ55303.1 hypothetical protein APUTEX25_003441_ partial [Auxenochlorella protothecoides]
OG0002007	KAF6252903.1 CAS/CSE protein [Scenedesmus sp. NREL 46B-D3]	RMZ55305.1 hypothetical protein APUTEX25_003443 [Auxenochlorella protothecoides]
OG0002008	KAF6258506.1 hypothetical protein COO60DRAFT_1626402 [Scenedesmus sp. NREL 46B-D3]	RMZ55307.1 hypothetical protein APUTEX25_003445 [Auxenochlorella protothecoides]
OG0002009	KAF6259126.1 OSCP/delta subunit of ATPase [Scenedesmus sp. NREL 46B-D3]	RMZ55311.1 hypothetical protein APUTEX25_003449 [Auxenochlorella protothecoides]
OG0002010	KAF6254357.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256850.1 transcription factor NF-Y_ CCAAT-binding like protein [Scenedesmus sp. NREL 46B-D3]	RMZ55322.1 hypothetical protein APUTEX25_003460 [Auxenochlorella protothecoides]
OG0002011	KAF6262268.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ55326.1 hypothetical protein APUTEX25_003464 [Auxenochlorella protothecoides]
OG0002012	KAF6259161.1 diacylglycerol acyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55327.1 hypothetical protein APUTEX25_003465_ partial [Auxenochlorella protothecoides]
OG0002013	KAF6261663.1 cytochrome c oxidase assembly factor [Scenedesmus sp. NREL 46B-D3]	RMZ55330.1 hypothetical protein APUTEX25_003468 [Auxenochlorella protothecoides]
OG0002014	KAF6260124.1 hypothetical protein COO60DRAFT_1685901 [Scenedesmus sp. NREL 46B-D3]	RMZ55333.1 hypothetical protein APUTEX25_003471 [Auxenochlorella protothecoides]
OG0002015	KAF6259215.1 glutamic-gamma-semialdehyde dehydrogenase [Scenedesmus sp. NREL 46B-D3]	RMZ55365.1 hypothetical protein APUTEX25_002223_ partial [Auxenochlorella protothecoides]
OG0002016	KAF6252944.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ55378.1 hypothetical protein APUTEX25_003592_ partial [Auxenochlorella protothecoides]
OG0002017	KAF6262550.1 tRNA synthetases class I-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55384.1 hypothetical protein APUTEX25_003508 [Auxenochlorella protothecoides]
OG0002018	KAF6261455.1 hypothetical protein COO60DRAFT_1283060 [Scenedesmus sp. NREL 46B-D3]	RMZ55388.1 hypothetical protein APUTEX25_003512 [Auxenochlorella protothecoides]
OG0002019	KAF6253113.1 hypothetical protein COO60DRAFT_1628330 [Scenedesmus sp. NREL 46B-D3], KAF6260517.1 AAA domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55390.1 hypothetical protein APUTEX25_003514 [Auxenochlorella protothecoides]
OG0002020	KAF6257598.1 PsbP-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55399.1 hypothetical protein APUTEX25_003523_ partial [Auxenochlorella protothecoides]
OG0002021	KAF6258779.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ55402.1 hypothetical protein APUTEX25_003526_ partial [Auxenochlorella protothecoides]
OG0002022	KAF6258371.1 cyclin-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ55406.1 hypothetical protein APUTEX25_003530_ partial [Auxenochlorella protothecoides]
OG0002023	KAF6264272.1 ribosomal protein S5 component of cytosolic 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3]	RMZ55411.1 hypothetical protein APUTEX25_003535 [Auxenochlorella protothecoides]
OG0002024	KAF6259557.1 MATH-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55421.1 hypothetical protein APUTEX25_003545 [Auxenochlorella protothecoides]
OG0002025	KAF6260535.1 superoxide dismutase [Mn] [Scenedesmus sp. NREL 46B-D3]	RMZ55449.1 hypothetical protein APUTEX25_003573_ partial [Auxenochlorella protothecoides]
OG0002026	KAF6253098.1 GC-rich sequence DNA-binding factor-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55450.1 hypothetical protein APUTEX25_003574 [Auxenochlorella protothecoides]
OG0002027	KAF6261692.1 phosphoribosyltransferase-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ55461.1 hypothetical protein APUTEX25_003585 [Auxenochlorella protothecoides]
OG0002028	KAF6261976.1 26S proteasome regulatory complex [Scenedesmus sp. NREL 46B-D3]	RMZ55467.1 hypothetical protein APUTEX25_004692_ partial [Auxenochlorella protothecoides]
OG0002029	KAF6260568.1 actin family [Scenedesmus sp. NREL 46B-D3]	RMZ55478.1 hypothetical protein APUTEX25_000061 [Auxenochlorella protothecoides]
OG0002030	KAF6260244.1 Afadin and alpha-actinin-binding-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55479.1 hypothetical protein APUTEX25_000062 [Auxenochlorella protothecoides], RMZ55540.1 hypothetical protein APUTEX25_000123 [Auxenochlorella protothecoides]
OG0002031	KAF6256323.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Scenedesmus sp. NREL 46B-D3]	RMZ55497.1 hypothetical protein APUTEX25_000080_ partial [Auxenochlorella protothecoides]
OG0002032	KAF6257873.1 Dynamin family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55499.1 hypothetical protein APUTEX25_000082 [Auxenochlorella protothecoides]
OG0002033	KAF6265323.1 chloroplast SRP54 subunit of signal recognition particle [Scenedesmus sp. NREL 46B-D3]	RMZ55531.1 hypothetical protein APUTEX25_000114 [Auxenochlorella protothecoides]
OG0002034	KAF6248818.1 hypothetical protein COO60DRAFT_1648485_ partial [Scenedesmus sp. NREL 46B-D3], KAF6264878.1 hypothetical protein COO60DRAFT_1181236 [Scenedesmus sp. NREL 46B-D3], KAF6251738.1 hypothetical protein COO60DRAFT_1644701 [Scenedesmus sp. NREL 46B-D3]	RMZ55535.1 hypothetical protein APUTEX25_000118 [Auxenochlorella protothecoides]
OG0002035	KAF6262252.1 DNA topoisomerase [Scenedesmus sp. NREL 46B-D3]	RMZ55536.1 hypothetical protein APUTEX25_000119_ partial [Auxenochlorella protothecoides]
OG0002036	KAF6247865.1 hypothetical protein COO60DRAFT_1649434 [Scenedesmus sp. NREL 46B-D3]	RMZ55542.1 hypothetical protein APUTEX25_000125 [Auxenochlorella protothecoides]
OG0002037	KAF6249314.1 antiviral helicase [Scenedesmus sp. NREL 46B-D3]	RMZ55556.1 hypothetical protein APUTEX25_000139_ partial [Auxenochlorella protothecoides]
OG0002038	KAF6255357.1 hypothetical protein COO60DRAFT_1641620 [Scenedesmus sp. NREL 46B-D3]	RMZ55563.1 hypothetical protein APUTEX25_000146 [Auxenochlorella protothecoides]
OG0002039	KAF6255108.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6261311.1 hypothetical protein COO60DRAFT_793147 [Scenedesmus sp. NREL 46B-D3]	RMZ55585.1 hypothetical protein APUTEX25_000168 [Auxenochlorella protothecoides]
OG0002040	KAF6256743.1 acetohydroxyacid dehydratase_ partial [Scenedesmus sp. NREL 46B-D3]	RMZ55603.1 hypothetical protein APUTEX25_000186_ partial [Auxenochlorella protothecoides]
OG0002041	KAF6257520.1 hypothetical protein COO60DRAFT_1523714 [Scenedesmus sp. NREL 46B-D3], KAF6257517.1 hypothetical protein COO60DRAFT_1461135 [Scenedesmus sp. NREL 46B-D3]	RMZ55618.1 hypothetical protein APUTEX25_000201 [Auxenochlorella protothecoides]
OG0002042	KAF6253556.1 starch branching enzyme [Scenedesmus sp. NREL 46B-D3]	RMZ55623.1 hypothetical protein APUTEX25_000206_ partial [Auxenochlorella protothecoides]
OG0002043	KAF6263998.1 DNA polymerase epsilon_ subunit B [Scenedesmus sp. NREL 46B-D3]	RMZ55648.1 hypothetical protein APUTEX25_000231_ partial [Auxenochlorella protothecoides]
OG0002044	KAF6259924.1 CTLH/CRA C-terminal to lish motif domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55662.1 hypothetical protein APUTEX25_000245_ partial [Auxenochlorella protothecoides]
OG0002045	KAF6254691.1 hypothetical protein COO60DRAFT_292299 [Scenedesmus sp. NREL 46B-D3]	RMZ55685.1 hypothetical protein APUTEX25_000268 [Auxenochlorella protothecoides]
OG0002046	KAF6260819.1 ribosomal protein S2_ flavodoxin-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55696.1 hypothetical protein APUTEX25_005737 [Auxenochlorella protothecoides]
OG0002047	KAF6257698.1 hypothetical protein COO60DRAFT_1522368 [Scenedesmus sp. NREL 46B-D3]	RMZ55699.1 hypothetical protein APUTEX25_005740 [Auxenochlorella protothecoides]
OG0002048	KAF6251794.1 aconitate hydratase [Scenedesmus sp. NREL 46B-D3]	RMZ55713.1 hypothetical protein APUTEX25_005754 [Auxenochlorella protothecoides]
OG0002049	KAF6259361.1 Mre11 DNA-binding presumed domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6235446.1 MRE11 eukaryotic DNA repair protein [Scenedesmus sp. NREL 46B-D3]	RMZ55726.1 hypothetical protein APUTEX25_005767 [Auxenochlorella protothecoides]
OG0002050	KAF6259793.1 transcription factor/nuclear export subunit protein 2-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55769.1 hypothetical protein APUTEX25_005810_ partial [Auxenochlorella protothecoides]
OG0002051	KAF6262555.1 hypothetical protein COO60DRAFT_1282656 [Scenedesmus sp. NREL 46B-D3]	RMZ55770.1 hypothetical protein APUTEX25_005811 [Auxenochlorella protothecoides]
OG0002052	KAF6258121.1 hypothetical protein COO60DRAFT_1151434 [Scenedesmus sp. NREL 46B-D3], KAF6258122.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ55772.1 hypothetical protein APUTEX25_005813 [Auxenochlorella protothecoides]
OG0002053	KAF6252346.1 hypothetical protein COO60DRAFT_1297903 [Scenedesmus sp. NREL 46B-D3]	RMZ55779.1 hypothetical protein APUTEX25_005820_ partial [Auxenochlorella protothecoides]
OG0002054	KAF6252864.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3], KAF6252865.1 proteasome stabiliser ECM29 [Scenedesmus sp. NREL 46B-D3]	RMZ55804.1 hypothetical protein APUTEX25_005845_ partial [Auxenochlorella protothecoides]
OG0002055	KAF6258590.1 cyclin-like protein [Scenedesmus sp. NREL 46B-D3], KAF6258585.1 hypothetical protein COO60DRAFT_1701259 [Scenedesmus sp. NREL 46B-D3]	RMZ55819.1 hypothetical protein APUTEX25_003785_ partial [Auxenochlorella protothecoides]
OG0002056	KAF6265292.1 small rab-related GTPase [Scenedesmus sp. NREL 46B-D3]	RMZ55834.1 hypothetical protein APUTEX25_003800_ partial [Auxenochlorella protothecoides]
OG0002057	KAF6265925.1 ABC transporter transmembrane region 2-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55835.1 hypothetical protein APUTEX25_003801 [Auxenochlorella protothecoides]
OG0002058	KAF6258349.1 RNA recognition motif-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55840.1 hypothetical protein APUTEX25_003806 [Auxenochlorella protothecoides]
OG0002059	KAF6262017.1 hypothetical protein COO60DRAFT_1636393 [Scenedesmus sp. NREL 46B-D3], KAF6265000.1 hypothetical protein COO60DRAFT_1481891_ partial [Scenedesmus sp. NREL 46B-D3]	RMZ55844.1 hypothetical protein APUTEX25_003810 [Auxenochlorella protothecoides]
OG0002060	KAF6264675.1 mitochondrial inner membrane translocase [Scenedesmus sp. NREL 46B-D3]	RMZ55849.1 hypothetical protein APUTEX25_003815 [Auxenochlorella protothecoides]
OG0002061	KAF6265588.1 Cupredoxin [Scenedesmus sp. NREL 46B-D3], KAF6265589.1 multicopper ferroxidase [Scenedesmus sp. NREL 46B-D3], KAF6265587.1 hypothetical protein COO60DRAFT_863377 [Scenedesmus sp. NREL 46B-D3]	RMZ55853.1 hypothetical protein APUTEX25_003819 [Auxenochlorella protothecoides]
OG0002062	KAF6260843.1 POT family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258978.1 POT family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56131.1 hypothetical protein APUTEX25_004555 [Auxenochlorella protothecoides], RMZ55865.1 hypothetical protein APUTEX25_003831 [Auxenochlorella protothecoides]
OG0002063	KAF6258940.1 amidase signature domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55870.1 hypothetical protein APUTEX25_003836 [Auxenochlorella protothecoides]
OG0002064	KAF6257710.1 ubiquitin conjugating enzyme [Scenedesmus sp. NREL 46B-D3]	RMZ55878.1 hypothetical protein APUTEX25_003844_ partial [Auxenochlorella protothecoides]
OG0002065	KAF6256830.1 hypothetical protein COO60DRAFT_1656523 [Scenedesmus sp. NREL 46B-D3], KAF6252121.1 hypothetical protein COO60DRAFT_1644299 [Scenedesmus sp. NREL 46B-D3]	RMZ55883.1 hypothetical protein APUTEX25_003849 [Auxenochlorella protothecoides]
OG0002066	KAF6257582.1 hypothetical protein COO60DRAFT_1219288 [Scenedesmus sp. NREL 46B-D3]	RMZ55885.1 hypothetical protein APUTEX25_003851 [Auxenochlorella protothecoides]
OG0002067	KAF6259018.1 ankyrin repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3], KAF6255599.1 ankyrin repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3], KAF6255597.1 hypothetical protein COO60DRAFT_1534537_ partial [Scenedesmus sp. NREL 46B-D3]	RMZ55901.1 hypothetical protein APUTEX25_003867 [Auxenochlorella protothecoides]
OG0002068	KAF6259622.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ55927.1 hypothetical protein APUTEX25_004351 [Auxenochlorella protothecoides]
OG0002069	KAF6261772.1 cytochrome P450_ C-22 desaturase [Scenedesmus sp. NREL 46B-D3]	RMZ55929.1 hypothetical protein APUTEX25_004353 [Auxenochlorella protothecoides]
OG0002070	KAF6264933.1 DEAD-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55935.1 hypothetical protein APUTEX25_004359 [Auxenochlorella protothecoides]
OG0002071	KAF6261383.1 hypothetical protein COO60DRAFT_1459144 [Scenedesmus sp. NREL 46B-D3], KAF6261381.1 tubulin-tyrosine ligase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6250579.1 hypothetical protein COO60DRAFT_1646502 [Scenedesmus sp. NREL 46B-D3]	RMZ55945.1 hypothetical protein APUTEX25_004369_ partial [Auxenochlorella protothecoides]
OG0002072	KAF6257779.1 porphobilinogen deaminase [Scenedesmus sp. NREL 46B-D3]	RMZ55946.1 hypothetical protein APUTEX25_004370 [Auxenochlorella protothecoides]
OG0002073	KAF6265745.1 ribosomal protein S5 domain 2-type protein [Scenedesmus sp. NREL 46B-D3]	RMZ55948.1 hypothetical protein APUTEX25_004372 [Auxenochlorella protothecoides]
OG0002074	KAF6251235.1 ribosomal protein L24e-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55952.1 hypothetical protein APUTEX25_004376 [Auxenochlorella protothecoides]
OG0002075	KAF6254194.1 myo-inositol-1-phosphate synthase [Scenedesmus sp. NREL 46B-D3]	RMZ55969.1 hypothetical protein APUTEX25_004393_ partial [Auxenochlorella protothecoides]
OG0002076	KAF6256286.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ55985.1 hypothetical protein APUTEX25_004409 [Auxenochlorella protothecoides]
OG0002077	KAF6253813.1 SMAD/FHA domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6253811.1 hypothetical protein COO60DRAFT_386496 [Scenedesmus sp. NREL 46B-D3], KAF6253814.1 hypothetical protein COO60DRAFT_1273497 [Scenedesmus sp. NREL 46B-D3]	RMZ56000.1 hypothetical protein APUTEX25_004424 [Auxenochlorella protothecoides]
OG0002078	KAF6262356.1 hypothetical protein COO60DRAFT_649901 [Scenedesmus sp. NREL 46B-D3]	RMZ56017.1 hypothetical protein APUTEX25_004441 [Auxenochlorella protothecoides]
OG0002079	KAF6257626.1 hypothetical protein COO60DRAFT_1523186 [Scenedesmus sp. NREL 46B-D3], KAF6258766.1 hypothetical protein COO60DRAFT_1691111 [Scenedesmus sp. NREL 46B-D3]	RMZ56049.1 hypothetical protein APUTEX25_004473 [Auxenochlorella protothecoides]
OG0002080	KAF6266274.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3]	RMZ56050.1 hypothetical protein APUTEX25_004474 [Auxenochlorella protothecoides]
