Orthogroup	Scenedesmus_NREL	Chlorella_VariabilisNC64A
OG0003147	KAF6266234.1 thiamine diphosphate-binding protein [Scenedesmus sp. NREL 46B-D3]	XP_005851352.1 hypothetical protein CHLNCDRAFT_48446 [Chlorella variabilis]
OG0003148	KAF6258189.1 hypothetical protein COO60DRAFT_1639335 [Scenedesmus sp. NREL 46B-D3]	XP_005848508.1 hypothetical protein CHLNCDRAFT_35154 [Chlorella variabilis]
OG0003149	KAF6251656.1 hypothetical protein COO60DRAFT_1622685 [Scenedesmus sp. NREL 46B-D3]	XP_005846677.1 hypothetical protein CHLNCDRAFT_35967 [Chlorella variabilis]
OG0003151	KAF6259582.1 PsbP-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005848519.1 hypothetical protein CHLNCDRAFT_13502_ partial [Chlorella variabilis]
OG0003152	KAF6261990.1 NUC169 domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005849892.1 hypothetical protein CHLNCDRAFT_21212_ partial [Chlorella variabilis]
OG0003153	KAF6252883.1 glycoside hydrolase [Scenedesmus sp. NREL 46B-D3]	XP_005845108.1 hypothetical protein CHLNCDRAFT_7049_ partial [Chlorella variabilis]
OG0003154	KAF6262719.1 triose-phosphate transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258922.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6262715.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005843473.1 hypothetical protein CHLNCDRAFT_28101 [Chlorella variabilis]
OG0003155	KAF6254056.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]	XP_005849267.1 hypothetical protein CHLNCDRAFT_143536 [Chlorella variabilis]
OG0003156	KAF6258224.1 Ycf66 protein N-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255461.1 Ycf66 protein N-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005843475.1 hypothetical protein CHLNCDRAFT_141151 [Chlorella variabilis]
OG0003157	KAF6260884.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005845214.1 hypothetical protein CHLNCDRAFT_26293_ partial [Chlorella variabilis]
OG0003158	KAF6254340.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]	XP_005849056.1 hypothetical protein CHLNCDRAFT_143513 [Chlorella variabilis]
OG0003159	KAF6258758.1 hypothetical protein COO60DRAFT_1638864 [Scenedesmus sp. NREL 46B-D3]	XP_005849826.1 hypothetical protein CHLNCDRAFT_57254 [Chlorella variabilis]
OG0003160	KAF6265657.1 hypothetical protein COO60DRAFT_1697664 [Scenedesmus sp. NREL 46B-D3]	XP_005844155.1 hypothetical protein CHLNCDRAFT_56324 [Chlorella variabilis]
OG0003161	KAF6252369.1 DNA replication factor C complex subunit 5 [Scenedesmus sp. NREL 46B-D3], KAF6237057.1 DNA replication factor C complex subunit 5 [Scenedesmus sp. NREL 46B-D3]	XP_005848383.1 hypothetical protein CHLNCDRAFT_145161 [Chlorella variabilis]
OG0003162	KAF6261961.1 Aldehyde/histidinol dehydrogenase [Scenedesmus sp. NREL 46B-D3]	XP_005848526.1 hypothetical protein CHLNCDRAFT_48751 [Chlorella variabilis]
OG0003163	KAF6257645.1 hypothetical protein COO60DRAFT_1213833 [Scenedesmus sp. NREL 46B-D3]	XP_005845990.1 hypothetical protein CHLNCDRAFT_53380 [Chlorella variabilis]
OG0003164	KAF6250328.1 tRNA methyltransferase complex GCD14 subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005845210.1 hypothetical protein CHLNCDRAFT_26258 [Chlorella variabilis]
OG0003165	KAF6251761.1 hypothetical protein COO60DRAFT_1622674 [Scenedesmus sp. NREL 46B-D3]	XP_005847394.1 hypothetical protein CHLNCDRAFT_48832 [Chlorella variabilis]
OG0003166	KAF6260546.1 20S proteasome alpha subunit B [Scenedesmus sp. NREL 46B-D3]	XP_005848584.1 hypothetical protein CHLNCDRAFT_48764 [Chlorella variabilis]
OG0003167	KAF6262831.1 PLP-dependent transferase [Scenedesmus sp. NREL 46B-D3]	XP_005848319.1 hypothetical protein CHLNCDRAFT_144988 [Chlorella variabilis]
OG0003168	KAF6264390.1 succinate semialdehyde dehydrogenase [Scenedesmus sp. NREL 46B-D3]	XP_005851079.1 hypothetical protein CHLNCDRAFT_48452 [Chlorella variabilis]
OG0003170	KAF6252915.1 LETM1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005851082.1 hypothetical protein CHLNCDRAFT_19302 [Chlorella variabilis]
OG0003171	KAF6258880.1 26S proteasome regulatory subunit [Scenedesmus sp. NREL 46B-D3]	XP_005849833.1 hypothetical protein CHLNCDRAFT_56078 [Chlorella variabilis]
OG0003172	KAF6262068.1 vacuolar ATP synthase subunit F [Scenedesmus sp. NREL 46B-D3]	XP_005848341.1 hypothetical protein CHLNCDRAFT_48752 [Chlorella variabilis]
OG0003173	KAF6261424.1 glycoside hydrolase superfamily [Scenedesmus sp. NREL 46B-D3]	XP_005849635.1 hypothetical protein CHLNCDRAFT_34754 [Chlorella variabilis]
OG0003174	KAF6253269.1 hypothetical protein COO60DRAFT_1703894 [Scenedesmus sp. NREL 46B-D3]	XP_005848503.1 hypothetical protein CHLNCDRAFT_144977 [Chlorella variabilis]
OG0003175	KAF6261384.1 fructose-1_6-bisphosphatase [Scenedesmus sp. NREL 46B-D3]	XP_005848342.1 hypothetical protein CHLNCDRAFT_57654 [Chlorella variabilis]
OG0003176	KAF6261077.1 hypothetical protein COO60DRAFT_1459350 [Scenedesmus sp. NREL 46B-D3]	XP_005844405.1 hypothetical protein CHLNCDRAFT_139073 [Chlorella variabilis]
OG0003177	KAF6259745.1 hypothetical protein COO60DRAFT_1511823 [Scenedesmus sp. NREL 46B-D3], KAF6259744.1 hypothetical protein COO60DRAFT_1700692 [Scenedesmus sp. NREL 46B-D3]	XP_005842864.1 hypothetical protein CHLNCDRAFT_142561 [Chlorella variabilis]
OG0003178	KAF6261995.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]	XP_005843824.1 hypothetical protein CHLNCDRAFT_139890 [Chlorella variabilis]
OG0003179	KAF6254448.1 hypothetical protein COO60DRAFT_1751228 [Scenedesmus sp. NREL 46B-D3], KAF6254437.1 hypothetical protein COO60DRAFT_1665196 [Scenedesmus sp. NREL 46B-D3]	XP_005843388.1 hypothetical protein CHLNCDRAFT_141224 [Chlorella variabilis]
OG0003180	KAF6255084.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	XP_005844459.1 hypothetical protein CHLNCDRAFT_54387 [Chlorella variabilis]
OG0003181	KAF6254153.1 hypothetical protein COO60DRAFT_1627983 [Scenedesmus sp. NREL 46B-D3]	XP_005851106.1 hypothetical protein CHLNCDRAFT_137656 [Chlorella variabilis]
OG0003182	KAF6266676.1 hypothetical protein COO60DRAFT_8900 [Scenedesmus sp. NREL 46B-D3], KAF6266674.1 hypothetical protein COO60DRAFT_8922 [Scenedesmus sp. NREL 46B-D3]	XP_005845418.1 hypothetical protein CHLNCDRAFT_137002 [Chlorella variabilis], XP_005846937.1 hypothetical protein CHLNCDRAFT_48889 [Chlorella variabilis]
OG0003183	KAF6252888.1 5' nucleotidase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005851441.1 hypothetical protein CHLNCDRAFT_56697 [Chlorella variabilis]
OG0003186	KAF6252896.1 hypothetical protein COO60DRAFT_1550635 [Scenedesmus sp. NREL 46B-D3]	XP_005851562.1 hypothetical protein CHLNCDRAFT_138040 [Chlorella variabilis]
OG0003187	KAF6264400.1 GBP-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6263812.1 GBP-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005851596.1 hypothetical protein CHLNCDRAFT_56782 [Chlorella variabilis]
OG0003190	KAF6255870.1 Endonuclease/exonuclease/phosphatase [Scenedesmus sp. NREL 46B-D3]	XP_005848886.1 hypothetical protein CHLNCDRAFT_144273 [Chlorella variabilis], XP_005852146.1 hypothetical protein CHLNCDRAFT_133272 [Chlorella variabilis]
OG0003191	KAF6256358.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	XP_005851899.1 hypothetical protein CHLNCDRAFT_33649 [Chlorella variabilis]
OG0003192	KAF6260086.1 glycosyl hydrolase family 1-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254612.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005847643.1 hypothetical protein CHLNCDRAFT_23323 [Chlorella variabilis]
OG0003193	KAF6265976.1 concanavalin A-like lectin/glucanase [Scenedesmus sp. NREL 46B-D3]	XP_005844630.1 hypothetical protein CHLNCDRAFT_54474 [Chlorella variabilis]
OG0003194	KAF6258267.1 hypothetical protein COO60DRAFT_1139442 [Scenedesmus sp. NREL 46B-D3]	XP_005848951.1 hypothetical protein CHLNCDRAFT_144442 [Chlorella variabilis]
OG0003195	KAF6250314.1 hypothetical protein COO60DRAFT_895183 [Scenedesmus sp. NREL 46B-D3], KAF6263575.1 hypothetical protein COO60DRAFT_375379 [Scenedesmus sp. NREL 46B-D3], KAF6263574.1 hypothetical protein COO60DRAFT_1624514 [Scenedesmus sp. NREL 46B-D3], KAF6250311.1 hypothetical protein COO60DRAFT_895138 [Scenedesmus sp. NREL 46B-D3], KAF6250312.1 hypothetical protein COO60DRAFT_895156 [Scenedesmus sp. NREL 46B-D3]	XP_005845433.1 expressed protein [Chlorella variabilis]
OG0003196	KAF6261909.1 putative chloroplast 1-hydroxy-2-methyl-2-_E_-butenyl-4-diphosphate synthase precursor [Scenedesmus sp. NREL 46B-D3]	XP_005848392.1 hypothetical protein CHLNCDRAFT_144676 [Chlorella variabilis]
OG0003197	KAF6258560.1 component of oligomeric golgi complex 3 [Scenedesmus sp. NREL 46B-D3]	XP_005848504.1 hypothetical protein CHLNCDRAFT_30835 [Chlorella variabilis]
OG0003198	KAF6257926.1 26S proteasome regulatory complex [Scenedesmus sp. NREL 46B-D3]	XP_005848231.1 hypothetical protein CHLNCDRAFT_48732 [Chlorella variabilis]
OG0003199	KAF6253763.1 hypothetical protein COO60DRAFT_388193 [Scenedesmus sp. NREL 46B-D3]	XP_005848417.1 hypothetical protein CHLNCDRAFT_51750 [Chlorella variabilis]
OG0003202	KAF6256924.1 kinesin-like protein [Scenedesmus sp. NREL 46B-D3], KAF6256922.1 cGMP-dependent protein kinase [Scenedesmus sp. NREL 46B-D3]	XP_005844833.1 hypothetical protein CHLNCDRAFT_9136_ partial [Chlorella variabilis]
OG0003203	KAF6257372.1 hypothetical protein COO60DRAFT_1234110 [Scenedesmus sp. NREL 46B-D3]	XP_005843770.1 hypothetical protein CHLNCDRAFT_139894 [Chlorella variabilis]
OG0003204	KAF6258928.1 beta-lactamase-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005850465.1 hypothetical protein CHLNCDRAFT_142438 [Chlorella variabilis]
OG0003205	KAF6247246.1 ABC1-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6250401.1 ABC1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005850384.1 hypothetical protein CHLNCDRAFT_142258 [Chlorella variabilis]
OG0003206	KAF6256210.1 katanin p60 catalytic subunit [Scenedesmus sp. NREL 46B-D3]	XP_005848022.1 hypothetical protein CHLNCDRAFT_10674_ partial [Chlorella variabilis]
OG0003207	KAF6257249.1 actin-related protein Arp4 [Scenedesmus sp. NREL 46B-D3]	XP_005848140.1 hypothetical protein CHLNCDRAFT_145478 [Chlorella variabilis]
OG0003208	KAF6251602.1 hypothetical protein COO60DRAFT_1558505 [Scenedesmus sp. NREL 46B-D3], KAF6248756.1 hypothetical protein COO60DRAFT_1706813 [Scenedesmus sp. NREL 46B-D3]	XP_005847954.1 hypothetical protein CHLNCDRAFT_48784 [Chlorella variabilis]
OG0003209	KAF6258257.1 MCM2/3/5 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005848310.1 hypothetical protein CHLNCDRAFT_22556_ partial [Chlorella variabilis]
OG0003210	KAF6252312.1 FAD dependent oxidoreductase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005847452.1 hypothetical protein CHLNCDRAFT_134366 [Chlorella variabilis], XP_005847451.1 hypothetical protein CHLNCDRAFT_134365 [Chlorella variabilis]
OG0003211	KAF6263917.1 hypothetical protein COO60DRAFT_1487931 [Scenedesmus sp. NREL 46B-D3]	XP_005847105.1 hypothetical protein CHLNCDRAFT_134819 [Chlorella variabilis]
OG0003212	KAF6260070.1 hypothetical protein COO60DRAFT_1621990 [Scenedesmus sp. NREL 46B-D3]	XP_005845123.1 hypothetical protein CHLNCDRAFT_26298_ partial [Chlorella variabilis]
OG0003214	KAF6253027.1 hypothetical protein COO60DRAFT_1670509 [Scenedesmus sp. NREL 46B-D3]	XP_005849980.1 hypothetical protein CHLNCDRAFT_141888 [Chlorella variabilis]
OG0003216	KAF6264304.1 hypothetical protein COO60DRAFT_1485498 [Scenedesmus sp. NREL 46B-D3]	XP_005844376.1 hypothetical protein CHLNCDRAFT_58960 [Chlorella variabilis]
OG0003217	KAF6261230.1 fibronectin-binding protein A N-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005846545.1 hypothetical protein CHLNCDRAFT_31860 [Chlorella variabilis]
OG0003218	KAF6263029.1 26S proteasome regulatory complex [Scenedesmus sp. NREL 46B-D3]	XP_005846486.1 hypothetical protein CHLNCDRAFT_10776_ partial [Chlorella variabilis]
OG0003219	KAF6266706.1 ubiquitin-related domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005846447.1 hypothetical protein CHLNCDRAFT_24942_ partial [Chlorella variabilis]
OG0003220	KAF6252130.1 hypothetical protein COO60DRAFT_1274500 [Scenedesmus sp. NREL 46B-D3]	XP_005845492.1 hypothetical protein CHLNCDRAFT_25917 [Chlorella variabilis]
OG0003221	KAF6258246.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005843746.1 hypothetical protein CHLNCDRAFT_139828 [Chlorella variabilis]
OG0003222	KAF6259934.1 flavo protein [Scenedesmus sp. NREL 46B-D3]	XP_005849473.1 hypothetical protein CHLNCDRAFT_142758 [Chlorella variabilis], XP_005849474.1 hypothetical protein CHLNCDRAFT_142759 [Chlorella variabilis]
OG0003223	KAF6262522.1 flavodoxin-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005849742.1 hypothetical protein CHLNCDRAFT_57191 [Chlorella variabilis]
OG0003224	KAF6263054.1 inhibitor of apoptosis-promoting Bax1-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6263282.1 inhibitor of apoptosis-promoting Bax1-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6253236.1 inhibitor of apoptosis-promoting Bax1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005849487.1 hypothetical protein CHLNCDRAFT_50899 [Chlorella variabilis]
OG0003226	KAF6261373.1 protein prenylyltransferase [Scenedesmus sp. NREL 46B-D3]	XP_005847048.1 hypothetical protein CHLNCDRAFT_134697 [Chlorella variabilis]
OG0003227	KAF6262047.1 peptidase M24_ structural domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005847344.1 hypothetical protein CHLNCDRAFT_23797 [Chlorella variabilis]
OG0003230	KAF6263325.1 F1F0 ATP synthase_ subunit G_ mitochondrial [Scenedesmus sp. NREL 46B-D3]	XP_005845642.1 hypothetical protein CHLNCDRAFT_32096 [Chlorella variabilis]
OG0003231	KAF6262340.1 DNA topoisomerase [Scenedesmus sp. NREL 46B-D3]	XP_005848029.1 hypothetical protein CHLNCDRAFT_145197 [Chlorella variabilis]
OG0003233	KAF6265007.1 tRNA-guanine_15_ transglycosylase-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005850924.1 hypothetical protein CHLNCDRAFT_140645 [Chlorella variabilis]
OG0003234	KAF6264222.1 L-aspartate oxidase [Scenedesmus sp. NREL 46B-D3], KAF6252760.1 L-aspartate oxidase [Scenedesmus sp. NREL 46B-D3]	XP_005851039.1 hypothetical protein CHLNCDRAFT_19536_ partial [Chlorella variabilis]
OG0003235	KAF6263340.1 Quinolinate phosphoribosyl transferase [Scenedesmus sp. NREL 46B-D3]	XP_005850991.1 hypothetical protein CHLNCDRAFT_19514 [Chlorella variabilis]
OG0003236	KAF6251106.1 tRNA uridine 5-carboxymethylaminomethyl modification enzyme [Scenedesmus sp. NREL 46B-D3]	XP_005849237.1 hypothetical protein CHLNCDRAFT_30521_ partial [Chlorella variabilis]
OG0003237	KAF6261570.1 hypothetical protein COO60DRAFT_1699761 [Scenedesmus sp. NREL 46B-D3], KAF6261571.1 hypothetical protein COO60DRAFT_754120 [Scenedesmus sp. NREL 46B-D3]	XP_005849263.1 hypothetical protein CHLNCDRAFT_143524 [Chlorella variabilis]
OG0003238	KAF6264677.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	XP_005849368.1 hypothetical protein CHLNCDRAFT_143830 [Chlorella variabilis], XP_005849369.1 hypothetical protein CHLNCDRAFT_143831 [Chlorella variabilis]
OG0003239	KAF6265810.1 snare associated Golgi protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005849360.1 hypothetical protein CHLNCDRAFT_12433_ partial [Chlorella variabilis]
OG0003240	KAF6244604.1 formyl transferase_ partial [Scenedesmus sp. NREL 46B-D3], KAF6255382.1 formyl transferase [Scenedesmus sp. NREL 46B-D3]	XP_005848691.1 hypothetical protein CHLNCDRAFT_48717 [Chlorella variabilis]
OG0003241	KAF6261239.1 Sodium/hydrogen exchanger family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005850590.1 hypothetical protein CHLNCDRAFT_56876 [Chlorella variabilis]
OG0003242	KAF6256115.1 hypothetical protein COO60DRAFT_1640964 [Scenedesmus sp. NREL 46B-D3], KAF6259426.1 hypothetical protein COO60DRAFT_1513264 [Scenedesmus sp. NREL 46B-D3]	XP_005850887.1 hypothetical protein CHLNCDRAFT_140548 [Chlorella variabilis]
OG0003243	KAF6261048.1 deoxypusine synthase 1 [Scenedesmus sp. NREL 46B-D3]	XP_005850683.1 hypothetical protein CHLNCDRAFT_19955 [Chlorella variabilis]
OG0003244	KAF6261288.1 hypothetical protein COO60DRAFT_1681284 [Scenedesmus sp. NREL 46B-D3]	XP_005850479.1 hypothetical protein CHLNCDRAFT_140272 [Chlorella variabilis]
OG0003246	KAF6255943.1 hypothetical protein COO60DRAFT_1702574 [Scenedesmus sp. NREL 46B-D3], KAF6261666.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	XP_005851777.1 hypothetical protein CHLNCDRAFT_15412_ partial [Chlorella variabilis]
OG0003247	KAF6256451.1 hypothetical protein COO60DRAFT_106044 [Scenedesmus sp. NREL 46B-D3]	XP_005845480.1 hypothetical protein CHLNCDRAFT_25985_ partial [Chlorella variabilis], XP_005845476.1 hypothetical protein CHLNCDRAFT_137142 [Chlorella variabilis]
OG0003248	KAF6250858.1 hypothetical protein COO60DRAFT_1464780 [Scenedesmus sp. NREL 46B-D3], KAF6250854.1 acyl-CoA N-acyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6252261.1 acyl-CoA N-acyltransferase_ partial [Scenedesmus sp. NREL 46B-D3]	XP_005850481.1 hypothetical protein CHLNCDRAFT_56820 [Chlorella variabilis]
OG0003249	KAF6260030.1 hypothetical protein COO60DRAFT_1509923 [Scenedesmus sp. NREL 46B-D3], KAF6249164.1 hypothetical protein COO60DRAFT_991937_ partial [Scenedesmus sp. NREL 46B-D3]	XP_005846887.1 hypothetical protein CHLNCDRAFT_23959 [Chlorella variabilis]
OG0003250	KAF6255086.1 CPSF A subunit region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005849840.1 hypothetical protein CHLNCDRAFT_56079 [Chlorella variabilis]
OG0003251	KAF6258816.1 6-4 photolyase [Scenedesmus sp. NREL 46B-D3]	XP_005843478.1 hypothetical protein CHLNCDRAFT_7260_ partial [Chlorella variabilis]
OG0003252	KAF6253033.1 hypothetical protein COO60DRAFT_1704021 [Scenedesmus sp. NREL 46B-D3]	XP_005844434.1 hypothetical protein CHLNCDRAFT_139139 [Chlorella variabilis]
OG0003253	KAF6253762.1 PsaB RNA binding protein [Scenedesmus sp. NREL 46B-D3], KAF6253836.1 hypothetical protein COO60DRAFT_1544441 [Scenedesmus sp. NREL 46B-D3]	XP_005848485.1 hypothetical protein CHLNCDRAFT_35116 [Chlorella variabilis]
OG0003254	KAF6265469.1 hypothetical protein COO60DRAFT_1697762 [Scenedesmus sp. NREL 46B-D3]	XP_005850909.1 hypothetical protein CHLNCDRAFT_19893 [Chlorella variabilis]
OG0003255	KAF6253006.1 glutathione S-transferase [Scenedesmus sp. NREL 46B-D3]	XP_005845006.1 hypothetical protein CHLNCDRAFT_54240 [Chlorella variabilis]
OG0003256	KAF6252284.1 HD repeat domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005845389.1 hypothetical protein CHLNCDRAFT_25996 [Chlorella variabilis]
OG0003257	KAF6266043.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3], KAF6266020.1 hypothetical protein COO60DRAFT_1475178 [Scenedesmus sp. NREL 46B-D3]	XP_005851581.1 hypothetical protein CHLNCDRAFT_33911 [Chlorella variabilis]
OG0003258	KAF6264166.1 peptidase C12_ ubiquitin carboxyl-terminal hydrolase 1 [Scenedesmus sp. NREL 46B-D3]	XP_005847439.1 hypothetical protein CHLNCDRAFT_35608 [Chlorella variabilis], XP_005847440.1 expressed protein [Chlorella variabilis]
OG0003259	KAF6261464.1 ribosomal protein L23a component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3], KAF6261463.1 hypothetical protein COO60DRAFT_1636758 [Scenedesmus sp. NREL 46B-D3]	XP_005844163.1 hypothetical protein CHLNCDRAFT_139288 [Chlorella variabilis]
OG0003260	KAF6261466.1 cyclin-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005847938.1 hypothetical protein CHLNCDRAFT_52070 [Chlorella variabilis], XP_005847939.1 expressed protein [Chlorella variabilis]
OG0003261	KAF6254269.1 hypothetical protein COO60DRAFT_335491 [Scenedesmus sp. NREL 46B-D3], KAF6248332.1 hypothetical protein COO60DRAFT_1588664 [Scenedesmus sp. NREL 46B-D3]	XP_005845951.1 hypothetical protein CHLNCDRAFT_14586_ partial [Chlorella variabilis]
OG0003262	KAF6250866.1 NRDE-2_ necessary for RNA interference-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005850471.1 hypothetical protein CHLNCDRAFT_57159 [Chlorella variabilis]
OG0003263	KAF6250758.1 hypothetical protein COO60DRAFT_1568565_ partial [Scenedesmus sp. NREL 46B-D3], KAF6259032.1 hypothetical protein COO60DRAFT_1638746 [Scenedesmus sp. NREL 46B-D3]	XP_005848797.1 hypothetical protein CHLNCDRAFT_144060 [Chlorella variabilis]
