Orthogroup	Scenedesmus_NREL	Chlorella_A99
OG0001704	KAF6257938.1 cleft lip and palate transmembrane 1 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2438 [Chlorella sp. A99]
OG0001705	KAF6259353.1 hypothetical protein COO60DRAFT_1470818 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000018.1 g439 [Chlorella sp. A99]
OG0001706	KAF6255279.1 hypothetical protein COO60DRAFT_1702917 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000018.1 g452 [Chlorella sp. A99]
OG0001708	KAF6262416.1 hypothetical protein COO60DRAFT_625238 [Scenedesmus sp. NREL 46B-D3], KAF6246664.1 hypothetical protein COO60DRAFT_1649728 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2439 [Chlorella sp. A99]
OG0001709	KAF6264967.1 ankyrin repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000007.1 g1225 [Chlorella sp. A99]
OG0001711	KAF6261473.1 hypothetical protein COO60DRAFT_774521 [Scenedesmus sp. NREL 46B-D3], KAF6261475.1 hypothetical protein COO60DRAFT_774588 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1623 [Chlorella sp. A99]
OG0001712	KAF6259019.1 ribosomal protein L13a component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2627 [Chlorella sp. A99]
OG0001713	KAF6259070.1 hypothetical protein COO60DRAFT_1622084 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1650 [Chlorella sp. A99]
OG0001715	KAF6261177.1 thymidylate synthase/dCMP hydroxymethylase domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g922 [Chlorella sp. A99]
OG0001716	KAF6259212.1 thioredoxin-like [2Fe-2S] ferredoxin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2358 [Chlorella sp. A99]
OG0001719	KAF6265226.1 T-complex protein_ zeta subunit [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g784 [Chlorella sp. A99]
OG0001720	KAF6260154.1 hypothetical protein COO60DRAFT_924241 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g794 [Chlorella sp. A99]
OG0001724	KAF6262022.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000026.1 g2295 [Chlorella sp. A99]
OG0001727	KAF6257431.1 beta-adaptin-like protein C [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g144 [Chlorella sp. A99]
OG0001728	KAF6253997.1 ribosomal protein S19 component of cytosolic 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2618 [Chlorella sp. A99]
OG0001729	KAF6262976.1 hypothetical protein COO60DRAFT_1699086 [Scenedesmus sp. NREL 46B-D3], KAF6258756.1 hypothetical protein COO60DRAFT_1701147 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1652 [Chlorella sp. A99]
OG0001730	KAF6255249.1 40S ribosomal protein S3 [Scenedesmus sp. NREL 46B-D3], KAF6252601.1 40S ribosomal protein S3 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3214 [Chlorella sp. A99]
OG0001731	KAF6262673.1 glutathione synthetase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1605 [Chlorella sp. A99]
OG0001732	KAF6250775.1 hypothetical protein COO60DRAFT_1705475 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000009.1 g1709 [Chlorella sp. A99]
OG0001737	KAF6248760.1 splicing factor U2af 38 kDa subunit [Scenedesmus sp. NREL 46B-D3]	PCFQ01000007.1 g1232 [Chlorella sp. A99]
OG0001739	KAF6250829.1 hypothetical protein COO60DRAFT_1645965 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2001 [Chlorella sp. A99]
OG0001740	KAF6251518.1 global transcription factor [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g1982 [Chlorella sp. A99]
OG0001742	KAF6263773.1 hypothetical protein COO60DRAFT_342981 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000001.1 g1011 [Chlorella sp. A99], PCFQ01000026.1 g2291 [Chlorella sp. A99]
OG0001743	KAF6266107.1 putative 26S protease regulatory subunit 8 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000001.1 g967 [Chlorella sp. A99]
OG0001744	KAF6253446.1 calponin homology domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000007.1 g1231 [Chlorella sp. A99]
OG0001747	KAF6252795.1 ADC synthase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2651 [Chlorella sp. A99]
OG0001748	KAF6265917.1 sterol 14 desaturase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2043 [Chlorella sp. A99]
OG0001750	KAF6255637.1 tubulin binding cofactor C-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g2972 [Chlorella sp. A99]
OG0001751	KAF6251603.1 hypothetical protein COO60DRAFT_1704702 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000007.1 g1180 [Chlorella sp. A99]
OG0001753	KAF6262997.1 hypothetical protein COO60DRAFT_531113 [Scenedesmus sp. NREL 46B-D3], KAF6259052.1 class I glutamine amidotransferase-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2044 [Chlorella sp. A99]
OG0001754	KAF6262094.1 hypothetical protein COO60DRAFT_1498289 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1509 [Chlorella sp. A99]
OG0001756	KAF6266369.1 chloroplast elongation factor G [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3271 [Chlorella sp. A99]
OG0001758	KAF6263021.1 methionyl-tRNA synthetase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1598 [Chlorella sp. A99], PCFQ01000081.1 g1597 [Chlorella sp. A99]
OG0001759	KAF6252633.1 hypothetical protein COO60DRAFT_1551700 [Scenedesmus sp. NREL 46B-D3], KAF6263992.1 hypothetical protein COO60DRAFT_1698489 [Scenedesmus sp. NREL 46B-D3], KAF6263995.1 hypothetical protein COO60DRAFT_1292744 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000018.1 g406 [Chlorella sp. A99]
OG0001760	KAF6251506.1 DHHC palmitoyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3206 [Chlorella sp. A99]
OG0001761	KAF6250787.1 hypothetical protein COO60DRAFT_739186 [Scenedesmus sp. NREL 46B-D3], KAF6250782.1 UVB-resistance 8 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2451 [Chlorella sp. A99]
OG0001762	KAF6263426.1 chloroplast w6 desaturase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3227 [Chlorella sp. A99]
OG0001763	KAF6252453.1 Pre-mRNA cleavage complex II protein Clp1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3316 [Chlorella sp. A99]
OG0001767	KAF6255552.1 ALG6_ ALG8 glycosyltransferase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000075.1 g1935 [Chlorella sp. A99]
OG0001770	KAF6265043.1 ATP synthase gamma-subunit [Scenedesmus sp. NREL 46B-D3]	PCFQ01000007.1 g1196 [Chlorella sp. A99]
OG0001777	KAF6250262.1 hypothetical protein COO60DRAFT_1706191_ partial [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2429 [Chlorella sp. A99]
OG0001778	KAF6250421.1 IMP dehydrogenase/GMP reductase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000003.1 g1039 [Chlorella sp. A99]
OG0001779	KAF6252902.1 SRP54-type protein [Scenedesmus sp. NREL 46B-D3], KAF6253107.1 hypothetical protein COO60DRAFT_1643402 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3326 [Chlorella sp. A99]
OG0001780	KAF6265414.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2736 [Chlorella sp. A99]
OG0001781	KAF6266709.1 Fanconi anaemia protein FANCD2 [Scenedesmus sp. NREL 46B-D3], KAF6266710.1 Fanconi anaemia protein FancD2 nuclease-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000003.1 g1045 [Chlorella sp. A99]
OG0001783	KAF6260325.1 AIR carboxylase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2030 [Chlorella sp. A99]
OG0001785	KAF6265060.1 subunit of GARP complex [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1572 [Chlorella sp. A99]
OG0001786	KAF6262307.1 26S proteasome regulatory complex [Scenedesmus sp. NREL 46B-D3], KAF6246113.1 26S proteasome non-ATPase regulatory subunit 14 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000010.1 g291 [Chlorella sp. A99]
OG0001787	KAF6264826.1 Biopterin-dependent aromatic amino acid hydroxylase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2032 [Chlorella sp. A99]
OG0001788	KAF6257549.1 molecular chaperone [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2779 [Chlorella sp. A99]
OG0001789	KAF6257240.1 light-harvesting protein of photosystem I [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1565 [Chlorella sp. A99]
OG0001790	KAF6259142.1 adaptin N terminal region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1571 [Chlorella sp. A99]
OG0001791	KAF6258905.1 hypothetical protein COO60DRAFT_1066760 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2901 [Chlorella sp. A99], PCFQ01000082.1 g592 [Chlorella sp. A99]
OG0001792	KAF6254416.1 plastid ribosomal protein L1 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2752 [Chlorella sp. A99]
OG0001793	KAF6258302.1 hypothetical protein COO60DRAFT_1131931 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000010.1 g313 [Chlorella sp. A99]
OG0001794	KAF6257203.1 hypothetical protein COO60DRAFT_1525063 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1575 [Chlorella sp. A99]
OG0001795	KAF6257021.1 NADP-dependent oxidoreductase domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000010.1 g309 [Chlorella sp. A99]
OG0001797	KAF6260905.1 PEPCase 1 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g256 [Chlorella sp. A99], PCFQ01000075.1 g1909 [Chlorella sp. A99]
OG0001800	KAF6253007.1 replication factor RFC1 C terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6248320.1 hypothetical protein COO60DRAFT_1100210 [Scenedesmus sp. NREL 46B-D3], KAF6258934.1 hypothetical protein COO60DRAFT_1068168 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g140 [Chlorella sp. A99]
OG0001801	KAF6258944.1 DUF1084-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000009.1 g1683 [Chlorella sp. A99]
OG0001805	KAF6258072.1 3_4-dihydroxy-2-butanone 4-phosphate synthase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000009.1 g1676 [Chlorella sp. A99]
OG0001806	KAF6265628.1 hypothetical protein COO60DRAFT_1697655 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000075.1 g1921 [Chlorella sp. A99]
OG0001807	KAF6260456.1 starch synthase catalytic domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260455.1 hypothetical protein COO60DRAFT_1269435 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1244 [Chlorella sp. A99]
OG0001809	KAF6253195.1 alpha/beta-hydrolase [Scenedesmus sp. NREL 46B-D3], KAF6251540.1 hypothetical protein COO60DRAFT_1704752 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g2936 [Chlorella sp. A99]
OG0001811	KAF6255441.1 hypothetical protein COO60DRAFT_1702838 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2591 [Chlorella sp. A99]
OG0001812	KAF6255868.1 coatomer subunit beta [Scenedesmus sp. NREL 46B-D3]	PCFQ01000009.1 g1674 [Chlorella sp. A99]
OG0001813	KAF6256936.1 hypothetical protein COO60DRAFT_1471060 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2432 [Chlorella sp. A99]
OG0001817	KAF6249276.1 Phox homologous domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3], KAF6250693.1 Vps5 C terminal like-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]	PCFQ01000009.1 g1677 [Chlorella sp. A99]
OG0001818	KAF6253041.1 60s acidic ribosomal protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000008.1 g1127 [Chlorella sp. A99]
OG0001819	KAF6260448.1 selenium binding protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000077.1 g1732 [Chlorella sp. A99]
OG0001821	KAF6266692.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2085 [Chlorella sp. A99]
OG0001822	KAF6256975.1 SPOC like C-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g1 [Chlorella sp. A99]
OG0001824	KAF6263737.1 peptidase M24_ structural domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2800 [Chlorella sp. A99]
OG0001825	KAF6255883.1 acyl-CoA dehydrogenase/oxidase [Scenedesmus sp. NREL 46B-D3], KAF6251931.1 acyl-CoA dehydrogenase/oxidase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2058 [Chlorella sp. A99]
OG0001826	KAF6249501.1 chaperonin subunit 8 theta [Scenedesmus sp. NREL 46B-D3]	PCFQ01000008.1 g1126 [Chlorella sp. A99]
OG0001827	KAF6263048.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6259164.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000003.1 g1055 [Chlorella sp. A99]
OG0001829	KAF6256345.1 V-type ATPase_ V0 complex_ 116kDa subunit family [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g3007 [Chlorella sp. A99]
OG0001830	KAF6256568.1 DAHP synthetase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2055 [Chlorella sp. A99]
OG0001831	KAF6263841.1 seryl-tRNA synthetase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g3002 [Chlorella sp. A99]
OG0001833	KAF6260026.1 hypothetical protein COO60DRAFT_1269723 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000003.1 g1023 [Chlorella sp. A99]
OG0001835	KAF6251348.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000003.1 g1026 [Chlorella sp. A99]
OG0001837	KAF6256206.1 AICARFT/IMPCHase bienzyme-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g147 [Chlorella sp. A99]
OG0001838	KAF6265681.1 hypothetical protein COO60DRAFT_867682 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1264 [Chlorella sp. A99]
OG0001839	KAF6260594.1 ligand-effect modulator 3 family [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2016 [Chlorella sp. A99]
OG0001841	KAF6252209.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000003.1 g1018 [Chlorella sp. A99]
OG0001842	KAF6251288.1 acyl-ACP thioesterase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000007.1 g1207 [Chlorella sp. A99]
OG0001843	KAF6264312.1 eukaryotic translation initiation factor 2 gamma [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2447 [Chlorella sp. A99]
OG0001844	KAF6257911.1 pyrroline-5-carboxylate reductase [Scenedesmus sp. NREL 46B-D3], KAF6241928.1 pyrroline-5-carboxylate reductase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2894 [Chlorella sp. A99]
OG0001845	KAF6255581.1 hypothetical protein COO60DRAFT_199906 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2874 [Chlorella sp. A99]
OG0001846	KAF6262451.1 RNA polymerase III subunit Rpc25-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6262421.1 hypothetical protein COO60DRAFT_1676006 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1642 [Chlorella sp. A99]
OG0001847	KAF6266544.1 SecY subunit domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1258 [Chlorella sp. A99]
OG0001849	KAF6264825.1 Protochlorophyllide reductase_ chloroplastic [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g149 [Chlorella sp. A99]
OG0001851	KAF6255958.1 tRNA synthetases class I _M_-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g933 [Chlorella sp. A99]
OG0001853	KAF6266235.1 carbonic anhydrase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000019.1 g1788 [Chlorella sp. A99], PCFQ01000058.1 g204 [Chlorella sp. A99]
OG0001854	KAF6265728.1 small ubiquitin-like modifier 1 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2841 [Chlorella sp. A99]
OG0001855	KAF6252750.1 hypothetical protein COO60DRAFT_1551587 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2835 [Chlorella sp. A99]
OG0001856	KAF6259928.1 uracil phosphoribosyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000019.1 g1791 [Chlorella sp. A99]
OG0001857	KAF6264935.1 ran-like small GTPase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2008 [Chlorella sp. A99]
OG0001858	KAF6255062.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]	PCFQ01000080.1 g1948 [Chlorella sp. A99]
OG0001860	KAF6264537.1 tRNA synthetases class II core domain _F_-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000080.1 g1950 [Chlorella sp. A99]
OG0001861	KAF6256691.1 hypothetical protein COO60DRAFT_1622288 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1485 [Chlorella sp. A99]
OG0001862	KAF6257795.1 YIF1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2508 [Chlorella sp. A99]
OG0001863	KAF6261374.1 SM/Sec1-family protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g914 [Chlorella sp. A99]
OG0001864	KAF6261105.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g918 [Chlorella sp. A99]
OG0001865	KAF6255969.1 UDP-glucose pyrophosphorylase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000019.1 g1811 [Chlorella sp. A99]
OG0001867	KAF6262544.1 complex I intermediate-associated protein 30-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1488 [Chlorella sp. A99]
OG0001868	KAF6254074.1 Pep3/Vps18/deep orange family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000014.1 g1883 [Chlorella sp. A99]
OG0001869	KAF6255199.1 hypothetical protein COO60DRAFT_1285921 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000019.1 g1808 [Chlorella sp. A99], PCFQ01000049.1 g2287 [Chlorella sp. A99]
OG0001870	KAF6260966.1 10 TM acyl transferase domain found in Cas1p-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g804 [Chlorella sp. A99]
OG0001874	KAF6259627.1 chaperonin 10-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000018.1 g459 [Chlorella sp. A99]
OG0001875	KAF6254860.1 eukaryotic translation initiation factor 3-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257654.1 eukaryotic translation initiation factor 3-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g870 [Chlorella sp. A99]
OG0001876	KAF6251988.1 lactate dehydrogenase/glycoside hydrolase [Scenedesmus sp. NREL 46B-D3], KAF6263678.1 lactate dehydrogenase/glycoside hydrolase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1635 [Chlorella sp. A99]
OG0001877	KAF6262881.1 NADP-dependent oxidoreductase domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1637 [Chlorella sp. A99]
OG0001878	KAF6263013.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000018.1 g441 [Chlorella sp. A99]
OG0001879	KAF6253015.1 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g925 [Chlorella sp. A99]
OG0001880	KAF6258482.1 hypothetical protein COO60DRAFT_1284549 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000019.1 g1813 [Chlorella sp. A99]
OG0001883	KAF6254103.1 eukaryotic initiation factor [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g917 [Chlorella sp. A99]
OG0001884	KAF6262179.1 nucleic acid binding protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1622 [Chlorella sp. A99]
OG0001885	KAF6261956.1 translation protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000080.1 g1955 [Chlorella sp. A99]
OG0001887	KAF6261148.1 subunit of ESCRT-II complex [Scenedesmus sp. NREL 46B-D3]	PCFQ01000010.1 g361 [Chlorella sp. A99]
OG0001888	KAF6257475.1 putative 26S proteasome regulatory subunit [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g749 [Chlorella sp. A99]
OG0001889	KAF6251946.1 PMSR-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000001.1 g997 [Chlorella sp. A99]
OG0001892	KAF6265391.1 helicase C-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g754 [Chlorella sp. A99]
OG0001893	KAF6254001.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1461 [Chlorella sp. A99]
OG0001894	KAF6257365.1 RNA-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000001.1 g961 [Chlorella sp. A99]
OG0001895	KAF6251483.1 hypothetical protein COO60DRAFT_1287529 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2214 [Chlorella sp. A99]
OG0001896	KAF6252622.1 Calreticulin family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2207 [Chlorella sp. A99]
OG0001897	KAF6265024.1 EXS family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6265023.1 EXS family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2175 [Chlorella sp. A99]
OG0001900	KAF6264712.1 ubiquitin fusion degradation protein UFD1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2205 [Chlorella sp. A99]
OG0001902	KAF6257524.1 Ribokinase-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2216 [Chlorella sp. A99]
OG0001904	KAF6253521.1 hypothetical protein COO60DRAFT_1703776 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2217 [Chlorella sp. A99]
OG0001906	KAF6249058.1 spermidine synthase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2206 [Chlorella sp. A99]
OG0001907	KAF6263907.1 histone acetyltransferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000042.1 g747 [Chlorella sp. A99]
OG0001909	KAF6250426.1 DNA repair helicase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2018 [Chlorella sp. A99]
OG0001911	KAF6262956.1 hypothetical protein COO60DRAFT_1699075 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2035 [Chlorella sp. A99]
OG0001912	KAF6264431.1 RecF/RecN/SMC protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g211 [Chlorella sp. A99], PCFQ01000058.1 g212 [Chlorella sp. A99]
OG0001913	KAF6259320.1 vacuolar protein sorting-associated protein 35 [Scenedesmus sp. NREL 46B-D3], KAF6251478.1 vacuolar protein sorting-associated protein 35 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000003.1 g1058 [Chlorella sp. A99]
OG0001914	KAF6257507.1 cactus-binding C-terminus of cactin protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g807 [Chlorella sp. A99]
OG0001915	KAF6264241.1 regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2493 [Chlorella sp. A99]
OG0001916	KAF6260163.1 hypothetical protein COO60DRAFT_1700490 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g854 [Chlorella sp. A99]
OG0001917	KAF6262762.1 hypothetical protein COO60DRAFT_1635750 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1643 [Chlorella sp. A99]
OG0001918	KAF6254644.1 acetylornithine aminotransferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g202 [Chlorella sp. A99]
OG0001919	KAF6257815.1 small subunit of acetolactate synthase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g237 [Chlorella sp. A99]
OG0001920	KAF6253920.1 hypothetical protein COO60DRAFT_1703589 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g248 [Chlorella sp. A99]
OG0001921	KAF6249508.1 ATP synthase subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000003.1 g1068 [Chlorella sp. A99]
OG0001922	KAF6253231.1 kinesin-like calmodulin binding protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1632 [Chlorella sp. A99]
