Orthogroup	Scenedesmus_NREL	Scenedesmus_PABB004
OG0002413	KAF6251424.1 hypothetical protein COO60DRAFT_1704822 [Scenedesmus sp. NREL 46B-D3]	KAF8060039.1 LSG1-2 [Scenedesmus sp. PABB004]
OG0002414	KAF6263593.1 phosphoribosyltransferase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8072569.1 PRS1 [Scenedesmus sp. PABB004]
OG0002415	KAF6258680.1 hypothetical protein COO60DRAFT_1517833 [Scenedesmus sp. NREL 46B-D3]	KAF8059200.1 hypothetical protein HT031_005372 [Scenedesmus sp. PABB004]
OG0002416	KAF6261253.1 hypothetical protein COO60DRAFT_1503022 [Scenedesmus sp. NREL 46B-D3]	KAF8058034.1 etfa [Scenedesmus sp. PABB004]
OG0002417	KAF6251378.1 mitochondrial substrate carrier [Scenedesmus sp. NREL 46B-D3]	KAF8064540.1 thiamine diphosphate carrier 2 [Scenedesmus sp. PABB004]
OG0002418	KAF6258467.1 tRNA synthetases class I-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8058836.1 valine--tRNA ligase [Scenedesmus sp. PABB004]
OG0002422	KAF6263102.1 mono-functional DNA-alkylating methyl methanesulfonate N-term-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]	KAF8072489.1 DDB1A [Scenedesmus sp. PABB004]
OG0002423	KAF6254625.1 Archease domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8058937.1 archease-like [Scenedesmus sp. PABB004]
OG0002424	KAF6252582.1 4'-phosphopantetheinyl transferase [Scenedesmus sp. NREL 46B-D3]	KAF8065883.1 Aasdhppt [Scenedesmus sp. PABB004]
OG0002426	KAF6263343.1 hypothetical protein COO60DRAFT_1293036 [Scenedesmus sp. NREL 46B-D3]	KAF8066370.1 ECA1 [Scenedesmus sp. PABB004]
OG0002427	KAF6260807.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8063871.1 SPAC56F8.03 [Scenedesmus sp. PABB004]
OG0002428	KAF6266375.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8057919.1 Scube3 [Scenedesmus sp. PABB004]
OG0002429	KAF6253458.1 hypothetical protein COO60DRAFT_1643145 [Scenedesmus sp. NREL 46B-D3]	KAF8058405.1 U6 snRNA-associated Sm-like protein LSm4 [Scenedesmus sp. PABB004]
OG0002430	KAF6258559.1 Adenosylhomocysteinase [Scenedesmus sp. NREL 46B-D3]	KAF8064542.1 hypothetical protein HT031_003342 [Scenedesmus sp. PABB004]
OG0002431	KAF6263401.1 chlorophyll b reductase [Scenedesmus sp. NREL 46B-D3]	KAF8066402.1 NYC1 [Scenedesmus sp. PABB004]
OG0002432	KAF6259885.1 heat shock protein 70B [Scenedesmus sp. NREL 46B-D3]	KAF8058929.1 HSP70 [Scenedesmus sp. PABB004]
OG0002433	KAF6264176.1 mitochondrial carrier domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8056445.1 Slc25a38 [Scenedesmus sp. PABB004]
OG0002434	KAF6260950.1 hypothetical protein COO60DRAFT_1637167 [Scenedesmus sp. NREL 46B-D3]	KAF8072737.1 NRS/ER [Scenedesmus sp. PABB004]
OG0002435	KAF6262649.1 hypothetical protein COO60DRAFT_1635812 [Scenedesmus sp. NREL 46B-D3]	KAF8056261.1 DBP3 [Scenedesmus sp. PABB004]
OG0002436	KAF6251257.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]	KAF8071260.1 hypothetical protein HT031_001343 [Scenedesmus sp. PABB004]
OG0002437	KAF6264498.1 hypothetical protein COO60DRAFT_128154 [Scenedesmus sp. NREL 46B-D3]	KAF8072601.1 ALB3L3 [Scenedesmus sp. PABB004]
OG0002438	KAF6253267.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8056765.1 SECA2 [Scenedesmus sp. PABB004], KAF8056768.1 secA [Scenedesmus sp. PABB004]
OG0002439	KAF6266581.1 N2227-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8072970.1 Carn [Scenedesmus sp. PABB004]
OG0002440	KAF6251967.1 beta-lactamase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8069612.1 DCLRE1A [Scenedesmus sp. PABB004]
OG0002441	KAF6263837.1 hypothetical protein COO60DRAFT_1487315 [Scenedesmus sp. NREL 46B-D3]	KAF8063831.1 purC [Scenedesmus sp. PABB004]
OG0002443	KAF6258751.1 Choline/ethanolamine kinase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8066213.1 choline kinase 3 [Scenedesmus sp. PABB004]
OG0002445	KAF6260303.1 peptidyl-prolyl cis-trans isomerase [Scenedesmus sp. NREL 46B-D3]	KAF8060319.1 CYP22 [Scenedesmus sp. PABB004]
OG0002446	KAF6251434.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]	KAF8055816.1 hypothetical protein HT031_006591 [Scenedesmus sp. PABB004]
OG0002448	KAF6254817.1 xanthine dehydrogenase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8057662.1 XDH1 [Scenedesmus sp. PABB004]
OG0002449	KAF6265375.1 hypothetical protein COO60DRAFT_1621516 [Scenedesmus sp. NREL 46B-D3]	KAF8069527.1 yipf5 [Scenedesmus sp. PABB004]
OG0002450	KAF6255082.1 rubisco small subunit N-methyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8071199.1 setd3 [Scenedesmus sp. PABB004]
OG0002451	KAF6265257.1 iron-sulfur cluster assembly protein [Scenedesmus sp. NREL 46B-D3]	KAF8069479.1 NIFU5 [Scenedesmus sp. PABB004]
OG0002452	KAF6258575.1 Pam16-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8064547.1 PAM16L1 [Scenedesmus sp. PABB004]
OG0002455	KAF6261404.1 hypothetical protein COO60DRAFT_783999 [Scenedesmus sp. NREL 46B-D3]	KAF8065545.1 adenylate kinase 2 [Scenedesmus sp. PABB004]
OG0002456	KAF6262486.1 aldehyde dehydrogenase [Scenedesmus sp. NREL 46B-D3]	KAF8073062.1 FIS1 [Scenedesmus sp. PABB004]
OG0002457	KAF6255998.1 hypothetical protein COO60DRAFT_1746831 [Scenedesmus sp. NREL 46B-D3]	KAF8057729.1 hypothetical protein HT031_005913 [Scenedesmus sp. PABB004]
OG0002458	KAF6261188.1 putative carnitine deficiency-associated protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8058070.1 hypothetical protein HT031_005730 [Scenedesmus sp. PABB004]
OG0002459	KAF6258791.1 glutathione S-transferase [Scenedesmus sp. NREL 46B-D3]	KAF8061955.1 Mrto4 [Scenedesmus sp. PABB004]
OG0002460	KAF6261797.1 hypothetical protein COO60DRAFT_723062 [Scenedesmus sp. NREL 46B-D3]	KAF8058338.1 RBP47C' [Scenedesmus sp. PABB004]
OG0002461	KAF6263305.1 Pex12 amino terminal region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8062968.1 PEX2 [Scenedesmus sp. PABB004]
OG0002462	KAF6252555.1 serine hydrolase FSH [Scenedesmus sp. NREL 46B-D3]	KAF8058364.1 hypothetical protein HT031_005682 [Scenedesmus sp. PABB004]
OG0002463	KAF6251139.1 hypothetical protein COO60DRAFT_669352 [Scenedesmus sp. NREL 46B-D3]	KAF8064661.1 hypothetical protein HT031_003463 [Scenedesmus sp. PABB004]
OG0002464	KAF6264985.1 trehalose-6-phosphate synthase/phosphatase [Scenedesmus sp. NREL 46B-D3]	KAF8070915.1 TPS5 [Scenedesmus sp. PABB004]
OG0002465	KAF6265109.1 MCM2/3/5 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8055391.1 MCM3 [Scenedesmus sp. PABB004]
OG0002466	KAF6266440.1 hypothetical protein COO60DRAFT_1633036 [Scenedesmus sp. NREL 46B-D3], KAF6266444.1 hypothetical protein COO60DRAFT_1669869 [Scenedesmus sp. NREL 46B-D3]	KAF8056469.1 rliB [Scenedesmus sp. PABB004]
OG0002467	KAF6259658.1 hypothetical protein COO60DRAFT_989348 [Scenedesmus sp. NREL 46B-D3], KAF6259656.1 hypothetical protein COO60DRAFT_989089 [Scenedesmus sp. NREL 46B-D3]	KAF8057642.1 ptpA [Scenedesmus sp. PABB004]
OG0002470	KAF6261051.1 SURF1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8058109.1 SURF1 [Scenedesmus sp. PABB004]
OG0002471	KAF6260228.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8063846.1 ABCC4 [Scenedesmus sp. PABB004]
OG0002472	KAF6262837.1 hypothetical protein COO60DRAFT_575314 [Scenedesmus sp. NREL 46B-D3]	KAF8057150.1 nrf1 [Scenedesmus sp. PABB004]
OG0002473	KAF6257096.1 RNA polymerase I-specific transcription initiation factor RRN3-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8064607.1 SEN1 [Scenedesmus sp. PABB004]
OG0002474	KAF6255116.1 tail-specific protease [Scenedesmus sp. NREL 46B-D3]	KAF8061390.1 CTPA3 [Scenedesmus sp. PABB004]
OG0002475	KAF6253387.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8071171.1 hrq1 [Scenedesmus sp. PABB004]
OG0002478	KAF6266813.1 hypothetical protein COO60DRAFT_15283 [Scenedesmus sp. NREL 46B-D3]	KAF8072855.1 hypothetical protein HT031_000515 [Scenedesmus sp. PABB004]
OG0002479	KAF6253698.1 ABC1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8059112.1 aarF domain-containing protein kinase [Scenedesmus sp. PABB004]
OG0002480	KAF6256442.1 UEV domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8068292.1 hypothetical protein HT031_001979 [Scenedesmus sp. PABB004]
OG0002482	KAF6258465.1 hypothetical protein COO60DRAFT_1622147 [Scenedesmus sp. NREL 46B-D3]	KAF8058848.1 RRP44A [Scenedesmus sp. PABB004]
OG0002483	KAF6260087.1 cytoplasmic DExD/H-box RNA helicase [Scenedesmus sp. NREL 46B-D3]	KAF8063758.1 DEAD-box ATP-dependent RNA helicase 6 [Scenedesmus sp. PABB004]
OG0002484	KAF6252568.1 protein phosphatase 2A regulatory B subunit [Scenedesmus sp. NREL 46B-D3]	KAF8060618.1 B'ETA [Scenedesmus sp. PABB004]
OG0002485	KAF6256267.1 dihydrolipoyllysine-residue acetyltransferase component of pyruvatedehydrogenase complex [Scenedesmus sp. NREL 46B-D3]	KAF8073201.1 Dbt [Scenedesmus sp. PABB004]
OG0002486	KAF6251337.1 FAD-linked oxidoreductase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8071105.1 hypothetical protein HT031_001187 [Scenedesmus sp. PABB004]
OG0002487	KAF6260359.1 Homocysteine S-methyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8073169.1 yitJ [Scenedesmus sp. PABB004]
OG0002489	KAF6248582.1 oligosaccharide biosynthesis protein Alg14-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8072414.1 Alg14 [Scenedesmus sp. PABB004]
OG0002490	KAF6266179.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	KAF8055723.1 utp15 [Scenedesmus sp. PABB004]
OG0002491	KAF6256700.1 Mu homology domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8070972.1 AP4M [Scenedesmus sp. PABB004]
OG0002492	KAF6264962.1 chloroplast photosystem I reaction center subunit III [Scenedesmus sp. NREL 46B-D3]	KAF8070867.1 hypothetical protein HT031_000948 [Scenedesmus sp. PABB004]
OG0002493	KAF6264315.1 coenzyme Q biosynthesis protein Coq4-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8060506.1 ubiquinone biosynthesis protein COQ4 [Scenedesmus sp. PABB004]
OG0002494	KAF6252365.1 hypothetical protein COO60DRAFT_1287118 [Scenedesmus sp. NREL 46B-D3]	KAF8073114.1 SPS1 [Scenedesmus sp. PABB004]
OG0002495	KAF6265167.1 hypothetical protein COO60DRAFT_1118639 [Scenedesmus sp. NREL 46B-D3]	KAF8055830.1 hypothetical protein HT031_006605 [Scenedesmus sp. PABB004], KAF8055829.1 MEP5 [Scenedesmus sp. PABB004]
OG0002496	KAF6250954.1 BT1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8060466.1 folate-biopterin transporter 1 [Scenedesmus sp. PABB004]
OG0002498	KAF6258986.1 hypothetical protein COO60DRAFT_1701047 [Scenedesmus sp. NREL 46B-D3]	KAF8073096.1 hypothetical protein HT031_000757 [Scenedesmus sp. PABB004]
OG0002500	KAF6252830.1 hypothetical protein COO60DRAFT_1704117 [Scenedesmus sp. NREL 46B-D3]	KAF8056143.1 hypothetical protein HT031_006494 [Scenedesmus sp. PABB004]
OG0002502	KAF6254200.1 NMDA receptor-regulated protein 1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8055089.1 NAA15 [Scenedesmus sp. PABB004]
OG0002503	KAF6260186.1 hypothetical protein COO60DRAFT_1700425 [Scenedesmus sp. NREL 46B-D3]	KAF8063834.1 RRP5 [Scenedesmus sp. PABB004]
OG0002504	KAF6264688.1 hypothetical protein COO60DRAFT_1483891 [Scenedesmus sp. NREL 46B-D3], KAF6264687.1 Elongator complex protein 4 [Scenedesmus sp. NREL 46B-D3]	KAF8067238.1 elp4 [Scenedesmus sp. PABB004]
OG0002505	KAF6262037.1 hypothetical protein COO60DRAFT_1625111 [Scenedesmus sp. NREL 46B-D3]	KAF8062659.1 SWC4 [Scenedesmus sp. PABB004]
OG0002506	KAF6263828.1 cation-transporting ATPase CA1 [Scenedesmus sp. NREL 46B-D3]	KAF8059661.1 CA1 [Scenedesmus sp. PABB004]
OG0002507	KAF6254417.1 hypothetical protein COO60DRAFT_323521 [Scenedesmus sp. NREL 46B-D3]	KAF8065963.1 rnf121 [Scenedesmus sp. PABB004]
OG0002508	KAF6256260.1 Serine/threonine-protein kinase RIO2 [Scenedesmus sp. NREL 46B-D3]	KAF8073207.1 rio2 [Scenedesmus sp. PABB004]
OG0002509	KAF6258007.1 La domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8055989.1 LA1 [Scenedesmus sp. PABB004]
OG0002511	KAF6254390.1 hypothetical protein COO60DRAFT_322494 [Scenedesmus sp. NREL 46B-D3], KAF6255105.1 hypothetical protein COO60DRAFT_249012 [Scenedesmus sp. NREL 46B-D3]	KAF8071351.1 AP2-3 [Scenedesmus sp. PABB004]
OG0002512	KAF6240403.1 hypothetical protein COO60DRAFT_1709046 [Scenedesmus sp. NREL 46B-D3], KAF6262161.1 hypothetical protein COO60DRAFT_1282800 [Scenedesmus sp. NREL 46B-D3]	KAF8071348.1 NIPSNAP3A [Scenedesmus sp. PABB004]
OG0002513	KAF6259279.1 acyl transferase/acyl hydrolase/lysophospholipase [Scenedesmus sp. NREL 46B-D3]	KAF8072786.1 serine/threonine-protein kinase [Scenedesmus sp. PABB004]
OG0002514	KAF6263895.1 hypothetical protein COO60DRAFT_1282023 [Scenedesmus sp. NREL 46B-D3]	KAF8066204.1 ycf42 [Scenedesmus sp. PABB004]
OG0002515	KAF6252972.1 hypothetical protein COO60DRAFT_478769 [Scenedesmus sp. NREL 46B-D3], KAF6263044.1 hypothetical protein COO60DRAFT_1492641 [Scenedesmus sp. NREL 46B-D3]	KAF8062050.1 MLO10 [Scenedesmus sp. PABB004]
OG0002516	KAF6264291.1 hypothetical protein COO60DRAFT_1634466 [Scenedesmus sp. NREL 46B-D3]	KAF8060519.1 Ycf53-like protein [Scenedesmus sp. PABB004]
OG0002517	KAF6256977.1 mediator of RNA polymerase II transcription subunit 31-like protein [Scenedesmus sp. NREL 46B-D3], KAF6252762.1 mediator of RNA polymerase II transcription subunit 31-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8068301.1 MED31 [Scenedesmus sp. PABB004]
OG0002518	KAF6263445.1 minichromosome maintenance protein 7 [Scenedesmus sp. NREL 46B-D3]	KAF8065482.1 MCM7 [Scenedesmus sp. PABB004]
OG0002519	KAF6257541.1 hypothetical protein COO60DRAFT_1701767 [Scenedesmus sp. NREL 46B-D3]	KAF8070961.1 GCN2 [Scenedesmus sp. PABB004]
OG0002521	KAF6263058.1 ABC family transporter_ mitochondrial ATM1-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8062057.1 ATM1 [Scenedesmus sp. PABB004]
OG0002522	KAF6258698.1 ribosomal protein L22/L17 [Scenedesmus sp. NREL 46B-D3]	KAF8066239.1 mrpl22 [Scenedesmus sp. PABB004]
OG0002525	KAF6255703.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8057751.1 DIM1A [Scenedesmus sp. PABB004]
OG0002527	KAF6260560.1 nucleosome remodeling factor [Scenedesmus sp. NREL 46B-D3]	KAF8071266.1 FLA10 [Scenedesmus sp. PABB004]
OG0002528	KAF6264724.1 hypothetical protein COO60DRAFT_17324 [Scenedesmus sp. NREL 46B-D3], KAF6264722.1 Peroxin-3 [Scenedesmus sp. NREL 46B-D3]	KAF8065730.1 VAC8 [Scenedesmus sp. PABB004], KAF8065727.1 hypothetical protein HT031_002787 [Scenedesmus sp. PABB004]
OG0002529	KAF6256644.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8061991.1 hypothetical protein HT031_004251 [Scenedesmus sp. PABB004]
OG0002530	KAF6263780.1 ABC1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8059681.1 ABC1 [Scenedesmus sp. PABB004]
OG0002531	KAF6266417.1 hypothetical protein COO60DRAFT_1474816 [Scenedesmus sp. NREL 46B-D3], KAF6253685.1 hypothetical protein COO60DRAFT_397361 [Scenedesmus sp. NREL 46B-D3]	KAF8059114.1 DJC76 [Scenedesmus sp. PABB004]
OG0002532	KAF6264917.1 NADPH-dependent thioredoxin reductase [Scenedesmus sp. NREL 46B-D3]	KAF8070898.1 hypothetical protein HT031_000979 [Scenedesmus sp. PABB004]
OG0002533	KAF6263619.1 Catenin-beta-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8072625.1 Ctnnbl1 [Scenedesmus sp. PABB004]
OG0002534	KAF6258051.1 oxoglutarate_malate antiporter [Scenedesmus sp. NREL 46B-D3]	KAF8062911.1 DIT1 [Scenedesmus sp. PABB004]
OG0002536	KAF6250362.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8067431.1 RPT5A [Scenedesmus sp. PABB004]
OG0002538	KAF6263625.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8072622.1 RFC3 [Scenedesmus sp. PABB004]
OG0002539	KAF6261170.1 GRIM-19 [Scenedesmus sp. NREL 46B-D3]	KAF8055944.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B [Scenedesmus sp. PABB004]
OG0002540	KAF6264746.1 HI0933-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8064619.1 ytfP [Scenedesmus sp. PABB004]
OG0002541	KAF6254215.1 14-3-3-like protein-related protein [Scenedesmus sp. NREL 46B-D3]	KAF8065812.1 14-3-3-like protein [Scenedesmus sp. PABB004]
OG0002543	KAF6266364.1 asparagine synthase [Scenedesmus sp. NREL 46B-D3]	KAF8057918.1 hypothetical protein HT031_005864 [Scenedesmus sp. PABB004]
OG0002544	KAF6255763.1 TLC ATP/ADP transporter-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8061398.1 AATP1 [Scenedesmus sp. PABB004]
OG0002545	KAF6254447.1 hypothetical protein COO60DRAFT_1703337 [Scenedesmus sp. NREL 46B-D3]	KAF8067272.1 ARA1 [Scenedesmus sp. PABB004]
OG0002546	KAF6261562.1 hypothetical protein COO60DRAFT_1699757 [Scenedesmus sp. NREL 46B-D3]	KAF8063670.1 RECQL4A [Scenedesmus sp. PABB004]
OG0002547	KAF6264668.1 plastid/chloroplast ribosomal protein S10 [Scenedesmus sp. NREL 46B-D3]	KAF8067280.1 RPS10 [Scenedesmus sp. PABB004]
OG0002548	KAF6260024.1 hypothetical protein COO60DRAFT_1625888 [Scenedesmus sp. NREL 46B-D3]	KAF8062927.1 recG [Scenedesmus sp. PABB004]
OG0002549	KAF6258475.1 translation protein [Scenedesmus sp. NREL 46B-D3]	KAF8058895.1 RPL3B [Scenedesmus sp. PABB004]
OG0002551	KAF6254558.1 peptidylprolyl isomerase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8068349.1 CYP59 [Scenedesmus sp. PABB004]
OG0002552	KAF6251481.1 cupin-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6251485.1 hypothetical protein COO60DRAFT_611308 [Scenedesmus sp. NREL 46B-D3]	KAF8072806.1 jmj4 [Scenedesmus sp. PABB004]
OG0002553	KAF6255216.1 charged multivesicular body protein 5 [Scenedesmus sp. NREL 46B-D3]	KAF8068222.1 VPS60-2 [Scenedesmus sp. PABB004]
OG0002554	KAF6259075.1 hypothetical protein COO60DRAFT_1053443 [Scenedesmus sp. NREL 46B-D3], KAF6259076.1 hypothetical protein COO60DRAFT_1053395 [Scenedesmus sp. NREL 46B-D3]	KAF8062006.1 pol5 [Scenedesmus sp. PABB004]
OG0002555	KAF6266132.1 wee1 kinase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8055746.1 WEE1 [Scenedesmus sp. PABB004]
OG0002556	KAF6248578.1 hypothetical protein COO60DRAFT_1648754 [Scenedesmus sp. NREL 46B-D3], KAF6253800.1 hypothetical protein COO60DRAFT_1667543 [Scenedesmus sp. NREL 46B-D3]	KAF8071380.1 LPA1 [Scenedesmus sp. PABB004]
OG0002557	KAF6260609.1 ubiquitin conjugating enzyme E2 [Scenedesmus sp. NREL 46B-D3]	KAF8058086.1 UBC7 [Scenedesmus sp. PABB004]
OG0002558	KAF6260967.1 hypothetical protein COO60DRAFT_1700062 [Scenedesmus sp. NREL 46B-D3]	KAF8072745.1 PPD3 [Scenedesmus sp. PABB004]
OG0002559	KAF6266451.1 hypothetical protein COO60DRAFT_1633044 [Scenedesmus sp. NREL 46B-D3]	KAF8056464.1 TFB1-3 [Scenedesmus sp. PABB004]
OG0002561	KAF6258528.1 eukaryotic porin/Tom40 [Scenedesmus sp. NREL 46B-D3]	KAF8056756.1 TOM40-2 [Scenedesmus sp. PABB004]
OG0002562	KAF6254985.1 ribosomal RNA methyltransferase FtsJ domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8058916.1 rlmE [Scenedesmus sp. PABB004]
OG0002563	KAF6262683.1 hypothetical protein COO60DRAFT_1699128 [Scenedesmus sp. NREL 46B-D3]	KAF8058445.1 hypothetical protein HT031_005569 [Scenedesmus sp. PABB004]
OG0002564	KAF6252289.1 hypothetical protein COO60DRAFT_542235 [Scenedesmus sp. NREL 46B-D3]	KAF8062696.1 hypothetical protein HT031_004025 [Scenedesmus sp. PABB004]
OG0002565	KAF6252623.1 hypothetical protein COO60DRAFT_1704189 [Scenedesmus sp. NREL 46B-D3]	KAF8065634.1 BUD31-like protein [Scenedesmus sp. PABB004]
OG0002567	KAF6264453.1 organic solute transporter Ostalpha-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6264450.1 organic solute transporter Ostalpha-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8072632.1 hypothetical protein HT031_000292 [Scenedesmus sp. PABB004]
OG0002568	KAF6264667.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	KAF8067281.1 hypothetical protein HT031_002328 [Scenedesmus sp. PABB004]
OG0002569	KAF6266501.1 hypothetical protein COO60DRAFT_1632621 [Scenedesmus sp. NREL 46B-D3]	KAF8073008.1 Gtpbp1 [Scenedesmus sp. PABB004]
OG0002570	KAF6259331.1 ribosome biogenesis protein Nop16 [Scenedesmus sp. NREL 46B-D3]	KAF8065911.1 hypothetical protein HT031_002972 [Scenedesmus sp. PABB004]
OG0002571	KAF6266622.1 E2F/DP family winged-helix DNA-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8072945.1 E2FB [Scenedesmus sp. PABB004]
OG0002572	KAF6252228.1 hypothetical protein COO60DRAFT_1644237 [Scenedesmus sp. NREL 46B-D3]	KAF8054985.1 MTX1 [Scenedesmus sp. PABB004]
OG0002573	KAF6261763.1 hypothetical protein COO60DRAFT_1636588 [Scenedesmus sp. NREL 46B-D3]	KAF8062960.1 hypothetical protein HT031_003799 [Scenedesmus sp. PABB004]
OG0002574	KAF6266541.1 DNA polymerase epsilon catalytic subunit A [Scenedesmus sp. NREL 46B-D3]	KAF8072990.1 POL2A [Scenedesmus sp. PABB004]
OG0002577	KAF6257032.1 component of cytosolic 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3]	KAF8059167.1 RPS4 [Scenedesmus sp. PABB004]
OG0002578	KAF6257595.1 hypothetical protein COO60DRAFT_1210988 [Scenedesmus sp. NREL 46B-D3], KAF6257592.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	KAF8072451.1 hypothetical protein HT031_000110 [Scenedesmus sp. PABB004]
OG0002579	KAF6265029.1 hypothetical protein COO60DRAFT_1697924 [Scenedesmus sp. NREL 46B-D3]	KAF8062074.1 MCC1 [Scenedesmus sp. PABB004]
OG0002580	KAF6265971.1 hypothetical protein COO60DRAFT_1477166 [Scenedesmus sp. NREL 46B-D3]	KAF8071093.1 ME6 [Scenedesmus sp. PABB004]
