Orthogroup	Micractinium_SAG24180	Scenedesmus_NREL
OG0002937	PSC69143.1 tRNA _guanine-N_7_-_-methyltransferase [Micractinium conductrix]	KAF6265622.1 guanine-N-7 methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0002938	PSC72333.1 dr1-associated corepressor isoform X1 [Micractinium conductrix]	KAF6252925.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002939	PSC73661.1 dual specificity phosphatase CDC14A isoform X2 [Micractinium conductrix]	KAF6263166.1 cell division cycle protein 14_ partial [Scenedesmus sp. NREL 46B-D3]
OG0002940	PSC72126.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-B-like [Micractinium conductrix]	KAF6262929.1 hypothetical protein COO60DRAFT_1699063 [Scenedesmus sp. NREL 46B-D3]
OG0002941	PSC73753.1 ruvB 1 [Micractinium conductrix]	KAF6250571.1 pontin [Scenedesmus sp. NREL 46B-D3]
OG0002942	PSC77071.1 hypothetical protein C2E20_0398 [Micractinium conductrix]	KAF6254128.1 hypothetical protein COO60DRAFT_1622500 [Scenedesmus sp. NREL 46B-D3]
OG0002943	PSC68851.1 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase mitochondrial [Micractinium conductrix]	KAF6252780.1 pyruvate dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0002944	PSC75868.1 ABC transporter B family member chloroplastic [Micractinium conductrix]	KAF6258293.1 ABC transporter type 1_ transmembrane domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002945	PSC75564.1 vacuolar -sorting-associated 11-like protein [Micractinium conductrix]	KAF6259419.1 hypothetical protein COO60DRAFT_1008906 [Scenedesmus sp. NREL 46B-D3]
OG0002946	PSC76836.1 U3 small nucleolar RNA-associated 21-like protein [Micractinium conductrix]	KAF6265106.1 WD40 repeat-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002947	PSC73552.1 Splicing factor U2AF-associated 2 [Micractinium conductrix]	KAF6258235.1 hypothetical protein COO60DRAFT_1701416 [Scenedesmus sp. NREL 46B-D3]
OG0002948	PSC68829.1 FAM63A-like isoform X2 [Micractinium conductrix]	KAF6265489.1 hypothetical protein COO60DRAFT_1457089 [Scenedesmus sp. NREL 46B-D3]
OG0002949	PSC76586.1 flagellar basal body [Micractinium conductrix]	KAF6265186.1 flagellar/basal body protein [Scenedesmus sp. NREL 46B-D3], KAF6252093.1 flagellar/basal body protein [Scenedesmus sp. NREL 46B-D3]
OG0002950	PSC72157.1 structural maintenance of chromosomes 4 [Micractinium conductrix]	KAF6251363.1 RecF/RecN/SMC [Scenedesmus sp. NREL 46B-D3]
OG0002951	PSC75191.1 phosphoinositide phosphatase SAC1 [Micractinium conductrix]	KAF6261283.1 SAC domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002952	PSC74438.1 glutamyl-tRNA_Gln_ amidotransferase subunit chloroplastic mitochondrial [Micractinium conductrix]	KAF6265921.1 glutamyl tRNA amidotransferase_ subunit A [Scenedesmus sp. NREL 46B-D3]
OG0002953	PSC75640.1 Protoporphyrinogen oxidase chloroplastic [Micractinium conductrix]	KAF6265212.1 amine oxidase [Scenedesmus sp. NREL 46B-D3]
OG0002954	PSC72248.1 40S ribosomal S24 [Micractinium conductrix]	KAF6256710.1 ribosomal protein L23/L15e core domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002956	PSC68878.1 structural maintenance of chromosomes 3 [Micractinium conductrix]	KAF6265896.1 RecF/RecN/SMC [Scenedesmus sp. NREL 46B-D3]
OG0002957	PSC73929.1 HEAT repeat-containing 5B isoform X2 [Micractinium conductrix]	KAF6257607.1 hypothetical protein COO60DRAFT_1701744 [Scenedesmus sp. NREL 46B-D3]
OG0002958	PSC75965.1 splicing factor_ arginine serine-rich 8_ isoform B [Micractinium conductrix], PSC75964.1 splicing factor_ arginine serine-rich 8_ isoform A [Micractinium conductrix]	KAF6260417.1 hypothetical protein COO60DRAFT_890406 [Scenedesmus sp. NREL 46B-D3], KAF6251984.1 hypothetical protein COO60DRAFT_1704512 [Scenedesmus sp. NREL 46B-D3]
OG0002959	PSC70632.1 isoleucine-tRNA ligase [Micractinium conductrix]	KAF6255787.1 tRNA synthetases class I-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002960	PSC73428.1 DNA-directed RNA polymerase III subunit RPC2 [Micractinium conductrix]	KAF6258408.1 DNA-directed RNA polymerase III_ subunit 2 [Scenedesmus sp. NREL 46B-D3]
OG0002961	PSC73465.1 Methionine aminopeptidase 1A [Micractinium conductrix]	KAF6250379.1 methionine aminopeptidase [Scenedesmus sp. NREL 46B-D3]
OG0002962	PSC69885.1 Rab GDP dissociation inhibitor [Micractinium conductrix]	KAF6266723.1 GDP dissociation inhibitor [Scenedesmus sp. NREL 46B-D3]
OG0002963	PSC69402.1 symplekin isoform X2 [Micractinium conductrix]	KAF6263116.1 Symplekin tight junction protein C terminal-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6263117.1 hypothetical protein COO60DRAFT_1671782 [Scenedesmus sp. NREL 46B-D3]
OG0002964	PSC69861.1 DNA-binding BIN4-like isoform B [Micractinium conductrix], PSC69862.1 DNA-binding BIN4-like isoform A [Micractinium conductrix]	KAF6247880.1 hypothetical protein COO60DRAFT_1135630 [Scenedesmus sp. NREL 46B-D3], KAF6251998.1 hypothetical protein COO60DRAFT_566783 [Scenedesmus sp. NREL 46B-D3]
OG0002965	PSC69979.1 putative ATP-dependent RNA helicase DDX11 [Micractinium conductrix]	KAF6266543.1 helicase C-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002966	PSC69333.1 2-oxoglutarate _2OG_ and Fe_II_-dependent oxygenase superfamily [Micractinium conductrix]	KAF6255536.1 hypothetical protein COO60DRAFT_1702779 [Scenedesmus sp. NREL 46B-D3], KAF6255538.1 hypothetical protein COO60DRAFT_1702781 [Scenedesmus sp. NREL 46B-D3]
OG0002967	PSC69050.1 Ribosomal RNA large subunit methyltransferase N [Micractinium conductrix], PSC70785.1 radical SAM domain-containing [Micractinium conductrix]	KAF6260598.1 hypothetical protein COO60DRAFT_1269332 [Scenedesmus sp. NREL 46B-D3]
OG0002968	PSC67232.1 putative mitochondrial import inner membrane translocase subunit TIM21 isoform A [Micractinium conductrix], PSC67233.1 putative mitochondrial import inner membrane translocase subunit TIM21 isoform B [Micractinium conductrix]	KAF6266491.1 TIM21-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002970	PSC73032.1 sulfite mitochondrial [Micractinium conductrix]	KAF6255175.1 sulfite oxidase [Scenedesmus sp. NREL 46B-D3]
OG0002971	PSC73122.1 cornichon-like protein 1 [Micractinium conductrix]	KAF6254970.1 hypothetical protein COO60DRAFT_1537822 [Scenedesmus sp. NREL 46B-D3]
OG0002972	PSC73152.1 aldehyde dehydrogenase 22A1-like isoform X1 [Micractinium conductrix]	KAF6261900.1 Aldehyde/histidinol dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0002973	PSC73113.1 chromatin modification-related EAF1 B isoform X1 [Micractinium conductrix]	KAF6262146.1 hypothetical protein COO60DRAFT_675450 [Scenedesmus sp. NREL 46B-D3]
OG0002974	PSC73996.1 glycerol-3-phosphate acyltransferase 3-like [Micractinium conductrix]	KAF6257017.1 hypothetical protein COO60DRAFT_1526229 [Scenedesmus sp. NREL 46B-D3]
OG0002975	PSC75241.1 Phosphoribosylformylglycinamidine cyclo-chloroplastic mitochondrial [Micractinium conductrix]	KAF6266737.1 phosphoribosylformylglycinamidine cyclo-ligase [Scenedesmus sp. NREL 46B-D3]
OG0002977	PSC76822.1 Serine threonine-kinase SRK2E [Micractinium conductrix]	KAF6265078.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002978	PSC74346.1 general transcription factor IIH subunit 3 [Micractinium conductrix]	KAF6266389.1 transcription factor Tfb4-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266391.1 VTC domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002979	PSC74330.1 thioredoxin domain-containing 5 [Micractinium conductrix]	KAF6254016.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002980	PSC74355.1 phosphoethanolamine N-methyltransferase 1-like [Micractinium conductrix]	KAF6264581.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0002981	PSC74524.1 ARM repeat-containing [Micractinium conductrix]	KAF6254101.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]
OG0002982	PSC75181.1 FG-GAP repeat-containing family [Micractinium conductrix]	KAF6251129.1 hypothetical protein COO60DRAFT_1705044 [Scenedesmus sp. NREL 46B-D3]
OG0002983	PSC73531.1 COP9 signalosome complex subunit 3 [Micractinium conductrix]	KAF6258354.1 hypothetical protein COO60DRAFT_1701346 [Scenedesmus sp. NREL 46B-D3]
OG0002984	PSC74051.1 putative zinc metalloprotease chloroplastic [Micractinium conductrix]	KAF6265833.1 membrane associated metalloprotease [Scenedesmus sp. NREL 46B-D3]
OG0002985	PSC72793.1 60S ribosomal L17-2 [Micractinium conductrix]	KAF6253123.1 ribosomal protein L17 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]
OG0002986	PSC72790.1 Splicing factor isoform 1 [Micractinium conductrix]	KAF6259385.1 splicing factor_ CC1-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002987	PSC71204.1 IST1-like protein [Micractinium conductrix]	KAF6264735.1 regulator of Vps4 activity in the MVB pathway-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002988	PSC71301.1 NADH dehydrogenase _ubiquinone_ complex assembly factor 6 [Micractinium conductrix]	KAF6263000.1 isoprenoid synthase domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002989	PSC76843.1 stress regulated isoform 3 [Micractinium conductrix]	KAF6255000.1 hypothetical protein COO60DRAFT_1641869 [Scenedesmus sp. NREL 46B-D3], KAF6254596.1 hypothetical protein COO60DRAFT_1539727 [Scenedesmus sp. NREL 46B-D3]
OG0002990	PSC72898.1 Phosphoenolpyruvate phosphate translocator chloroplastic [Micractinium conductrix]	KAF6258103.1 putative phosphate/phosphoenolpyruvate translocator precursor [Scenedesmus sp. NREL 46B-D3]
OG0002991	PSC72801.1 chromatin-remodeling complex ATPase chain [Micractinium conductrix]	KAF6258327.1 SNF2 family N-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002992	PSC72701.1 tRNA _uracil-5-_-methyltransferase [Micractinium conductrix]	KAF6260658.1 hypothetical protein COO60DRAFT_1269318 [Scenedesmus sp. NREL 46B-D3]
OG0002993	PSC72910.1 seed maturation family [Micractinium conductrix], PSC76871.1 hypothetical protein C2E20_0717 [Micractinium conductrix]	KAF6260043.1 hypothetical protein COO60DRAFT_1700504 [Scenedesmus sp. NREL 46B-D3]
OG0002994	PSC71362.1 DNA replication complex GINS PSF2 [Micractinium conductrix]	KAF6259391.1 GINS complex_ Psf2 component [Scenedesmus sp. NREL 46B-D3]
OG0002995	PSC68557.1 Charged multivesicular body 1 [Micractinium conductrix]	KAF6252468.1 hypothetical protein COO60DRAFT_1552963 [Scenedesmus sp. NREL 46B-D3], KAF6250456.1 subunit of the ESCRT-III complex [Scenedesmus sp. NREL 46B-D3]
OG0002996	PSC74043.1 GNAT family N-acetyltransferase [Micractinium conductrix]	KAF6265841.1 acyl-CoA N-acyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0002997	PSC74141.1 amino acid transporter [Micractinium conductrix]	KAF6264352.1 hypothetical protein COO60DRAFT_177404 [Scenedesmus sp. NREL 46B-D3]
OG0002998	PSC71893.1 Vanillate O-demethylase oxygenase subunit [Micractinium conductrix]	KAF6265516.1 hypothetical protein COO60DRAFT_1623882 [Scenedesmus sp. NREL 46B-D3], KAF6263226.1 hypothetical protein COO60DRAFT_1267627 [Scenedesmus sp. NREL 46B-D3]
OG0003001	PSC71810.1 pyruvate dehydrogenase [Micractinium conductrix], PSC71771.1 hypothetical protein C2E20_4890 [Micractinium conductrix]	KAF6252770.1 hypothetical protein COO60DRAFT_1643734 [Scenedesmus sp. NREL 46B-D3], KAF6252769.1 hypothetical protein COO60DRAFT_1463523 [Scenedesmus sp. NREL 46B-D3]
OG0003002	PSC71840.1 ABC transporter B family member mitochondrial [Micractinium conductrix]	KAF6257884.1 hypothetical protein COO60DRAFT_1639576 [Scenedesmus sp. NREL 46B-D3]
OG0003003	PSC68528.1 U4 tri-snRNP-associated 1 [Micractinium conductrix]	KAF6260794.1 SART-1 protein [Scenedesmus sp. NREL 46B-D3]
OG0003004	PSC74708.1 branchpoint-bridging -like [Micractinium conductrix]	KAF6255182.1 hypothetical protein COO60DRAFT_1702945 [Scenedesmus sp. NREL 46B-D3], KAF6262591.1 hypothetical protein COO60DRAFT_1699170_ partial [Scenedesmus sp. NREL 46B-D3]
OG0003005	PSC74433.1 putative fructose-bisphosphate aldolase chloroplastic [Micractinium conductrix]	KAF6255847.1 fructose-bisphosphate aldolase 1_ chloroplastic [Scenedesmus sp. NREL 46B-D3]
OG0003006	PSC68551.1 Peroxisome biogenesis 7 [Micractinium conductrix]	KAF6266775.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0003007	PSC74917.1 60S ribosomal L13-2 [Micractinium conductrix]	KAF6257275.1 ribosomal protein L13e [Scenedesmus sp. NREL 46B-D3]
OG0003008	PSC68543.1 glutamyl-trna reductase [Micractinium conductrix]	KAF6264516.1 glutamyl-tRNA reductase precursor [Scenedesmus sp. NREL 46B-D3]
OG0003009	PSC74135.1 p21-activated kinase-interacting 1-like [Micractinium conductrix]	KAF6254299.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0003010	PSC70823.1 YCII-related [Micractinium conductrix], PSC68425.1 hypothetical protein C2E20_7958 [Micractinium conductrix]	KAF6263883.1 hypothetical protein COO60DRAFT_1267257_ partial [Scenedesmus sp. NREL 46B-D3]
OG0003012	PSC67853.1 ABC transporter ATP-binding permease [Micractinium conductrix]	KAF6251556.1 hypothetical protein COO60DRAFT_1644889 [Scenedesmus sp. NREL 46B-D3], KAF6256948.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6266630.1 hypothetical protein COO60DRAFT_7107 [Scenedesmus sp. NREL 46B-D3]
OG0003013	PSC71770.1 zeaxanthin epoxidase [Micractinium conductrix]	KAF6258370.1 zeaxanthin epoxidase precursor [Scenedesmus sp. NREL 46B-D3]
OG0003014	PSC73984.1 116 kDa U5 small nuclear ribonucleo component-like [Micractinium conductrix]	KAF6263582.1 elongation factor EF-Tu-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003015	PSC73346.1 anaphase-promoting complex subunit 6 [Micractinium conductrix]	KAF6256091.1 hypothetical protein COO60DRAFT_1471149 [Scenedesmus sp. NREL 46B-D3]
OG0003016	PSC74095.1 phosphatase 2C isoform B [Micractinium conductrix], PSC74096.1 phosphatase 2C isoform A [Micractinium conductrix]	KAF6255979.1 protein phosphatase 2C [Scenedesmus sp. NREL 46B-D3]
OG0003017	PSC74627.1 low molecular mass early light-induced [Micractinium conductrix]	KAF6255183.1 low molecular mass early light-induced protein [Scenedesmus sp. NREL 46B-D3]
OG0003018	PSC68533.1 vacuolar sorting-associated VTA1-like protein [Micractinium conductrix]	KAF6254768.1 Vta1 like-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003019	PSC70683.1 Histone acetyltransferase type B catalytic subunit [Micractinium conductrix]	KAF6252193.1 acyl-CoA N-acyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0003020	PSC67458.1 hypothetical protein C2E20_8870 [Micractinium conductrix]	KAF6254051.1 hypothetical protein COO60DRAFT_1543504 [Scenedesmus sp. NREL 46B-D3]
OG0003021	PSC71280.1 N-glycosylase DNA lyase OGG1 [Micractinium conductrix], PSC71264.1 N-glycosylase DNA lyase [Micractinium conductrix]	KAF6257942.1 DNA glycosylase [Scenedesmus sp. NREL 46B-D3]
OG0003023	PSC74646.1 Glyceraldehyde-3-phosphate dehydrogenase chloroplastic [Micractinium conductrix]	KAF6266265.1 chloroplast glyceraldehyde-3-phosphate dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0003024	PSC71292.1 ATP-binding cassette sub-family B member 9 [Micractinium conductrix]	KAF6250718.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0003025	PSC70245.1 Eukaryotic translation initiation factor 3 subunit E [Micractinium conductrix]	KAF6258924.1 eIF3 subunit 6 N terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003027	PSC73641.1 AP-2 complex subunit mu [Micractinium conductrix]	KAF6254553.1 hypothetical protein COO60DRAFT_1703247 [Scenedesmus sp. NREL 46B-D3]
OG0003028	PSC74644.1 3-oxoacyl-ACP synthase [Micractinium conductrix]	KAF6262391.1 thiolase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003029	PSC71469.1 WD40 repeat [Micractinium conductrix]	KAF6265288.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0003030	PSC75264.1 3-isopropylmalate dehydratase large subunit-like [Micractinium conductrix]	KAF6266247.1 large subunit of isopropylmalate dehydratase [Scenedesmus sp. NREL 46B-D3]
OG0003031	PSC69171.1 Chloroplast envelope membrane [Micractinium conductrix]	KAF6262394.1 Nop14-like family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003032	PSC76464.1 START-like domain [Micractinium conductrix]	KAF6265648.1 hypothetical protein COO60DRAFT_866003 [Scenedesmus sp. NREL 46B-D3]
OG0003033	PSC69774.1 glycerol-3-phosphate dehydrogenase [Micractinium conductrix]	KAF6265825.1 NAD-dependent glycerol-3-phosphate dehydrogenase [Scenedesmus sp. NREL 46B-D3], KAF6266827.1 NAD-dependent glycerol-3-phosphate dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0003035	PSC73879.1 putative 1-acylglycerol-3-phosphate O-acyltransferase [Micractinium conductrix]	KAF6266374.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0003036	PSC69839.1 gamma carbonic anhydrase mitochondrial [Micractinium conductrix]	KAF6250867.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0003037	PSC71441.1 Meiotic recombination SPO11-2 [Micractinium conductrix]	KAF6253724.1 Spo11/DNA topoisomerase VI subunit A [Scenedesmus sp. NREL 46B-D3]
OG0003038	PSC76305.1 hypothetical protein C2E20_0298 [Micractinium conductrix]	KAF6255517.1 hypothetical protein COO60DRAFT_1702769 [Scenedesmus sp. NREL 46B-D3]
OG0003039	PSC68938.1 LOV domain-containing [Micractinium conductrix]	KAF6266176.1 PAS domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003040	PSC69740.1 CHROMATIN REMODELING 19 [Micractinium conductrix]	KAF6259017.1 SNF2 family N-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003041	PSC69180.1 hypothetical protein C2E20_7357 [Micractinium conductrix]	KAF6261694.1 hypothetical protein COO60DRAFT_1268542 [Scenedesmus sp. NREL 46B-D3]
OG0003042	PSC71404.1 ER membrane complex subunit 1 [Micractinium conductrix]	KAF6258674.1 hypothetical protein COO60DRAFT_1517822 [Scenedesmus sp. NREL 46B-D3]
OG0003043	PSC74368.1 nucleotide-diphospho-sugar transferase domain [Micractinium conductrix]	KAF6250938.1 hypothetical protein COO60DRAFT_709067 [Scenedesmus sp. NREL 46B-D3]
OG0003044	PSC71398.1 ATP-dependent helicase deoxyribonuclease subunit B [Micractinium conductrix]	KAF6259299.1 hypothetical protein COO60DRAFT_1024087 [Scenedesmus sp. NREL 46B-D3]
OG0003045	PSC72732.1 Origin recognition complex subunit 5 [Micractinium conductrix]	KAF6256963.1 origin recognition complex subunit 5 C-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003046	PSC76396.1 sulfate ABC transporter ATP-binding [Micractinium conductrix]	KAF6258780.1 chloroplast ATP-binding protein [Scenedesmus sp. NREL 46B-D3]
OG0003047	PSC70247.1 chromatin remodeling complex [Micractinium conductrix]	KAF6256131.1 hypothetical protein COO60DRAFT_144187 [Scenedesmus sp. NREL 46B-D3], KAF6256132.1 hypothetical protein COO60DRAFT_144260 [Scenedesmus sp. NREL 46B-D3]
OG0003048	PSC69792.1 arginine N-methyltransferase [Micractinium conductrix]	KAF6257552.1 protein arginine N-methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0003049	PSC76990.1 phosphatidate cytidylyltransferase-like [Micractinium conductrix]	KAF6255369.1 phosphatidate cytidylyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0003050	PSC73783.1 Zinc phosphodiesterase ELAC 1 [Micractinium conductrix]	KAF6259441.1 hypothetical protein COO60DRAFT_1700842 [Scenedesmus sp. NREL 46B-D3]
OG0003051	PSC69797.1 Angio-associated migratory cell [Micractinium conductrix]	KAF6258939.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0003052	PSC68951.1 glycerate dehydrogenase [Micractinium conductrix]	KAF6263945.1 hypothetical protein COO60DRAFT_310658 [Scenedesmus sp. NREL 46B-D3]
OG0003053	PSC69825.1 von Willebrand type A [Micractinium conductrix]	KAF6257774.1 hypothetical protein COO60DRAFT_1701668 [Scenedesmus sp. NREL 46B-D3]
