Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_Vulgaris2111P
OG0002880	EIE19235.1 hypothetical protein COCSUDRAFT_49062 [Coccomyxa subellipsoidea C-169]	KAI3424213.1 hypothetical protein D9Q98_009569 [Chlorella vulgaris]
OG0002881	EIE19001.1 hypothetical protein COCSUDRAFT_31546 [Coccomyxa subellipsoidea C-169]	KAI3430545.1 hypothetical protein D9Q98_005138 [Chlorella vulgaris]
OG0002882	EIE19350.1 class I glutamine amidotransferase-like protein [Coccomyxa subellipsoidea C-169]	KAI3428556.1 hypothetical protein D9Q98_007378 [Chlorella vulgaris]
OG0002883	EIE24728.1 hypothetical protein COCSUDRAFT_14199_ partial [Coccomyxa subellipsoidea C-169]	KAI3430593.1 hypothetical protein D9Q98_005186 [Chlorella vulgaris]
OG0002884	EIE20919.1 putative DNAJA5 protein_ partial [Coccomyxa subellipsoidea C-169]	KAI3426024.1 hypothetical protein D9Q98_007992 [Chlorella vulgaris]
OG0002885	EIE20753.1 hypothetical protein COCSUDRAFT_48393 [Coccomyxa subellipsoidea C-169]	KAI3425895.1 hypothetical protein D9Q98_007868 [Chlorella vulgaris]
OG0002886	EIE27618.1 PSS-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3437784.1 hypothetical protein D9Q98_000231 [Chlorella vulgaris]
OG0002887	EIE20879.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3425722.1 hypothetical protein D9Q98_007698 [Chlorella vulgaris]
OG0002888	EIE20966.1 hypothetical protein COCSUDRAFT_83525 [Coccomyxa subellipsoidea C-169]	KAI3425996.1 hypothetical protein D9Q98_007964 [Chlorella vulgaris]
OG0002889	EIE20681.1 hypothetical protein COCSUDRAFT_67180 [Coccomyxa subellipsoidea C-169]	KAI3425968.1 hypothetical protein D9Q98_007936 [Chlorella vulgaris]
OG0002890	EIE25631.1 hypothetical protein COCSUDRAFT_83638_ partial [Coccomyxa subellipsoidea C-169]	KAI3437570.1 hypothetical protein D9Q98_000023 [Chlorella vulgaris]
OG0002891	EIE21758.1 heme peroxidase [Coccomyxa subellipsoidea C-169]	KAI3430987.1 hypothetical protein D9Q98_009390 [Chlorella vulgaris]
OG0002892	EIE26464.1 phosphoribulokinase [Coccomyxa subellipsoidea C-169]	KAI3426031.1 hypothetical protein D9Q98_007999 [Chlorella vulgaris]
OG0002893	EIE24848.1 hypothetical protein COCSUDRAFT_28397 [Coccomyxa subellipsoidea C-169]	KAI3437571.1 hypothetical protein D9Q98_000024 [Chlorella vulgaris]
OG0002894	EIE27429.1 hypothetical protein COCSUDRAFT_64224 [Coccomyxa subellipsoidea C-169]	KAI3437562.1 hypothetical protein D9Q98_000015 [Chlorella vulgaris]
OG0002895	EIE22401.1 tRNA pseudouridine synthase_ partial [Coccomyxa subellipsoidea C-169]	KAI3425910.1 hypothetical protein D9Q98_007882 [Chlorella vulgaris]
OG0002896	EIE23034.1 ABC1-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3428555.1 hypothetical protein D9Q98_007377 [Chlorella vulgaris]
OG0002897	EIE20646.1 hypothetical protein COCSUDRAFT_4424_ partial [Coccomyxa subellipsoidea C-169], EIE20645.1 hypothetical protein COCSUDRAFT_18360 [Coccomyxa subellipsoidea C-169]	KAI3426012.1 hypothetical protein D9Q98_007980 [Chlorella vulgaris]
OG0002898	EIE26745.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	KAI3435492.1 hypothetical protein D9Q98_001558 [Chlorella vulgaris]
OG0002899	EIE26114.1 DAO-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3431384.1 hypothetical protein D9Q98_004438 [Chlorella vulgaris]
OG0002900	EIE22087.1 hypothetical protein COCSUDRAFT_16982 [Coccomyxa subellipsoidea C-169]	KAI3431405.1 hypothetical protein D9Q98_004458 [Chlorella vulgaris]
OG0002901	EIE25936.1 hypothetical protein COCSUDRAFT_60940 [Coccomyxa subellipsoidea C-169]	KAI3431394.1 hypothetical protein D9Q98_004448 [Chlorella vulgaris]
OG0002902	EIE23484.1 protein serine/threonine phosphatase 2C [Coccomyxa subellipsoidea C-169]	KAI3431339.1 hypothetical protein D9Q98_004396 [Chlorella vulgaris]
OG0002903	EIE25470.1 DsbD-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3438848.1 hypothetical protein D9Q98_001265 [Chlorella vulgaris]
OG0002904	EIE26007.1 DUF1692-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3431420.1 hypothetical protein D9Q98_004473 [Chlorella vulgaris]
OG0002905	EIE25898.1 hypothetical protein COCSUDRAFT_52611 [Coccomyxa subellipsoidea C-169]	KAI3431445.1 hypothetical protein D9Q98_004497 [Chlorella vulgaris]
OG0002906	EIE23382.1 hypothetical protein COCSUDRAFT_28810 [Coccomyxa subellipsoidea C-169]	KAI3431323.1 hypothetical protein D9Q98_004381 [Chlorella vulgaris]
OG0002907	EIE23448.1 hypothetical protein COCSUDRAFT_62985 [Coccomyxa subellipsoidea C-169]	KAI3425383.1 hypothetical protein D9Q98_009147 [Chlorella vulgaris]
OG0002908	EIE22775.1 photosystem I PsaO [Coccomyxa subellipsoidea C-169]	KAI3425288.1 hypothetical protein D9Q98_009055 [Chlorella vulgaris]
OG0002909	EIE25914.1 type II DNA topoisomerase [Coccomyxa subellipsoidea C-169]	KAI3431387.1 hypothetical protein D9Q98_004441 [Chlorella vulgaris]
OG0002910	EIE26126.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	KAI3431396.1 hypothetical protein D9Q98_004449 [Chlorella vulgaris], KAI3431395.1 hypothetical protein D9Q98_004449 [Chlorella vulgaris]
OG0002911	EIE23882.1 Exonuclease_ partial [Coccomyxa subellipsoidea C-169]	KAI3438587.1 hypothetical protein D9Q98_001011 [Chlorella vulgaris]
OG0002912	EIE27037.1 DUF1692-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3431414.1 hypothetical protein D9Q98_004467 [Chlorella vulgaris]
OG0002913	EIE21211.1 hypothetical protein COCSUDRAFT_67124 [Coccomyxa subellipsoidea C-169]	KAI3427116.1 hypothetical protein D9Q98_007053 [Chlorella vulgaris], KAI3425311.1 hypothetical protein D9Q98_009076 [Chlorella vulgaris]
OG0002914	EIE25060.1 hypothetical protein COCSUDRAFT_61304 [Coccomyxa subellipsoidea C-169]	KAI3428124.1 hypothetical protein D9Q98_006507 [Chlorella vulgaris]
OG0002915	EIE21959.1 Rft-1-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3438298.1 hypothetical protein D9Q98_000732 [Chlorella vulgaris]
OG0002916	EIE21679.1 alpha/beta-hydrolase_ partial [Coccomyxa subellipsoidea C-169]	KAI3433640.1 hypothetical protein D9Q98_003449 [Chlorella vulgaris]
OG0002917	EIE26095.1 aspartate kinase [Coccomyxa subellipsoidea C-169]	KAI3438289.1 hypothetical protein D9Q98_000723 [Chlorella vulgaris]
OG0002918	EIE26440.1 hypothetical protein COCSUDRAFT_46087 [Coccomyxa subellipsoidea C-169]	KAI3436793.1 hypothetical protein D9Q98_006204 [Chlorella vulgaris]
OG0002919	EIE23935.1 hypothetical protein COCSUDRAFT_32909 [Coccomyxa subellipsoidea C-169]	KAI3433485.1 hypothetical protein D9Q98_003297 [Chlorella vulgaris]
OG0002920	EIE24641.1 Adaptor protein complex beta subunit_ partial [Coccomyxa subellipsoidea C-169]	KAI3438927.1 hypothetical protein D9Q98_001341 [Chlorella vulgaris]
OG0002921	EIE26574.1 hypothetical protein COCSUDRAFT_52386 [Coccomyxa subellipsoidea C-169]	KAI3425857.1 hypothetical protein D9Q98_007831 [Chlorella vulgaris]
OG0002922	EIE21967.1 Metallo-hydrolase/oxidoreductase [Coccomyxa subellipsoidea C-169]	KAI3438276.1 hypothetical protein D9Q98_000711 [Chlorella vulgaris]
OG0002923	EIE19445.1 Nop53-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3438929.1 hypothetical protein D9Q98_001343 [Chlorella vulgaris]
OG0002924	EIE25476.1 hypothetical protein COCSUDRAFT_13684 [Coccomyxa subellipsoidea C-169]	KAI3428110.1 hypothetical protein D9Q98_006493 [Chlorella vulgaris]
OG0002925	EIE22000.1 hypothetical protein COCSUDRAFT_37226 [Coccomyxa subellipsoidea C-169]	KAI3438297.1 hypothetical protein D9Q98_000731 [Chlorella vulgaris]
OG0002926	EIE24983.1 ATP phosphoribosyl transferase [Coccomyxa subellipsoidea C-169]	KAI3425848.1 hypothetical protein D9Q98_007822 [Chlorella vulgaris]
OG0002927	EIE22912.1 hypothetical protein COCSUDRAFT_16204 [Coccomyxa subellipsoidea C-169]	KAI3425858.1 hypothetical protein D9Q98_007832 [Chlorella vulgaris]
OG0002929	EIE21286.1 hypothetical protein COCSUDRAFT_57189 [Coccomyxa subellipsoidea C-169]	KAI3437914.1 hypothetical protein D9Q98_000359 [Chlorella vulgaris]
OG0002930	EIE20122.1 sulfate ABC transporter_ inner membrane subunit CysW [Coccomyxa subellipsoidea C-169]	KAI3425813.1 hypothetical protein D9Q98_007788 [Chlorella vulgaris]
OG0002931	EIE19717.1 nucleotide-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3438904.1 hypothetical protein D9Q98_001319 [Chlorella vulgaris]
OG0002932	EIE25410.1 hypothetical protein COCSUDRAFT_35786 [Coccomyxa subellipsoidea C-169]	KAI3428097.1 hypothetical protein D9Q98_006480 [Chlorella vulgaris]
OG0002933	EIE25094.1 FKBP-type peptidyl-prolyl cis-trans isomerase [Coccomyxa subellipsoidea C-169]	KAI3428121.1 hypothetical protein D9Q98_006504 [Chlorella vulgaris]
OG0002934	EIE19455.1 DEAD-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	KAI3438924.1 hypothetical protein D9Q98_001338 [Chlorella vulgaris], KAI3438923.1 hypothetical protein D9Q98_001337 [Chlorella vulgaris]
OG0002935	EIE22442.1 hypothetical protein COCSUDRAFT_37065 [Coccomyxa subellipsoidea C-169]	KAI3438897.1 hypothetical protein D9Q98_001312 [Chlorella vulgaris]
OG0002936	EIE20269.1 Clavaminate synthase-like protein [Coccomyxa subellipsoidea C-169], EIE26282.1 Clavaminate synthase-like protein_ partial [Coccomyxa subellipsoidea C-169]	KAI3424756.1 hypothetical protein D9Q98_008145 [Chlorella vulgaris]
OG0002937	EIE25586.1 S-adenosyl-L-methionine-dependent methyltransferase_ partial [Coccomyxa subellipsoidea C-169]	KAI3434614.1 hypothetical protein D9Q98_002682 [Chlorella vulgaris]
OG0002938	EIE27699.1 hypothetical protein COCSUDRAFT_52243 [Coccomyxa subellipsoidea C-169]	KAI3438325.1 hypothetical protein D9Q98_000759 [Chlorella vulgaris]
OG0002939	EIE26795.1 cell division cycle protein 14_ partial [Coccomyxa subellipsoidea C-169]	KAI3433527.1 hypothetical protein D9Q98_003337 [Chlorella vulgaris]
OG0002940	EIE21914.1 hypothetical protein COCSUDRAFT_53890 [Coccomyxa subellipsoidea C-169]	KAI3438308.1 hypothetical protein D9Q98_000742 [Chlorella vulgaris]
OG0002941	EIE20450.1 DNA helicase [Coccomyxa subellipsoidea C-169]	KAI3425728.1 hypothetical protein D9Q98_007704 [Chlorella vulgaris]
OG0002942	EIE22829.1 hypothetical protein COCSUDRAFT_47711 [Coccomyxa subellipsoidea C-169]	KAI3438402.1 hypothetical protein D9Q98_000834 [Chlorella vulgaris]
OG0002943	EIE26246.1 pyruvate dehydrogenase [Coccomyxa subellipsoidea C-169]	KAI3433633.1 hypothetical protein D9Q98_003442 [Chlorella vulgaris]
OG0002944	EIE20740.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	KAI3423870.1 hypothetical protein D9Q98_009704 [Chlorella vulgaris]
OG0002945	EIE19607.1 hypothetical protein COCSUDRAFT_58352 [Coccomyxa subellipsoidea C-169]	KAI3427097.1 hypothetical protein D9Q98_007036 [Chlorella vulgaris]
OG0002946	EIE21950.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	KAI3433400.1 hypothetical protein D9Q98_003216 [Chlorella vulgaris]
OG0002947	EIE25450.1 hypothetical protein COCSUDRAFT_65250 [Coccomyxa subellipsoidea C-169]	KAI3433496.1 hypothetical protein D9Q98_003308 [Chlorella vulgaris]
OG0002948	EIE27779.1 DUF544-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3433619.1 hypothetical protein D9Q98_003428 [Chlorella vulgaris]
OG0002949	EIE19473.1 hypothetical protein COCSUDRAFT_58753 [Coccomyxa subellipsoidea C-169]	KAI3438926.1 hypothetical protein D9Q98_001340 [Chlorella vulgaris]
OG0002950	EIE19557.1 RecF/RecN/SMC protein [Coccomyxa subellipsoidea C-169]	KAI3438320.1 hypothetical protein D9Q98_000754 [Chlorella vulgaris]
OG0002951	EIE26111.1 hypothetical protein COCSUDRAFT_12638 [Coccomyxa subellipsoidea C-169]	KAI3433603.1 hypothetical protein D9Q98_003413 [Chlorella vulgaris], KAI3433604.1 hypothetical protein D9Q98_003413 [Chlorella vulgaris]
OG0002952	EIE18625.1 glutamyl tRNA amidotransferase_ subunit A [Coccomyxa subellipsoidea C-169]	KAI3434564.1 hypothetical protein D9Q98_002637 [Chlorella vulgaris], KAI3434565.1 hypothetical protein D9Q98_002637 [Chlorella vulgaris]
OG0002953	EIE21287.1 protoporphyrinogen oxidase precursor [Coccomyxa subellipsoidea C-169]	KAI3427137.1 hypothetical protein D9Q98_007074 [Chlorella vulgaris]
OG0002954	EIE21913.1 hypothetical protein COCSUDRAFT_66737 [Coccomyxa subellipsoidea C-169]	KAI3438296.1 hypothetical protein D9Q98_000730 [Chlorella vulgaris]
OG0002955	EIE21997.1 L domain-like protein [Coccomyxa subellipsoidea C-169]	KAI3438301.1 hypothetical protein D9Q98_000735 [Chlorella vulgaris]
OG0002956	EIE18678.1 RecF/RecN/SMC protein [Coccomyxa subellipsoidea C-169]	KAI3433641.1 hypothetical protein D9Q98_003450 [Chlorella vulgaris]
OG0002957	EIE19886.1 hypothetical protein COCSUDRAFT_58122 [Coccomyxa subellipsoidea C-169]	KAI3433484.1 hypothetical protein D9Q98_003296 [Chlorella vulgaris]
OG0002958	EIE18501.1 hypothetical protein COCSUDRAFT_45296 [Coccomyxa subellipsoidea C-169]	KAI3427156.1 hypothetical protein D9Q98_007093 [Chlorella vulgaris]
OG0002959	EIE27214.1 isoleucyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]	KAI3432876.1 hypothetical protein D9Q98_010459 [Chlorella vulgaris]
OG0002960	EIE26650.1 DNA-directed RNA polymerase III_ subunit 2 [Coccomyxa subellipsoidea C-169]	KAI3432861.1 hypothetical protein D9Q98_010444 [Chlorella vulgaris]
OG0002961	EIE24748.1 methionine aminopeptidase [Coccomyxa subellipsoidea C-169]	KAI3432398.1 hypothetical protein D9Q98_003954 [Chlorella vulgaris]
OG0002962	EIE23141.1 rab GDP dissociation inhibitor protein [Coccomyxa subellipsoidea C-169]	KAI3428540.1 hypothetical protein D9Q98_007362 [Chlorella vulgaris]
OG0002963	EIE20052.1 hypothetical protein COCSUDRAFT_67456 [Coccomyxa subellipsoidea C-169]	KAI3425102.1 hypothetical protein D9Q98_008480 [Chlorella vulgaris]
OG0002964	EIE20971.1 hypothetical protein COCSUDRAFT_83530 [Coccomyxa subellipsoidea C-169]	KAI3428510.1 hypothetical protein D9Q98_007334 [Chlorella vulgaris]
OG0002965	EIE24667.1 DNA repair helicase [Coccomyxa subellipsoidea C-169]	KAI3430344.1 hypothetical protein D9Q98_004939 [Chlorella vulgaris]
OG0002966	EIE20063.1 Clavaminate synthase-like protein [Coccomyxa subellipsoidea C-169]	KAI3425100.1 hypothetical protein D9Q98_008478 [Chlorella vulgaris]
OG0002967	EIE26275.1 hypothetical protein COCSUDRAFT_26936 [Coccomyxa subellipsoidea C-169]	KAI3430706.1 hypothetical protein D9Q98_005295 [Chlorella vulgaris]
OG0002968	EIE23443.1 hypothetical protein COCSUDRAFT_41689 [Coccomyxa subellipsoidea C-169]	KAI3434373.1 hypothetical protein D9Q98_002452 [Chlorella vulgaris]
OG0002969	EIE23117.1 hypothetical protein COCSUDRAFT_66171 [Coccomyxa subellipsoidea C-169]	KAI3428530.1 hypothetical protein D9Q98_007353 [Chlorella vulgaris]
OG0002970	EIE23472.1 molybdopterin binding oxidoreductase_ partial [Coccomyxa subellipsoidea C-169]	KAI3434691.1 hypothetical protein D9Q98_002754 [Chlorella vulgaris]
OG0002971	EIE25826.1 cornichon-like protein [Coccomyxa subellipsoidea C-169]	KAI3434716.1 hypothetical protein D9Q98_002777 [Chlorella vulgaris]
OG0002972	EIE25874.1 ALDH-like protein [Coccomyxa subellipsoidea C-169]	KAI3434720.1 hypothetical protein D9Q98_002781 [Chlorella vulgaris]
OG0002973	EIE23354.1 hypothetical protein COCSUDRAFT_41619 [Coccomyxa subellipsoidea C-169]	KAI3434697.1 hypothetical protein D9Q98_002759 [Chlorella vulgaris]
OG0002974	EIE26055.1 acyltransferase-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	KAI3432730.1 hypothetical protein D9Q98_004271 [Chlorella vulgaris]
OG0002975	EIE25499.1 phosphoribosylformylglycinamidine cyclo-ligase [Coccomyxa subellipsoidea C-169]	KAI3428807.1 hypothetical protein D9Q98_007624 [Chlorella vulgaris]
OG0002976	EIE26426.1 AAA-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	KAI3432765.1 hypothetical protein D9Q98_004305 [Chlorella vulgaris]
OG0002977	EIE22699.1 protein kinase 2 [Coccomyxa subellipsoidea C-169]	KAI3433369.1 hypothetical protein D9Q98_003186 [Chlorella vulgaris]
OG0002978	EIE26291.1 transcription factor Tfb4 [Coccomyxa subellipsoidea C-169]	KAI3436069.1 hypothetical protein D9Q98_002127 [Chlorella vulgaris]
OG0002979	EIE27015.1 hypothetical protein COCSUDRAFT_83574 [Coccomyxa subellipsoidea C-169]	KAI3432734.1 hypothetical protein D9Q98_004275 [Chlorella vulgaris]
OG0002980	EIE19323.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	KAI3432717.1 hypothetical protein D9Q98_004260 [Chlorella vulgaris]
OG0002981	EIE26478.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	KAI3432759.1 hypothetical protein D9Q98_004299 [Chlorella vulgaris]
OG0002982	EIE27009.1 hypothetical protein COCSUDRAFT_83568 [Coccomyxa subellipsoidea C-169]	KAI3432761.1 hypothetical protein D9Q98_004301 [Chlorella vulgaris]
OG0002983	EIE27415.1 hypothetical protein COCSUDRAFT_39091 [Coccomyxa subellipsoidea C-169]	KAI3432276.1 hypothetical protein D9Q98_003836 [Chlorella vulgaris]
OG0002984	EIE26496.1 hypothetical protein COCSUDRAFT_46110 [Coccomyxa subellipsoidea C-169]	KAI3432688.1 hypothetical protein D9Q98_004231 [Chlorella vulgaris]
OG0002985	EIE22013.1 ribosomal protein L17 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]	KAI3428207.1 hypothetical protein D9Q98_006587 [Chlorella vulgaris]
OG0002986	EIE25597.1 splicing factor_ CC1-like protein [Coccomyxa subellipsoidea C-169]	KAI3428198.1 hypothetical protein D9Q98_006578 [Chlorella vulgaris]
OG0002987	EIE21511.1 DUF292-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3436025.1 hypothetical protein D9Q98_002082 [Chlorella vulgaris]
OG0002988	EIE21343.1 terpenoid synthase [Coccomyxa subellipsoidea C-169]	KAI3430645.1 hypothetical protein D9Q98_005238 [Chlorella vulgaris]
OG0002989	EIE21662.1 hypothetical protein COCSUDRAFT_33740 [Coccomyxa subellipsoidea C-169]	KAI3436155.1 hypothetical protein D9Q98_002212 [Chlorella vulgaris]
OG0002990	EIE22016.1 Tpt phosphate/phosphoenolpyruvate translocator [Coccomyxa subellipsoidea C-169]	KAI3428202.1 hypothetical protein D9Q98_006582 [Chlorella vulgaris]
OG0002991	EIE25592.1 hypothetical protein COCSUDRAFT_46779 [Coccomyxa subellipsoidea C-169]	KAI3428175.1 hypothetical protein D9Q98_006555 [Chlorella vulgaris]
OG0002992	EIE25602.1 hypothetical protein COCSUDRAFT_13455 [Coccomyxa subellipsoidea C-169]	KAI3428183.1 hypothetical protein D9Q98_006563 [Chlorella vulgaris]
OG0002994	EIE21712.1 GINS complex_ Psf2 component [Coccomyxa subellipsoidea C-169]	KAI3435894.1 hypothetical protein D9Q98_001952 [Chlorella vulgaris]
OG0002995	EIE19739.1 hypothetical protein COCSUDRAFT_31106 [Coccomyxa subellipsoidea C-169]	KAI3429850.1 hypothetical protein D9Q98_010162 [Chlorella vulgaris]
OG0002996	EIE24293.1 acyl-CoA N-acyltransferase [Coccomyxa subellipsoidea C-169]	KAI3429741.1 hypothetical protein D9Q98_010056 [Chlorella vulgaris]
OG0002997	EIE23979.1 hypothetical protein COCSUDRAFT_62506 [Coccomyxa subellipsoidea C-169]	KAI3429787.1 hypothetical protein D9Q98_010100 [Chlorella vulgaris]
OG0002998	EIE22821.1 hypothetical protein COCSUDRAFT_16368_ partial [Coccomyxa subellipsoidea C-169]	KAI3430886.1 hypothetical protein D9Q98_009295 [Chlorella vulgaris]
OG0002999	EIE25793.1 hypothetical protein COCSUDRAFT_27430 [Coccomyxa subellipsoidea C-169]	KAI3431590.1 hypothetical protein D9Q98_004640 [Chlorella vulgaris]
OG0003000	EIE24032.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]	KAI3429789.1 hypothetical protein D9Q98_010102 [Chlorella vulgaris]
OG0003002	EIE21768.1 ATP-binding cassette transporter [Coccomyxa subellipsoidea C-169]	KAI3430820.1 hypothetical protein D9Q98_009231 [Chlorella vulgaris]
OG0003003	EIE24328.1 hypothetical protein COCSUDRAFT_65845 [Coccomyxa subellipsoidea C-169]	KAI3429836.1 hypothetical protein D9Q98_010149 [Chlorella vulgaris]
OG0003004	EIE23451.1 hypothetical protein COCSUDRAFT_15358 [Coccomyxa subellipsoidea C-169]	KAI3434500.1 hypothetical protein D9Q98_002575 [Chlorella vulgaris]
OG0003005	EIE19835.1 fructose-bisphosphate aldolase [Coccomyxa subellipsoidea C-169]	KAI3434495.1 hypothetical protein D9Q98_002570 [Chlorella vulgaris]
OG0003006	EIE24335.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	KAI3429865.1 hypothetical protein D9Q98_010176 [Chlorella vulgaris]
OG0003007	EIE21940.1 ribosomal protein L13e [Coccomyxa subellipsoidea C-169]	KAI3432680.1 hypothetical protein D9Q98_004223 [Chlorella vulgaris]
