Orthogroup	Coccomyxa_SubellipsoideaC169	Scenedesmus_NREL
OG0002445	EIE22360.1 cyclophilin-type peptidyl-prolyl cis-trans isomerase [Coccomyxa subellipsoidea C-169]	KAF6260303.1 peptidyl-prolyl cis-trans isomerase [Scenedesmus sp. NREL 46B-D3]
OG0002446	EIE21187.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	KAF6251434.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]
OG0002447	EIE20619.1 TPR-like protein_ partial [Coccomyxa subellipsoidea C-169]	KAF6262172.1 peroxisomal targeting signal 1 receptor [Scenedesmus sp. NREL 46B-D3]
OG0002448	EIE21426.1 xanthine dehydrogenase-like protein [Coccomyxa subellipsoidea C-169]	KAF6254817.1 xanthine dehydrogenase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002449	EIE19620.1 integral membrane Yip1-family protein [Coccomyxa subellipsoidea C-169]	KAF6265375.1 hypothetical protein COO60DRAFT_1621516 [Scenedesmus sp. NREL 46B-D3]
OG0002450	EIE20473.1 rubisco small subunit N-methyltransferase_ partial [Coccomyxa subellipsoidea C-169]	KAF6255082.1 rubisco small subunit N-methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0002451	EIE22209.1 HIRA-interacting protein 5 [Coccomyxa subellipsoidea C-169]	KAF6265257.1 iron-sulfur cluster assembly protein [Scenedesmus sp. NREL 46B-D3]
OG0002452	EIE19645.1 protein transporter [Coccomyxa subellipsoidea C-169]	KAF6258575.1 Pam16-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002454	EIE21569.1 POZ domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6258778.1 BTB/POZ protein [Scenedesmus sp. NREL 46B-D3]
OG0002455	EIE26817.1 adenylate kinase in complex with the inhibitor P1_P5-Bis_Adenosine-5'-_pentaphosphate [Coccomyxa subellipsoidea C-169]	KAF6261404.1 hypothetical protein COO60DRAFT_783999 [Scenedesmus sp. NREL 46B-D3]
OG0002456	EIE18461.1 aldehyde dehydrogenase [Coccomyxa subellipsoidea C-169]	KAF6262486.1 aldehyde dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0002457	EIE20326.1 hypothetical protein COCSUDRAFT_54465 [Coccomyxa subellipsoidea C-169]	KAF6255998.1 hypothetical protein COO60DRAFT_1746831 [Scenedesmus sp. NREL 46B-D3]
OG0002457	EIE20804.1 hypothetical protein COCSUDRAFT_9841_ partial [Coccomyxa subellipsoidea C-169]	KAF6266090.1 hypothetical protein COO60DRAFT_1251098_ partial [Scenedesmus sp. NREL 46B-D3]
OG0002458	EIE26545.1 hypothetical protein COCSUDRAFT_59071 [Coccomyxa subellipsoidea C-169]	KAF6261188.1 putative carnitine deficiency-associated protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002459	EIE23653.1 glutathione S-transferase [Coccomyxa subellipsoidea C-169]	KAF6258791.1 glutathione S-transferase [Scenedesmus sp. NREL 46B-D3]
OG0002460	EIE18010.1 hypothetical protein COCSUDRAFT_31894 [Coccomyxa subellipsoidea C-169]	KAF6261797.1 hypothetical protein COO60DRAFT_723062 [Scenedesmus sp. NREL 46B-D3]
OG0002461	EIE19454.1 hypothetical protein COCSUDRAFT_38277 [Coccomyxa subellipsoidea C-169]	KAF6263305.1 Pex12 amino terminal region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002462	EIE18954.1 hypothetical protein COCSUDRAFT_59879 [Coccomyxa subellipsoidea C-169]	KAF6252555.1 serine hydrolase FSH [Scenedesmus sp. NREL 46B-D3]
OG0002463	EIE24431.1 hypothetical protein COCSUDRAFT_52958 [Coccomyxa subellipsoidea C-169]	KAF6251139.1 hypothetical protein COO60DRAFT_669352 [Scenedesmus sp. NREL 46B-D3]
OG0002464	EIE27674.1 hypothetical protein COCSUDRAFT_34928 [Coccomyxa subellipsoidea C-169]	KAF6264985.1 trehalose-6-phosphate synthase/phosphatase [Scenedesmus sp. NREL 46B-D3]
OG0002465	EIE20429.1 MCM-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	KAF6265109.1 MCM2/3/5 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002467	EIE24509.1 hypothetical protein COCSUDRAFT_61938 [Coccomyxa subellipsoidea C-169]	KAF6259658.1 hypothetical protein COO60DRAFT_989348 [Scenedesmus sp. NREL 46B-D3], KAF6259656.1 hypothetical protein COO60DRAFT_989089 [Scenedesmus sp. NREL 46B-D3]
OG0002470	EIE23234.1 hypothetical protein COCSUDRAFT_63590 [Coccomyxa subellipsoidea C-169]	KAF6261051.1 SURF1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002471	EIE19290.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169]	KAF6260228.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0002472	EIE21856.1 hypothetical protein COCSUDRAFT_16944 [Coccomyxa subellipsoidea C-169]	KAF6262837.1 hypothetical protein COO60DRAFT_575314 [Scenedesmus sp. NREL 46B-D3]
OG0002473	EIE20779.1 RRN3-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6257096.1 RNA polymerase I-specific transcription initiation factor RRN3-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002474	EIE21383.1 C-terminal processing peptidase [Coccomyxa subellipsoidea C-169]	KAF6255116.1 tail-specific protease [Scenedesmus sp. NREL 46B-D3]
OG0002475	EIE24715.1 DEAD-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	KAF6253387.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6253388.1 hypothetical protein COO60DRAFT_424912 [Scenedesmus sp. NREL 46B-D3]
OG0002477	EIE22748.1 hypothetical protein COCSUDRAFT_47678 [Coccomyxa subellipsoidea C-169]	KAF6260805.1 Formate/nitrite transporter-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002479	EIE26383.1 ABC1-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	KAF6253698.1 ABC1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002480	EIE25211.1 tumor susceptibility protein [Coccomyxa subellipsoidea C-169]	KAF6256442.1 UEV domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002481	EIE20696.1 ribosomal protein L38 component of cytosolic 80S ribosome and 60S large subunit_ partial [Coccomyxa subellipsoidea C-169]	KAF6253375.1 ribosomal protein L38 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]
OG0002482	EIE23192.1 RNB-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6258465.1 hypothetical protein COO60DRAFT_1622147 [Scenedesmus sp. NREL 46B-D3]
OG0002483	EIE22383.1 cytoplasmic DExD/H-box RNA helicase [Coccomyxa subellipsoidea C-169]	KAF6260087.1 cytoplasmic DExD/H-box RNA helicase [Scenedesmus sp. NREL 46B-D3]
OG0002484	EIE24469.1 PP2A-widerborst subunit [Coccomyxa subellipsoidea C-169]	KAF6252568.1 protein phosphatase 2A regulatory B subunit [Scenedesmus sp. NREL 46B-D3]
OG0002485	EIE27558.1 hypothetical protein COCSUDRAFT_55557 [Coccomyxa subellipsoidea C-169]	KAF6256267.1 dihydrolipoyllysine-residue acetyltransferase component of pyruvatedehydrogenase complex [Scenedesmus sp. NREL 46B-D3]
OG0002486	EIE27552.1 FAD-linked oxidoreductase_ partial [Coccomyxa subellipsoidea C-169]	KAF6251337.1 FAD-linked oxidoreductase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002487	EIE19528.1 homocysteine S-methyltransferase AtHMT-1 [Coccomyxa subellipsoidea C-169]	KAF6260359.1 Homocysteine S-methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0002488	EIE19259.1 hypothetical protein COCSUDRAFT_67818 [Coccomyxa subellipsoidea C-169], EIE24537.1 hypothetical protein COCSUDRAFT_61967 [Coccomyxa subellipsoidea C-169], EIE27170.1 hypothetical protein COCSUDRAFT_64103 [Coccomyxa subellipsoidea C-169]	KAF6262743.1 hypothetical protein COO60DRAFT_1494657 [Scenedesmus sp. NREL 46B-D3]
OG0002489	EIE27833.1 hypothetical protein COCSUDRAFT_83453_ partial [Coccomyxa subellipsoidea C-169]	KAF6248582.1 oligosaccharide biosynthesis protein Alg14-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002490	EIE23613.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	KAF6266179.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0002491	EIE26785.1 clathrin adaptor_ mu subunit [Coccomyxa subellipsoidea C-169]	KAF6256700.1 Mu homology domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002492	EIE26722.1 hypothetical protein COCSUDRAFT_27193 [Coccomyxa subellipsoidea C-169]	KAF6264962.1 chloroplast photosystem I reaction center subunit III [Scenedesmus sp. NREL 46B-D3]
OG0002493	EIE24601.1 ubiquinone biosynthesis protein [Coccomyxa subellipsoidea C-169]	KAF6264315.1 coenzyme Q biosynthesis protein Coq4-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002494	EIE21968.1 UDP-Glycosyltransferase/glycogen phosphorylase [Coccomyxa subellipsoidea C-169]	KAF6252365.1 hypothetical protein COO60DRAFT_1287118 [Scenedesmus sp. NREL 46B-D3]
OG0002495	EIE27440.1 protein prenylyltransferase [Coccomyxa subellipsoidea C-169]	KAF6265167.1 hypothetical protein COO60DRAFT_1118639 [Scenedesmus sp. NREL 46B-D3]
OG0002496	EIE19956.1 Biopterin transport-related protein BT1 [Coccomyxa subellipsoidea C-169]	KAF6250954.1 BT1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002498	EIE24402.1 hypothetical protein COCSUDRAFT_46793 [Coccomyxa subellipsoidea C-169]	KAF6258986.1 hypothetical protein COO60DRAFT_1701047 [Scenedesmus sp. NREL 46B-D3]
OG0002500	EIE22380.1 hypothetical protein COCSUDRAFT_56069 [Coccomyxa subellipsoidea C-169]	KAF6252830.1 hypothetical protein COO60DRAFT_1704117 [Scenedesmus sp. NREL 46B-D3]
OG0002501	EIE26983.1 hypothetical protein COCSUDRAFT_64747 [Coccomyxa subellipsoidea C-169]	KAF6257849.1 hypothetical protein COO60DRAFT_1701647 [Scenedesmus sp. NREL 46B-D3]
OG0002502	EIE27694.1 N-terminal acetyltransferase A_ auxiliary subunit [Coccomyxa subellipsoidea C-169]	KAF6254200.1 NMDA receptor-regulated protein 1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002503	EIE23380.1 hypothetical protein COCSUDRAFT_28807 [Coccomyxa subellipsoidea C-169]	KAF6260186.1 hypothetical protein COO60DRAFT_1700425 [Scenedesmus sp. NREL 46B-D3]
OG0002504	EIE24544.1 hypothetical protein COCSUDRAFT_40910 [Coccomyxa subellipsoidea C-169]	KAF6264688.1 hypothetical protein COO60DRAFT_1483891 [Scenedesmus sp. NREL 46B-D3], KAF6264687.1 Elongator complex protein 4 [Scenedesmus sp. NREL 46B-D3]
OG0002505	EIE23565.1 hypothetical protein COCSUDRAFT_65984 [Coccomyxa subellipsoidea C-169]	KAF6262037.1 hypothetical protein COO60DRAFT_1625111 [Scenedesmus sp. NREL 46B-D3]
OG0002506	EIE21826.1 calcium ATPase [Coccomyxa subellipsoidea C-169]	KAF6263828.1 cation-transporting ATPase CA1 [Scenedesmus sp. NREL 46B-D3]
OG0002507	EIE27720.1 hypothetical protein COCSUDRAFT_6996_ partial [Coccomyxa subellipsoidea C-169]	KAF6254417.1 hypothetical protein COO60DRAFT_323521 [Scenedesmus sp. NREL 46B-D3]
OG0002508	EIE18013.1 RIO1-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6256260.1 Serine/threonine-protein kinase RIO2 [Scenedesmus sp. NREL 46B-D3]
OG0002509	EIE26293.1 hypothetical protein COCSUDRAFT_46027 [Coccomyxa subellipsoidea C-169]	KAF6258007.1 La domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002510	EIE22708.1 hypothetical protein COCSUDRAFT_42343 [Coccomyxa subellipsoidea C-169]	KAF6261773.1 hypothetical protein COO60DRAFT_1625212 [Scenedesmus sp. NREL 46B-D3]
OG0002511	EIE25786.1 hypothetical protein COCSUDRAFT_64835 [Coccomyxa subellipsoidea C-169], EIE25658.1 hypothetical protein COCSUDRAFT_64766_ partial [Coccomyxa subellipsoidea C-169]	KAF6254390.1 hypothetical protein COO60DRAFT_322494 [Scenedesmus sp. NREL 46B-D3], KAF6255105.1 hypothetical protein COO60DRAFT_249012 [Scenedesmus sp. NREL 46B-D3]
OG0002513	EIE27199.1 FabD/lysophospholipase-like protein [Coccomyxa subellipsoidea C-169]	KAF6259279.1 acyl transferase/acyl hydrolase/lysophospholipase [Scenedesmus sp. NREL 46B-D3]
OG0002514	EIE26165.1 3-hydroxybutyrate dehydrogenase [Coccomyxa subellipsoidea C-169]	KAF6263895.1 hypothetical protein COO60DRAFT_1282023 [Scenedesmus sp. NREL 46B-D3]
OG0002516	EIE26147.1 GUN4-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6264291.1 hypothetical protein COO60DRAFT_1634466 [Scenedesmus sp. NREL 46B-D3]
OG0002517	EIE25955.1 SOH1-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6256977.1 mediator of RNA polymerase II transcription subunit 31-like protein [Scenedesmus sp. NREL 46B-D3], KAF6252762.1 mediator of RNA polymerase II transcription subunit 31-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002518	EIE27285.1 MCM-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6263445.1 minichromosome maintenance protein 7 [Scenedesmus sp. NREL 46B-D3]
OG0002519	EIE24143.1 hypothetical protein COCSUDRAFT_62660 [Coccomyxa subellipsoidea C-169]	KAF6257541.1 hypothetical protein COO60DRAFT_1701767 [Scenedesmus sp. NREL 46B-D3]
OG0002520	EIE27124.1 ankyrin [Coccomyxa subellipsoidea C-169]	KAF6255582.1 ankyrin repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0002521	EIE23470.1 ABC family transporter_ mitochondrial ATM1-like protein [Coccomyxa subellipsoidea C-169]	KAF6263058.1 ABC family transporter_ mitochondrial ATM1-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002522	EIE26004.1 ribosomal protein L22 [Coccomyxa subellipsoidea C-169]	KAF6258698.1 ribosomal protein L22/L17 [Scenedesmus sp. NREL 46B-D3]
OG0002523	EIE25904.1 hypothetical protein COCSUDRAFT_40139 [Coccomyxa subellipsoidea C-169]	KAF6256972.1 Mad3/BUB1 homology region 1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002524	EIE18299.1 ribosomal protein rpl36a [Coccomyxa subellipsoidea C-169]	KAF6254378.1 ribosomal protein rpl36a [Scenedesmus sp. NREL 46B-D3]
OG0002525	EIE25280.1 dimethyladenosine transferase [Coccomyxa subellipsoidea C-169]	KAF6255703.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0002526	EIE20361.1 ribosome recycling factor [Coccomyxa subellipsoidea C-169]	KAF6251987.1 ribosome recycling factor domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6263677.1 ribosome recycling factor domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002527	EIE27378.1 nucleosome remodeling factor [Coccomyxa subellipsoidea C-169]	KAF6260560.1 nucleosome remodeling factor [Scenedesmus sp. NREL 46B-D3]
OG0002528	EIE21172.1 hypothetical protein COCSUDRAFT_57086 [Coccomyxa subellipsoidea C-169]	KAF6264724.1 hypothetical protein COO60DRAFT_17324 [Scenedesmus sp. NREL 46B-D3], KAF6264722.1 Peroxin-3 [Scenedesmus sp. NREL 46B-D3]
OG0002529	EIE27594.1 hypothetical protein COCSUDRAFT_34894 [Coccomyxa subellipsoidea C-169]	KAF6256644.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0002530	EIE27608.1 ubiquinone biosynthesis protein_ partial [Coccomyxa subellipsoidea C-169]	KAF6263780.1 ABC1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002531	EIE25489.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6266417.1 hypothetical protein COO60DRAFT_1474816 [Scenedesmus sp. NREL 46B-D3], KAF6253685.1 hypothetical protein COO60DRAFT_397361 [Scenedesmus sp. NREL 46B-D3]
OG0002532	EIE25491.1 putative thioredoxin-disulfide reductase [Coccomyxa subellipsoidea C-169]	KAF6264917.1 NADPH-dependent thioredoxin reductase [Scenedesmus sp. NREL 46B-D3]
OG0002533	EIE25166.1 DUF1716-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6263619.1 Catenin-beta-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002534	EIE25562.1 oxoglutarate_malate antiporter_ partial [Coccomyxa subellipsoidea C-169]	KAF6258051.1 oxoglutarate_malate antiporter [Scenedesmus sp. NREL 46B-D3]
OG0002535	EIE27063.1 20S proteasome beta subunit D_ type 2 [Coccomyxa subellipsoidea C-169]	KAF6250653.1 20S proteasome beta subunit D_ type 2 [Scenedesmus sp. NREL 46B-D3], KAF6252258.1 20S proteasome beta subunit D_ type 2 [Scenedesmus sp. NREL 46B-D3]
OG0002536	EIE25490.1 26S proteasome subunit P45 [Coccomyxa subellipsoidea C-169]	KAF6250362.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0002537	EIE22776.1 hypothetical protein COCSUDRAFT_36847 [Coccomyxa subellipsoidea C-169]	KAF6256089.1 cytochrome c/c1 heme lyase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002538	EIE27222.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	KAF6263625.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0002539	EIE20470.1 GRIM-19 [Coccomyxa subellipsoidea C-169]	KAF6261170.1 GRIM-19 [Scenedesmus sp. NREL 46B-D3]
OG0002540	EIE23290.1 HI0933-like protein [Coccomyxa subellipsoidea C-169]	KAF6264746.1 HI0933-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002541	EIE21156.1 14-3-3 protein [Coccomyxa subellipsoidea C-169]	KAF6256584.1 14-3-3 protein [Scenedesmus sp. NREL 46B-D3], KAF6254215.1 14-3-3-like protein-related protein [Scenedesmus sp. NREL 46B-D3]
OG0002543	EIE27700.1 glutamine-hydrolyzing asparagine synthase [Coccomyxa subellipsoidea C-169]	KAF6266364.1 asparagine synthase [Scenedesmus sp. NREL 46B-D3]
OG0002544	EIE18934.1 ADP/ATP carrier protein [Coccomyxa subellipsoidea C-169]	KAF6255763.1 TLC ATP/ADP transporter-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002545	EIE19344.1 hypothetical protein COCSUDRAFT_54656 [Coccomyxa subellipsoidea C-169]	KAF6254447.1 hypothetical protein COO60DRAFT_1703337 [Scenedesmus sp. NREL 46B-D3]
OG0002546	EIE26685.1 ATP-dependent DNA helicase_ partial [Coccomyxa subellipsoidea C-169]	KAF6261562.1 hypothetical protein COO60DRAFT_1699757 [Scenedesmus sp. NREL 46B-D3]
OG0002547	EIE26060.1 plastid ribosomal protein S10 small ribosomal subunit_ partial [Coccomyxa subellipsoidea C-169]	KAF6264668.1 plastid/chloroplast ribosomal protein S10 [Scenedesmus sp. NREL 46B-D3]
OG0002548	EIE26488.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	KAF6260024.1 hypothetical protein COO60DRAFT_1625888 [Scenedesmus sp. NREL 46B-D3]
OG0002549	EIE20141.1 translation protein_ partial [Coccomyxa subellipsoidea C-169]	KAF6258475.1 translation protein [Scenedesmus sp. NREL 46B-D3]
OG0002550	EIE26647.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	KAF6250889.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0002551	EIE25393.1 cyclophilin-like protein [Coccomyxa subellipsoidea C-169]	KAF6254558.1 peptidylprolyl isomerase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002552	EIE26943.1 Clavaminate synthase-like protein [Coccomyxa subellipsoidea C-169]	KAF6251481.1 cupin-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6251485.1 hypothetical protein COO60DRAFT_611308 [Scenedesmus sp. NREL 46B-D3]
OG0002554	EIE23212.1 hypothetical protein COCSUDRAFT_63569 [Coccomyxa subellipsoidea C-169]	KAF6259075.1 hypothetical protein COO60DRAFT_1053443 [Scenedesmus sp. NREL 46B-D3], KAF6259076.1 hypothetical protein COO60DRAFT_1053395 [Scenedesmus sp. NREL 46B-D3]
OG0002555	EIE26646.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	KAF6266132.1 wee1 kinase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002556	EIE24367.1 hypothetical protein COCSUDRAFT_83671 [Coccomyxa subellipsoidea C-169]	KAF6248578.1 hypothetical protein COO60DRAFT_1648754 [Scenedesmus sp. NREL 46B-D3], KAF6253800.1 hypothetical protein COO60DRAFT_1667543 [Scenedesmus sp. NREL 46B-D3]
OG0002557	EIE26638.1 ubiquitin-conjugating enzyme [Coccomyxa subellipsoidea C-169]	KAF6260609.1 ubiquitin conjugating enzyme E2 [Scenedesmus sp. NREL 46B-D3]
OG0002558	EIE19338.1 hypothetical protein COCSUDRAFT_58632 [Coccomyxa subellipsoidea C-169]	KAF6260967.1 hypothetical protein COO60DRAFT_1700062 [Scenedesmus sp. NREL 46B-D3]
OG0002559	EIE19511.1 hypothetical protein COCSUDRAFT_83562 [Coccomyxa subellipsoidea C-169]	KAF6266451.1 hypothetical protein COO60DRAFT_1633044 [Scenedesmus sp. NREL 46B-D3], KAF6266458.1 histidine phosphatase superfamily [Scenedesmus sp. NREL 46B-D3]
OG0002561	EIE26637.1 hypothetical protein COCSUDRAFT_12486 [Coccomyxa subellipsoidea C-169]	KAF6258528.1 eukaryotic porin/Tom40 [Scenedesmus sp. NREL 46B-D3]
OG0002562	EIE24057.1 23S ribosomal RNA methyltransferase [Coccomyxa subellipsoidea C-169]	KAF6254985.1 ribosomal RNA methyltransferase FtsJ domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002563	EIE26681.1 hypothetical protein COCSUDRAFT_12361_ partial [Coccomyxa subellipsoidea C-169]	KAF6262683.1 hypothetical protein COO60DRAFT_1699128 [Scenedesmus sp. NREL 46B-D3]
OG0002564	EIE27331.1 hypothetical protein COCSUDRAFT_64176 [Coccomyxa subellipsoidea C-169]	KAF6252289.1 hypothetical protein COO60DRAFT_542235 [Scenedesmus sp. NREL 46B-D3]
OG0002565	EIE26879.1 G10 protein_ partial [Coccomyxa subellipsoidea C-169]	KAF6252623.1 hypothetical protein COO60DRAFT_1704189 [Scenedesmus sp. NREL 46B-D3]
OG0002566	EIE25288.1 hypothetical protein COCSUDRAFT_61516 [Coccomyxa subellipsoidea C-169]	KAF6257563.1 hypothetical protein COO60DRAFT_1218130 [Scenedesmus sp. NREL 46B-D3], KAF6257564.1 hypothetical protein COO60DRAFT_1523357_ partial [Scenedesmus sp. NREL 46B-D3]
