Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_A99
OG0001871	EIE24145.1 hypothetical protein COCSUDRAFT_6192_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3350 [Chlorella sp. A99]
OG0001874	EIE24185.1 alcohol dehydrogenase [Coccomyxa subellipsoidea C-169]	PCFQ01000018.1 g459 [Chlorella sp. A99]
OG0001875	EIE22233.1 translation initiation factor eIF3 subunit [Coccomyxa subellipsoidea C-169]	PCFQ01000020.1 g870 [Chlorella sp. A99]
OG0001876	EIE24000.1 malate dehydrogenase [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1635 [Chlorella sp. A99]
OG0001877	EIE20064.1 Aldo/keto reductase_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1637 [Chlorella sp. A99]
OG0001878	EIE20663.1 hypothetical protein COCSUDRAFT_30404 [Coccomyxa subellipsoidea C-169], EIE20424.1 hypothetical protein COCSUDRAFT_67358 [Coccomyxa subellipsoidea C-169]	PCFQ01000018.1 g441 [Chlorella sp. A99]
OG0001879	EIE22460.1 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Coccomyxa subellipsoidea C-169]	PCFQ01000020.1 g925 [Chlorella sp. A99]
OG0001880	EIE21370.1 ubiquitin carboxyl-terminal hydrolase 6 [Coccomyxa subellipsoidea C-169]	PCFQ01000019.1 g1813 [Chlorella sp. A99]
OG0001883	EIE22479.1 TGF-beta receptor-interacting protein 1 [Coccomyxa subellipsoidea C-169]	PCFQ01000020.1 g917 [Chlorella sp. A99]
OG0001884	EIE27627.1 CSD-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE27785.1 CSD-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1622 [Chlorella sp. A99]
OG0001885	EIE22269.1 ribosomal protein L3 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]	PCFQ01000080.1 g1955 [Chlorella sp. A99]
OG0001887	EIE25855.1 EAP30-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g361 [Chlorella sp. A99]
OG0001888	EIE19531.1 putative 26S proteasome regulatory subunit [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g749 [Chlorella sp. A99]
OG0001889	EIE20139.1 PMSR-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE19115.1 peptide methionine sulfoxide reductase [Coccomyxa subellipsoidea C-169]	PCFQ01000001.1 g997 [Chlorella sp. A99]
OG0001892	EIE19542.1 DNA repair helicase [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g754 [Chlorella sp. A99]
OG0001893	EIE24769.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1461 [Chlorella sp. A99]
OG0001894	EIE24913.1 RNA-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000001.1 g961 [Chlorella sp. A99]
OG0001895	EIE21579.1 N-acetyl-gamma-glutamyl-phosphate reductase [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2214 [Chlorella sp. A99]
OG0001896	EIE21565.1 Calreticulin/calnexin [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2207 [Chlorella sp. A99]
OG0001897	EIE21062.1 EXS-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2175 [Chlorella sp. A99]
OG0001900	EIE23851.1 UFD1-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2205 [Chlorella sp. A99]
OG0001902	EIE21409.1 adenosine kinase isoform 1T-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2216 [Chlorella sp. A99]
OG0001904	EIE21462.1 ABC1-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE25093.1 ABC1-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2217 [Chlorella sp. A99]
OG0001906	EIE22898.1 spermidine synthase [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2206 [Chlorella sp. A99]
OG0001907	EIE21388.1 hypothetical protein COCSUDRAFT_33651 [Coccomyxa subellipsoidea C-169]	PCFQ01000042.1 g747 [Chlorella sp. A99]
OG0001909	EIE26816.1 DNA repair helicase [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2018 [Chlorella sp. A99]
OG0001911	EIE21183.1 glycosyl transferase [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2035 [Chlorella sp. A99]
OG0001912	EIE20863.1 RecF/RecN/SMC protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g211 [Chlorella sp. A99], PCFQ01000058.1 g212 [Chlorella sp. A99]
OG0001913	EIE25972.1 vacuolar protein sorting-associated protein 35_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000003.1 g1058 [Chlorella sp. A99]
OG0001914	EIE19628.1 hypothetical protein COCSUDRAFT_67727 [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g807 [Chlorella sp. A99]
OG0001915	EIE23151.1 RCC1/BLIP-II [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2493 [Chlorella sp. A99]
OG0001916	EIE18597.1 DNA repair protein rada [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g854 [Chlorella sp. A99]
OG0001917	EIE27500.1 hypothetical protein COCSUDRAFT_32019 [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1643 [Chlorella sp. A99]
OG0001918	EIE27241.1 acetylornithine aminotransferase [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g202 [Chlorella sp. A99]
OG0001919	EIE24256.1 acetolactate synthase [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g237 [Chlorella sp. A99]
OG0001920	EIE22031.1 cyclophilin-like protein_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g248 [Chlorella sp. A99]
OG0001921	EIE26104.1 vacuolar H+ ATPase V0 sector_ subunit D [Coccomyxa subellipsoidea C-169]	PCFQ01000003.1 g1068 [Chlorella sp. A99]
OG0001922	EIE27534.1 kinesin-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1632 [Chlorella sp. A99]
OG0001923	EIE18729.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g119 [Chlorella sp. A99]
OG0001924	EIE18073.1 hypothetical protein COCSUDRAFT_26470 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g105 [Chlorella sp. A99]
OG0001925	EIE24609.1 ATP-citrate lyase subunit A [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2642 [Chlorella sp. A99]
OG0001928	EIE24157.1 hypothetical protein COCSUDRAFT_14797 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g257 [Chlorella sp. A99]
OG0001929	EIE26237.1 hypothetical protein COCSUDRAFT_83612 [Coccomyxa subellipsoidea C-169]	PCFQ01000003.1 g1043 [Chlorella sp. A99]
OG0001930	EIE25834.1 coatomer delta subunit [Coccomyxa subellipsoidea C-169]	PCFQ01000003.1 g1042 [Chlorella sp. A99]
OG0001932	EIE25849.1 hypothetical protein COCSUDRAFT_64865 [Coccomyxa subellipsoidea C-169]	PCFQ01000003.1 g1044 [Chlorella sp. A99]
OG0001933	EIE18260.1 kinase-like protein_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2742 [Chlorella sp. A99]
OG0001934	EIE27696.1 RCC1/BLIP-II [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g668 [Chlorella sp. A99]
OG0001935	EIE22053.1 NADH-quinone oxidoreductase_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000008.1 g1171 [Chlorella sp. A99]
OG0001936	EIE23698.1 mitochondrial phosphate carrier 1_ minor isoform [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g731 [Chlorella sp. A99]
OG0001937	EIE26448.1 RIO1-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g24 [Chlorella sp. A99]
OG0001938	EIE24670.1 ribosomal protein S5 domain 2-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g735 [Chlorella sp. A99]
OG0001941	EIE22268.1 hypothetical protein COCSUDRAFT_24197 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g28 [Chlorella sp. A99]
OG0001942	EIE20744.1 cysteine synthase [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g30 [Chlorella sp. A99]
OG0001943	EIE18244.1 eukaryotic release factor 1 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g23 [Chlorella sp. A99]
OG0001944	EIE18425.1 S-adenosyl-L-methionine-dependent methyltransferase_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g25 [Chlorella sp. A99]
OG0001945	EIE24011.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g67 [Chlorella sp. A99]
OG0001946	EIE25428.1 epsilon-cop [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g46 [Chlorella sp. A99]
OG0001947	EIE26840.1 putative leucyl tRNA synthetase [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g70 [Chlorella sp. A99]
OG0001948	EIE21638.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g32 [Chlorella sp. A99]
OG0001950	EIE21615.1 histidine tRNA 5'-guanylyltransferase [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g18 [Chlorella sp. A99]
OG0001951	EIE24636.1 ribosomal protein S18 component of cytosolic 80S ribosome and 40S small subunit [Coccomyxa subellipsoidea C-169]	PCFQ01000008.1 g1147 [Chlorella sp. A99]
OG0001952	EIE24637.1 26S proteasome regulatory subunit [Coccomyxa subellipsoidea C-169]	PCFQ01000008.1 g1149 [Chlorella sp. A99]
OG0001955	EIE23587.1 peptidase M18_ aminopeptidase I [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g2963 [Chlorella sp. A99]
OG0001956	EIE19836.1 glycyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2807 [Chlorella sp. A99]
OG0001960	EIE19108.1 spliceosome component_ nuclear pre-mRNA splicing factor [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g612 [Chlorella sp. A99]
OG0001961	EIE22621.1 hypothetical protein COCSUDRAFT_53607 [Coccomyxa subellipsoidea C-169]	PCFQ01000077.1 g1758 [Chlorella sp. A99]
OG0001963	EIE25157.1 hypothetical protein COCSUDRAFT_27846 [Coccomyxa subellipsoidea C-169]	PCFQ01000077.1 g1749 [Chlorella sp. A99]
OG0001965	EIE21705.1 long-chain acyl-CoA oxidase [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2157 [Chlorella sp. A99]
OG0001967	EIE19467.1 ribosomal protein S19 [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g3062 [Chlorella sp. A99]
OG0001968	EIE18937.1 phophatdylinositol 4-kinase [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2883 [Chlorella sp. A99]
OG0001969	EIE24722.1 nucleotide binding protein [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g520 [Chlorella sp. A99]
OG0001970	EIE21063.1 GTPase EngC_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2161 [Chlorella sp. A99]
OG0001972	EIE19247.1 starch branching enzyme [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2922 [Chlorella sp. A99]
OG0001973	EIE25878.1 p-hydroxyphenylpyruvate dioxigenase [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2926 [Chlorella sp. A99]
OG0001974	EIE20990.1 hypothetical protein COCSUDRAFT_54084 [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2159 [Chlorella sp. A99]
OG0001975	EIE25813.1 hydrogenobyrinic acid a_c-diamide cobaltochelatase_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2153 [Chlorella sp. A99]
OG0001976	EIE26706.1 glyoxalase I [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2525 [Chlorella sp. A99]
OG0001979	EIE25465.1 Nop-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2798 [Chlorella sp. A99]
OG0001980	EIE21667.1 vacuolar ATP synthase subunit H [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2126 [Chlorella sp. A99]
OG0001981	EIE21708.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2142 [Chlorella sp. A99]
OG0001982	EIE18167.1 hypothetical protein COCSUDRAFT_49374 [Coccomyxa subellipsoidea C-169], EIE22009.1 hypothetical protein COCSUDRAFT_43000 [Coccomyxa subellipsoidea C-169]	PCFQ01000008.1 g1128 [Chlorella sp. A99]
OG0001983	EIE22865.1 hypothetical protein COCSUDRAFT_63988 [Coccomyxa subellipsoidea C-169]	PCFQ01000040.1 g2304 [Chlorella sp. A99]
OG0001984	EIE25551.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]	PCFQ01000077.1 g1746 [Chlorella sp. A99]
OG0001986	EIE20935.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1401 [Chlorella sp. A99]
OG0001987	EIE23713.1 hypothetical protein COCSUDRAFT_41874 [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g660 [Chlorella sp. A99]
OG0001988	EIE26750.1 AIG2-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3159 [Chlorella sp. A99]
OG0001990	EIE22118.1 L30e-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3171 [Chlorella sp. A99]
OG0001992	EIE19723.1 ser/thr kinase_ ABC1 family [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g265 [Chlorella sp. A99]
OG0001993	EIE22822.1 Flavokinase-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2360 [Chlorella sp. A99]
OG0001994	EIE25888.1 adenosine/AMP deaminase family protein [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g2984 [Chlorella sp. A99]
OG0001995	EIE26434.1 Pkinase-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000075.1 g1944 [Chlorella sp. A99]
OG0001996	EIE23728.1 1-deoxy-D-xylulose 5-phosphate reductoisomerase [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3164 [Chlorella sp. A99]
OG0001997	EIE23912.1 SM/Sec1-family protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g220 [Chlorella sp. A99]
OG0002000	EIE23742.1 glutamine amidotransferase/cyclase [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g226 [Chlorella sp. A99]
OG0002001	EIE26974.1 hypothetical protein COCSUDRAFT_12091 [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3169 [Chlorella sp. A99]
OG0002002	EIE24720.1 hypothetical protein COCSUDRAFT_36047 [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3173 [Chlorella sp. A99]
OG0002003	EIE20087.1 XAP5-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3183 [Chlorella sp. A99]
OG0002004	EIE26835.1 V-snare-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3188 [Chlorella sp. A99]
OG0002005	EIE27273.1 nucleic acid binding protein [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1589 [Chlorella sp. A99]
OG0002006	EIE27347.1 chlorophyll a/b-binding protein [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1539 [Chlorella sp. A99]
OG0002007	EIE27359.1 Cse1-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000009.1 g1700 [Chlorella sp. A99]
OG0002008	EIE21798.1 putative DnaJ protein [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1590 [Chlorella sp. A99]
OG0002009	EIE27411.1 ATP synthase-like protein O subunit_ mitochondrial precursor [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2680 [Chlorella sp. A99], PCFQ01000081.1 g1583 [Chlorella sp. A99]
OG0002011	EIE27414.1 vacuolar ATP synthase subunit B [Coccomyxa subellipsoidea C-169]	PCFQ01000009.1 g1670 [Chlorella sp. A99]
OG0002012	EIE18249.1 hypothetical protein COCSUDRAFT_45509 [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2156 [Chlorella sp. A99]
OG0002013	EIE27272.1 SCO1-SenC-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1588 [Chlorella sp. A99]
OG0002015	EIE20468.1 pyrroline-5-carboxlyate synthetase [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2385 [Chlorella sp. A99]
OG0002016	EIE24049.1 ClpX_ ATPase regulatory subunit [Coccomyxa subellipsoidea C-169]	PCFQ01000018.1 g456 [Chlorella sp. A99]
OG0002017	EIE18923.1 putative valyl tRNA synthetase [Coccomyxa subellipsoidea C-169]	PCFQ01000077.1 g1784 [Chlorella sp. A99]
OG0002018	EIE26831.1 acyl-CoA oxidase [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2015 [Chlorella sp. A99]
OG0002019	EIE25319.1 hypothetical protein COCSUDRAFT_65190 [Coccomyxa subellipsoidea C-169]	PCFQ01000008.1 g1109 [Chlorella sp. A99]
OG0002020	EIE25134.1 Mog1p/PsbP-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000077.1 g1772 [Chlorella sp. A99]
OG0002021	EIE24941.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000009.1 g1684 [Chlorella sp. A99]
OG0002022	EIE26696.1 cyclin-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000020.1 g934 [Chlorella sp. A99]
OG0002023	EIE23830.1 ribosomal protein S5 component of cytosolic 80S ribosome and 40S small subunit [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g277 [Chlorella sp. A99]
OG0002024	EIE25137.1 MATH-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000077.1 g1775 [Chlorella sp. A99]
OG0002026	EIE25148.1 TFP11-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000077.1 g1769 [Chlorella sp. A99]
OG0002027	EIE25769.1 adenine phosphoribosyltransferase [Coccomyxa subellipsoidea C-169]	PCFQ01000046.1 g1861 [Chlorella sp. A99]
OG0002028	EIE22766.1 26S proteasome regulatory subunit [Coccomyxa subellipsoidea C-169]	PCFQ01000001.1 g993 [Chlorella sp. A99]
OG0002029	EIE18114.1 Actin/actin-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2188 [Chlorella sp. A99]
OG0002031	EIE23648.1 kinesin-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2510 [Chlorella sp. A99], PCFQ01000015.1 g2938 [Chlorella sp. A99]
OG0002032	EIE24901.1 hypothetical protein COCSUDRAFT_14300 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1476 [Chlorella sp. A99]
OG0002033	EIE18517.1 signal recognition particle protein [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g840 [Chlorella sp. A99]
OG0002035	EIE23790.1 DNA topoisomerase II [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g187 [Chlorella sp. A99]
OG0002037	EIE21291.1 antiviral helicase [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g860 [Chlorella sp. A99]
OG0002039	EIE23880.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2713 [Chlorella sp. A99]
OG0002040	EIE26294.1 dihydroxy-acid dehydratase [Coccomyxa subellipsoidea C-169]	PCFQ01000075.1 g1907 [Chlorella sp. A99]
OG0002041	EIE24967.1 hypothetical protein COCSUDRAFT_83659_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1439 [Chlorella sp. A99]
OG0002042	EIE25420.1 starch branching enzyme [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g831 [Chlorella sp. A99]
OG0002043	EIE23695.1 DNA polymerase epsilon_ subunit B [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1428 [Chlorella sp. A99]
OG0002046	EIE20756.1 ribosomal protein S2 [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g560 [Chlorella sp. A99]
OG0002048	EIE26746.1 aconitate hydratase [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3153 [Chlorella sp. A99]
OG0002050	EIE18147.1 hypothetical protein COCSUDRAFT_49369 [Coccomyxa subellipsoidea C-169]	PCFQ01000007.1 g1191 [Chlorella sp. A99]
OG0002051	EIE21089.1 Nop-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000007.1 g1235 [Chlorella sp. A99]
OG0002052	EIE20698.1 phosphatases II [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g494 [Chlorella sp. A99]
OG0002053	EIE19777.1 signal peptidase complex I_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1464 [Chlorella sp. A99]
OG0002056	EIE25802.1 small rab-related GTPase [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g351 [Chlorella sp. A99]
OG0002058	EIE25954.1 hypothetical protein COCSUDRAFT_12541 [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g301 [Chlorella sp. A99]
OG0002059	EIE23389.1 hypothetical protein COCSUDRAFT_15264 [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g317 [Chlorella sp. A99]
OG0002063	EIE26210.1 Polyprenyl synthetase [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g330 [Chlorella sp. A99]
OG0002064	EIE25228.1 ubiquitin-conjugating enzyme [Coccomyxa subellipsoidea C-169], EIE25894.1 ubiquitin conjugating enzyme [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g335 [Chlorella sp. A99]
OG0002066	EIE27053.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g318 [Chlorella sp. A99]
OG0002068	EIE22107.1 Redoxin-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g193 [Chlorella sp. A99]
OG0002069	EIE22849.1 cytochrome P450_ C-22 desaturase [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2427 [Chlorella sp. A99]
OG0002072	EIE24579.1 porphobilinogen deaminase [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2747 [Chlorella sp. A99]
OG0002074	EIE18677.1 hypothetical protein COCSUDRAFT_31575 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g89 [Chlorella sp. A99]
OG0002075	EIE19377.1 myo-inositol-1-phosphate synthase_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g129 [Chlorella sp. A99]
OG0002076	EIE18740.1 hypothetical protein COCSUDRAFT_38543 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g104 [Chlorella sp. A99]
OG0002079	EIE26934.1 hypothetical protein COCSUDRAFT_12206_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g130 [Chlorella sp. A99]
OG0002080	EIE23635.1 PLP-dependent transferase [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g176 [Chlorella sp. A99]
OG0002081	EIE19179.1 hypothetical protein COCSUDRAFT_19880 [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g539 [Chlorella sp. A99]
OG0002082	EIE19930.1 20S proteasome alpha subunit D [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2443 [Chlorella sp. A99]
OG0002083	EIE21909.1 nascent polypeptide-associated complex_ alpha subunit [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2760 [Chlorella sp. A99]
OG0002084	EIE20615.1 tRNA-i_6_A37 modification enzyme MiaB [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2388 [Chlorella sp. A99], PCFQ01000030.1 g2932 [Chlorella sp. A99]
OG0002087	EIE22441.1 importin alpha [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2621 [Chlorella sp. A99]
OG0002088	EIE22447.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2626 [Chlorella sp. A99]
OG0002089	EIE25344.1 glutaminyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]	PCFQ01000021.1 g2310 [Chlorella sp. A99], PCFQ01000077.1 g1738 [Chlorella sp. A99]
OG0002090	EIE22443.1 20S proteasome alpha subunit G [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2623 [Chlorella sp. A99]
OG0002092	EIE23778.1 FtsJ-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3116 [Chlorella sp. A99]
OG0002093	EIE27539.1 glycerol-3-phosphate permease-like protein_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g491 [Chlorella sp. A99]
OG0002095	EIE25029.1 proteasome subunit alpha [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2528 [Chlorella sp. A99]
OG0002097	EIE20960.1 3-isopropylmalate dehydrogenase [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g708 [Chlorella sp. A99]
OG0002098	EIE21079.1 COP-II coat subunit [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2089 [Chlorella sp. A99]
OG0002099	EIE25711.1 threonyl-tRNA synthetase [Coccomyxa subellipsoidea C-169], EIE24047.1 threonyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3212 [Chlorella sp. A99]
