Orthogroup	Chlorella_A99	Chlorella_Vulgaris2111P
OG0002382	PCFQ01000009.1 g1692 [Chlorella sp. A99]	KAI3438209.1 hypothetical protein D9Q98_000646 [Chlorella vulgaris]
OG0002383	PCFQ01000020.1 g874 [Chlorella sp. A99]	KAI3438076.1 hypothetical protein D9Q98_000518 [Chlorella vulgaris]
OG0002385	PCFQ01000079.1 g1319 [Chlorella sp. A99]	KAI3424128.1 hypothetical protein D9Q98_009489 [Chlorella vulgaris]
OG0002386	PCFQ01000082.1 g580 [Chlorella sp. A99]	KAI3424459.1 hypothetical protein D9Q98_010010 [Chlorella vulgaris]
OG0002388	PCFQ01000079.1 g1348 [Chlorella sp. A99]	KAI3423424.1 hypothetical protein D9Q98_010640 [Chlorella vulgaris]
OG0002391	PCFQ01000079.1 g1353 [Chlorella sp. A99]	KAI3424083.1 hypothetical protein D9Q98_009445 [Chlorella vulgaris]
OG0002396	PCFQ01000079.1 g1289 [Chlorella sp. A99]	KAI3432390.1 hypothetical protein D9Q98_003946 [Chlorella vulgaris]
OG0002398	PCFQ01000015.1 g3018 [Chlorella sp. A99]	KAI3434833.1 hypothetical protein D9Q98_002888 [Chlorella vulgaris]
OG0002399	PCFQ01000010.1 g372 [Chlorella sp. A99]	KAI3431527.1 hypothetical protein D9Q98_004577 [Chlorella vulgaris]
OG0002403	PCFQ01000082.1 g583 [Chlorella sp. A99]	KAI3424478.1 hypothetical protein D9Q98_010028 [Chlorella vulgaris]
OG0002404	PCFQ01000079.1 g1343 [Chlorella sp. A99]	KAI3424077.1 hypothetical protein D9Q98_009440 [Chlorella vulgaris]
OG0002405	PCFQ01000082.1 g590 [Chlorella sp. A99]	KAI3424275.1 hypothetical protein D9Q98_009629 [Chlorella vulgaris]
OG0002406	PCFQ01000079.1 g1322 [Chlorella sp. A99]	KAI3424122.1 hypothetical protein D9Q98_009483 [Chlorella vulgaris]
OG0002411	PCFQ01000079.1 g1378 [Chlorella sp. A99]	KAI3434840.1 hypothetical protein D9Q98_002895 [Chlorella vulgaris]
OG0002413	PCFQ01000075.1 g1933 [Chlorella sp. A99]	KAI3432319.1 hypothetical protein D9Q98_003878 [Chlorella vulgaris]
OG0002414	PCFQ01000079.1 g1292 [Chlorella sp. A99]	KAI3428651.1 hypothetical protein D9Q98_007474 [Chlorella vulgaris]
OG0002416	PCFQ01000078.1 g2000 [Chlorella sp. A99]	KAI3435596.1 hypothetical protein D9Q98_001661 [Chlorella vulgaris]
OG0002418	PCFQ01000079.1 g1477 [Chlorella sp. A99]	KAI3430578.1 hypothetical protein D9Q98_005171 [Chlorella vulgaris]
OG0002419	PCFQ01000006.1 g3192 [Chlorella sp. A99]	KAI3435592.1 hypothetical protein D9Q98_001657 [Chlorella vulgaris]
OG0002420	PCFQ01000005.1 g843 [Chlorella sp. A99]	KAI3428295.1 hypothetical protein D9Q98_006674 [Chlorella vulgaris], KAI3428296.1 hypothetical protein D9Q98_006675 [Chlorella vulgaris]
OG0002421	PCFQ01000078.1 g1999 [Chlorella sp. A99]	KAI3435597.1 hypothetical protein D9Q98_001662 [Chlorella vulgaris]
OG0002422	PCFQ01000018.1 g390 [Chlorella sp. A99]	KAI3429822.1 hypothetical protein D9Q98_010135 [Chlorella vulgaris]
OG0002423	PCFQ01000081.1 g1667 [Chlorella sp. A99]	KAI3437884.1 hypothetical protein D9Q98_000329 [Chlorella vulgaris]
OG0002426	PCFQ01000007.1 g1239 [Chlorella sp. A99]	KAI3437882.1 hypothetical protein D9Q98_000327 [Chlorella vulgaris]
OG0002427	PCFQ01000004.1 g2631 [Chlorella sp. A99]	KAI3438911.1 hypothetical protein D9Q98_001325 [Chlorella vulgaris]
OG0002428	PCFQ01000081.1 g1640 [Chlorella sp. A99]	KAI3437854.1 hypothetical protein D9Q98_000300 [Chlorella vulgaris]
OG0002430	PCFQ01000002.1 g640 [Chlorella sp. A99]	KAI3430441.1 hypothetical protein D9Q98_005036 [Chlorella vulgaris]
OG0002432	PCFQ01000081.1 g1666 [Chlorella sp. A99]	KAI3437886.1 hypothetical protein D9Q98_000331 [Chlorella vulgaris]
OG0002434	PCFQ01000013.1 g3274 [Chlorella sp. A99]	KAI3429241.1 hypothetical protein D9Q98_005340 [Chlorella vulgaris]
OG0002440	PCFQ01000005.1 g783 [Chlorella sp. A99]	KAI3427032.1 hypothetical protein D9Q98_006974 [Chlorella vulgaris]
OG0002444	PCFQ01000037.1 g2424 [Chlorella sp. A99]	KAI3436856.1 hypothetical protein D9Q98_006266 [Chlorella vulgaris]
OG0002444	PCFQ01000006.1 g3253 [Chlorella sp. A99]	KAI3428488.1 hypothetical protein D9Q98_007313 [Chlorella vulgaris]
OG0002445	PCFQ01000019.1 g1810 [Chlorella sp. A99]	KAI3426401.1 hypothetical protein D9Q98_008771 [Chlorella vulgaris]
OG0002447	PCFQ01000037.1 g2344 [Chlorella sp. A99]	KAI3438553.1 hypothetical protein D9Q98_000981 [Chlorella vulgaris]
OG0002448	PCFQ01000078.1 g2183 [Chlorella sp. A99]	KAI3436240.1 hypothetical protein D9Q98_002294 [Chlorella vulgaris]
OG0002450	PCFQ01000037.1 g2382 [Chlorella sp. A99]	KAI3438580.1 hypothetical protein D9Q98_001005 [Chlorella vulgaris]
OG0002453	PCFQ01000015.1 g2993 [Chlorella sp. A99]	KAI3434946.1 hypothetical protein D9Q98_003000 [Chlorella vulgaris]
OG0002454	PCFQ01000078.1 g2202 [Chlorella sp. A99]	KAI3436267.1 hypothetical protein D9Q98_002320 [Chlorella vulgaris]
OG0002456	PCFQ01000079.1 g1450 [Chlorella sp. A99]	KAI3430878.1 hypothetical protein D9Q98_009286 [Chlorella vulgaris]
OG0002460	PCFQ01000006.1 g3259 [Chlorella sp. A99]	KAI3434529.1 hypothetical protein D9Q98_002602 [Chlorella vulgaris]
OG0002463	PCFQ01000013.1 g3349 [Chlorella sp. A99]	KAI3429258.1 hypothetical protein D9Q98_005355 [Chlorella vulgaris]
OG0002464	PCFQ01000007.1 g1184 [Chlorella sp. A99]	KAI3437768.1 hypothetical protein D9Q98_000215 [Chlorella vulgaris]
OG0002465	PCFQ01000037.1 g2483 [Chlorella sp. A99]	KAI3428578.1 hypothetical protein D9Q98_007400 [Chlorella vulgaris]
OG0002468	PCFQ01000026.1 g2293 [Chlorella sp. A99]	KAI3430786.1 hypothetical protein D9Q98_009198 [Chlorella vulgaris]
OG0002469	PCFQ01000006.1 g3208 [Chlorella sp. A99]	KAI3434734.1 hypothetical protein D9Q98_002795 [Chlorella vulgaris]
OG0002471	PCFQ01000020.1 g866 [Chlorella sp. A99]	KAI3430754.1 hypothetical protein D9Q98_009166 [Chlorella vulgaris]
OG0002472	PCFQ01000079.1 g1395 [Chlorella sp. A99]	KAI3430838.1 hypothetical protein D9Q98_009249 [Chlorella vulgaris]
OG0002474	PCFQ01000081.1 g1661 [Chlorella sp. A99]	KAI3437893.1 hypothetical protein D9Q98_000338 [Chlorella vulgaris]
OG0002476	PCFQ01000013.1 g3325 [Chlorella sp. A99]	KAI3429519.1 hypothetical protein D9Q98_005608 [Chlorella vulgaris]
OG0002477	PCFQ01000001.1 g958 [Chlorella sp. A99]	KAI3425064.1 hypothetical protein D9Q98_008441 [Chlorella vulgaris]
OG0002479	PCFQ01000081.1 g1662 [Chlorella sp. A99]	KAI3437899.1 hypothetical protein D9Q98_000344 [Chlorella vulgaris]
OG0002482	PCFQ01000037.1 g2505 [Chlorella sp. A99]	KAI3428619.1 hypothetical protein D9Q98_007442 [Chlorella vulgaris]
OG0002483	PCFQ01000004.1 g2685 [Chlorella sp. A99]	KAI3438640.1 hypothetical protein D9Q98_001062 [Chlorella vulgaris]
OG0002484	PCFQ01000013.1 g3279 [Chlorella sp. A99]	KAI3429319.1 hypothetical protein D9Q98_005414 [Chlorella vulgaris]
OG0002485	PCFQ01000009.1 g1710 [Chlorella sp. A99]	KAI3424744.1 hypothetical protein D9Q98_008133 [Chlorella vulgaris]
OG0002486	PCFQ01000007.1 g1199 [Chlorella sp. A99]	KAI3437761.1 hypothetical protein D9Q98_000208 [Chlorella vulgaris]
OG0002490	PCFQ01000006.1 g3225 [Chlorella sp. A99]	KAI3434481.1 hypothetical protein D9Q98_002557 [Chlorella vulgaris]
OG0002492	PCFQ01000011.1 g2862 [Chlorella sp. A99]	KAI3436624.1 hypothetical protein D9Q98_006041 [Chlorella vulgaris]
OG0002494	PCFQ01000006.1 g3189 [Chlorella sp. A99]	KAI3435641.1 hypothetical protein D9Q98_001699 [Chlorella vulgaris]
OG0002499	PCFQ01000011.1 g2863 [Chlorella sp. A99]	KAI3436621.1 hypothetical protein D9Q98_006038 [Chlorella vulgaris]
OG0002500	PCFQ01000004.1 g2684 [Chlorella sp. A99]	KAI3438643.1 hypothetical protein D9Q98_001065 [Chlorella vulgaris]
OG0002501	PCFQ01000006.1 g3218 [Chlorella sp. A99]	KAI3434533.1 hypothetical protein D9Q98_002606 [Chlorella vulgaris]
OG0002503	PCFQ01000007.1 g1181 [Chlorella sp. A99]	KAI3437556.1 hypothetical protein D9Q98_000009 [Chlorella vulgaris]
OG0002507	PCFQ01000081.1 g1627 [Chlorella sp. A99]	KAI3437704.1 hypothetical protein D9Q98_000153 [Chlorella vulgaris]
OG0002508	PCFQ01000006.1 g3255 [Chlorella sp. A99]	KAI3434520.1 hypothetical protein D9Q98_002593 [Chlorella vulgaris]
OG0002513	PCFQ01000058.1 g35 [Chlorella sp. A99]	KAI3433907.1 hypothetical protein D9Q98_003709 [Chlorella vulgaris]
OG0002514	PCFQ01000028.1 g2729 [Chlorella sp. A99]	KAI3433896.1 hypothetical protein D9Q98_003698 [Chlorella vulgaris]
OG0002516	PCFQ01000058.1 g49 [Chlorella sp. A99]	KAI3433919.1 hypothetical protein D9Q98_003721 [Chlorella vulgaris]
OG0002518	PCFQ01000081.1 g1557 [Chlorella sp. A99]	KAI3438011.1 hypothetical protein D9Q98_000454 [Chlorella vulgaris]
OG0002520	PCFQ01000011.1 g2777 [Chlorella sp. A99]	KAI3428739.1 hypothetical protein D9Q98_007562 [Chlorella vulgaris]
OG0002523	PCFQ01000010.1 g288 [Chlorella sp. A99]	KAI3431264.1 hypothetical protein D9Q98_004326 [Chlorella vulgaris]
OG0002524	PCFQ01000081.1 g1586 [Chlorella sp. A99]	KAI3438140.1 hypothetical protein D9Q98_000581 [Chlorella vulgaris]
OG0002526	PCFQ01000013.1 g3355 [Chlorella sp. A99]	KAI3429404.1 hypothetical protein D9Q98_005499 [Chlorella vulgaris]
OG0002527	PCFQ01000081.1 g1566 [Chlorella sp. A99]	KAI3438030.1 hypothetical protein D9Q98_000473 [Chlorella vulgaris]
OG0002529	PCFQ01000081.1 g1576 [Chlorella sp. A99]	KAI3437981.1 hypothetical protein D9Q98_000425 [Chlorella vulgaris]
OG0002530	PCFQ01000081.1 g1617 [Chlorella sp. A99]	KAI3437965.1 hypothetical protein D9Q98_000409 [Chlorella vulgaris]
OG0002532	PCFQ01000013.1 g3372 [Chlorella sp. A99]	KAI3428728.1 hypothetical protein D9Q98_007552 [Chlorella vulgaris]
OG0002533	PCFQ01000011.1 g2763 [Chlorella sp. A99]	KAI3432595.1 hypothetical protein D9Q98_004143 [Chlorella vulgaris]
OG0002535	PCFQ01000078.1 g2034 [Chlorella sp. A99]	KAI3435745.1 hypothetical protein D9Q98_001803 [Chlorella vulgaris]
OG0002536	PCFQ01000011.1 g2776 [Chlorella sp. A99]	KAI3428736.1 hypothetical protein D9Q98_007559 [Chlorella vulgaris]
OG0002538	PCFQ01000081.1 g1558 [Chlorella sp. A99]	KAI3438016.1 hypothetical protein D9Q98_000459 [Chlorella vulgaris]
OG0002542	PCFQ01000003.1 g1071 [Chlorella sp. A99]	KAI3431680.1 hypothetical protein D9Q98_004726 [Chlorella vulgaris]
OG0002543	PCFQ01000029.1 g2731 [Chlorella sp. A99]	KAI3438337.1 hypothetical protein D9Q98_000770 [Chlorella vulgaris]
OG0002544	PCFQ01000075.1 g1938 [Chlorella sp. A99]	KAI3432366.1 hypothetical protein D9Q98_003923 [Chlorella vulgaris]
OG0002546	PCFQ01000004.1 g2586 [Chlorella sp. A99]	KAI3432245.1 hypothetical protein D9Q98_003806 [Chlorella vulgaris]
OG0002548	PCFQ01000009.1 g1679 [Chlorella sp. A99]	KAI3438327.1 hypothetical protein D9Q98_000761 [Chlorella vulgaris]
OG0002549	PCFQ01000009.1 g1681 [Chlorella sp. A99]	KAI3438229.1 hypothetical protein D9Q98_000666 [Chlorella vulgaris]
OG0002550	PCFQ01000079.1 g1248 [Chlorella sp. A99]	KAI3432686.1 hypothetical protein D9Q98_004229 [Chlorella vulgaris]
OG0002553	PCFQ01000004.1 g2587 [Chlorella sp. A99]	KAI3438934.1 hypothetical protein D9Q98_001348 [Chlorella vulgaris]
OG0002557	PCFQ01000079.1 g1251 [Chlorella sp. A99]	KAI3432800.1 hypothetical protein D9Q98_010384 [Chlorella vulgaris]
OG0002558	PCFQ01000004.1 g2596 [Chlorella sp. A99]	KAI3438981.1 hypothetical protein D9Q98_001395 [Chlorella vulgaris]
OG0002561	PCFQ01000079.1 g1252 [Chlorella sp. A99]	KAI3432799.1 hypothetical protein D9Q98_010383 [Chlorella vulgaris]
OG0002562	PCFQ01000079.1 g1356 [Chlorella sp. A99]	KAI3429712.1 hypothetical protein D9Q98_005797 [Chlorella vulgaris]
OG0002564	PCFQ01000081.1 g1569 [Chlorella sp. A99]	KAI3438038.1 hypothetical protein D9Q98_000481 [Chlorella vulgaris]
OG0002565	PCFQ01000081.1 g1554 [Chlorella sp. A99]	KAI3438040.1 hypothetical protein D9Q98_000483 [Chlorella vulgaris]
OG0002573	PCFQ01000003.1 g1070 [Chlorella sp. A99]	KAI3431681.1 hypothetical protein D9Q98_004727 [Chlorella vulgaris]
OG0002574	PCFQ01000002.1 g746 [Chlorella sp. A99]	KAI3430223.1 hypothetical protein D9Q98_004820 [Chlorella vulgaris]
OG0002575	PCFQ01000013.1 g3288 [Chlorella sp. A99]	KAI3429449.1 hypothetical protein D9Q98_005542 [Chlorella vulgaris]
OG0002577	PCFQ01000011.1 g2789 [Chlorella sp. A99]	KAI3428253.1 hypothetical protein D9Q98_006632 [Chlorella vulgaris]
OG0002580	PCFQ01000011.1 g2904 [Chlorella sp. A99]	KAI3436725.1 hypothetical protein D9Q98_006140 [Chlorella vulgaris]
OG0002582	PCFQ01000079.1 g1259 [Chlorella sp. A99]	KAI3432667.1 hypothetical protein D9Q98_004211 [Chlorella vulgaris]
OG0002584	PCFQ01000075.1 g1908 [Chlorella sp. A99]	KAI3432210.1 hypothetical protein D9Q98_003772 [Chlorella vulgaris]
OG0002586	PCFQ01000011.1 g2911 [Chlorella sp. A99]	KAI3436719.1 hypothetical protein D9Q98_006134 [Chlorella vulgaris]
OG0002588	PCFQ01000079.1 g1260 [Chlorella sp. A99]	KAI3432683.1 hypothetical protein D9Q98_004226 [Chlorella vulgaris]
OG0002589	PCFQ01000001.1 g951 [Chlorella sp. A99]	KAI3425087.1 hypothetical protein D9Q98_008465 [Chlorella vulgaris]
OG0002590	PCFQ01000078.1 g1988 [Chlorella sp. A99]	KAI3435647.1 hypothetical protein D9Q98_001705 [Chlorella vulgaris]
OG0002592	PCFQ01000081.1 g1595 [Chlorella sp. A99]	KAI3432813.1 hypothetical protein D9Q98_010396 [Chlorella vulgaris]
OG0002595	PCFQ01000010.1 g388 [Chlorella sp. A99]	KAI3430742.1 hypothetical protein D9Q98_009154 [Chlorella vulgaris]
OG0002597	PCFQ01000082.1 g630 [Chlorella sp. A99]	KAI3424326.1 hypothetical protein D9Q98_009879 [Chlorella vulgaris]
OG0002598	PCFQ01000004.1 g2605 [Chlorella sp. A99]	KAI3438735.1 hypothetical protein D9Q98_001154 [Chlorella vulgaris]
OG0002600	PCFQ01000011.1 g2881 [Chlorella sp. A99]	KAI3436470.1 hypothetical protein D9Q98_005887 [Chlorella vulgaris]
OG0002602	PCFQ01000004.1 g2687 [Chlorella sp. A99]	KAI3438742.1 hypothetical protein D9Q98_001161 [Chlorella vulgaris]
OG0002607	PCFQ01000079.1 g1491 [Chlorella sp. A99]	KAI3426241.1 hypothetical protein D9Q98_008617 [Chlorella vulgaris]
OG0002609	PCFQ01000078.1 g2003 [Chlorella sp. A99]	KAI3435680.1 hypothetical protein D9Q98_001737 [Chlorella vulgaris]
OG0002613	PCFQ01000078.1 g2007 [Chlorella sp. A99]	KAI3435689.1 hypothetical protein D9Q98_001747 [Chlorella vulgaris]
OG0002614	PCFQ01000002.1 g722 [Chlorella sp. A99]	KAI3430302.1 hypothetical protein D9Q98_004898 [Chlorella vulgaris]
OG0002616	PCFQ01000079.1 g1492 [Chlorella sp. A99]	KAI3426256.1 hypothetical protein D9Q98_008631 [Chlorella vulgaris]
OG0002617	PCFQ01000078.1 g2009 [Chlorella sp. A99]	KAI3435684.1 hypothetical protein D9Q98_001742 [Chlorella vulgaris]
OG0002622	PCFQ01000019.1 g1798 [Chlorella sp. A99]	KAI3426454.1 hypothetical protein D9Q98_008821 [Chlorella vulgaris]
OG0002623	PCFQ01000019.1 g1804 [Chlorella sp. A99]	KAI3426150.1 hypothetical protein D9Q98_008527 [Chlorella vulgaris]
OG0002626	PCFQ01000020.1 g924 [Chlorella sp. A99]	KAI3426416.1 hypothetical protein D9Q98_008785 [Chlorella vulgaris]
OG0002629	PCFQ01000020.1 g926 [Chlorella sp. A99]	KAI3424229.1 hypothetical protein D9Q98_009585 [Chlorella vulgaris], KAI3426432.1 hypothetical protein D9Q98_008800 [Chlorella vulgaris]
OG0002630	PCFQ01000013.1 g3346 [Chlorella sp. A99]	KAI3429633.1 hypothetical protein D9Q98_005719 [Chlorella vulgaris], KAI3429631.1 hypothetical protein D9Q98_005717 [Chlorella vulgaris]
OG0002631	PCFQ01000037.1 g2339 [Chlorella sp. A99]	KAI3437605.1 hypothetical protein D9Q98_000057 [Chlorella vulgaris]
OG0002635	PCFQ01000018.1 g446 [Chlorella sp. A99]	KAI3429702.1 hypothetical protein D9Q98_005787 [Chlorella vulgaris]
OG0002636	PCFQ01000075.1 g1918 [Chlorella sp. A99]	KAI3432869.1 hypothetical protein D9Q98_010452 [Chlorella vulgaris]
OG0002637	PCFQ01000005.1 g768 [Chlorella sp. A99]	KAI3426946.1 hypothetical protein D9Q98_006890 [Chlorella vulgaris]
OG0002639	PCFQ01000019.1 g1806 [Chlorella sp. A99]	KAI3426157.1 hypothetical protein D9Q98_008534 [Chlorella vulgaris]
OG0002642	PCFQ01000013.1 g3351 [Chlorella sp. A99]	KAI3429589.1 hypothetical protein D9Q98_005675 [Chlorella vulgaris]
OG0002646	PCFQ01000078.1 g2120 [Chlorella sp. A99]	KAI3432855.1 hypothetical protein D9Q98_010438 [Chlorella vulgaris]
OG0002647	PCFQ01000079.1 g1326 [Chlorella sp. A99]	KAI3424165.1 hypothetical protein D9Q98_009524 [Chlorella vulgaris]
OG0002648	PCFQ01000001.1 g992 [Chlorella sp. A99]	KAI3425165.1 hypothetical protein D9Q98_008936 [Chlorella vulgaris]
OG0002649	PCFQ01000005.1 g753 [Chlorella sp. A99]	KAI3426841.1 hypothetical protein D9Q98_006787 [Chlorella vulgaris]
OG0002651	PCFQ01000080.1 g1954 [Chlorella sp. A99]	KAI3426226.1 hypothetical protein D9Q98_008602 [Chlorella vulgaris]
OG0002652	PCFQ01000080.1 g1957 [Chlorella sp. A99]	KAI3426219.1 hypothetical protein D9Q98_008595 [Chlorella vulgaris]
OG0002654	PCFQ01000080.1 g1952 [Chlorella sp. A99]	KAI3426231.1 hypothetical protein D9Q98_008607 [Chlorella vulgaris]
OG0002656	PCFQ01000010.1 g360 [Chlorella sp. A99]	KAI3431516.1 hypothetical protein D9Q98_004566 [Chlorella vulgaris]
OG0002658	PCFQ01000005.1 g756 [Chlorella sp. A99]	KAI3426893.1 hypothetical protein D9Q98_006837 [Chlorella vulgaris]
OG0002659	PCFQ01000079.1 g1325 [Chlorella sp. A99]	KAI3424166.1 hypothetical protein D9Q98_009525 [Chlorella vulgaris]
OG0002660	PCFQ01000005.1 g755 [Chlorella sp. A99]	KAI3426862.1 hypothetical protein D9Q98_006808 [Chlorella vulgaris]
OG0002661	PCFQ01000079.1 g1391 [Chlorella sp. A99]	KAI3427261.1 hypothetical protein D9Q98_007194 [Chlorella vulgaris]
OG0002663	PCFQ01000079.1 g1459 [Chlorella sp. A99]	KAI3430727.1 hypothetical protein D9Q98_005313 [Chlorella vulgaris]
OG0002665	PCFQ01000020.1 g936 [Chlorella sp. A99]	KAI3430672.1 hypothetical protein D9Q98_005263 [Chlorella vulgaris]
OG0002666	PCFQ01000082.1 g604 [Chlorella sp. A99]	KAI3424379.1 hypothetical protein D9Q98_009932 [Chlorella vulgaris]
OG0002667	PCFQ01000079.1 g1469 [Chlorella sp. A99]	KAI3430709.1 hypothetical protein D9Q98_005297 [Chlorella vulgaris]
OG0002668	PCFQ01000079.1 g1463 [Chlorella sp. A99]	KAI3430993.1 hypothetical protein D9Q98_009396 [Chlorella vulgaris], KAI3430994.1 hypothetical protein D9Q98_009396 [Chlorella vulgaris]
OG0002669	PCFQ01000079.1 g1409 [Chlorella sp. A99]	KAI3430691.1 hypothetical protein D9Q98_005280 [Chlorella vulgaris]
OG0002671	PCFQ01000078.1 g2221 [Chlorella sp. A99]	KAI3436376.1 hypothetical protein D9Q98_002429 [Chlorella vulgaris], KAI3436375.1 hypothetical protein D9Q98_002428 [Chlorella vulgaris]
OG0002672	PCFQ01000037.1 g2395 [Chlorella sp. A99]	KAI3431506.1 hypothetical protein D9Q98_004556 [Chlorella vulgaris]
OG0002673	PCFQ01000078.1 g2218 [Chlorella sp. A99]	KAI3436318.1 hypothetical protein D9Q98_002371 [Chlorella vulgaris]
OG0002677	PCFQ01000078.1 g2211 [Chlorella sp. A99]	KAI3436315.1 hypothetical protein D9Q98_002368 [Chlorella vulgaris]
OG0002679	PCFQ01000078.1 g2212 [Chlorella sp. A99]	KAI3436331.1 hypothetical protein D9Q98_002384 [Chlorella vulgaris]
OG0002682	PCFQ01000003.1 g1067 [Chlorella sp. A99]	KAI3431665.1 hypothetical protein D9Q98_004712 [Chlorella vulgaris]
OG0002683	PCFQ01000003.1 g1075 [Chlorella sp. A99]	KAI3431629.1 hypothetical protein D9Q98_004677 [Chlorella vulgaris]
OG0002685	PCFQ01000078.1 g2020 [Chlorella sp. A99]	KAI3435717.1 hypothetical protein D9Q98_001775 [Chlorella vulgaris]
OG0002686	PCFQ01000005.1 g838 [Chlorella sp. A99]	KAI3427172.1 hypothetical protein D9Q98_007109 [Chlorella vulgaris]
OG0002687	PCFQ01000013.1 g3296 [Chlorella sp. A99]	KAI3429465.1 hypothetical protein D9Q98_005557 [Chlorella vulgaris]
OG0002688	PCFQ01000053.1 g2549 [Chlorella sp. A99]	KAI3431573.1 hypothetical protein D9Q98_004623 [Chlorella vulgaris]
OG0002690	PCFQ01000003.1 g1065 [Chlorella sp. A99]	KAI3431661.1 hypothetical protein D9Q98_004708 [Chlorella vulgaris]
OG0002697	PCFQ01000013.1 g3375 [Chlorella sp. A99]	KAI3429406.1 hypothetical protein D9Q98_005501 [Chlorella vulgaris]
OG0002701	PCFQ01000081.1 g1631 [Chlorella sp. A99]	KAI3437665.1 hypothetical protein D9Q98_000115 [Chlorella vulgaris]
OG0002702	PCFQ01000037.1 g2494 [Chlorella sp. A99]	KAI3428477.1 hypothetical protein D9Q98_007302 [Chlorella vulgaris]
OG0002703	PCFQ01000005.1 g856 [Chlorella sp. A99]	KAI3427158.1 hypothetical protein D9Q98_007095 [Chlorella vulgaris]
OG0002704	PCFQ01000013.1 g3315 [Chlorella sp. A99]	KAI3429552.1 hypothetical protein D9Q98_005640 [Chlorella vulgaris]
OG0002706	PCFQ01000007.1 g1230 [Chlorella sp. A99]	KAI3437756.1 hypothetical protein D9Q98_000204 [Chlorella vulgaris]
OG0002707	PCFQ01000003.1 g1066 [Chlorella sp. A99]	KAI3431663.1 hypothetical protein D9Q98_004710 [Chlorella vulgaris]
OG0002713	PCFQ01000077.1 g1741 [Chlorella sp. A99]	KAI3427929.1 hypothetical protein D9Q98_006321 [Chlorella vulgaris]
OG0002715	PCFQ01000077.1 g1743 [Chlorella sp. A99]	KAI3427921.1 hypothetical protein D9Q98_006313 [Chlorella vulgaris]
OG0002716	PCFQ01000003.1 g1034 [Chlorella sp. A99]	KAI3431803.1 hypothetical protein D9Q98_010556 [Chlorella vulgaris]
OG0002719	PCFQ01000058.1 g267 [Chlorella sp. A99]	KAI3433404.1 hypothetical protein D9Q98_003220 [Chlorella vulgaris]
OG0002720	PCFQ01000003.1 g1040 [Chlorella sp. A99]	KAI3431753.1 hypothetical protein D9Q98_004795 [Chlorella vulgaris]
OG0002721	PCFQ01000058.1 g71 [Chlorella sp. A99]	KAI3433723.1 hypothetical protein D9Q98_003531 [Chlorella vulgaris]
OG0002722	PCFQ01000002.1 g703 [Chlorella sp. A99]	KAI3430376.1 hypothetical protein D9Q98_004971 [Chlorella vulgaris]
OG0002724	PCFQ01000002.1 g697 [Chlorella sp. A99]	KAI3430383.1 hypothetical protein D9Q98_004978 [Chlorella vulgaris]
OG0002727	PCFQ01000008.1 g1148 [Chlorella sp. A99]	KAI3428220.1 hypothetical protein D9Q98_006600 [Chlorella vulgaris]
OG0002731	PCFQ01000002.1 g743 [Chlorella sp. A99]	KAI3430225.1 hypothetical protein D9Q98_004822 [Chlorella vulgaris]
OG0002735	PCFQ01000008.1 g1165 [Chlorella sp. A99]	KAI3428224.1 hypothetical protein D9Q98_006604 [Chlorella vulgaris]
OG0002736	PCFQ01000002.1 g667 [Chlorella sp. A99]	KAI3430642.1 hypothetical protein D9Q98_005235 [Chlorella vulgaris]
OG0002741	PCFQ01000011.1 g2882 [Chlorella sp. A99]	KAI3436483.1 hypothetical protein D9Q98_005900 [Chlorella vulgaris]
OG0002743	PCFQ01000078.1 g2013 [Chlorella sp. A99]	KAI3435670.1 hypothetical protein D9Q98_001728 [Chlorella vulgaris]
OG0002746	PCFQ01000011.1 g2833 [Chlorella sp. A99]	KAI3426065.1 hypothetical protein D9Q98_008033 [Chlorella vulgaris]
