Orthogroup	Chlorella_A99	Auxenochlorella_protothecoides
OG0002068	PCFQ01000058.1 g193 [Chlorella sp. A99]	RMZ55927.1 hypothetical protein APUTEX25_004351 [Auxenochlorella protothecoides]
OG0002069	PCFQ01000037.1 g2427 [Chlorella sp. A99]	RMZ55929.1 hypothetical protein APUTEX25_004353 [Auxenochlorella protothecoides]
OG0002072	PCFQ01000011.1 g2747 [Chlorella sp. A99]	RMZ55946.1 hypothetical protein APUTEX25_004370 [Auxenochlorella protothecoides]
OG0002074	PCFQ01000058.1 g89 [Chlorella sp. A99]	RMZ55952.1 hypothetical protein APUTEX25_004376 [Auxenochlorella protothecoides]
OG0002075	PCFQ01000058.1 g129 [Chlorella sp. A99]	RMZ55969.1 hypothetical protein APUTEX25_004393_ partial [Auxenochlorella protothecoides]
OG0002076	PCFQ01000058.1 g104 [Chlorella sp. A99]	RMZ55985.1 hypothetical protein APUTEX25_004409 [Auxenochlorella protothecoides]
OG0002079	PCFQ01000058.1 g130 [Chlorella sp. A99]	RMZ56049.1 hypothetical protein APUTEX25_004473 [Auxenochlorella protothecoides]
OG0002080	PCFQ01000058.1 g176 [Chlorella sp. A99]	RMZ56050.1 hypothetical protein APUTEX25_004474 [Auxenochlorella protothecoides]
OG0002081	PCFQ01000082.1 g539 [Chlorella sp. A99]	RMZ56052.1 hypothetical protein APUTEX25_004476 [Auxenochlorella protothecoides]
OG0002082	PCFQ01000037.1 g2443 [Chlorella sp. A99]	RMZ56058.1 hypothetical protein APUTEX25_004482 [Auxenochlorella protothecoides]
OG0002083	PCFQ01000011.1 g2760 [Chlorella sp. A99]	RMZ56060.1 hypothetical protein APUTEX25_004484 [Auxenochlorella protothecoides]
OG0002084	PCFQ01000037.1 g2388 [Chlorella sp. A99], PCFQ01000030.1 g2932 [Chlorella sp. A99]	RMZ56069.1 hypothetical protein APUTEX25_004493 [Auxenochlorella protothecoides]
OG0002087	PCFQ01000004.1 g2621 [Chlorella sp. A99]	RMZ56092.1 hypothetical protein APUTEX25_004516 [Auxenochlorella protothecoides]
OG0002088	PCFQ01000004.1 g2626 [Chlorella sp. A99]	RMZ56098.1 hypothetical protein APUTEX25_004522 [Auxenochlorella protothecoides]
OG0002089	PCFQ01000021.1 g2310 [Chlorella sp. A99], PCFQ01000077.1 g1738 [Chlorella sp. A99]	RMZ56105.1 hypothetical protein APUTEX25_004529_ partial [Auxenochlorella protothecoides]
OG0002090	PCFQ01000004.1 g2623 [Chlorella sp. A99]	RMZ56108.1 hypothetical protein APUTEX25_004532 [Auxenochlorella protothecoides]
OG0002092	PCFQ01000006.1 g3116 [Chlorella sp. A99]	RMZ56125.1 hypothetical protein APUTEX25_004549 [Auxenochlorella protothecoides]
OG0002093	PCFQ01000082.1 g491 [Chlorella sp. A99]	RMZ56132.1 hypothetical protein APUTEX25_004556 [Auxenochlorella protothecoides]
OG0002095	PCFQ01000037.1 g2528 [Chlorella sp. A99]	RMZ56140.1 hypothetical protein APUTEX25_004564_ partial [Auxenochlorella protothecoides]
OG0002097	PCFQ01000002.1 g708 [Chlorella sp. A99]	RMZ56191.1 hypothetical protein APUTEX25_002381 [Auxenochlorella protothecoides]
OG0002098	PCFQ01000078.1 g2089 [Chlorella sp. A99]	RMZ56193.1 hypothetical protein APUTEX25_002383 [Auxenochlorella protothecoides]
OG0002099	PCFQ01000006.1 g3212 [Chlorella sp. A99]	RMZ56198.1 hypothetical protein APUTEX25_002388 [Auxenochlorella protothecoides]
OG0002102	PCFQ01000010.1 g365 [Chlorella sp. A99]	RMZ56215.1 hypothetical protein APUTEX25_002405 [Auxenochlorella protothecoides]
OG0002103	PCFQ01000002.1 g700 [Chlorella sp. A99]	RMZ56216.1 hypothetical protein APUTEX25_002406 [Auxenochlorella protothecoides]
OG0002104	PCFQ01000002.1 g713 [Chlorella sp. A99]	RMZ56226.1 hypothetical protein APUTEX25_002416 [Auxenochlorella protothecoides]
OG0002105	PCFQ01000037.1 g2536 [Chlorella sp. A99]	RMZ56245.1 hypothetical protein APUTEX25_002435 [Auxenochlorella protothecoides]
OG0002106	PCFQ01000010.1 g364 [Chlorella sp. A99]	RMZ56252.1 hypothetical protein APUTEX25_002442_ partial [Auxenochlorella protothecoides]
OG0002107	PCFQ01000001.1 g950 [Chlorella sp. A99]	RMZ56271.1 hypothetical protein APUTEX25_002461_ partial [Auxenochlorella protothecoides]
OG0002109	PCFQ01000015.1 g3028 [Chlorella sp. A99]	RMZ56295.1 hypothetical protein APUTEX25_000534 [Auxenochlorella protothecoides]
OG0002110	PCFQ01000015.1 g3001 [Chlorella sp. A99]	RMZ56310.1 hypothetical protein APUTEX25_000549_ partial [Auxenochlorella protothecoides]
OG0002112	PCFQ01000008.1 g1096 [Chlorella sp. A99]	RMZ56366.1 hypothetical protein APUTEX25_004723 [Auxenochlorella protothecoides]
OG0002115	PCFQ01000078.1 g2122 [Chlorella sp. A99]	RMZ56396.1 hypothetical protein APUTEX25_004619 [Auxenochlorella protothecoides]
OG0002116	PCFQ01000008.1 g1123 [Chlorella sp. A99]	RMZ56401.1 hypothetical protein APUTEX25_004624_ partial [Auxenochlorella protothecoides]
OG0002118	PCFQ01000078.1 g2154 [Chlorella sp. A99]	RMZ56409.1 hypothetical protein APUTEX25_004632 [Auxenochlorella protothecoides]
OG0002121	PCFQ01000008.1 g1155 [Chlorella sp. A99]	RMZ56428.1 hypothetical protein APUTEX25_004651 [Auxenochlorella protothecoides]
OG0002122	PCFQ01000078.1 g2137 [Chlorella sp. A99]	RMZ56430.1 hypothetical protein APUTEX25_004653 [Auxenochlorella protothecoides]
OG0002123	PCFQ01000078.1 g2119 [Chlorella sp. A99]	RMZ56437.1 hypothetical protein APUTEX25_004660 [Auxenochlorella protothecoides]
OG0002124	PCFQ01000008.1 g1164 [Chlorella sp. A99]	RMZ56450.1 hypothetical protein APUTEX25_004673 [Auxenochlorella protothecoides]
OG0002125	PCFQ01000008.1 g1154 [Chlorella sp. A99]	RMZ56455.1 hypothetical protein APUTEX25_004678 [Auxenochlorella protothecoides]
OG0002126	PCFQ01000037.1 g2475 [Chlorella sp. A99]	RMZ56475.1 hypothetical protein APUTEX25_001322 [Auxenochlorella protothecoides]
OG0002127	PCFQ01000081.1 g1629 [Chlorella sp. A99]	RMZ56484.1 hypothetical protein APUTEX25_001331 [Auxenochlorella protothecoides]
OG0002128	PCFQ01000018.1 g454 [Chlorella sp. A99]	RMZ56486.1 hypothetical protein APUTEX25_001333 [Auxenochlorella protothecoides]
OG0002129	PCFQ01000079.1 g1404 [Chlorella sp. A99]	RMZ56491.1 hypothetical protein APUTEX25_001338 [Auxenochlorella protothecoides]
OG0002130	PCFQ01000018.1 g394 [Chlorella sp. A99]	RMZ56492.1 hypothetical protein APUTEX25_001339 [Auxenochlorella protothecoides]
OG0002131	PCFQ01000018.1 g396 [Chlorella sp. A99]	RMZ56506.1 hypothetical protein APUTEX25_001353 [Auxenochlorella protothecoides]
OG0002133	PCFQ01000010.1 g370 [Chlorella sp. A99]	RMZ56519.1 hypothetical protein APUTEX25_001366_ partial [Auxenochlorella protothecoides]
OG0002135	PCFQ01000018.1 g399 [Chlorella sp. A99]	RMZ56576.1 hypothetical protein APUTEX25_001423 [Auxenochlorella protothecoides]
OG0002137	PCFQ01000081.1 g1603 [Chlorella sp. A99]	RMZ56595.1 hypothetical protein APUTEX25_004759 [Auxenochlorella protothecoides]
OG0002138	PCFQ01000006.1 g3108 [Chlorella sp. A99]	RMZ56618.1 hypothetical protein APUTEX25_002707 [Auxenochlorella protothecoides]
OG0002139	PCFQ01000011.1 g2785 [Chlorella sp. A99]	RMZ56625.1 hypothetical protein APUTEX25_002714 [Auxenochlorella protothecoides]
OG0002141	PCFQ01000015.1 g2948 [Chlorella sp. A99]	RMZ56637.1 hypothetical protein APUTEX25_002726 [Auxenochlorella protothecoides]
OG0002144	PCFQ01000018.1 g466 [Chlorella sp. A99]	RMZ56661.1 hypothetical protein APUTEX25_002750 [Auxenochlorella protothecoides]
OG0002146	PCFQ01000078.1 g2088 [Chlorella sp. A99]	RMZ56677.1 hypothetical protein APUTEX25_002766 [Auxenochlorella protothecoides]
OG0002147	PCFQ01000006.1 g3138 [Chlorella sp. A99]	RMZ56689.1 hypothetical protein APUTEX25_002778 [Auxenochlorella protothecoides]
OG0002148	PCFQ01000011.1 g2786 [Chlorella sp. A99]	RMZ56713.1 hypothetical protein APUTEX25_002802 [Auxenochlorella protothecoides]
OG0002149	PCFQ01000037.1 g2405 [Chlorella sp. A99]	RMZ56719.1 hypothetical protein APUTEX25_002808 [Auxenochlorella protothecoides]
OG0002152	PCFQ01000006.1 g3126 [Chlorella sp. A99], PCFQ01000006.1 g3127 [Chlorella sp. A99]	RMZ56737.1 hypothetical protein APUTEX25_002826 [Auxenochlorella protothecoides]
OG0002153	PCFQ01000004.1 g2656 [Chlorella sp. A99]	RMZ56749.1 hypothetical protein APUTEX25_002838 [Auxenochlorella protothecoides]
OG0002155	PCFQ01000006.1 g3136 [Chlorella sp. A99]	RMZ56764.1 hypothetical protein APUTEX25_002853 [Auxenochlorella protothecoides]
OG0002156	PCFQ01000018.1 g460 [Chlorella sp. A99]	RMZ56768.1 hypothetical protein APUTEX25_002857 [Auxenochlorella protothecoides]
OG0002157	PCFQ01000018.1 g461 [Chlorella sp. A99]	RMZ56771.1 hypothetical protein APUTEX25_002860 [Auxenochlorella protothecoides]
OG0002158	PCFQ01000006.1 g3125 [Chlorella sp. A99]	RMZ56780.1 hypothetical protein APUTEX25_002869_ partial [Auxenochlorella protothecoides]
OG0002159	PCFQ01000078.1 g2049 [Chlorella sp. A99]	RMZ56798.1 hypothetical protein APUTEX25_002887_ partial [Auxenochlorella protothecoides]
OG0002160	PCFQ01000002.1 g690 [Chlorella sp. A99]	RMZ56809.1 hypothetical protein APUTEX25_002898 [Auxenochlorella protothecoides]
OG0002161	PCFQ01000012.1 g1826 [Chlorella sp. A99]	RMZ56813.1 hypothetical protein APUTEX25_002902_ partial [Auxenochlorella protothecoides]
OG0002162	PCFQ01000082.1 g596 [Chlorella sp. A99]	RMZ56826.1 hypothetical protein APUTEX25_002915 [Auxenochlorella protothecoides]
OG0002163	PCFQ01000078.1 g2068 [Chlorella sp. A99]	RMZ56835.1 hypothetical protein APUTEX25_002924_ partial [Auxenochlorella protothecoides]
OG0002164	PCFQ01000004.1 g2657 [Chlorella sp. A99]	RMZ56846.1 hypothetical protein APUTEX25_002935_ partial [Auxenochlorella protothecoides]
OG0002165	PCFQ01000015.1 g2949 [Chlorella sp. A99]	RMZ56849.1 hypothetical protein APUTEX25_002938_ partial [Auxenochlorella protothecoides]
OG0002166	PCFQ01000078.1 g2083 [Chlorella sp. A99]	RMZ56854.1 hypothetical protein APUTEX25_002943 [Auxenochlorella protothecoides]
OG0002169	PCFQ01000037.1 g2386 [Chlorella sp. A99]	RMZ56894.1 hypothetical protein APUTEX25_002983 [Auxenochlorella protothecoides]
OG0002171	PCFQ01000082.1 g572 [Chlorella sp. A99]	RMZ56922.1 hypothetical protein APUTEX25_004984_ partial [Auxenochlorella protothecoides]
OG0002172	PCFQ01000079.1 g1285 [Chlorella sp. A99]	RMZ56923.1 hypothetical protein APUTEX25_004985 [Auxenochlorella protothecoides]
OG0002173	PCFQ01000079.1 g1291 [Chlorella sp. A99]	RMZ56928.1 hypothetical protein APUTEX25_004990 [Auxenochlorella protothecoides]
OG0002174	PCFQ01000079.1 g1517 [Chlorella sp. A99]	RMZ56930.1 hypothetical protein APUTEX25_004992 [Auxenochlorella protothecoides]
OG0002175	PCFQ01000082.1 g573 [Chlorella sp. A99]	RMZ56954.1 hypothetical protein APUTEX25_005016 [Auxenochlorella protothecoides]
OG0002177	PCFQ01000079.1 g1287 [Chlorella sp. A99]	RMZ56959.1 hypothetical protein APUTEX25_005021 [Auxenochlorella protothecoides]
OG0002178	PCFQ01000011.1 g2738 [Chlorella sp. A99]	RMZ56963.1 hypothetical protein APUTEX25_005025 [Auxenochlorella protothecoides]
OG0002180	PCFQ01000079.1 g1518 [Chlorella sp. A99]	RMZ56971.1 hypothetical protein APUTEX25_005033 [Auxenochlorella protothecoides]
OG0002181	PCFQ01000037.1 g2540 [Chlorella sp. A99]	RMZ56977.1 hypothetical protein APUTEX25_005039 [Auxenochlorella protothecoides]
OG0002182	PCFQ01000006.1 g3150 [Chlorella sp. A99]	RMZ57007.1 hypothetical protein APUTEX25_002239_ partial [Auxenochlorella protothecoides]
OG0002183	PCFQ01000014.1 g1887 [Chlorella sp. A99]	RMZ57008.1 hypothetical protein APUTEX25_002240 [Auxenochlorella protothecoides]
OG0002184	PCFQ01000006.1 g3129 [Chlorella sp. A99]	RMZ57014.1 hypothetical protein APUTEX25_002246 [Auxenochlorella protothecoides]
OG0002185	PCFQ01000003.1 g1033 [Chlorella sp. A99]	RMZ57021.1 hypothetical protein APUTEX25_002253 [Auxenochlorella protothecoides]
OG0002186	PCFQ01000058.1 g184 [Chlorella sp. A99]	RMZ57031.1 hypothetical protein APUTEX25_002263_ partial [Auxenochlorella protothecoides]
OG0002188	PCFQ01000078.1 g2039 [Chlorella sp. A99]	RMZ57045.1 hypothetical protein APUTEX25_002277_ partial [Auxenochlorella protothecoides]
OG0002189	PCFQ01000082.1 g546 [Chlorella sp. A99]	RMZ57055.1 hypothetical protein APUTEX25_002287 [Auxenochlorella protothecoides]
OG0002190	PCFQ01000058.1 g182 [Chlorella sp. A99]	RMZ57072.1 hypothetical protein APUTEX25_002304_ partial [Auxenochlorella protothecoides]
OG0002191	PCFQ01000058.1 g186 [Chlorella sp. A99]	RMZ57077.1 hypothetical protein APUTEX25_002309 [Auxenochlorella protothecoides]
OG0002192	PCFQ01000015.1 g2961 [Chlorella sp. A99]	RMZ57084.1 hypothetical protein APUTEX25_002316 [Auxenochlorella protothecoides]
OG0002194	PCFQ01000081.1 g1537 [Chlorella sp. A99]	RMZ57145.1 hypothetical protein APUTEX25_003602 [Auxenochlorella protothecoides]
OG0002195	PCFQ01000004.1 g2577 [Chlorella sp. A99]	RMZ57158.1 hypothetical protein APUTEX25_003992 [Auxenochlorella protothecoides]
OG0002197	PCFQ01000037.1 g2482 [Chlorella sp. A99]	RMZ57166.1 hypothetical protein APUTEX25_004000 [Auxenochlorella protothecoides]
OG0002198	PCFQ01000078.1 g2099 [Chlorella sp. A99]	RMZ57171.1 hypothetical protein APUTEX25_004005 [Auxenochlorella protothecoides]
OG0002200	PCFQ01000012.1 g1825 [Chlorella sp. A99], PCFQ01000008.1 g1100 [Chlorella sp. A99]	RMZ57189.1 hypothetical protein APUTEX25_004023_ partial [Auxenochlorella protothecoides]
OG0002201	PCFQ01000002.1 g683 [Chlorella sp. A99]	RMZ57190.1 hypothetical protein APUTEX25_004024 [Auxenochlorella protothecoides]
OG0002202	PCFQ01000006.1 g3204 [Chlorella sp. A99]	RMZ57201.1 hypothetical protein APUTEX25_004035_ partial [Auxenochlorella protothecoides]
OG0002204	PCFQ01000077.1 g1754 [Chlorella sp. A99]	RMZ57216.1 hypothetical protein APUTEX25_004050 [Auxenochlorella protothecoides]
OG0002205	PCFQ01000037.1 g2485 [Chlorella sp. A99]	RMZ57254.1 hypothetical protein APUTEX25_004088 [Auxenochlorella protothecoides]
OG0002206	PCFQ01000012.1 g1836 [Chlorella sp. A99]	RMZ57260.1 hypothetical protein APUTEX25_004094 [Auxenochlorella protothecoides]
OG0002211	PCFQ01000078.1 g2105 [Chlorella sp. A99]	RMZ57275.1 hypothetical protein APUTEX25_004109_ partial [Auxenochlorella protothecoides]
OG0002212	PCFQ01000008.1 g1108 [Chlorella sp. A99]	RMZ57303.1 hypothetical protein APUTEX25_004137 [Auxenochlorella protothecoides]
OG0002213	PCFQ01000011.1 g2927 [Chlorella sp. A99]	RMZ57312.1 hypothetical protein APUTEX25_004146 [Auxenochlorella protothecoides]
OG0002215	PCFQ01000077.1 g1733 [Chlorella sp. A99]	RMZ57332.1 hypothetical protein APUTEX25_004166 [Auxenochlorella protothecoides]
OG0002216	PCFQ01000002.1 g654 [Chlorella sp. A99]	RMZ57348.1 hypothetical protein APUTEX25_004182 [Auxenochlorella protothecoides]
OG0002217	PCFQ01000003.1 g1080 [Chlorella sp. A99]	RMZ57377.1 hypothetical protein APUTEX25_004211_ partial [Auxenochlorella protothecoides]
OG0002219	PCFQ01000073.1 g1976 [Chlorella sp. A99]	RMZ57428.1 hypothetical protein APUTEX25_004262 [Auxenochlorella protothecoides]
OG0002220	PCFQ01000002.1 g649 [Chlorella sp. A99]	RMZ57431.1 hypothetical protein APUTEX25_004265 [Auxenochlorella protothecoides]
OG0002221	PCFQ01000002.1 g653 [Chlorella sp. A99]	RMZ57439.1 hypothetical protein APUTEX25_004273 [Auxenochlorella protothecoides]
OG0002223	PCFQ01000020.1 g945 [Chlorella sp. A99]	RMZ57449.1 hypothetical protein APUTEX25_004283 [Auxenochlorella protothecoides]
OG0002224	PCFQ01000058.1 g86 [Chlorella sp. A99]	RMZ57472.1 hypothetical protein APUTEX25_004306 [Auxenochlorella protothecoides]
OG0002227	PCFQ01000058.1 g21 [Chlorella sp. A99]	RMZ57492.1 hypothetical protein APUTEX25_003735_ partial [Auxenochlorella protothecoides]
OG0002228	PCFQ01000058.1 g20 [Chlorella sp. A99]	RMZ57493.1 hypothetical protein APUTEX25_003736_ partial [Auxenochlorella protothecoides]
OG0002230	PCFQ01000058.1 g43 [Chlorella sp. A99]	RMZ57517.1 hypothetical protein APUTEX25_003760 [Auxenochlorella protothecoides]
OG0002232	PCFQ01000008.1 g1170 [Chlorella sp. A99]	RMZ57531.1 hypothetical protein APUTEX25_001731 [Auxenochlorella protothecoides]
OG0002233	PCFQ01000020.1 g908 [Chlorella sp. A99]	RMZ57564.1 hypothetical protein APUTEX25_001764_ partial [Auxenochlorella protothecoides]
OG0002235	PCFQ01000020.1 g912 [Chlorella sp. A99]	RMZ57566.1 hypothetical protein APUTEX25_001766_ partial [Auxenochlorella protothecoides]
OG0002236	PCFQ01000015.1 g3042 [Chlorella sp. A99]	RMZ57592.1 hypothetical protein APUTEX25_001792_ partial [Auxenochlorella protothecoides]
OG0002237	PCFQ01000020.1 g882 [Chlorella sp. A99]	RMZ57594.1 hypothetical protein APUTEX25_001794 [Auxenochlorella protothecoides]
OG0002238	PCFQ01000013.1 g3302 [Chlorella sp. A99]	RMZ57596.1 hypothetical protein APUTEX25_001796 [Auxenochlorella protothecoides]
OG0002239	PCFQ01000020.1 g896 [Chlorella sp. A99]	RMZ57600.1 hypothetical protein APUTEX25_001800 [Auxenochlorella protothecoides]
OG0002241	PCFQ01000073.1 g1978 [Chlorella sp. A99]	RMZ57620.1 hypothetical protein APUTEX25_001820 [Auxenochlorella protothecoides]
OG0002243	PCFQ01000079.1 g1533 [Chlorella sp. A99]	RMZ57631.1 hypothetical protein APUTEX25_001831 [Auxenochlorella protothecoides]
OG0002245	PCFQ01000020.1 g888 [Chlorella sp. A99]	RMZ57638.1 hypothetical protein APUTEX25_001838_ partial [Auxenochlorella protothecoides]
OG0002246	PCFQ01000015.1 g3068 [Chlorella sp. A99], PCFQ01000018.1 g413 [Chlorella sp. A99]	RMZ57640.1 hypothetical protein APUTEX25_001840 [Auxenochlorella protothecoides]
OG0002248	PCFQ01000079.1 g1535 [Chlorella sp. A99]	RMZ57661.1 hypothetical protein APUTEX25_001861 [Auxenochlorella protothecoides]
OG0002249	PCFQ01000082.1 g611 [Chlorella sp. A99]	RMZ57665.1 hypothetical protein APUTEX25_001865_ partial [Auxenochlorella protothecoides]
OG0002251	PCFQ01000010.1 g302 [Chlorella sp. A99]	RMZ57688.1 hypothetical protein APUTEX25_001888_ partial [Auxenochlorella protothecoides]
OG0002366	PCFQ01000058.1 g249 [Chlorella sp. A99]	RMZ52009.1 hypothetical protein APUTEX25_001203 [Auxenochlorella protothecoides]
OG0002367	PCFQ01000005.1 g857 [Chlorella sp. A99]	RMZ52013.1 hypothetical protein APUTEX25_001207 [Auxenochlorella protothecoides]
OG0002369	PCFQ01000081.1 g1594 [Chlorella sp. A99]	RMZ52032.1 hypothetical protein APUTEX25_001226_ partial [Auxenochlorella protothecoides]
OG0002370	PCFQ01000046.1 g1876 [Chlorella sp. A99]	RMZ52034.1 hypothetical protein APUTEX25_001228 [Auxenochlorella protothecoides]
OG0002371	PCFQ01000079.1 g1305 [Chlorella sp. A99]	RMZ52037.1 hypothetical protein APUTEX25_001231 [Auxenochlorella protothecoides]
OG0002372	PCFQ01000001.1 g1000 [Chlorella sp. A99]	RMZ52041.1 hypothetical protein APUTEX25_001235_ partial [Auxenochlorella protothecoides]
OG0002373	PCFQ01000046.1 g1852 [Chlorella sp. A99]	RMZ52042.1 hypothetical protein APUTEX25_001236 [Auxenochlorella protothecoides]
OG0002376	PCFQ01000046.1 g1871 [Chlorella sp. A99]	RMZ52052.1 hypothetical protein APUTEX25_001246 [Auxenochlorella protothecoides]
OG0002377	PCFQ01000015.1 g3091 [Chlorella sp. A99]	RMZ52054.1 hypothetical protein APUTEX25_001248_ partial [Auxenochlorella protothecoides]
OG0002378	PCFQ01000009.1 g1693 [Chlorella sp. A99]	RMZ52056.1 hypothetical protein APUTEX25_001250 [Auxenochlorella protothecoides]
OG0002379	PCFQ01000008.1 g1134 [Chlorella sp. A99]	RMZ52070.1 hypothetical protein APUTEX25_001264 [Auxenochlorella protothecoides]
OG0002381	PCFQ01000037.1 g2523 [Chlorella sp. A99]	RMZ52097.1 hypothetical protein APUTEX25_001291_ partial [Auxenochlorella protothecoides]
OG0002382	PCFQ01000009.1 g1692 [Chlorella sp. A99]	RMZ52102.1 hypothetical protein APUTEX25_001296_ partial [Auxenochlorella protothecoides]
OG0002383	PCFQ01000020.1 g874 [Chlorella sp. A99]	RMZ52111.1 hypothetical protein APUTEX25_001305_ partial [Auxenochlorella protothecoides]
OG0002385	PCFQ01000079.1 g1319 [Chlorella sp. A99]	RMZ52125.1 hypothetical protein APUTEX25_001515 [Auxenochlorella protothecoides]
OG0002386	PCFQ01000082.1 g580 [Chlorella sp. A99]	RMZ52133.1 hypothetical protein APUTEX25_001523 [Auxenochlorella protothecoides]
OG0002388	PCFQ01000079.1 g1348 [Chlorella sp. A99]	RMZ52149.1 hypothetical protein APUTEX25_001539_ partial [Auxenochlorella protothecoides]
OG0002391	PCFQ01000079.1 g1353 [Chlorella sp. A99]	RMZ52163.1 hypothetical protein APUTEX25_001553 [Auxenochlorella protothecoides]
OG0002396	PCFQ01000079.1 g1289 [Chlorella sp. A99]	RMZ52227.1 hypothetical protein APUTEX25_001617_ partial [Auxenochlorella protothecoides]
OG0002398	PCFQ01000015.1 g3018 [Chlorella sp. A99]	RMZ52235.1 hypothetical protein APUTEX25_001625 [Auxenochlorella protothecoides]
OG0002399	PCFQ01000010.1 g372 [Chlorella sp. A99]	RMZ52239.1 hypothetical protein APUTEX25_001629 [Auxenochlorella protothecoides]
OG0002403	PCFQ01000082.1 g583 [Chlorella sp. A99]	RMZ52247.1 hypothetical protein APUTEX25_001637 [Auxenochlorella protothecoides]
OG0002404	PCFQ01000079.1 g1343 [Chlorella sp. A99]	RMZ52264.1 hypothetical protein APUTEX25_001654 [Auxenochlorella protothecoides]
OG0002405	PCFQ01000082.1 g590 [Chlorella sp. A99]	RMZ52266.1 hypothetical protein APUTEX25_001656_ partial [Auxenochlorella protothecoides]
OG0002406	PCFQ01000079.1 g1322 [Chlorella sp. A99]	RMZ52268.1 hypothetical protein APUTEX25_001658 [Auxenochlorella protothecoides]
