Orthogroup	Scenedesmus_PABB004	Chlorella_A99
OG0001846	KAF8057659.1 POLR3H [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1642 [Chlorella sp. A99]
OG0001847	KAF8072988.1 sec61a [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1258 [Chlorella sp. A99]
OG0001849	KAF8065757.1 hypothetical protein HT031_002817 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g149 [Chlorella sp. A99]
OG0001851	KAF8064526.1 methionine--tRNA ligase [Scenedesmus sp. PABB004]	PCFQ01000020.1 g933 [Chlorella sp. A99]
OG0001853	KAF8057869.1 can [Scenedesmus sp. PABB004]	PCFQ01000019.1 g1788 [Chlorella sp. A99], PCFQ01000058.1 g204 [Chlorella sp. A99]
OG0001854	KAF8061353.1 SUMO3 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2841 [Chlorella sp. A99]
OG0001855	KAF8065905.1 SF3B4 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2835 [Chlorella sp. A99]
OG0001856	KAF8058350.1 upp [Scenedesmus sp. PABB004]	PCFQ01000019.1 g1791 [Chlorella sp. A99]
OG0001857	KAF8070880.1 RAN-A1 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2008 [Chlorella sp. A99]
OG0001858	KAF8071193.1 RPL8 [Scenedesmus sp. PABB004]	PCFQ01000080.1 g1948 [Chlorella sp. A99]
OG0001860	KAF8072572.1 Phenylalanine--tRNA ligase alpha subunit [Scenedesmus sp. PABB004]	PCFQ01000080.1 g1950 [Chlorella sp. A99]
OG0001861	KAF8070969.1 guaA [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1485 [Chlorella sp. A99]
OG0001862	KAF8062954.1 yif1b-a [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2508 [Chlorella sp. A99]
OG0001863	KAF8065561.1 SLY1 [Scenedesmus sp. PABB004]	PCFQ01000020.1 g914 [Chlorella sp. A99]
OG0001864	KAF8055911.1 LCMT1 [Scenedesmus sp. PABB004]	PCFQ01000020.1 g918 [Chlorella sp. A99]
OG0001865	KAF8060290.1 hypothetical protein HT031_004825 [Scenedesmus sp. PABB004]	PCFQ01000019.1 g1811 [Chlorella sp. A99]
OG0001867	KAF8073032.1 complex 1 intermediate-associated protein [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1488 [Chlorella sp. A99]
OG0001868	KAF8061305.1 VPS18 [Scenedesmus sp. PABB004]	PCFQ01000014.1 g1883 [Chlorella sp. A99]
OG0001869	KAF8069447.1 ECR1 [Scenedesmus sp. PABB004]	PCFQ01000049.1 g2287 [Chlorella sp. A99]
OG0001870	KAF8072744.1 RWA3 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g804 [Chlorella sp. A99]
OG0001871	KAF8072837.1 CBR1 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3350 [Chlorella sp. A99]
OG0001874	KAF8057623.1 hypothetical protein HT031_005972 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g459 [Chlorella sp. A99]
OG0001875	KAF8055280.1 eukaryotic translation initiation factor 3 subunit J [Scenedesmus sp. PABB004]	PCFQ01000020.1 g870 [Chlorella sp. A99]
OG0001876	KAF8072647.1 MDH1 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1635 [Chlorella sp. A99]
OG0001877	KAF8059205.1 XYL1 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1637 [Chlorella sp. A99]
OG0001878	KAF8062041.1 CTDSPL2 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g441 [Chlorella sp. A99]
OG0001879	KAF8073080.1 hypothetical protein HT031_000741 [Scenedesmus sp. PABB004]	PCFQ01000020.1 g925 [Chlorella sp. A99]
OG0001880	KAF8058875.1 UBP7 [Scenedesmus sp. PABB004]	PCFQ01000019.1 g1813 [Chlorella sp. A99]
OG0001883	KAF8055490.1 TIF3I1 [Scenedesmus sp. PABB004]	PCFQ01000020.1 g917 [Chlorella sp. A99]
OG0001885	KAF8063718.1 RPL3 [Scenedesmus sp. PABB004]	PCFQ01000080.1 g1955 [Chlorella sp. A99]
OG0001887	KAF8055930.1 VP22-1 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g361 [Chlorella sp. A99]
OG0001888	KAF8068421.1 RPN5A [Scenedesmus sp. PABB004]	PCFQ01000005.1 g749 [Chlorella sp. A99]
OG0001889	KAF8073241.1 hypothetical protein HT031_000902 [Scenedesmus sp. PABB004]	PCFQ01000001.1 g997 [Chlorella sp. A99]
OG0001892	KAF8069538.1 regulator of telomere elongation helicase 1 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g754 [Chlorella sp. A99]
OG0001893	KAF8060532.1 Pdcl3 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1461 [Chlorella sp. A99]
OG0001894	KAF8056103.1 nifk [Scenedesmus sp. PABB004]	PCFQ01000001.1 g961 [Chlorella sp. A99]
OG0001895	KAF8072804.1 N-acetyl-gamma-glutamyl-phosphate reductase [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2214 [Chlorella sp. A99]
OG0001896	KAF8065632.1 CNX1 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2207 [Chlorella sp. A99]
OG0001897	KAF8070926.1 PDIL2-2 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2175 [Chlorella sp. A99]
OG0001900	KAF8065707.1 UFD1 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2205 [Chlorella sp. A99]
OG0001902	KAF8064558.1 ADK1 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2216 [Chlorella sp. A99]
OG0001904	KAF8069667.1 Histone H2A-IV [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2217 [Chlorella sp. A99]
OG0001906	KAF8065868.1 MBB1 [Scenedesmus sp. PABB004], KAF8058296.1 MBB1 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2206 [Chlorella sp. A99]
OG0001907	KAF8066203.1 GCN5 [Scenedesmus sp. PABB004]	PCFQ01000042.1 g747 [Chlorella sp. A99]
OG0001909	KAF8064487.1 hypothetical protein HT031_003286 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2018 [Chlorella sp. A99]
OG0001911	KAF8061953.1 ALG11 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2035 [Chlorella sp. A99]
OG0001912	KAF8072553.1 SMC1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g211 [Chlorella sp. A99], PCFQ01000058.1 g212 [Chlorella sp. A99]
OG0001913	KAF8072803.1 VPS35B [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1058 [Chlorella sp. A99]
OG0001914	KAF8073139.1 hypothetical protein HT031_000800 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g807 [Chlorella sp. A99]
OG0001915	KAF8068311.1 UVR8 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2493 [Chlorella sp. A99]
OG0001916	KAF8059367.1 radA [Scenedesmus sp. PABB004]	PCFQ01000005.1 g854 [Chlorella sp. A99]
OG0001917	KAF8058477.1 hypothetical protein HT031_005601 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1643 [Chlorella sp. A99]
OG0001918	KAF8058943.1 WIN1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g202 [Chlorella sp. A99]
OG0001919	KAF8065525.1 VAT1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g237 [Chlorella sp. A99]
OG0001920	KAF8063750.1 CYP57 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g248 [Chlorella sp. A99]
OG0001921	KAF8057284.1 VHA-d1 [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1068 [Chlorella sp. A99]
OG0001922	KAF8058864.1 KIN14I [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1632 [Chlorella sp. A99]
OG0001923	KAF8072380.1 RH42 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g119 [Chlorella sp. A99]
OG0001924	KAF8057714.1 ACC1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g105 [Chlorella sp. A99]
OG0001925	KAF8066386.1 ACLA-2 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2642 [Chlorella sp. A99]
OG0001928	KAF8055326.1 TYRAAT2 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g257 [Chlorella sp. A99]
OG0001929	KAF8066242.1 CFAP58 [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1043 [Chlorella sp. A99]
OG0001932	KAF8068224.1 hypothetical protein HT031_001910 [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1044 [Chlorella sp. A99]
OG0001933	KAF8072568.1 yakA [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2742 [Chlorella sp. A99]
OG0001934	KAF8054874.1 rcc2 [Scenedesmus sp. PABB004]	PCFQ01000002.1 g668 [Chlorella sp. A99]
OG0001935	KAF8073190.1 NADH dehydrogenase [ubiquinone] iron-sulfur protein 8-B [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1171 [Chlorella sp. A99]
OG0001936	KAF8067138.1 MPT3 [Scenedesmus sp. PABB004]	PCFQ01000002.1 g731 [Chlorella sp. A99]
OG0001937	KAF8066321.1 RIOK1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g24 [Chlorella sp. A99]
OG0001941	KAF8059702.1 isoleucine--tRNA ligase [Scenedesmus sp. PABB004]	PCFQ01000058.1 g28 [Chlorella sp. A99]
OG0001942	KAF8063062.1 cys12 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g30 [Chlorella sp. A99]
OG0001943	KAF8066282.1 ERF1-3 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g23 [Chlorella sp. A99]
OG0001944	KAF8055388.1 MET1B [Scenedesmus sp. PABB004]	PCFQ01000058.1 g25 [Chlorella sp. A99]
OG0001945	KAF8072859.1 PCH2 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g67 [Chlorella sp. A99]
OG0001946	KAF8066259.1 coatomer subunit epsilon-1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g46 [Chlorella sp. A99]
OG0001947	KAF8066270.1 leucine--tRNA ligase [Scenedesmus sp. PABB004]	PCFQ01000058.1 g70 [Chlorella sp. A99]
OG0001948	KAF8057291.1 WAV2 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g32 [Chlorella sp. A99]
OG0001950	KAF8069682.1 rgt-1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g18 [Chlorella sp. A99]
OG0001951	KAF8063060.1 RPS18 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1147 [Chlorella sp. A99]
OG0001952	KAF8059204.1 RPN3A [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1149 [Chlorella sp. A99]
OG0001955	KAF8062686.1 aspartyl aminopeptidase [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2963 [Chlorella sp. A99]
OG0001956	KAF8060602.1 glycine--tRNA ligase [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2807 [Chlorella sp. A99]
OG0001960	KAF8055477.1 PRP19 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g612 [Chlorella sp. A99]
OG0001961	KAF8057144.1 EDD1 [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1758 [Chlorella sp. A99]
OG0001965	KAF8066367.1 ACX2 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2157 [Chlorella sp. A99]
OG0001967	KAF8066416.1 RPS15 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3062 [Chlorella sp. A99]
OG0001968	KAF8066184.1 PI4KB1 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2883 [Chlorella sp. A99]
OG0001969	KAF8069438.1 NBP35 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g520 [Chlorella sp. A99]
OG0001970	KAF8065762.1 hypothetical protein HT031_002822 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2161 [Chlorella sp. A99]
OG0001972	KAF8061173.1 SBE2.2 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2922 [Chlorella sp. A99]
OG0001973	KAF8064489.1 4-hydroxyphenylpyruvate dioxygenase [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2926 [Chlorella sp. A99]
OG0001974	KAF8065886.1 DGAT1C [Scenedesmus sp. PABB004], KAF8065851.1 hypothetical protein HT031_002911 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2159 [Chlorella sp. A99]
OG0001975	KAF8065719.1 bchH [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2153 [Chlorella sp. A99]
OG0001976	KAF8057627.1 Glo1 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2525 [Chlorella sp. A99]
OG0001977	KAF8060500.1 sua5 [Scenedesmus sp. PABB004], KAF8060504.1 SPAC6G9.01c [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1726 [Chlorella sp. A99]
OG0001979	KAF8071264.1 NOP5-2 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2798 [Chlorella sp. A99]
OG0001980	KAF8072498.1 VHA-H [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2126 [Chlorella sp. A99]
OG0001981	KAF8065817.1 CSP41B [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2142 [Chlorella sp. A99]
OG0001982	KAF8057618.1 BASS1 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1128 [Chlorella sp. A99]
OG0001986	KAF8057253.1 MPK15 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1401 [Chlorella sp. A99]
OG0001987	KAF8067299.1 PLA1 [Scenedesmus sp. PABB004]	PCFQ01000002.1 g660 [Chlorella sp. A99]
OG0001988	KAF8058053.1 AIG2LD [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3159 [Chlorella sp. A99]
OG0001990	KAF8059994.1 NHP2 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3171 [Chlorella sp. A99]
OG0001992	KAF8062109.1 ABC1K1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g265 [Chlorella sp. A99]
OG0001993	KAF8063703.1 hypothetical protein HT031_003558 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2360 [Chlorella sp. A99]
OG0001995	KAF8056751.1 hypothetical protein HT031_006249 [Scenedesmus sp. PABB004]	PCFQ01000075.1 g1944 [Chlorella sp. A99]
OG0001996	KAF8060091.1 hypothetical protein HT031_005030 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3164 [Chlorella sp. A99]
OG0001997	KAF8058348.1 hypothetical protein HT031_005666 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g220 [Chlorella sp. A99]
OG0002000	KAF8059384.1 HISN4 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g226 [Chlorella sp. A99]
OG0002001	KAF8067363.1 LIMR family protein [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3169 [Chlorella sp. A99]
OG0002003	KAF8072720.1 hypothetical protein HT031_000380 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3183 [Chlorella sp. A99]
OG0002004	KAF8056259.1 MEMB11 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3188 [Chlorella sp. A99]
OG0002005	KAF8065524.1 zZinc finger CCCH domain-containing protein 1 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1589 [Chlorella sp. A99]
OG0002006	KAF8056119.1 LHCB5 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1539 [Chlorella sp. A99]
OG0002007	KAF8072350.1 hypothetical protein HT031_000009 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1700 [Chlorella sp. A99]
OG0002008	KAF8067369.1 ATJ6 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1590 [Chlorella sp. A99]
OG0002009	KAF8072376.1 ATP5PO [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2680 [Chlorella sp. A99], PCFQ01000081.1 g1583 [Chlorella sp. A99]
OG0002011	KAF8056378.1 V-type proton ATPase subunit B 1 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1670 [Chlorella sp. A99]
OG0002012	KAF8072389.1 RCH2 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2156 [Chlorella sp. A99]
OG0002013	KAF8065658.1 HCC1 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1588 [Chlorella sp. A99]
OG0002015	KAF8062756.1 P5CSB [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2385 [Chlorella sp. A99]
OG0002016	KAF8063025.1 CLPX1 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g456 [Chlorella sp. A99]
OG0002017	KAF8073031.1 TWN2 [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1784 [Chlorella sp. A99]
OG0002018	KAF8058441.1 ACX1.2 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2015 [Chlorella sp. A99]
OG0002019	KAF8071245.1 hypothetical protein HT031_001328 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1109 [Chlorella sp. A99]
OG0002020	KAF8072453.1 PPD1 [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1772 [Chlorella sp. A99]
OG0002021	KAF8061959.1 RIX7 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1684 [Chlorella sp. A99]
OG0002023	KAF8060530.1 RPS5 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g277 [Chlorella sp. A99]
OG0002024	KAF8069364.1 TRAF1A [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1775 [Chlorella sp. A99]
OG0002026	KAF8067128.1 STIPL1 [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1769 [Chlorella sp. A99]
OG0002027	KAF8063014.1 APT4 [Scenedesmus sp. PABB004]	PCFQ01000046.1 g1861 [Chlorella sp. A99]
OG0002028	KAF8063704.1 RPN1B [Scenedesmus sp. PABB004]	PCFQ01000001.1 g993 [Chlorella sp. A99]
OG0002029	KAF8071269.1 actin [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2188 [Chlorella sp. A99]
OG0002031	KAF8056451.1 KIN7I [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2510 [Chlorella sp. A99], PCFQ01000015.1 g2938 [Chlorella sp. A99]
OG0002032	KAF8057143.1 ARC5 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1476 [Chlorella sp. A99]
OG0002033	KAF8069508.1 ffh [Scenedesmus sp. PABB004]	PCFQ01000005.1 g840 [Chlorella sp. A99]
OG0002035	KAF8056369.1 TOP2 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g187 [Chlorella sp. A99]
OG0002037	KAF8069650.1 MTR4 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g860 [Chlorella sp. A99]
OG0002039	KAF8061384.1 PLGG1 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2713 [Chlorella sp. A99]
OG0002040	KAF8070980.1 ilvD [Scenedesmus sp. PABB004]	PCFQ01000075.1 g1907 [Chlorella sp. A99]
OG0002041	KAF8064552.1 hypothetical protein HT031_003352 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1439 [Chlorella sp. A99]
OG0002042	KAF8072427.1 SBE1 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g831 [Chlorella sp. A99]
OG0002043	KAF8057260.1 DPB2 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1428 [Chlorella sp. A99]
OG0002046	KAF8056217.1 40S ribosomal protein SA [Scenedesmus sp. PABB004]	PCFQ01000082.1 g560 [Chlorella sp. A99]
OG0002048	KAF8055995.1 Aconitate hydratase [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3153 [Chlorella sp. A99]
OG0002050	KAF8061139.1 THO2 [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1191 [Chlorella sp. A99]
OG0002051	KAF8073028.1 NOP56 [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1235 [Chlorella sp. A99]
OG0002053	KAF8062680.1 Sec11c [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1464 [Chlorella sp. A99]
OG0002056	KAF8069490.1 RHN1 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g351 [Chlorella sp. A99]
OG0002058	KAF8069444.1 RS31 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g301 [Chlorella sp. A99]
OG0002063	KAF8069404.1 hypothetical protein HT031_001519 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g330 [Chlorella sp. A99]
OG0002064	KAF8059741.1 UBC11 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g335 [Chlorella sp. A99]
OG0002066	KAF8068454.1 ANK2 [Scenedesmus sp. PABB004], KAF8070941.1 SMC5 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g318 [Chlorella sp. A99]
OG0002068	KAF8061946.1 hypothetical protein HT031_004206 [Scenedesmus sp. PABB004], KAF8057620.1 PRXIIE-1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g193 [Chlorella sp. A99]
OG0002069	KAF8056737.1 CYP710A1 [Scenedesmus sp. PABB004], KAF8056740.1 CYP710A1 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2427 [Chlorella sp. A99]
OG0002072	KAF8063031.1 hypothetical protein HT031_003870 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2747 [Chlorella sp. A99]
OG0002074	KAF8071165.1 rlp24 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g89 [Chlorella sp. A99]
OG0002075	KAF8064501.1 IPS2 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g129 [Chlorella sp. A99]
OG0002076	KAF8073195.1 EHD1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g104 [Chlorella sp. A99]
OG0002079	KAF8072434.1 hypothetical protein HT031_000093 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g130 [Chlorella sp. A99]
OG0002080	KAF8057879.1 Bifunctional aspartate aminotransferase and glutamate/aspartate-prephenate aminotransferase [Scenedesmus sp. PABB004]	PCFQ01000058.1 g176 [Chlorella sp. A99]
OG0002081	KAF8062673.1 dph1 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g539 [Chlorella sp. A99]
OG0002082	KAF8073259.1 PAD1 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2443 [Chlorella sp. A99]
OG0002083	KAF8072410.1 Nascent polypeptide-associated complex subunit alpha-like protein [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2760 [Chlorella sp. A99]
OG0002084	KAF8058056.1 miaB [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2388 [Chlorella sp. A99], PCFQ01000030.1 g2932 [Chlorella sp. A99]
OG0002087	KAF8063754.1 IMPA1 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2621 [Chlorella sp. A99]
OG0002088	KAF8063074.1 CRNKL1 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2626 [Chlorella sp. A99]
OG0002089	KAF8065733.1 Glutamine--tRNA ligase [Scenedesmus sp. PABB004]	PCFQ01000021.1 g2310 [Chlorella sp. A99], PCFQ01000077.1 g1738 [Chlorella sp. A99]
OG0002090	KAF8062974.1 PAG1 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2623 [Chlorella sp. A99]
OG0002092	KAF8065501.1 SPB1 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3116 [Chlorella sp. A99]
OG0002093	KAF8069415.1 glycerol-3-phosphate transporter 1 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g491 [Chlorella sp. A99]
OG0002095	KAF8064483.1 PAE1 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2528 [Chlorella sp. A99]
OG0002097	KAF8067245.1 leuB [Scenedesmus sp. PABB004]	PCFQ01000002.1 g708 [Chlorella sp. A99]
OG0002098	KAF8065895.1 Sec24-like protein [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2089 [Chlorella sp. A99]
OG0002099	KAF8071057.1 hypothetical protein HT031_001139 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3212 [Chlorella sp. A99]
OG0002102	KAF8071089.1 RER1A [Scenedesmus sp. PABB004]	PCFQ01000010.1 g365 [Chlorella sp. A99]
OG0002103	KAF8061385.1 Acad10 [Scenedesmus sp. PABB004]	PCFQ01000002.1 g700 [Chlorella sp. A99]
OG0002105	KAF8070927.1 RPL11 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2536 [Chlorella sp. A99]
OG0002106	KAF8073128.1 hypothetical protein HT031_000789 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g364 [Chlorella sp. A99]
OG0002107	KAF8068183.1 SEC6 [Scenedesmus sp. PABB004]	PCFQ01000001.1 g950 [Chlorella sp. A99]
OG0002109	KAF8071292.1 ogdh [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3028 [Chlorella sp. A99]
OG0002110	KAF8061119.1 XPB2 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3001 [Chlorella sp. A99]
OG0002112	KAF8063095.1 RPL27 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1096 [Chlorella sp. A99]
OG0002115	KAF8058908.1 hypothetical protein HT031_005476 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2122 [Chlorella sp. A99]
OG0002116	KAF8067320.1 DEAD-box ATP-dependent RNA helicase 20 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1123 [Chlorella sp. A99]
OG0002118	KAF8056020.1 CAT1 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2154 [Chlorella sp. A99]
OG0002121	KAF8062924.1 proB [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1155 [Chlorella sp. A99]
OG0002122	KAF8072943.1 ERD2B [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2137 [Chlorella sp. A99]
OG0002123	KAF8058326.1 gloB [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2119 [Chlorella sp. A99]
OG0002124	KAF8065613.1 OBGC1 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1164 [Chlorella sp. A99]
OG0002125	KAF8061979.1 prefoldin subunit 3 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1154 [Chlorella sp. A99]
OG0002126	KAF8067151.1 PRORSD1P [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2475 [Chlorella sp. A99]
OG0002127	KAF8058480.1 VHA-C [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1629 [Chlorella sp. A99]
OG0002128	KAF8066347.1 RH21 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g454 [Chlorella sp. A99]
OG0002130	KAF8065961.1 lon protease [Scenedesmus sp. PABB004]	PCFQ01000018.1 g394 [Chlorella sp. A99]
OG0002131	KAF8056229.1 Sf3b6 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g396 [Chlorella sp. A99]
OG0002133	KAF8071360.1 hypothetical protein HT031_001444 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g370 [Chlorella sp. A99]
OG0002135	KAF8056346.1 psmg3 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g399 [Chlorella sp. A99]
OG0002137	KAF8063030.1 KIN17 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1603 [Chlorella sp. A99]
OG0002138	KAF8055750.1 CNB1 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3108 [Chlorella sp. A99]
OG0002139	KAF8065433.1 RPL10A [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2785 [Chlorella sp. A99]
OG0002141	KAF8060546.1 RPL6 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2948 [Chlorella sp. A99]
OG0002144	KAF8060568.1 MTPC4 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g466 [Chlorella sp. A99]
