Orthogroup	Scenedesmus_PABB004	Chlorella_VariabilisNC64A
OG0001879	KAF8073080.1 hypothetical protein HT031_000741 [Scenedesmus sp. PABB004]	XP_005848540.1 hypothetical protein CHLNCDRAFT_59658 [Chlorella variabilis]
OG0001880	KAF8058875.1 UBP7 [Scenedesmus sp. PABB004]	XP_005845420.1 hypothetical protein CHLNCDRAFT_25814 [Chlorella variabilis]
OG0001881	KAF8071319.1 hypothetical protein HT031_001402 [Scenedesmus sp. PABB004]	XP_005848410.1 hypothetical protein CHLNCDRAFT_144721 [Chlorella variabilis]
OG0001882	KAF8072978.1 PDX1 [Scenedesmus sp. PABB004]	XP_005852209.1 hypothetical protein CHLNCDRAFT_55943 [Chlorella variabilis]
OG0001883	KAF8055490.1 TIF3I1 [Scenedesmus sp. PABB004]	XP_005848555.1 hypothetical protein CHLNCDRAFT_17736_ partial [Chlorella variabilis]
OG0001885	KAF8063718.1 RPL3 [Scenedesmus sp. PABB004]	XP_005848255.1 hypothetical protein CHLNCDRAFT_35097 [Chlorella variabilis]
OG0001887	KAF8055930.1 VP22-1 [Scenedesmus sp. PABB004]	XP_005846063.1 hypothetical protein CHLNCDRAFT_36297 [Chlorella variabilis]
OG0001888	KAF8068421.1 RPN5A [Scenedesmus sp. PABB004]	XP_005848777.1 hypothetical protein CHLNCDRAFT_56118 [Chlorella variabilis]
OG0001889	KAF8073241.1 hypothetical protein HT031_000902 [Scenedesmus sp. PABB004]	XP_005845916.1 hypothetical protein CHLNCDRAFT_25450_ partial [Chlorella variabilis]
OG0001890	KAF8069435.1 protein phosphatase methylesterase 1 [Scenedesmus sp. PABB004]	XP_005845523.1 hypothetical protein CHLNCDRAFT_9699_ partial [Chlorella variabilis]
OG0001891	KAF8061287.1 hypothetical protein HT031_004377 [Scenedesmus sp. PABB004]	XP_005847131.1 hypothetical protein CHLNCDRAFT_48894 [Chlorella variabilis]
OG0001892	KAF8069538.1 regulator of telomere elongation helicase 1 [Scenedesmus sp. PABB004]	XP_005848794.1 hypothetical protein CHLNCDRAFT_57565 [Chlorella variabilis]
OG0001893	KAF8060532.1 Pdcl3 [Scenedesmus sp. PABB004]	XP_005844059.1 hypothetical protein CHLNCDRAFT_139632 [Chlorella variabilis]
OG0001894	KAF8056103.1 nifk [Scenedesmus sp. PABB004]	XP_005846643.1 hypothetical protein CHLNCDRAFT_12701_ partial [Chlorella variabilis]
OG0001895	KAF8072804.1 N-acetyl-gamma-glutamyl-phosphate reductase [Scenedesmus sp. PABB004]	XP_005843026.1 hypothetical protein CHLNCDRAFT_141716 [Chlorella variabilis]
OG0001896	KAF8065632.1 CNX1 [Scenedesmus sp. PABB004]	XP_005845247.1 hypothetical protein CHLNCDRAFT_136909 [Chlorella variabilis], XP_005845246.1 hypothetical protein CHLNCDRAFT_136908 [Chlorella variabilis]
OG0001897	KAF8070926.1 PDIL2-2 [Scenedesmus sp. PABB004]	XP_005845303.1 hypothetical protein CHLNCDRAFT_11403_ partial [Chlorella variabilis]
OG0001898	KAF8065745.1 cid14 [Scenedesmus sp. PABB004]	XP_005842993.1 hypothetical protein CHLNCDRAFT_37639 [Chlorella variabilis]
OG0001899	KAF8071154.1 rimM [Scenedesmus sp. PABB004]	XP_005846225.1 hypothetical protein CHLNCDRAFT_25138 [Chlorella variabilis]
OG0001900	KAF8065707.1 UFD1 [Scenedesmus sp. PABB004]	XP_005845377.1 hypothetical protein CHLNCDRAFT_136896 [Chlorella variabilis]
OG0001901	KAF8066373.1 hypothetical protein HT031_002697 [Scenedesmus sp. PABB004]	XP_005843009.1 hypothetical protein CHLNCDRAFT_141670 [Chlorella variabilis]
OG0001902	KAF8064558.1 ADK1 [Scenedesmus sp. PABB004]	XP_005845384.1 hypothetical protein CHLNCDRAFT_48281 [Chlorella variabilis]
OG0001903	KAF8065654.1 hypothetical protein HT031_003255 [Scenedesmus sp. PABB004], KAF8065655.1 hypothetical protein HT031_003256 [Scenedesmus sp. PABB004]	XP_005845429.1 hypothetical protein CHLNCDRAFT_53893 [Chlorella variabilis]
OG0001904	KAF8069667.1 Histone H2A-IV [Scenedesmus sp. PABB004]	XP_005843029.1 hypothetical protein CHLNCDRAFT_8690_ partial [Chlorella variabilis]
OG0001905	KAF8065925.1 dapC [Scenedesmus sp. PABB004]	XP_005845427.1 hypothetical protein CHLNCDRAFT_56274 [Chlorella variabilis]
OG0001906	KAF8065868.1 MBB1 [Scenedesmus sp. PABB004], KAF8058296.1 MBB1 [Scenedesmus sp. PABB004]	XP_005845386.1 hypothetical protein CHLNCDRAFT_26108 [Chlorella variabilis]
OG0001907	KAF8066203.1 GCN5 [Scenedesmus sp. PABB004]	XP_005843000.1 hypothetical protein CHLNCDRAFT_55490 [Chlorella variabilis]
OG0001909	KAF8064487.1 hypothetical protein HT031_003286 [Scenedesmus sp. PABB004]	XP_005846355.1 hypothetical protein CHLNCDRAFT_14687_ partial [Chlorella variabilis]
OG0001910	KAF8057901.1 GgCAS1 [Scenedesmus sp. PABB004]	XP_005848291.1 hypothetical protein CHLNCDRAFT_22200 [Chlorella variabilis]
OG0001911	KAF8061953.1 ALG11 [Scenedesmus sp. PABB004]	XP_005846509.1 hypothetical protein CHLNCDRAFT_56225 [Chlorella variabilis]
OG0001912	KAF8072553.1 SMC1 [Scenedesmus sp. PABB004]	XP_005846741.1 hypothetical protein CHLNCDRAFT_52951 [Chlorella variabilis]
OG0001913	KAF8072803.1 VPS35B [Scenedesmus sp. PABB004]	XP_005844872.1 hypothetical protein CHLNCDRAFT_54198 [Chlorella variabilis]
OG0001914	KAF8073139.1 hypothetical protein HT031_000800 [Scenedesmus sp. PABB004]	XP_005848870.1 hypothetical protein CHLNCDRAFT_144245 [Chlorella variabilis]
OG0001915	KAF8068311.1 UVR8 [Scenedesmus sp. PABB004]	XP_005847492.1 hypothetical protein CHLNCDRAFT_57991 [Chlorella variabilis]
OG0001916	KAF8059367.1 radA [Scenedesmus sp. PABB004]	XP_005848590.1 hypothetical protein CHLNCDRAFT_8491_ partial [Chlorella variabilis]
OG0001917	KAF8058477.1 hypothetical protein HT031_005601 [Scenedesmus sp. PABB004]	XP_005847967.1 hypothetical protein CHLNCDRAFT_31015 [Chlorella variabilis]
OG0001918	KAF8058943.1 WIN1 [Scenedesmus sp. PABB004]	XP_005846580.1 hypothetical protein CHLNCDRAFT_35898 [Chlorella variabilis]
OG0001919	KAF8065525.1 VAT1 [Scenedesmus sp. PABB004]	XP_005851575.1 hypothetical protein CHLNCDRAFT_29593 [Chlorella variabilis]
OG0001920	KAF8063750.1 CYP57 [Scenedesmus sp. PABB004]	XP_005851583.1 hypothetical protein CHLNCDRAFT_18801_ partial [Chlorella variabilis]
OG0001921	KAF8057284.1 VHA-d1 [Scenedesmus sp. PABB004]	XP_005844973.1 hypothetical protein CHLNCDRAFT_138366 [Chlorella variabilis]
OG0001922	KAF8058864.1 KIN14I [Scenedesmus sp. PABB004]	XP_005848180.1 hypothetical protein CHLNCDRAFT_145586 [Chlorella variabilis]
OG0001923	KAF8072380.1 RH42 [Scenedesmus sp. PABB004]	XP_005851228.1 hypothetical protein CHLNCDRAFT_137938 [Chlorella variabilis]
OG0001924	KAF8057714.1 ACC1 [Scenedesmus sp. PABB004]	XP_005851507.1 hypothetical protein CHLNCDRAFT_56737 [Chlorella variabilis]
OG0001925	KAF8066386.1 ACLA-2 [Scenedesmus sp. PABB004]	XP_005849878.1 hypothetical protein CHLNCDRAFT_56081 [Chlorella variabilis]
OG0001926	KAF8073004.1 hypothetical protein HT031_000664 [Scenedesmus sp. PABB004]	XP_005851218.1 hypothetical protein CHLNCDRAFT_137916 [Chlorella variabilis]
OG0001927	KAF8062892.1 hypothetical protein HT031_003730 [Scenedesmus sp. PABB004]	XP_005843221.1 hypothetical protein CHLNCDRAFT_141301 [Chlorella variabilis]
OG0001928	KAF8055326.1 TYRAAT2 [Scenedesmus sp. PABB004]	XP_005851595.1 hypothetical protein CHLNCDRAFT_18936_ partial [Chlorella variabilis]
OG0001929	KAF8066242.1 CFAP58 [Scenedesmus sp. PABB004]	XP_005843240.1 hypothetical protein CHLNCDRAFT_141344 [Chlorella variabilis]
OG0001931	KAF8056778.1 RPL4A [Scenedesmus sp. PABB004]	XP_005843231.1 hypothetical protein CHLNCDRAFT_37552_ partial [Chlorella variabilis]
OG0001932	KAF8068224.1 hypothetical protein HT031_001910 [Scenedesmus sp. PABB004]	XP_005843236.1 hypothetical protein CHLNCDRAFT_141336 [Chlorella variabilis]
OG0001933	KAF8072568.1 yakA [Scenedesmus sp. PABB004]	XP_005842584.1 hypothetical protein CHLNCDRAFT_143401_ partial [Chlorella variabilis], XP_005843542.1 hypothetical protein CHLNCDRAFT_140157_ partial [Chlorella variabilis]
OG0001934	KAF8054874.1 rcc2 [Scenedesmus sp. PABB004]	XP_005844025.1 hypothetical protein CHLNCDRAFT_139571 [Chlorella variabilis]
OG0001935	KAF8073190.1 NADH dehydrogenase [ubiquinone] iron-sulfur protein 8-B [Scenedesmus sp. PABB004]	XP_005850139.1 hypothetical protein CHLNCDRAFT_20716_ partial [Chlorella variabilis]
OG0001936	KAF8067138.1 MPT3 [Scenedesmus sp. PABB004]	XP_005844628.1 hypothetical protein CHLNCDRAFT_32522 [Chlorella variabilis]
OG0001937	KAF8066321.1 RIOK1 [Scenedesmus sp. PABB004]	XP_005851432.1 hypothetical protein CHLNCDRAFT_29479 [Chlorella variabilis]
OG0001939	KAF8065461.1 ycf45 [Scenedesmus sp. PABB004]	XP_005850364.1 hypothetical protein CHLNCDRAFT_57092 [Chlorella variabilis]
OG0001940	KAF8073255.1 hypothetical protein HT031_000916 [Scenedesmus sp. PABB004]	XP_005851421.1 hypothetical protein CHLNCDRAFT_137700 [Chlorella variabilis]
OG0001941	KAF8059702.1 isoleucine--tRNA ligase [Scenedesmus sp. PABB004]	XP_005851424.1 hypothetical protein CHLNCDRAFT_137710 [Chlorella variabilis]
OG0001942	KAF8063062.1 cys12 [Scenedesmus sp. PABB004]	XP_005851130.1 hypothetical protein CHLNCDRAFT_137718 [Chlorella variabilis]
OG0001943	KAF8066282.1 ERF1-3 [Scenedesmus sp. PABB004]	XP_005851141.1 hypothetical protein CHLNCDRAFT_29482 [Chlorella variabilis]
OG0001944	KAF8055388.1 MET1B [Scenedesmus sp. PABB004]	XP_005851422.1 hypothetical protein CHLNCDRAFT_137705 [Chlorella variabilis]
OG0001945	KAF8072859.1 PCH2 [Scenedesmus sp. PABB004]	XP_005851439.1 hypothetical protein CHLNCDRAFT_8480_ partial [Chlorella variabilis]
OG0001946	KAF8066259.1 coatomer subunit epsilon-1 [Scenedesmus sp. PABB004]	XP_005851431.1 hypothetical protein CHLNCDRAFT_56683 [Chlorella variabilis]
OG0001947	KAF8066270.1 leucine--tRNA ligase [Scenedesmus sp. PABB004]	XP_005851157.1 hypothetical protein CHLNCDRAFT_55974 [Chlorella variabilis]
OG0001948	KAF8057291.1 WAV2 [Scenedesmus sp. PABB004]	XP_005851428.1 hypothetical protein CHLNCDRAFT_17231_ partial [Chlorella variabilis]
OG0001949	KAF8055394.1 Tbc1d4 [Scenedesmus sp. PABB004]	XP_005851436.1 hypothetical protein CHLNCDRAFT_56689 [Chlorella variabilis]
OG0001950	KAF8069682.1 rgt-1 [Scenedesmus sp. PABB004]	XP_005851420.1 hypothetical protein CHLNCDRAFT_19326 [Chlorella variabilis]
OG0001951	KAF8063060.1 RPS18 [Scenedesmus sp. PABB004]	XP_005850125.1 40S ribosomal protein S18 [Chlorella variabilis]
OG0001952	KAF8059204.1 RPN3A [Scenedesmus sp. PABB004]	XP_005850128.1 hypothetical protein CHLNCDRAFT_20545 [Chlorella variabilis]
OG0001953	KAF8064479.1 TAD3 [Scenedesmus sp. PABB004]	XP_005847727.1 hypothetical protein CHLNCDRAFT_133789 [Chlorella variabilis], XP_005847728.1 hypothetical protein CHLNCDRAFT_133790 [Chlorella variabilis]
OG0001954	KAF8061094.1 Mettl6 [Scenedesmus sp. PABB004]	XP_005847810.1 hypothetical protein CHLNCDRAFT_23357 [Chlorella variabilis]
OG0001955	KAF8062686.1 aspartyl aminopeptidase [Scenedesmus sp. PABB004]	XP_005849269.1 hypothetical protein CHLNCDRAFT_143544 [Chlorella variabilis]
OG0001956	KAF8060602.1 glycine--tRNA ligase [Scenedesmus sp. PABB004]	XP_005850566.1 hypothetical protein CHLNCDRAFT_34068 [Chlorella variabilis]
OG0001958	KAF8058871.1 APX6 [Scenedesmus sp. PABB004]	XP_005842951.1 hypothetical protein CHLNCDRAFT_28686 [Chlorella variabilis]
OG0001960	KAF8055477.1 PRP19 [Scenedesmus sp. PABB004]	XP_005843657.1 hypothetical protein CHLNCDRAFT_140025 [Chlorella variabilis]
OG0001961	KAF8057144.1 EDD1 [Scenedesmus sp. PABB004]	XP_005850242.1 hypothetical protein CHLNCDRAFT_141905 [Chlorella variabilis]
OG0001962	KAF8058106.1 hypothetical protein HT031_005766 [Scenedesmus sp. PABB004]	XP_005850881.1 hypothetical protein CHLNCDRAFT_56882 [Chlorella variabilis]
OG0001964	KAF8063046.1 hypothetical protein HT031_003885 [Scenedesmus sp. PABB004]	XP_005847826.1 hypothetical protein CHLNCDRAFT_17999_ partial [Chlorella variabilis]
OG0001965	KAF8066367.1 ACX2 [Scenedesmus sp. PABB004]	XP_005846219.1 hypothetical protein CHLNCDRAFT_135478 [Chlorella variabilis]
OG0001966	KAF8068390.1 Ataxin-3-like protein [Scenedesmus sp. PABB004]	XP_005851182.1 hypothetical protein CHLNCDRAFT_13270_ partial [Chlorella variabilis]
OG0001967	KAF8066416.1 RPS15 [Scenedesmus sp. PABB004]	XP_005849249.1 hypothetical protein CHLNCDRAFT_48682 [Chlorella variabilis]
OG0001968	KAF8066184.1 PI4KB1 [Scenedesmus sp. PABB004]	XP_005850733.1 hypothetical protein CHLNCDRAFT_34245 [Chlorella variabilis]
OG0001969	KAF8069438.1 NBP35 [Scenedesmus sp. PABB004]	XP_005847582.1 hypothetical protein CHLNCDRAFT_23038 [Chlorella variabilis]
OG0001970	KAF8065762.1 hypothetical protein HT031_002822 [Scenedesmus sp. PABB004]	XP_005842828.1 hypothetical protein CHLNCDRAFT_142572 [Chlorella variabilis]
OG0001971	KAF8066297.1 TH1 [Scenedesmus sp. PABB004]	XP_005845835.1 hypothetical protein CHLNCDRAFT_58425 [Chlorella variabilis]
OG0001972	KAF8061173.1 SBE2.2 [Scenedesmus sp. PABB004]	XP_005851043.1 hypothetical protein CHLNCDRAFT_29960 [Chlorella variabilis]
OG0001973	KAF8064489.1 4-hydroxyphenylpyruvate dioxygenase [Scenedesmus sp. PABB004]	XP_005850767.1 hypothetical protein CHLNCDRAFT_20078 [Chlorella variabilis]
OG0001974	KAF8065886.1 DGAT1C [Scenedesmus sp. PABB004], KAF8065851.1 hypothetical protein HT031_002911 [Scenedesmus sp. PABB004]	XP_005842809.1 hypothetical protein CHLNCDRAFT_28812 [Chlorella variabilis]
OG0001975	KAF8065719.1 bchH [Scenedesmus sp. PABB004]	XP_005846214.1 hypothetical protein CHLNCDRAFT_25038 [Chlorella variabilis]
OG0001976	KAF8057627.1 Glo1 [Scenedesmus sp. PABB004]	XP_005847305.1 hypothetical protein CHLNCDRAFT_134426 [Chlorella variabilis]
OG0001977	KAF8060500.1 sua5 [Scenedesmus sp. PABB004], KAF8060504.1 SPAC6G9.01c [Scenedesmus sp. PABB004]	XP_005845030.1 hypothetical protein CHLNCDRAFT_137255 [Chlorella variabilis]
OG0001978	KAF8059173.1 hypothetical protein HT031_005345 [Scenedesmus sp. PABB004]	XP_005846696.1 hypothetical protein CHLNCDRAFT_135440 [Chlorella variabilis]
OG0001979	KAF8071264.1 NOP5-2 [Scenedesmus sp. PABB004]	XP_005850162.1 hypothetical protein CHLNCDRAFT_57124 [Chlorella variabilis]
OG0001980	KAF8072498.1 VHA-H [Scenedesmus sp. PABB004]	XP_005845340.1 hypothetical protein CHLNCDRAFT_32265 [Chlorella variabilis]
OG0001981	KAF8065817.1 CSP41B [Scenedesmus sp. PABB004]	XP_005845343.1 hypothetical protein CHLNCDRAFT_36589 [Chlorella variabilis]
OG0001982	KAF8057618.1 BASS1 [Scenedesmus sp. PABB004]	XP_005847223.1 expressed protein [Chlorella variabilis]
OG0001986	KAF8057253.1 MPK15 [Scenedesmus sp. PABB004]	XP_005844785.1 hypothetical protein CHLNCDRAFT_138663 [Chlorella variabilis]
OG0001987	KAF8067299.1 PLA1 [Scenedesmus sp. PABB004]	XP_005851338.1 hypothetical protein CHLNCDRAFT_138222 [Chlorella variabilis]
OG0001988	KAF8058053.1 AIG2LD [Scenedesmus sp. PABB004]	XP_005850820.1 hypothetical protein CHLNCDRAFT_140371 [Chlorella variabilis]
OG0001989	KAF8060575.1 DTX44 [Scenedesmus sp. PABB004]	XP_005849065.1 hypothetical protein CHLNCDRAFT_51240 [Chlorella variabilis]
OG0001990	KAF8059994.1 NHP2 [Scenedesmus sp. PABB004]	XP_005850497.1 hypothetical protein CHLNCDRAFT_13670_ partial [Chlorella variabilis]
OG0001991	KAF8066272.1 ADIPOR3 [Scenedesmus sp. PABB004]	XP_005846716.1 hypothetical protein CHLNCDRAFT_35894 [Chlorella variabilis]
OG0001992	KAF8062109.1 ABC1K1 [Scenedesmus sp. PABB004]	XP_005843041.1 hypothetical protein CHLNCDRAFT_55429 [Chlorella variabilis]
OG0001993	KAF8063703.1 hypothetical protein HT031_003558 [Scenedesmus sp. PABB004]	XP_005849767.1 hypothetical protein CHLNCDRAFT_30316 [Chlorella variabilis]
OG0001995	KAF8056751.1 hypothetical protein HT031_006249 [Scenedesmus sp. PABB004]	XP_005844310.1 hypothetical protein CHLNCDRAFT_26970 [Chlorella variabilis]
OG0001996	KAF8060091.1 hypothetical protein HT031_005030 [Scenedesmus sp. PABB004]	XP_005850817.1 hypothetical protein CHLNCDRAFT_29723 [Chlorella variabilis]
OG0001997	KAF8058348.1 hypothetical protein HT031_005666 [Scenedesmus sp. PABB004]	XP_005851652.1 hypothetical protein CHLNCDRAFT_56812 [Chlorella variabilis]
OG0001998	KAF8063107.1 CPI1 [Scenedesmus sp. PABB004]	XP_005846616.1 hypothetical protein CHLNCDRAFT_11379_ partial [Chlorella variabilis]
OG0001999	KAF8067383.1 ndor1 [Scenedesmus sp. PABB004]	XP_005850511.1 hypothetical protein CHLNCDRAFT_48513 [Chlorella variabilis]
OG0002000	KAF8059384.1 HISN4 [Scenedesmus sp. PABB004]	XP_005851332.1 hypothetical protein CHLNCDRAFT_55988 [Chlorella variabilis]
OG0002001	KAF8067363.1 LIMR family protein [Scenedesmus sp. PABB004]	XP_005850504.1 hypothetical protein CHLNCDRAFT_140333 [Chlorella variabilis]
OG0002003	KAF8072720.1 hypothetical protein HT031_000380 [Scenedesmus sp. PABB004]	XP_005846398.1 hypothetical protein CHLNCDRAFT_58339 [Chlorella variabilis]
OG0002004	KAF8056259.1 MEMB11 [Scenedesmus sp. PABB004]	XP_005846397.1 hypothetical protein CHLNCDRAFT_135887 [Chlorella variabilis]
OG0002005	KAF8065524.1 zZinc finger CCCH domain-containing protein 1 [Scenedesmus sp. PABB004]	XP_005846922.1 hypothetical protein CHLNCDRAFT_31479 [Chlorella variabilis]
OG0002006	KAF8056119.1 LHCB5 [Scenedesmus sp. PABB004]	XP_005847149.1 hypothetical protein CHLNCDRAFT_35818 [Chlorella variabilis]
OG0002007	KAF8072350.1 hypothetical protein HT031_000009 [Scenedesmus sp. PABB004]	XP_005846928.1 hypothetical protein CHLNCDRAFT_58077 [Chlorella variabilis]
OG0002008	KAF8067369.1 ATJ6 [Scenedesmus sp. PABB004]	XP_005846921.1 hypothetical protein CHLNCDRAFT_23831 [Chlorella variabilis]
OG0002009	KAF8072376.1 ATP5PO [Scenedesmus sp. PABB004]	XP_005847102.1 hypothetical protein CHLNCDRAFT_35784 [Chlorella variabilis]
OG0002010	KAF8060327.1 NFYB3 [Scenedesmus sp. PABB004]	XP_005847098.1 transcription factor_ partial [Chlorella variabilis]
OG0002011	KAF8056378.1 V-type proton ATPase subunit B 1 [Scenedesmus sp. PABB004]	XP_005846943.1 hypothetical protein CHLNCDRAFT_56195 [Chlorella variabilis]
OG0002012	KAF8072389.1 RCH2 [Scenedesmus sp. PABB004]	XP_005847113.1 hypothetical protein CHLNCDRAFT_52783 [Chlorella variabilis]
OG0002013	KAF8065658.1 HCC1 [Scenedesmus sp. PABB004]	XP_005847108.1 hypothetical protein CHLNCDRAFT_24122 [Chlorella variabilis]
OG0002014	KAF8059380.1 Rbm28 [Scenedesmus sp. PABB004]	XP_005847106.1 hypothetical protein CHLNCDRAFT_134820 [Chlorella variabilis]
OG0002015	KAF8062756.1 P5CSB [Scenedesmus sp. PABB004]	XP_005849463.1 hypothetical protein CHLNCDRAFT_30278 [Chlorella variabilis]
OG0002016	KAF8063025.1 CLPX1 [Scenedesmus sp. PABB004]	XP_005852152.1 hypothetical protein CHLNCDRAFT_15257_ partial [Chlorella variabilis]
OG0002017	KAF8073031.1 TWN2 [Scenedesmus sp. PABB004]	XP_005850252.1 hypothetical protein CHLNCDRAFT_141931 [Chlorella variabilis]
OG0002018	KAF8058441.1 ACX1.2 [Scenedesmus sp. PABB004]	XP_005846373.1 hypothetical protein CHLNCDRAFT_36152 [Chlorella variabilis]
OG0002019	KAF8071245.1 hypothetical protein HT031_001328 [Scenedesmus sp. PABB004]	XP_005850333.1 hypothetical protein CHLNCDRAFT_142124 [Chlorella variabilis]
OG0002020	KAF8072453.1 PPD1 [Scenedesmus sp. PABB004]	XP_005850259.1 hypothetical protein CHLNCDRAFT_141958 [Chlorella variabilis]
OG0002021	KAF8061959.1 RIX7 [Scenedesmus sp. PABB004]	XP_005846885.1 hypothetical protein CHLNCDRAFT_134734 [Chlorella variabilis]
OG0002023	KAF8060530.1 RPS5 [Scenedesmus sp. PABB004]	XP_005843972.1 40S ribosomal protein S5 [Chlorella variabilis]
OG0002024	KAF8069364.1 TRAF1A [Scenedesmus sp. PABB004]	XP_005849995.1 hypothetical protein CHLNCDRAFT_141922 [Chlorella variabilis]
OG0002025	KAF8071255.1 Sod2 [Scenedesmus sp. PABB004]	XP_005850331.1 hypothetical protein CHLNCDRAFT_20274_ partial [Chlorella variabilis], XP_005852313.1 hypothetical protein CHLNCDRAFT_28858_ partial [Chlorella variabilis], XP_005852314.1 hypothetical protein CHLNCDRAFT_13078_ partial [Chlorella variabilis]
OG0002026	KAF8067128.1 STIPL1 [Scenedesmus sp. PABB004]	XP_005850261.1 hypothetical protein CHLNCDRAFT_50559 [Chlorella variabilis]
OG0002027	KAF8063014.1 APT4 [Scenedesmus sp. PABB004]	XP_005843965.1 hypothetical protein CHLNCDRAFT_27518 [Chlorella variabilis]
OG0002028	KAF8063704.1 RPN1B [Scenedesmus sp. PABB004]	XP_005845802.1 hypothetical protein CHLNCDRAFT_25435_ partial [Chlorella variabilis]
OG0002029	KAF8071269.1 actin [Scenedesmus sp. PABB004]	XP_005845275.1 hypothetical protein CHLNCDRAFT_136976 [Chlorella variabilis]
OG0002030	KAF8063856.1 ssx2ip-a [Scenedesmus sp. PABB004]	XP_005849233.1 hypothetical protein CHLNCDRAFT_51197 [Chlorella variabilis]
OG0002031	KAF8056451.1 KIN7I [Scenedesmus sp. PABB004]	XP_005849029.1 hypothetical protein CHLNCDRAFT_21604_ partial [Chlorella variabilis]
OG0002032	KAF8057143.1 ARC5 [Scenedesmus sp. PABB004]	XP_005843992.1 hypothetical protein CHLNCDRAFT_37081 [Chlorella variabilis]
OG0002033	KAF8069508.1 ffh [Scenedesmus sp. PABB004]	XP_005848853.1 hypothetical protein CHLNCDRAFT_48710 [Chlorella variabilis]
OG0002034	KAF8057744.1 SYT2 [Scenedesmus sp. PABB004]	XP_005845528.1 hypothetical protein CHLNCDRAFT_58513 [Chlorella variabilis]
OG0002035	KAF8056369.1 TOP2 [Scenedesmus sp. PABB004]	XP_005851164.1 hypothetical protein CHLNCDRAFT_137783 [Chlorella variabilis]
OG0002036	KAF8070921.1 Nucleolar complex protein 2 [Scenedesmus sp. PABB004]	XP_005849552.1 hypothetical protein CHLNCDRAFT_142934 [Chlorella variabilis]
OG0002037	KAF8069650.1 MTR4 [Scenedesmus sp. PABB004]	XP_005843202.1 hypothetical protein CHLNCDRAFT_141429 [Chlorella variabilis]
OG0002038	KAF8058473.1 RpL37a [Scenedesmus sp. PABB004], KAF8058468.1 hypothetical protein HT031_005592 [Scenedesmus sp. PABB004], KAF8058470.1 LRRC74A [Scenedesmus sp. PABB004]	XP_005851841.1 hypothetical protein CHLNCDRAFT_133342 [Chlorella variabilis]
