Orthogroup	Chlorella_VariabilisNC64A	Auxenochlorella_protothecoides
OG0001736	XP_005844010.1 hypothetical protein CHLNCDRAFT_54763 [Chlorella variabilis], XP_005848089.1 hypothetical protein CHLNCDRAFT_145354 [Chlorella variabilis]	RMZ52677.1 hypothetical protein APUTEX25_000796_ partial [Auxenochlorella protothecoides]
OG0001737	XP_005847929.1 hypothetical protein CHLNCDRAFT_57737 [Chlorella variabilis]	RMZ52680.1 hypothetical protein APUTEX25_000799 [Auxenochlorella protothecoides]
OG0001738	XP_005849598.1 hypothetical protein CHLNCDRAFT_48657 [Chlorella variabilis]	RMZ52683.1 hypothetical protein APUTEX25_000802 [Auxenochlorella protothecoides]
OG0001739	XP_005846550.1 hypothetical protein CHLNCDRAFT_135870 [Chlorella variabilis]	RMZ52702.1 hypothetical protein APUTEX25_000821_ partial [Auxenochlorella protothecoides]
OG0001740	XP_005850785.1 hypothetical protein CHLNCDRAFT_140286 [Chlorella variabilis]	RMZ52709.1 hypothetical protein APUTEX25_000828_ partial [Auxenochlorella protothecoides]
OG0001741	XP_005848017.1 hypothetical protein CHLNCDRAFT_35373 [Chlorella variabilis]	RMZ52710.1 hypothetical protein APUTEX25_000829 [Auxenochlorella protothecoides]
OG0001742	XP_005845726.1 hypothetical protein CHLNCDRAFT_36304 [Chlorella variabilis]	RMZ52723.1 hypothetical protein APUTEX25_000842 [Auxenochlorella protothecoides]
OG0001743	XP_005846786.1 26S proteasome AAA-ATPase subunit RPT6a [Chlorella variabilis]	RMZ52726.1 hypothetical protein APUTEX25_000845_ partial [Auxenochlorella protothecoides]
OG0001744	XP_005848093.1 hypothetical protein CHLNCDRAFT_145362 [Chlorella variabilis]	RMZ52744.1 hypothetical protein APUTEX25_000863_ partial [Auxenochlorella protothecoides]
OG0001745	XP_005850539.1 hypothetical protein CHLNCDRAFT_140406 [Chlorella variabilis]	RMZ52747.1 hypothetical protein APUTEX25_000866 [Auxenochlorella protothecoides]
OG0001746	XP_005843011.1 hypothetical protein CHLNCDRAFT_14429_ partial [Chlorella variabilis]	RMZ52794.1 hypothetical protein APUTEX25_000913 [Auxenochlorella protothecoides]
OG0001747	XP_005849907.1 hypothetical protein CHLNCDRAFT_143188 [Chlorella variabilis], XP_005849906.1 hypothetical protein CHLNCDRAFT_143187 [Chlorella variabilis]	RMZ52803.1 hypothetical protein APUTEX25_000922 [Auxenochlorella protothecoides]
OG0001748	XP_005846488.1 hypothetical protein CHLNCDRAFT_56217 [Chlorella variabilis]	RMZ52814.1 hypothetical protein APUTEX25_000933_ partial [Auxenochlorella protothecoides]
OG0001749	XP_005848674.1 expressed protein [Chlorella variabilis]	RMZ52817.1 hypothetical protein APUTEX25_000936 [Auxenochlorella protothecoides]
OG0001750	XP_005845257.1 hypothetical protein CHLNCDRAFT_136930 [Chlorella variabilis]	RMZ52825.1 hypothetical protein APUTEX25_000944 [Auxenochlorella protothecoides]
OG0001751	XP_005848198.1 hypothetical protein CHLNCDRAFT_145630 [Chlorella variabilis]	RMZ52833.1 hypothetical protein APUTEX25_000952_ partial [Auxenochlorella protothecoides]
OG0001752	XP_005845392.1 hypothetical protein CHLNCDRAFT_11283_ partial [Chlorella variabilis]	RMZ56924.1 hypothetical protein APUTEX25_004986 [Auxenochlorella protothecoides], RMZ52834.1 hypothetical protein APUTEX25_000953_ partial [Auxenochlorella protothecoides]
OG0001753	XP_005846315.1 hypothetical protein CHLNCDRAFT_135695 [Chlorella variabilis]	RMZ52840.1 hypothetical protein APUTEX25_000959_ partial [Auxenochlorella protothecoides]
OG0001754	XP_005847043.1 hypothetical protein CHLNCDRAFT_134689 [Chlorella variabilis]	RMZ52843.1 hypothetical protein APUTEX25_000962_ partial [Auxenochlorella protothecoides]
OG0001755	XP_005850865.1 hypothetical protein CHLNCDRAFT_140500 [Chlorella variabilis]	RMZ56626.1 hypothetical protein APUTEX25_002715 [Auxenochlorella protothecoides]
OG0001756	XP_005851692.1 hypothetical protein CHLNCDRAFT_48385 [Chlorella variabilis]	RMZ52862.1 hypothetical protein APUTEX25_000981_ partial [Auxenochlorella protothecoides]
OG0001757	XP_005847280.1 hypothetical protein CHLNCDRAFT_134321 [Chlorella variabilis]	RMZ52877.1 hypothetical protein APUTEX25_000996_ partial [Auxenochlorella protothecoides]
OG0001758	XP_005847217.1 hypothetical protein CHLNCDRAFT_31569 [Chlorella variabilis]	RMZ52905.1 hypothetical protein APUTEX25_001024 [Auxenochlorella protothecoides]
OG0001760	XP_005849764.1 hypothetical protein CHLNCDRAFT_142811 [Chlorella variabilis]	RMZ52914.1 hypothetical protein APUTEX25_001033 [Auxenochlorella protothecoides]
OG0001761	XP_005847046.1 hypothetical protein CHLNCDRAFT_134694 [Chlorella variabilis]	RMZ52928.1 hypothetical protein APUTEX25_001047_ partial [Auxenochlorella protothecoides]
OG0001762	XP_005843960.1 hypothetical protein CHLNCDRAFT_37265 [Chlorella variabilis]	RMZ52929.1 hypothetical protein APUTEX25_001048 [Auxenochlorella protothecoides]
OG0001763	XP_005851794.1 hypothetical protein CHLNCDRAFT_33545 [Chlorella variabilis]	RMZ52932.1 hypothetical protein APUTEX25_001051 [Auxenochlorella protothecoides]
OG0001764	XP_005843870.1 hypothetical protein CHLNCDRAFT_59111_ partial [Chlorella variabilis]	RMZ52933.1 hypothetical protein APUTEX25_001052 [Auxenochlorella protothecoides]
OG0001765	XP_005849294.1 hypothetical protein CHLNCDRAFT_21648 [Chlorella variabilis], XP_005844736.1 hypothetical protein CHLNCDRAFT_26610 [Chlorella variabilis]	RMZ52968.1 hypothetical protein APUTEX25_001087 [Auxenochlorella protothecoides]
OG0001766	XP_005848170.1 hypothetical protein CHLNCDRAFT_145559 [Chlorella variabilis]	RMZ52981.1 hypothetical protein APUTEX25_001100 [Auxenochlorella protothecoides]
OG0001766	XP_005846191.1 hypothetical protein CHLNCDRAFT_136211 [Chlorella variabilis]	RMZ54742.1 hypothetical protein APUTEX25_003120_ partial [Auxenochlorella protothecoides]
OG0001767	XP_005847245.1 hypothetical protein CHLNCDRAFT_23571_ partial [Chlorella variabilis]	RMZ52990.1 hypothetical protein APUTEX25_001109_ partial [Auxenochlorella protothecoides]
OG0001768	XP_005851689.1 hypothetical protein CHLNCDRAFT_132964 [Chlorella variabilis]	RMZ52995.1 hypothetical protein APUTEX25_001114_ partial [Auxenochlorella protothecoides]
OG0001769	XP_005849571.1 hypothetical protein CHLNCDRAFT_20890_ partial [Chlorella variabilis]	RMZ53002.1 hypothetical protein APUTEX25_001121 [Auxenochlorella protothecoides]
OG0001770	XP_005847942.1 hypothetical protein CHLNCDRAFT_145385 [Chlorella variabilis]	RMZ53006.1 hypothetical protein APUTEX25_001125 [Auxenochlorella protothecoides]
OG0001771	XP_005845263.1 hypothetical protein CHLNCDRAFT_11901_ partial [Chlorella variabilis]	RMZ53019.1 hypothetical protein APUTEX25_001138 [Auxenochlorella protothecoides]
OG0001772	XP_005848805.1 hypothetical protein CHLNCDRAFT_144078 [Chlorella variabilis], XP_005848806.1 hypothetical protein CHLNCDRAFT_144079 [Chlorella variabilis]	RMZ53026.1 hypothetical protein APUTEX25_001145 [Auxenochlorella protothecoides]
OG0001773	XP_005849841.1 hypothetical protein CHLNCDRAFT_17292_ partial [Chlorella variabilis]	RMZ53034.1 hypothetical protein APUTEX25_001153_ partial [Auxenochlorella protothecoides]
OG0001774	XP_005852132.1 hypothetical protein CHLNCDRAFT_133236 [Chlorella variabilis]	RMZ53048.1 hypothetical protein APUTEX25_001167 [Auxenochlorella protothecoides]
OG0001775	XP_005851628.1 hypothetical protein CHLNCDRAFT_138179 [Chlorella variabilis]	RMZ53051.1 hypothetical protein APUTEX25_001170_ partial [Auxenochlorella protothecoides], RMZ57196.1 hypothetical protein APUTEX25_004030_ partial [Auxenochlorella protothecoides], RMZ54470.1 hypothetical protein APUTEX25_002046_ partial [Auxenochlorella protothecoides]
OG0001776	XP_005846548.1 hypothetical protein CHLNCDRAFT_135865 [Chlorella variabilis]	RMZ53062.1 hypothetical protein APUTEX25_001181_ partial [Auxenochlorella protothecoides]
OG0001777	XP_005847013.1 hypothetical protein CHLNCDRAFT_24254_ partial [Chlorella variabilis]	RMZ53093.1 hypothetical protein APUTEX25_002502_ partial [Auxenochlorella protothecoides], RMZ56327.1 hypothetical protein APUTEX25_000566 [Auxenochlorella protothecoides]
OG0001778	XP_005844926.1 hypothetical protein CHLNCDRAFT_138255 [Chlorella variabilis]	RMZ53101.1 hypothetical protein APUTEX25_002510_ partial [Auxenochlorella protothecoides]
OG0001779	XP_005846072.1 hypothetical protein CHLNCDRAFT_31879 [Chlorella variabilis]	RMZ53123.1 hypothetical protein APUTEX25_005112 [Auxenochlorella protothecoides]
OG0001780	XP_005843618.1 hypothetical protein CHLNCDRAFT_140213 [Chlorella variabilis]	RMZ53140.1 hypothetical protein APUTEX25_005129 [Auxenochlorella protothecoides]
OG0001781	XP_005847235.1 hypothetical protein CHLNCDRAFT_57924 [Chlorella variabilis]	RMZ53143.1 hypothetical protein APUTEX25_005132 [Auxenochlorella protothecoides]
OG0001782	XP_005851109.1 hypothetical protein CHLNCDRAFT_137670 [Chlorella variabilis]	RMZ53144.1 hypothetical protein APUTEX25_005133 [Auxenochlorella protothecoides]
OG0001783	XP_005846508.1 hypothetical protein CHLNCDRAFT_24868 [Chlorella variabilis]	RMZ53147.1 hypothetical protein APUTEX25_005136_ partial [Auxenochlorella protothecoides]
OG0001784	XP_005849043.1 hypothetical protein CHLNCDRAFT_143484 [Chlorella variabilis]	RMZ53168.1 hypothetical protein APUTEX25_005157_ partial [Auxenochlorella protothecoides]
OG0001785	XP_005846980.1 hypothetical protein CHLNCDRAFT_23940 [Chlorella variabilis]	RMZ53170.1 hypothetical protein APUTEX25_005159 [Auxenochlorella protothecoides]
OG0001786	XP_005845954.1 hypothetical protein CHLNCDRAFT_56234 [Chlorella variabilis]	RMZ53182.1 hypothetical protein APUTEX25_005171 [Auxenochlorella protothecoides]
OG0001787	XP_005846330.1 hypothetical protein CHLNCDRAFT_24756_ partial [Chlorella variabilis]	RMZ53204.1 hypothetical protein APUTEX25_005193 [Auxenochlorella protothecoides]
OG0001788	XP_005847231.1 hypothetical protein CHLNCDRAFT_57920 [Chlorella variabilis]	RMZ53209.1 hypothetical protein APUTEX25_005198 [Auxenochlorella protothecoides]
OG0001789	XP_005847168.1 hypothetical protein CHLNCDRAFT_35848 [Chlorella variabilis]	RMZ53219.1 hypothetical protein APUTEX25_005208 [Auxenochlorella protothecoides]
OG0001790	XP_005847180.1 hypothetical protein CHLNCDRAFT_31542 [Chlorella variabilis]	RMZ53229.1 hypothetical protein APUTEX25_005218_ partial [Auxenochlorella protothecoides]
OG0001791	XP_005847382.1 hypothetical protein CHLNCDRAFT_35526 [Chlorella variabilis]	RMZ53230.1 hypothetical protein APUTEX25_005219 [Auxenochlorella protothecoides]
OG0001792	XP_005843567.1 hypothetical protein CHLNCDRAFT_33073 [Chlorella variabilis]	RMZ53236.1 hypothetical protein APUTEX25_005225 [Auxenochlorella protothecoides]
OG0001793	XP_005846102.1 hypothetical protein CHLNCDRAFT_136003 [Chlorella variabilis]	RMZ53241.1 hypothetical protein APUTEX25_005230_ partial [Auxenochlorella protothecoides]
OG0001794	XP_005847188.1 hypothetical protein CHLNCDRAFT_24218 [Chlorella variabilis]	RMZ53243.1 hypothetical protein APUTEX25_005232 [Auxenochlorella protothecoides]
OG0001795	XP_005845958.1 hypothetical protein CHLNCDRAFT_25289 [Chlorella variabilis]	RMZ53252.1 hypothetical protein APUTEX25_005241 [Auxenochlorella protothecoides]
OG0001796	XP_005851747.1 hypothetical protein CHLNCDRAFT_133122 [Chlorella variabilis]	RMZ53508.1 hypothetical protein APUTEX25_003330 [Auxenochlorella protothecoides]
OG0001797	XP_005844287.1 hypothetical protein CHLNCDRAFT_37051 [Chlorella variabilis]	RMZ53293.1 hypothetical protein APUTEX25_004781 [Auxenochlorella protothecoides]
OG0001799	XP_005843584.1 hypothetical protein CHLNCDRAFT_37425 [Chlorella variabilis]	RMZ53307.1 hypothetical protein APUTEX25_004795_ partial [Auxenochlorella protothecoides]
OG0001801	XP_005847064.1 hypothetical protein CHLNCDRAFT_134731 [Chlorella variabilis]	RMZ53323.1 hypothetical protein APUTEX25_004811 [Auxenochlorella protothecoides]
OG0001802	XP_005849152.1 hypothetical protein CHLNCDRAFT_143776 [Chlorella variabilis]	RMZ53326.1 hypothetical protein APUTEX25_004814_ partial [Auxenochlorella protothecoides]
OG0001803	XP_005843827.1 hypothetical protein CHLNCDRAFT_139900 [Chlorella variabilis]	RMZ53334.1 hypothetical protein APUTEX25_004822 [Auxenochlorella protothecoides]
OG0001804	XP_005847684.1 hypothetical protein CHLNCDRAFT_134093 [Chlorella variabilis]	RMZ53336.1 hypothetical protein APUTEX25_004824_ partial [Auxenochlorella protothecoides]
OG0001805	XP_005847017.1 hypothetical protein CHLNCDRAFT_24136 [Chlorella variabilis]	RMZ57722.1 hypothetical protein APUTEX25_001699_ partial [Auxenochlorella protothecoides], RMZ53356.1 hypothetical protein APUTEX25_004844_ partial [Auxenochlorella protothecoides]
OG0001806	XP_005852172.1 hypothetical protein CHLNCDRAFT_29265 [Chlorella variabilis]	RMZ53370.1 hypothetical protein APUTEX25_004858 [Auxenochlorella protothecoides]
OG0001807	XP_005844379.1 hypothetical protein CHLNCDRAFT_54504_ partial [Chlorella variabilis]	RMZ53371.1 hypothetical protein APUTEX25_004859 [Auxenochlorella protothecoides]
OG0001808	XP_005846546.1 hypothetical protein CHLNCDRAFT_135856 [Chlorella variabilis]	RMZ54579.1 hypothetical protein APUTEX25_002485 [Auxenochlorella protothecoides], RMZ53640.1 hypothetical protein APUTEX25_003174_ partial [Auxenochlorella protothecoides], RMZ55984.1 hypothetical protein APUTEX25_004408_ partial [Auxenochlorella protothecoides], RMZ54516.1 hypothetical protein APUTEX25_002092 [Auxenochlorella protothecoides], RMZ53383.1 hypothetical protein APUTEX25_004871_ partial [Auxenochlorella protothecoides]
OG0001809	XP_005847852.1 hypothetical protein CHLNCDRAFT_31155 [Chlorella variabilis]	RMZ53388.1 hypothetical protein APUTEX25_004876 [Auxenochlorella protothecoides]
OG0001810	XP_005843778.1 hypothetical protein CHLNCDRAFT_139906 [Chlorella variabilis]	RMZ53393.1 hypothetical protein APUTEX25_004881 [Auxenochlorella protothecoides]
OG0001811	XP_005843773.1 expressed protein_ partial [Chlorella variabilis], XP_005842759.1 expressed protein [Chlorella variabilis]	RMZ53395.1 hypothetical protein APUTEX25_004883 [Auxenochlorella protothecoides]
OG0001812	XP_005847056.1 hypothetical protein CHLNCDRAFT_56190 [Chlorella variabilis]	RMZ53408.1 hypothetical protein APUTEX25_004896 [Auxenochlorella protothecoides]
OG0001813	XP_005849441.1 hypothetical protein CHLNCDRAFT_56054 [Chlorella variabilis]	RMZ53413.1 hypothetical protein APUTEX25_004901 [Auxenochlorella protothecoides]
OG0001815	XP_005846019.1 hypothetical protein CHLNCDRAFT_136125 [Chlorella variabilis]	RMZ53437.1 hypothetical protein APUTEX25_004925 [Auxenochlorella protothecoides], RMZ55848.1 hypothetical protein APUTEX25_003814_ partial [Auxenochlorella protothecoides]
OG0001816	XP_005848631.1 hypothetical protein CHLNCDRAFT_144156 [Chlorella variabilis], XP_005846606.1 hypothetical protein CHLNCDRAFT_135214 [Chlorella variabilis]	RMZ53439.1 hypothetical protein APUTEX25_004927 [Auxenochlorella protothecoides], RMZ57572.1 hypothetical protein APUTEX25_001772 [Auxenochlorella protothecoides]
OG0001817	XP_005846840.1 hypothetical protein CHLNCDRAFT_59686 [Chlorella variabilis]	RMZ53443.1 hypothetical protein APUTEX25_004931 [Auxenochlorella protothecoides]
OG0001818	XP_005850392.1 hypothetical protein CHLNCDRAFT_59607 [Chlorella variabilis]	RMZ53466.1 hypothetical protein APUTEX25_003288_ partial [Auxenochlorella protothecoides]
OG0001819	XP_005850722.1 hypothetical protein CHLNCDRAFT_19492 [Chlorella variabilis], XP_005850723.1 hypothetical protein CHLNCDRAFT_140840 [Chlorella variabilis]	RMZ53473.1 hypothetical protein APUTEX25_003295 [Auxenochlorella protothecoides]
OG0001820	XP_005851273.1 hypothetical protein CHLNCDRAFT_56765 [Chlorella variabilis]	RMZ53485.1 hypothetical protein APUTEX25_003307 [Auxenochlorella protothecoides]
OG0001821	XP_005846245.1 hypothetical protein CHLNCDRAFT_135536 [Chlorella variabilis]	RMZ53488.1 hypothetical protein APUTEX25_003310_ partial [Auxenochlorella protothecoides]
OG0001822	XP_005845132.1 hypothetical protein CHLNCDRAFT_53981 [Chlorella variabilis]	RMZ53504.1 hypothetical protein APUTEX25_003326_ partial [Auxenochlorella protothecoides]
OG0001823	XP_005852186.1 hypothetical protein CHLNCDRAFT_133392 [Chlorella variabilis]	RMZ53514.1 hypothetical protein APUTEX25_003336 [Auxenochlorella protothecoides]
OG0001824	XP_005850417.1 hypothetical protein CHLNCDRAFT_142331 [Chlorella variabilis]	RMZ53517.1 hypothetical protein APUTEX25_003339 [Auxenochlorella protothecoides]
OG0001825	XP_005846279.1 hypothetical protein CHLNCDRAFT_24792 [Chlorella variabilis]	RMZ53518.1 hypothetical protein APUTEX25_003340 [Auxenochlorella protothecoides]
OG0001826	XP_005850140.1 hypothetical protein CHLNCDRAFT_34430 [Chlorella variabilis]	RMZ53526.1 hypothetical protein APUTEX25_003348_ partial [Auxenochlorella protothecoides]
OG0001827	XP_005844874.1 hypothetical protein CHLNCDRAFT_26494 [Chlorella variabilis]	RMZ53537.1 hypothetical protein APUTEX25_003359_ partial [Auxenochlorella protothecoides]
OG0001828	XP_005846458.1 hypothetical protein CHLNCDRAFT_135626 [Chlorella variabilis]	RMZ53538.1 hypothetical protein APUTEX25_003360_ partial [Auxenochlorella protothecoides]
OG0001829	XP_005849093.1 hypothetical protein CHLNCDRAFT_34870 [Chlorella variabilis]	RMZ53545.1 hypothetical protein APUTEX25_003367 [Auxenochlorella protothecoides]
OG0001830	XP_005846285.1 hypothetical protein CHLNCDRAFT_58264 [Chlorella variabilis]	RMZ53555.1 hypothetical protein APUTEX25_003377_ partial [Auxenochlorella protothecoides]
OG0001831	XP_005849330.1 hypothetical protein CHLNCDRAFT_56101 [Chlorella variabilis]	RMZ53569.1 hypothetical protein APUTEX25_003391 [Auxenochlorella protothecoides]
OG0001832	XP_005848116.1 hypothetical protein CHLNCDRAFT_145418 [Chlorella variabilis]	RMZ53575.1 hypothetical protein APUTEX25_003397_ partial [Auxenochlorella protothecoides]
OG0001833	XP_005844828.1 expressed protein [Chlorella variabilis]	RMZ53579.1 hypothetical protein APUTEX25_003401 [Auxenochlorella protothecoides]
OG0001834	XP_005846030.1 hypothetical protein CHLNCDRAFT_53437 [Chlorella variabilis]	RMZ55869.1 hypothetical protein APUTEX25_003835 [Auxenochlorella protothecoides]
OG0001834	XP_005844856.1 hypothetical protein CHLNCDRAFT_138351 [Chlorella variabilis]	RMZ53582.1 hypothetical protein APUTEX25_003404 [Auxenochlorella protothecoides]
OG0001835	XP_005844834.1 hypothetical protein CHLNCDRAFT_138281 [Chlorella variabilis]	RMZ53583.1 hypothetical protein APUTEX25_003405 [Auxenochlorella protothecoides]
OG0001837	XP_005846754.1 hypothetical protein CHLNCDRAFT_24638 [Chlorella variabilis]	RMZ53617.1 hypothetical protein APUTEX25_003151_ partial [Auxenochlorella protothecoides]
OG0001838	XP_005843602.1 hypothetical protein CHLNCDRAFT_37364 [Chlorella variabilis]	RMZ53623.1 hypothetical protein APUTEX25_003157 [Auxenochlorella protothecoides]
OG0001839	XP_005846541.1 hypothetical protein CHLNCDRAFT_31842 [Chlorella variabilis]	RMZ53627.1 hypothetical protein APUTEX25_003161_ partial [Auxenochlorella protothecoides]
OG0001840	XP_005850904.1 hypothetical protein CHLNCDRAFT_140596 [Chlorella variabilis]	RMZ53643.1 hypothetical protein APUTEX25_003177 [Auxenochlorella protothecoides]
