Orthogroup	Chlorella_VariabilisNC64A	Chlorella_A99
OG0002180	XP_005844238.1 hypothetical protein CHLNCDRAFT_27224 [Chlorella variabilis]	PCFQ01000079.1 g1518 [Chlorella sp. A99]
OG0002181	XP_005847266.1 hypothetical protein CHLNCDRAFT_52504 [Chlorella variabilis]	PCFQ01000037.1 g2540 [Chlorella sp. A99]
OG0002182	XP_005850913.1 hypothetical protein CHLNCDRAFT_19961 [Chlorella variabilis]	PCFQ01000006.1 g3150 [Chlorella sp. A99]
OG0002183	XP_005845098.1 hypothetical protein CHLNCDRAFT_137438 [Chlorella variabilis]	PCFQ01000014.1 g1887 [Chlorella sp. A99]
OG0002184	XP_005850885.1 hypothetical protein CHLNCDRAFT_140544 [Chlorella variabilis]	PCFQ01000006.1 g3129 [Chlorella sp. A99]
OG0002185	XP_005845097.1 hypothetical protein CHLNCDRAFT_49059 [Chlorella variabilis]	PCFQ01000003.1 g1033 [Chlorella sp. A99]
OG0002186	XP_005851456.1 hypothetical protein CHLNCDRAFT_10342_ partial [Chlorella variabilis]	PCFQ01000058.1 g184 [Chlorella sp. A99]
OG0002189	XP_005847606.1 hypothetical protein CHLNCDRAFT_133903 [Chlorella variabilis]	PCFQ01000082.1 g546 [Chlorella sp. A99]
OG0002190	XP_005851462.1 hypothetical protein CHLNCDRAFT_137817 [Chlorella variabilis]	PCFQ01000058.1 g182 [Chlorella sp. A99]
OG0002191	XP_005851165.1 hypothetical protein CHLNCDRAFT_29505_ partial [Chlorella variabilis]	PCFQ01000058.1 g186 [Chlorella sp. A99]
OG0002192	XP_005849070.1 hypothetical protein CHLNCDRAFT_21564 [Chlorella variabilis]	PCFQ01000015.1 g2961 [Chlorella sp. A99]
OG0002194	XP_005846953.1 hypothetical protein CHLNCDRAFT_17401_ partial [Chlorella variabilis]	PCFQ01000081.1 g1537 [Chlorella sp. A99]
OG0002195	XP_005843440.1 hypothetical protein CHLNCDRAFT_141133 [Chlorella variabilis]	PCFQ01000004.1 g2577 [Chlorella sp. A99]
OG0002197	XP_005847488.1 hypothetical protein CHLNCDRAFT_57989 [Chlorella variabilis]	PCFQ01000037.1 g2482 [Chlorella sp. A99]
OG0002198	XP_005846303.1 hypothetical protein CHLNCDRAFT_14457_ partial [Chlorella variabilis]	PCFQ01000078.1 g2099 [Chlorella sp. A99]
OG0002200	XP_005845827.1 hypothetical protein CHLNCDRAFT_25512 [Chlorella variabilis]	PCFQ01000012.1 g1825 [Chlorella sp. A99], PCFQ01000008.1 g1100 [Chlorella sp. A99]
OG0002201	XP_005844122.1 hypothetical protein CHLNCDRAFT_139585 [Chlorella variabilis]	PCFQ01000002.1 g683 [Chlorella sp. A99]
OG0002202	XP_005848838.1 hypothetical protein CHLNCDRAFT_30650 [Chlorella variabilis]	PCFQ01000006.1 g3204 [Chlorella sp. A99]
OG0002204	XP_005850036.1 hypothetical protein CHLNCDRAFT_142023 [Chlorella variabilis]	PCFQ01000077.1 g1754 [Chlorella sp. A99]
OG0002205	XP_005843563.1 hypothetical protein CHLNCDRAFT_59811 [Chlorella variabilis]	PCFQ01000037.1 g2485 [Chlorella sp. A99]
OG0002206	XP_005845784.1 hypothetical protein CHLNCDRAFT_10117_ partial [Chlorella variabilis]	PCFQ01000012.1 g1836 [Chlorella sp. A99]
OG0002211	XP_005846232.1 hypothetical protein CHLNCDRAFT_25137 [Chlorella variabilis]	PCFQ01000078.1 g2105 [Chlorella sp. A99]
OG0002212	XP_005848910.1 hypothetical protein CHLNCDRAFT_144336 [Chlorella variabilis]	PCFQ01000008.1 g1108 [Chlorella sp. A99]
OG0002213	XP_005851077.1 hypothetical protein CHLNCDRAFT_137591 [Chlorella variabilis]	PCFQ01000011.1 g2927 [Chlorella sp. A99]
OG0002215	XP_005850307.1 hypothetical protein CHLNCDRAFT_30036 [Chlorella variabilis]	PCFQ01000077.1 g1733 [Chlorella sp. A99]
OG0002216	XP_005844466.1 hypothetical protein CHLNCDRAFT_138791 [Chlorella variabilis]	PCFQ01000002.1 g654 [Chlorella sp. A99]
OG0002217	XP_005845936.1 hypothetical protein CHLNCDRAFT_36397 [Chlorella variabilis]	PCFQ01000003.1 g1080 [Chlorella sp. A99]
OG0002219	XP_005846808.1 hypothetical protein CHLNCDRAFT_135366_ partial [Chlorella variabilis]	PCFQ01000073.1 g1976 [Chlorella sp. A99]
OG0002221	XP_005844566.1 hypothetical protein CHLNCDRAFT_138790 [Chlorella variabilis]	PCFQ01000002.1 g653 [Chlorella sp. A99]
OG0002223	XP_005844198.1 hypothetical protein CHLNCDRAFT_139383 [Chlorella variabilis]	PCFQ01000020.1 g945 [Chlorella sp. A99]
OG0002224	XP_005851185.1 hypothetical protein CHLNCDRAFT_137842 [Chlorella variabilis]	PCFQ01000058.1 g86 [Chlorella sp. A99]
OG0002227	XP_005851401.1 hypothetical protein CHLNCDRAFT_137657 [Chlorella variabilis]	PCFQ01000058.1 g21 [Chlorella sp. A99]
OG0002228	XP_005851107.1 hypothetical protein CHLNCDRAFT_48459 [Chlorella variabilis]	PCFQ01000058.1 g20 [Chlorella sp. A99]
OG0002230	XP_005851417.1 hypothetical protein CHLNCDRAFT_49837 [Chlorella variabilis]	PCFQ01000058.1 g43 [Chlorella sp. A99]
OG0002232	XP_005847385.1 hypothetical protein CHLNCDRAFT_57928 [Chlorella variabilis]	PCFQ01000008.1 g1170 [Chlorella sp. A99]
OG0002233	XP_005848528.1 hypothetical protein CHLNCDRAFT_35169 [Chlorella variabilis]	PCFQ01000020.1 g908 [Chlorella sp. A99]
OG0002235	XP_005848524.1 hypothetical protein CHLNCDRAFT_51897 [Chlorella variabilis]	PCFQ01000020.1 g912 [Chlorella sp. A99]
OG0002236	XP_005849153.1 hypothetical protein CHLNCDRAFT_143780 [Chlorella variabilis]	PCFQ01000015.1 g3042 [Chlorella sp. A99]
OG0002237	XP_005848502.1 hypothetical protein CHLNCDRAFT_35144_ partial [Chlorella variabilis]	PCFQ01000020.1 g882 [Chlorella sp. A99]
OG0002238	XP_005852114.1 hypothetical protein CHLNCDRAFT_55933 [Chlorella variabilis]	PCFQ01000013.1 g3302 [Chlorella sp. A99]
OG0002239	XP_005848334.1 hypothetical protein CHLNCDRAFT_57648 [Chlorella variabilis]	PCFQ01000020.1 g896 [Chlorella sp. A99]
OG0002241	XP_005846821.1 40S ribosomal protein S14 [Chlorella variabilis]	PCFQ01000073.1 g1978 [Chlorella sp. A99]
OG0002243	XP_005844162.1 hypothetical protein CHLNCDRAFT_139286 [Chlorella variabilis]	PCFQ01000079.1 g1533 [Chlorella sp. A99]
OG0002245	XP_005848516.1 hypothetical protein CHLNCDRAFT_35164 [Chlorella variabilis]	PCFQ01000020.1 g888 [Chlorella sp. A99]
OG0002246	XP_005849051.1 hypothetical protein CHLNCDRAFT_143500 [Chlorella variabilis]	PCFQ01000015.1 g3068 [Chlorella sp. A99], PCFQ01000018.1 g413 [Chlorella sp. A99]
OG0002248	XP_005844242.1 hypothetical protein CHLNCDRAFT_139272 [Chlorella variabilis]	PCFQ01000079.1 g1535 [Chlorella sp. A99]
OG0002249	XP_005845226.1 hypothetical protein CHLNCDRAFT_137480 [Chlorella variabilis]	PCFQ01000082.1 g611 [Chlorella sp. A99]
OG0002251	XP_005846176.1 hypothetical protein CHLNCDRAFT_136183 [Chlorella variabilis]	PCFQ01000010.1 g302 [Chlorella sp. A99]
OG0002254	XP_005847992.1 hypothetical protein CHLNCDRAFT_48791 [Chlorella variabilis]	PCFQ01000058.1 g218 [Chlorella sp. A99]
OG0002256	XP_005846064.1 hypothetical protein CHLNCDRAFT_53483 [Chlorella variabilis]	PCFQ01000010.1 g371 [Chlorella sp. A99]
OG0002257	XP_005851941.1 hypothetical protein CHLNCDRAFT_48441 [Chlorella variabilis]	PCFQ01000018.1 g417 [Chlorella sp. A99]
OG0002258	XP_005845761.1 hypothetical protein CHLNCDRAFT_136403 [Chlorella variabilis], XP_005848109.1 expressed protein [Chlorella variabilis]	PCFQ01000081.1 g1663 [Chlorella sp. A99]
OG0002259	XP_005843697.1 hypothetical protein CHLNCDRAFT_54975 [Chlorella variabilis]	PCFQ01000082.1 g608 [Chlorella sp. A99]
OG0002260	XP_005848738.1 hypothetical protein CHLNCDRAFT_144431 [Chlorella variabilis]	PCFQ01000002.1 g634 [Chlorella sp. A99]
OG0002262	XP_005848671.1 hypothetical protein CHLNCDRAFT_144240 [Chlorella variabilis]	PCFQ01000005.1 g808 [Chlorella sp. A99]
OG0002264	XP_005850020.1 hypothetical protein CHLNCDRAFT_20200_ partial [Chlorella variabilis]	PCFQ01000008.1 g1176 [Chlorella sp. A99]
OG0002265	XP_005845614.1 hypothetical protein CHLNCDRAFT_56266 [Chlorella variabilis]	PCFQ01000079.1 g1328 [Chlorella sp. A99]
OG0002266	XP_005845605.1 hypothetical protein CHLNCDRAFT_136836 [Chlorella variabilis]	PCFQ01000079.1 g1330 [Chlorella sp. A99]
OG0002267	XP_005843040.1 hypothetical protein CHLNCDRAFT_141591 [Chlorella variabilis], XP_005851643.1 hypothetical protein CHLNCDRAFT_50106 [Chlorella variabilis]	PCFQ01000079.1 g1496 [Chlorella sp. A99]
OG0002268	XP_005843217.1 hypothetical protein CHLNCDRAFT_55279 [Chlorella variabilis]	PCFQ01000081.1 g1624 [Chlorella sp. A99]
OG0002269	XP_005849503.1 hypothetical protein CHLNCDRAFT_142828 [Chlorella variabilis]	PCFQ01000012.1 g1839 [Chlorella sp. A99]
OG0002270	XP_005846389.1 hypothetical protein CHLNCDRAFT_25123 [Chlorella variabilis]	PCFQ01000078.1 g1984 [Chlorella sp. A99]
OG0002271	XP_005846490.1 hypothetical protein CHLNCDRAFT_59707 [Chlorella variabilis]	PCFQ01000078.1 g2038 [Chlorella sp. A99]
OG0002272	XP_005845632.1 hypothetical protein CHLNCDRAFT_136632 [Chlorella variabilis]	PCFQ01000078.1 g2060 [Chlorella sp. A99]
OG0002273	XP_005843436.1 hypothetical protein CHLNCDRAFT_141119 [Chlorella variabilis]	PCFQ01000040.1 g2299 [Chlorella sp. A99]
OG0002274	XP_005846874.1 hypothetical protein CHLNCDRAFT_134704 [Chlorella variabilis]	PCFQ01000037.1 g2448 [Chlorella sp. A99]
OG0002275	XP_005844994.1 hypothetical protein CHLNCDRAFT_26491 [Chlorella variabilis]	PCFQ01000053.1 g2546 [Chlorella sp. A99]
OG0002276	XP_005849220.1 hypothetical protein CHLNCDRAFT_51440 [Chlorella variabilis]	PCFQ01000025.1 g2565 [Chlorella sp. A99]
OG0002277	XP_005849651.1 hypothetical protein CHLNCDRAFT_143182 [Chlorella variabilis]	PCFQ01000004.1 g2610 [Chlorella sp. A99]
OG0002278	XP_005849640.1 hypothetical protein CHLNCDRAFT_143157 [Chlorella variabilis], XP_005849900.1 hypothetical protein CHLNCDRAFT_143159 [Chlorella variabilis]	PCFQ01000004.1 g2646 [Chlorella sp. A99]
OG0002279	XP_005844005.1 hypothetical protein CHLNCDRAFT_139528 [Chlorella variabilis]	PCFQ01000004.1 g2693 [Chlorella sp. A99]
OG0002280	XP_005850951.1 hypothetical protein CHLNCDRAFT_34185 [Chlorella variabilis]	PCFQ01000011.1 g2859 [Chlorella sp. A99]
OG0002281	XP_005850959.1 hypothetical protein CHLNCDRAFT_140725 [Chlorella variabilis]	PCFQ01000011.1 g2864 [Chlorella sp. A99]
OG0002282	XP_005846229.1 hypothetical protein CHLNCDRAFT_31689 [Chlorella variabilis]	PCFQ01000011.1 g2869 [Chlorella sp. A99]
OG0002283	XP_005849067.1 hypothetical protein CHLNCDRAFT_21780_ partial [Chlorella variabilis]	PCFQ01000015.1 g2965 [Chlorella sp. A99]
OG0002284	XP_005848608.1 hypothetical protein CHLNCDRAFT_144107 [Chlorella variabilis], XP_005848836.1 hypothetical protein CHLNCDRAFT_144157 [Chlorella variabilis]	PCFQ01000015.1 g3008 [Chlorella sp. A99]
OG0002285	XP_005845231.1 hypothetical protein CHLNCDRAFT_137493 [Chlorella variabilis], XP_005850594.1 hypothetical protein CHLNCDRAFT_56001 [Chlorella variabilis]	PCFQ01000006.1 g3118 [Chlorella sp. A99]
OG0002286	XP_005850848.1 hypothetical protein CHLNCDRAFT_29752 [Chlorella variabilis]	PCFQ01000006.1 g3146 [Chlorella sp. A99]
OG0002288	XP_005852126.1 hypothetical protein CHLNCDRAFT_133217 [Chlorella variabilis]	PCFQ01000013.1 g3324 [Chlorella sp. A99]
OG0002366	XP_005843084.1 hypothetical protein CHLNCDRAFT_141632 [Chlorella variabilis]	PCFQ01000058.1 g249 [Chlorella sp. A99]
OG0002367	XP_005846946.1 hypothetical protein CHLNCDRAFT_134882 [Chlorella variabilis]	PCFQ01000005.1 g857 [Chlorella sp. A99]
OG0002369	XP_005847076.1 hypothetical protein CHLNCDRAFT_35761 [Chlorella variabilis]	PCFQ01000081.1 g1594 [Chlorella sp. A99]
OG0002370	XP_005843846.1 hypothetical protein CHLNCDRAFT_56351 [Chlorella variabilis]	PCFQ01000046.1 g1876 [Chlorella sp. A99]
OG0002371	XP_005847241.1 hypothetical protein CHLNCDRAFT_31217 [Chlorella variabilis]	PCFQ01000079.1 g1305 [Chlorella sp. A99]
OG0002372	XP_005845865.1 hypothetical protein CHLNCDRAFT_25546 [Chlorella variabilis]	PCFQ01000001.1 g1000 [Chlorella sp. A99]
OG0002373	XP_005843087.1 hypothetical protein CHLNCDRAFT_141635 [Chlorella variabilis]	PCFQ01000046.1 g1852 [Chlorella sp. A99]
OG0002376	XP_005843922.1 hypothetical protein CHLNCDRAFT_9625_ partial [Chlorella variabilis], XP_005843925.1 hypothetical protein CHLNCDRAFT_59087_ partial [Chlorella variabilis]	PCFQ01000046.1 g1871 [Chlorella sp. A99]
OG0002377	XP_005843851.1 hypothetical protein CHLNCDRAFT_32827 [Chlorella variabilis]	PCFQ01000015.1 g3091 [Chlorella sp. A99]
OG0002378	XP_005846892.1 hypothetical protein CHLNCDRAFT_134748 [Chlorella variabilis]	PCFQ01000009.1 g1693 [Chlorella sp. A99]
OG0002379	XP_005847362.1 hypothetical protein CHLNCDRAFT_56162 [Chlorella variabilis]	PCFQ01000008.1 g1134 [Chlorella sp. A99]
OG0002381	XP_005846906.1 hypothetical protein CHLNCDRAFT_134785 [Chlorella variabilis]	PCFQ01000037.1 g2523 [Chlorella sp. A99]
OG0002382	XP_005847072.1 hypothetical protein CHLNCDRAFT_134747 [Chlorella variabilis]	PCFQ01000009.1 g1692 [Chlorella sp. A99]
OG0002383	XP_005847138.1 hypothetical protein CHLNCDRAFT_14158_ partial [Chlorella variabilis]	PCFQ01000020.1 g874 [Chlorella sp. A99]
OG0002385	XP_005845662.1 hypothetical protein CHLNCDRAFT_32109 [Chlorella variabilis]	PCFQ01000079.1 g1319 [Chlorella sp. A99]
OG0002386	XP_005843115.1 V-type H+ ATPase subunit A [Chlorella variabilis]	PCFQ01000082.1 g580 [Chlorella sp. A99]
OG0002388	XP_005845515.1 hypothetical protein CHLNCDRAFT_136603 [Chlorella variabilis]	PCFQ01000079.1 g1348 [Chlorella sp. A99]
OG0002391	XP_005845580.1 hypothetical protein CHLNCDRAFT_56260 [Chlorella variabilis]	PCFQ01000079.1 g1353 [Chlorella sp. A99]
OG0002396	XP_005844218.1 hypothetical protein CHLNCDRAFT_139429 [Chlorella variabilis]	PCFQ01000079.1 g1289 [Chlorella sp. A99]
OG0002398	XP_005849113.1 hypothetical protein CHLNCDRAFT_143677 [Chlorella variabilis]	PCFQ01000015.1 g3018 [Chlorella sp. A99]
OG0002399	XP_005846206.1 hypothetical protein CHLNCDRAFT_136251 [Chlorella variabilis]	PCFQ01000010.1 g372 [Chlorella sp. A99]
OG0002403	XP_005843121.1 hypothetical protein CHLNCDRAFT_59361 [Chlorella variabilis]	PCFQ01000082.1 g583 [Chlorella sp. A99]
OG0002404	XP_005845583.1 hypothetical protein CHLNCDRAFT_25653 [Chlorella variabilis]	PCFQ01000079.1 g1343 [Chlorella sp. A99]
OG0002405	XP_005842837.1 hypothetical protein CHLNCDRAFT_28756 [Chlorella variabilis]	PCFQ01000082.1 g590 [Chlorella sp. A99]
OG0002406	XP_005845558.1 hypothetical protein CHLNCDRAFT_25749_ partial [Chlorella variabilis]	PCFQ01000079.1 g1322 [Chlorella sp. A99]
OG0002411	XP_005849318.1 hypothetical protein CHLNCDRAFT_143667 [Chlorella variabilis]	PCFQ01000079.1 g1378 [Chlorella sp. A99]
OG0002413	XP_005844201.1 hypothetical protein CHLNCDRAFT_7626_ partial [Chlorella variabilis]	PCFQ01000075.1 g1933 [Chlorella sp. A99]
OG0002414	XP_005847417.1 hypothetical protein CHLNCDRAFT_31270_ partial [Chlorella variabilis]	PCFQ01000079.1 g1292 [Chlorella sp. A99]
OG0002416	XP_005850795.1 hypothetical protein CHLNCDRAFT_140308 [Chlorella variabilis]	PCFQ01000078.1 g2000 [Chlorella sp. A99]
OG0002418	XP_005843993.1 hypothetical protein CHLNCDRAFT_56341 [Chlorella variabilis]	PCFQ01000079.1 g1477 [Chlorella sp. A99]
OG0002419	XP_005850793.1 hypothetical protein CHLNCDRAFT_140305 [Chlorella variabilis], XP_005850794.1 hypothetical protein CHLNCDRAFT_29690 [Chlorella variabilis]	PCFQ01000006.1 g3192 [Chlorella sp. A99]
OG0002420	XP_005850157.1 expressed protein [Chlorella variabilis], XP_005844320.1 hypothetical protein CHLNCDRAFT_139068 [Chlorella variabilis], XP_005850158.1 hypothetical protein CHLNCDRAFT_142309 [Chlorella variabilis]	PCFQ01000005.1 g843 [Chlorella sp. A99]
OG0002421	XP_005850494.1 DNA polymerase delta subunit [Chlorella variabilis]	PCFQ01000078.1 g1999 [Chlorella sp. A99]
OG0002422	XP_005851940.1 hypothetical protein CHLNCDRAFT_29381 [Chlorella variabilis]	PCFQ01000018.1 g390 [Chlorella sp. A99]
OG0002423	XP_005847888.1 hypothetical protein CHLNCDRAFT_14100_ partial [Chlorella variabilis]	PCFQ01000081.1 g1667 [Chlorella sp. A99]
OG0002426	XP_005847889.1 hypothetical protein CHLNCDRAFT_145247 [Chlorella variabilis]	PCFQ01000007.1 g1239 [Chlorella sp. A99]
OG0002427	XP_005849698.1 hypothetical protein CHLNCDRAFT_34815 [Chlorella variabilis]	PCFQ01000004.1 g2631 [Chlorella sp. A99]
OG0002428	XP_005848063.1 hypothetical protein CHLNCDRAFT_145276 [Chlorella variabilis]	PCFQ01000081.1 g1640 [Chlorella sp. A99]
OG0002430	XP_005843353.1 S-adenosyl-L-homocysteine hydrolase [Chlorella variabilis]	PCFQ01000002.1 g640 [Chlorella sp. A99]
OG0002432	XP_005848047.1 heat shock protein 70B [Chlorella variabilis]	PCFQ01000081.1 g1666 [Chlorella sp. A99]
OG0002434	XP_005851985.1 hypothetical protein CHLNCDRAFT_132889 [Chlorella variabilis]	PCFQ01000013.1 g3274 [Chlorella sp. A99]
OG0002440	XP_005848921.1 hypothetical protein CHLNCDRAFT_144365 [Chlorella variabilis]	PCFQ01000005.1 g783 [Chlorella sp. A99]
OG0002445	XP_005848531.1 hypothetical protein CHLNCDRAFT_22373 [Chlorella variabilis]	PCFQ01000019.1 g1810 [Chlorella sp. A99]
OG0002447	XP_005849526.1 hypothetical protein CHLNCDRAFT_21245 [Chlorella variabilis]	PCFQ01000037.1 g2344 [Chlorella sp. A99]
OG0002448	XP_005845405.1 hypothetical protein CHLNCDRAFT_136969 [Chlorella variabilis]	PCFQ01000078.1 g2183 [Chlorella sp. A99]
OG0002450	XP_005849536.1 hypothetical protein CHLNCDRAFT_142903 [Chlorella variabilis]	PCFQ01000037.1 g2382 [Chlorella sp. A99]
OG0002453	XP_005849264.1 hypothetical protein CHLNCDRAFT_51231 [Chlorella variabilis]	PCFQ01000015.1 g2993 [Chlorella sp. A99]
OG0002454	XP_005845395.1 hypothetical protein CHLNCDRAFT_25875 [Chlorella variabilis]	PCFQ01000078.1 g2202 [Chlorella sp. A99]
OG0002456	XP_005844734.1 hypothetical protein CHLNCDRAFT_32475 [Chlorella variabilis]	PCFQ01000079.1 g1450 [Chlorella sp. A99]
OG0002463	XP_005851993.1 hypothetical protein CHLNCDRAFT_33435 [Chlorella variabilis]	PCFQ01000013.1 g3349 [Chlorella sp. A99]
OG0002464	XP_005847944.1 hypothetical protein CHLNCDRAFT_57750 [Chlorella variabilis]	PCFQ01000007.1 g1184 [Chlorella sp. A99]
OG0002465	XP_005845541.1 hypothetical protein CHLNCDRAFT_25737 [Chlorella variabilis]	PCFQ01000037.1 g2483 [Chlorella sp. A99]
OG0002468	XP_005844766.1 hypothetical protein CHLNCDRAFT_58796_ partial [Chlorella variabilis]	PCFQ01000026.1 g2293 [Chlorella sp. A99]
OG0002471	XP_005844664.1 hypothetical protein CHLNCDRAFT_138549 [Chlorella variabilis]	PCFQ01000020.1 g866 [Chlorella sp. A99]
OG0002472	XP_005844789.1 hypothetical protein CHLNCDRAFT_138670 [Chlorella variabilis]	PCFQ01000079.1 g1395 [Chlorella sp. A99]
OG0002474	XP_005847884.1 hypothetical protein CHLNCDRAFT_30937 [Chlorella variabilis]	PCFQ01000081.1 g1661 [Chlorella sp. A99]
OG0002476	XP_005852124.1 hypothetical protein CHLNCDRAFT_59535 [Chlorella variabilis]	PCFQ01000013.1 g3325 [Chlorella sp. A99]
OG0002477	XP_005846777.1 hypothetical protein CHLNCDRAFT_58171 [Chlorella variabilis]	PCFQ01000001.1 g958 [Chlorella sp. A99]
OG0002479	XP_005847880.1 hypothetical protein CHLNCDRAFT_57703 [Chlorella variabilis]	PCFQ01000081.1 g1662 [Chlorella sp. A99]
OG0002482	XP_005847279.1 hypothetical protein CHLNCDRAFT_35599 [Chlorella variabilis]	PCFQ01000037.1 g2505 [Chlorella sp. A99]
OG0002483	XP_005849570.1 hypothetical protein CHLNCDRAFT_56077 [Chlorella variabilis]	PCFQ01000004.1 g2685 [Chlorella sp. A99]
OG0002484	XP_005852026.1 hypothetical protein CHLNCDRAFT_55925 [Chlorella variabilis]	PCFQ01000013.1 g3279 [Chlorella sp. A99]
OG0002485	XP_005845047.1 hypothetical protein CHLNCDRAFT_58670 [Chlorella variabilis]	PCFQ01000009.1 g1710 [Chlorella sp. A99]
OG0002486	XP_005847946.1 hypothetical protein CHLNCDRAFT_145399 [Chlorella variabilis]	PCFQ01000007.1 g1199 [Chlorella sp. A99]
OG0002488	XP_005842956.1 expressed protein [Chlorella variabilis]	PCFQ01000013.1 g3360 [Chlorella sp. A99]
OG0002490	XP_005843896.1 hypothetical protein CHLNCDRAFT_139756 [Chlorella variabilis]	PCFQ01000006.1 g3225 [Chlorella sp. A99]
OG0002492	XP_005850956.1 hypothetical protein CHLNCDRAFT_29874 [Chlorella variabilis]	PCFQ01000011.1 g2862 [Chlorella sp. A99]
OG0002494	XP_005846387.1 hypothetical protein CHLNCDRAFT_36181_ partial [Chlorella variabilis]	PCFQ01000006.1 g3189 [Chlorella sp. A99]
OG0002499	XP_005850958.1 hypothetical protein CHLNCDRAFT_19641 [Chlorella variabilis]	PCFQ01000011.1 g2863 [Chlorella sp. A99]
OG0002500	XP_005849831.1 hypothetical protein CHLNCDRAFT_142977 [Chlorella variabilis]	PCFQ01000004.1 g2684 [Chlorella sp. A99]
OG0002501	XP_005843953.1 hypothetical protein CHLNCDRAFT_59114 [Chlorella variabilis]	PCFQ01000006.1 g3218 [Chlorella sp. A99]
OG0002503	XP_005848197.1 hypothetical protein CHLNCDRAFT_145628 [Chlorella variabilis]	PCFQ01000007.1 g1181 [Chlorella sp. A99]
OG0002507	XP_005848133.1 hypothetical protein CHLNCDRAFT_145468 [Chlorella variabilis]	PCFQ01000081.1 g1627 [Chlorella sp. A99]
OG0002508	XP_005843946.1 hypothetical protein CHLNCDRAFT_27453_ partial [Chlorella variabilis]	PCFQ01000006.1 g3255 [Chlorella sp. A99]
OG0002513	XP_005851363.1 hypothetical protein CHLNCDRAFT_56646 [Chlorella variabilis]	PCFQ01000058.1 g35 [Chlorella sp. A99]
OG0002514	XP_005851358.1 hypothetical protein CHLNCDRAFT_19172_ partial [Chlorella variabilis]	PCFQ01000028.1 g2729 [Chlorella sp. A99]
OG0002516	XP_005851367.1 hypothetical protein CHLNCDRAFT_19181_ partial [Chlorella variabilis]	PCFQ01000058.1 g49 [Chlorella sp. A99]
OG0002518	XP_005847176.1 hypothetical protein CHLNCDRAFT_52849 [Chlorella variabilis]	PCFQ01000081.1 g1557 [Chlorella sp. A99]
OG0002520	XP_005847375.1 hypothetical protein CHLNCDRAFT_134191 [Chlorella variabilis]	PCFQ01000011.1 g2777 [Chlorella sp. A99]
OG0002523	XP_005845942.1 hypothetical protein CHLNCDRAFT_135925 [Chlorella variabilis]	PCFQ01000010.1 g288 [Chlorella sp. A99]
OG0002524	XP_005846917.1 hypothetical protein CHLNCDRAFT_134811 [Chlorella variabilis]	PCFQ01000081.1 g1586 [Chlorella sp. A99]
OG0002526	XP_005851732.1 hypothetical protein CHLNCDRAFT_29191 [Chlorella variabilis]	PCFQ01000013.1 g3355 [Chlorella sp. A99]
OG0002527	XP_005846967.1 hypothetical protein CHLNCDRAFT_134941 [Chlorella variabilis]	PCFQ01000081.1 g1566 [Chlorella sp. A99]
OG0002529	XP_005846983.1 hypothetical protein CHLNCDRAFT_134981 [Chlorella variabilis]	PCFQ01000081.1 g1576 [Chlorella sp. A99]
