Orthogroup	Chlorella_Sorokiniana1602	Chlorella_Vulgaris2111P
OG0004093	PRW33968.1 RNA polymerase-associated RTF1-like protein [Chlorella sorokiniana]	KAI3434930.1 hypothetical protein D9Q98_002984 [Chlorella vulgaris]
OG0004094	PRW59042.1 AP2-like ethylene-responsive transcription factor AIL1 isoform A [Chlorella sorokiniana], PRW59041.1 AP2-like ethylene-responsive transcription factor AIL1 isoform B [Chlorella sorokiniana]	KAI3438685.1 hypothetical protein D9Q98_001105 [Chlorella vulgaris]
OG0004095	PRW59387.1 Pre-rRNA-processing esf1 [Chlorella sorokiniana]	KAI3438627.1 hypothetical protein D9Q98_001049 [Chlorella vulgaris]
OG0004096	PRW45217.1 putative phosphatase 2C 76 isoform X2 [Chlorella sorokiniana]	KAI3426413.1 hypothetical protein D9Q98_008782 [Chlorella vulgaris]
OG0004098	PRW45507.1 mediator of RNA polymerase II transcription subunit 6 [Chlorella sorokiniana]	KAI3424971.1 hypothetical protein D9Q98_008352 [Chlorella vulgaris]
OG0004101	PRW57617.1 E3 ubiquitin- ligase XBAT31 [Chlorella sorokiniana]	KAI3425777.1 hypothetical protein D9Q98_007752 [Chlorella vulgaris]
OG0004102	PRW61550.1 enhancer of mRNA-decapping 4-like [Chlorella sorokiniana]	KAI3432268.1 hypothetical protein D9Q98_003828 [Chlorella vulgaris]
OG0004103	PRW58412.1 photosystem II repair PSB27- chloroplastic [Chlorella sorokiniana]	KAI3433962.1 hypothetical protein D9Q98_003764 [Chlorella vulgaris]
OG0004104	PRW58091.1 EF-hand calcium-binding domain-containing 7-like [Chlorella sorokiniana]	KAI3433817.1 hypothetical protein D9Q98_003621 [Chlorella vulgaris]
OG0004105	PRW58329.1 carbamoyl-phosphate synthase S chain [Chlorella sorokiniana]	KAI3433632.1 hypothetical protein D9Q98_003441 [Chlorella vulgaris]
OG0004106	PRW58226.1 serine threonine- kinase chloroplastic-like [Chlorella sorokiniana]	KAI3433572.1 hypothetical protein D9Q98_003383 [Chlorella vulgaris]
OG0004107	PRW58682.1 exocyst complex component SEC3A [Chlorella sorokiniana]	KAI3433569.1 hypothetical protein D9Q98_003380 [Chlorella vulgaris]
OG0004108	PRW58269.1 Aldo keto reductase family [Chlorella sorokiniana]	KAI3433531.1 hypothetical protein D9Q98_003341 [Chlorella vulgaris]
OG0004109	PRW61024.1 putative DNA helicase MCM9 isoform X1 [Chlorella sorokiniana]	KAI3435482.1 hypothetical protein D9Q98_001549 [Chlorella vulgaris]
OG0004110	PRW58666.1 ATPase family AAA domain-containing 1-like [Chlorella sorokiniana]	KAI3433373.1 hypothetical protein D9Q98_003190 [Chlorella vulgaris]
OG0004111	PRW21080.1 kinesin KIFC3 isoform X3 isoform A [Chlorella sorokiniana], PRW21081.1 kinesin KIFC3 isoform X3 isoform B [Chlorella sorokiniana]	KAI3430807.1 hypothetical protein D9Q98_009218 [Chlorella vulgaris]
OG0004112	PRW39061.1 _2Fe-2S_ ferredoxin [Chlorella sorokiniana]	KAI3431458.1 hypothetical protein D9Q98_004510 [Chlorella vulgaris]
OG0004113	PRW20644.1 Proteasome subunit alpha type-6 [Chlorella sorokiniana]	KAI3434548.1 hypothetical protein D9Q98_002621 [Chlorella vulgaris]
OG0004114	PRW05751.1 WD repeat-containing on Y chromosome-like [Chlorella sorokiniana]	KAI3431281.1 hypothetical protein D9Q98_004342 [Chlorella vulgaris]
OG0004115	PRW44326.1 Diedel [Chlorella sorokiniana], PRW58317.1 deoxyribonuclease [Chlorella sorokiniana]	KAI3431407.1 hypothetical protein D9Q98_004460 [Chlorella vulgaris]
OG0004116	PRW05782.1 EF-Hand domain-containing thioredoxin [Chlorella sorokiniana]	KAI3431308.1 hypothetical protein D9Q98_004367 [Chlorella vulgaris]
OG0004118	PRW60593.1 Histone-lysine N-methyltransferase ASHH2 [Chlorella sorokiniana]	KAI3429788.1 hypothetical protein D9Q98_010101 [Chlorella vulgaris]
OG0004119	PRW60647.1 PELOTA 1 isoform X1 [Chlorella sorokiniana]	KAI3429800.1 hypothetical protein D9Q98_010113 [Chlorella vulgaris]
OG0004120	PRW61234.1 hypothetical protein C2E21_0425 [Chlorella sorokiniana]	KAI3432815.1 hypothetical protein D9Q98_010398 [Chlorella vulgaris]
OG0004121	PRW58111.1 ADP-ribosylation crystallin J1 [Chlorella sorokiniana]	KAI3433884.1 hypothetical protein D9Q98_003686 [Chlorella vulgaris]
OG0004122	PRW59024.1 SOUL heme-binding [Chlorella sorokiniana]	KAI3438755.1 hypothetical protein D9Q98_001174 [Chlorella vulgaris]
OG0004123	PRW33333.1 carbonic anhydrase [Chlorella sorokiniana]	KAI3431708.1 hypothetical protein D9Q98_004753 [Chlorella vulgaris]
OG0004124	PRW57416.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]	KAI3431261.1 hypothetical protein D9Q98_004323 [Chlorella vulgaris]
OG0004124	PRW60136.1 Serine threonine- kinase CTR1 isoform B [Chlorella sorokiniana], PRW60135.1 Serine threonine- kinase CTR1 isoform A [Chlorella sorokiniana]	KAI3436090.1 hypothetical protein D9Q98_002148 [Chlorella vulgaris]
OG0004125	PRW20211.1 Mg2+ transporter [Chlorella sorokiniana]	KAI3430656.1 hypothetical protein D9Q98_005248 [Chlorella vulgaris]
OG0004126	PRW20268.1 sister-chromatid cohesion 3 [Chlorella sorokiniana]	KAI3430684.1 hypothetical protein D9Q98_005273 [Chlorella vulgaris]
OG0004127	PRW32864.1 U3 small nucleolar ribonucleo IMP3_ partial [Chlorella sorokiniana]	KAI3430607.1 hypothetical protein D9Q98_005200 [Chlorella vulgaris]
OG0004128	PRW20836.1 Transporter associated with antigen processing 2 isoform 1 [Chlorella sorokiniana]	KAI3430340.1 hypothetical protein D9Q98_004935 [Chlorella vulgaris]
OG0004130	PRW45391.1 dihydroorotase [Chlorella sorokiniana]	KAI3424907.1 hypothetical protein D9Q98_008291 [Chlorella vulgaris]
OG0004131	PRW45059.1 Adenylate kinase isoenzyme 6 [Chlorella sorokiniana]	KAI3426107.1 hypothetical protein D9Q98_008486 [Chlorella vulgaris]
OG0004132	PRW58489.1 amine oxidase [Chlorella sorokiniana]	KAI3433410.1 hypothetical protein D9Q98_003226 [Chlorella vulgaris]
OG0004133	PRW44905.1 serine threonine- kinase ATR [Chlorella sorokiniana]	KAI3426356.1 hypothetical protein D9Q98_008728 [Chlorella vulgaris]
OG0004134	PRW45172.1 hypothetical protein C2E21_6268 [Chlorella sorokiniana], PRW45156.1 Leucine rich repeat [Chlorella sorokiniana]	KAI3426371.1 hypothetical protein D9Q98_008743 [Chlorella vulgaris]
OG0004135	PRW56930.1 histone H3 [Chlorella sorokiniana]	KAI3429408.1 hypothetical protein D9Q98_005503 [Chlorella vulgaris]
OG0004136	PRW33589.1 ER membrane complex subunit 2 [Chlorella sorokiniana]	KAI3425316.1 hypothetical protein D9Q98_009081 [Chlorella vulgaris]
OG0004137	PRW60100.1 adenosine deaminase [Chlorella sorokiniana]	KAI3436177.1 hypothetical protein D9Q98_002232 [Chlorella vulgaris]
OG0004138	PRW39329.1 Insulin-degrading enzyme [Chlorella sorokiniana]	KAI3431613.1 hypothetical protein D9Q98_004662 [Chlorella vulgaris]
OG0004139	PRW05816.1 Tyrosine- kinase isoform SRK1 [Chlorella sorokiniana]	KAI3428796.1 hypothetical protein D9Q98_007615 [Chlorella vulgaris]
OG0004140	PRW56619.1 DNA-binding transcription factor [Chlorella sorokiniana]	KAI3428225.1 hypothetical protein D9Q98_006605 [Chlorella vulgaris]
OG0004141	PRW57026.1 haloacid dehalogenase-like hydrolase [Chlorella sorokiniana]	KAI3437766.1 hypothetical protein D9Q98_000213 [Chlorella vulgaris]
OG0004142	PRW20842.1 ATP-dependent DNA helicase DDM1 isoform X1 [Chlorella sorokiniana]	KAI3437701.1 hypothetical protein D9Q98_000150 [Chlorella vulgaris]
OG0004143	PRW61250.1 light-harvesting of photosystem I [Chlorella sorokiniana]	KAI3432376.1 hypothetical protein D9Q98_003933 [Chlorella vulgaris]
OG0004144	PRW61183.1 zinc finger matrin-type 2-like [Chlorella sorokiniana]	KAI3424274.1 hypothetical protein D9Q98_009628 [Chlorella vulgaris]
OG0004145	PRW33057.1 Degreening-related dee76 [Chlorella sorokiniana]	KAI3430471.1 hypothetical protein D9Q98_005066 [Chlorella vulgaris]
OG0004146	PRW32882.1 DNA mismatch repair [Chlorella sorokiniana]	KAI3430532.1 hypothetical protein D9Q98_005125 [Chlorella vulgaris]
OG0004147	PRW32983.1 erythromycin esterase [Chlorella sorokiniana]	KAI3430473.1 hypothetical protein D9Q98_005068 [Chlorella vulgaris], KAI3430472.1 hypothetical protein D9Q98_005067 [Chlorella vulgaris]
OG0004148	PRW60597.1 ABC transporter ATP-binding [Chlorella sorokiniana]	KAI3429636.1 hypothetical protein D9Q98_005722 [Chlorella vulgaris]
OG0004149	PRW45162.1 hypothetical protein C2E21_6125 [Chlorella sorokiniana]	KAI3426484.1 hypothetical protein D9Q98_008850 [Chlorella vulgaris]
OG0004150	PRW45012.1 serine threonine- kinase hippo-like [Chlorella sorokiniana]	KAI3426094.1 hypothetical protein D9Q98_008062 [Chlorella vulgaris]
OG0004151	PRW34069.1 Dynein regulatory complex 1 isoform B [Chlorella sorokiniana], PRW34067.1 Dynein regulatory complex 1 isoform A [Chlorella sorokiniana], PRW34068.1 Dynein regulatory complex 1 isoform C [Chlorella sorokiniana]	KAI3426074.1 hypothetical protein D9Q98_008042 [Chlorella vulgaris]
OG0004152	PRW56951.1 transcriptional regulator [Chlorella sorokiniana]	KAI3438045.1 hypothetical protein D9Q98_000488 [Chlorella vulgaris]
OG0004153	PRW59751.1 endoribonuclease Dicer-like protein 1 [Chlorella sorokiniana]	KAI3431342.1 hypothetical protein D9Q98_004399 [Chlorella vulgaris]
OG0004153	PRW32572.1 type III restriction enzyme [Chlorella sorokiniana]	KAI3438937.1 hypothetical protein D9Q98_001351 [Chlorella vulgaris]
OG0004154	PRW44405.1 psbP domain-containing chloroplastic [Chlorella sorokiniana]	KAI3428703.1 hypothetical protein D9Q98_007527 [Chlorella vulgaris]
OG0004155	PRW57182.1 serine threonine phosphatase [Chlorella sorokiniana]	KAI3437960.1 hypothetical protein D9Q98_000404 [Chlorella vulgaris]
OG0004156	PRW57164.1 mitogen-activated kinase kinase 3 [Chlorella sorokiniana]	KAI3437840.1 hypothetical protein D9Q98_000286 [Chlorella vulgaris]
OG0004157	PRW57415.1 DNA repair UVH3 isoform X2 [Chlorella sorokiniana]	KAI3438082.1 hypothetical protein D9Q98_000524 [Chlorella vulgaris]
OG0004158	PRW56164.1 DNA polymerase kappa [Chlorella sorokiniana]	KAI3436867.1 hypothetical protein D9Q98_006277 [Chlorella vulgaris]
OG0004159	PRW57149.1 3-isopropylmalate dehydratase [Chlorella sorokiniana]	KAI3437975.1 hypothetical protein D9Q98_000419 [Chlorella vulgaris]
OG0004160	PRW45740.1 periaxin isoform X1 [Chlorella sorokiniana]	KAI3424921.1 hypothetical protein D9Q98_008305 [Chlorella vulgaris]
OG0004161	PRW33082.1 Plasmid partition [Chlorella sorokiniana]	KAI3430464.1 hypothetical protein D9Q98_005059 [Chlorella vulgaris]
OG0004162	PRW33994.1 flavonol synthase flavanone 3-hydroxylase-like [Chlorella sorokiniana]	KAI3436008.1 hypothetical protein D9Q98_002065 [Chlorella vulgaris]
OG0004163	PRW44853.1 tRNA-specific adenosine deaminase 2 [Chlorella sorokiniana]	KAI3426111.1 hypothetical protein D9Q98_008490 [Chlorella vulgaris]
OG0004165	PRW33530.1 WD repeat-containing 61 [Chlorella sorokiniana]	KAI3425252.1 hypothetical protein D9Q98_009020 [Chlorella vulgaris]
OG0004167	PRW61228.1 Gamma-tubulin complex component 3 [Chlorella sorokiniana]	KAI3432368.1 hypothetical protein D9Q98_003925 [Chlorella vulgaris]
OG0004168	PRW18308.1 glutamyl-tRNA_Gln_ amidotransferase subunit chloroplastic mitochondrial [Chlorella sorokiniana]	KAI3435587.1 hypothetical protein D9Q98_001652 [Chlorella vulgaris]
OG0004169	PRW60059.1 KRR1 small subunit processome component [Chlorella sorokiniana]	KAI3435660.1 hypothetical protein D9Q98_001718 [Chlorella vulgaris]
OG0004170	PRW59568.1 nuclear cap-binding subunit 2-like [Chlorella sorokiniana]	KAI3435803.1 hypothetical protein D9Q98_001861 [Chlorella vulgaris]
OG0004171	PRW18327.1 amine oxidase [Chlorella sorokiniana]	KAI3436402.1 hypothetical protein D9Q98_005819 [Chlorella vulgaris]
OG0004172	PRW59930.1 granule-bound starch synthase chloroplastic amyloplastic-like [Chlorella sorokiniana]	KAI3435862.1 hypothetical protein D9Q98_001920 [Chlorella vulgaris]
OG0004173	PRW59870.1 outer envelope 61 [Chlorella sorokiniana]	KAI3435877.1 hypothetical protein D9Q98_001935 [Chlorella vulgaris]
OG0004174	PRW59489.1 syntaxin [Chlorella sorokiniana]	KAI3435973.1 hypothetical protein D9Q98_002031 [Chlorella vulgaris], KAI3435971.1 hypothetical protein D9Q98_002029 [Chlorella vulgaris]
OG0004175	PRW59984.1 EF-hand domain-containing 1 [Chlorella sorokiniana]	KAI3436032.1 hypothetical protein D9Q98_002089 [Chlorella vulgaris]
OG0004176	PRW60040.1 RNA binding isoform B [Chlorella sorokiniana], PRW60042.1 RNA binding isoform C [Chlorella sorokiniana], PRW60041.1 RNA binding isoform A [Chlorella sorokiniana]	KAI3436183.1 hypothetical protein D9Q98_002238 [Chlorella vulgaris]
OG0004177	PRW59578.1 deoxyhypusine hydroxylase [Chlorella sorokiniana]	KAI3436262.1 hypothetical protein D9Q98_002315 [Chlorella vulgaris]
OG0004178	PRW59641.1 chloroplastic-like isoform A [Chlorella sorokiniana], PRW59642.1 chloroplastic-like isoform B [Chlorella sorokiniana]	KAI3436377.1 hypothetical protein D9Q98_002430 [Chlorella vulgaris]
OG0004179	PRW58952.1 putative serine threonine- kinase [Chlorella sorokiniana]	KAI3438948.1 hypothetical protein D9Q98_001362 [Chlorella vulgaris]
OG0004180	PRW59333.1 LHCP TRANSLOCATION DEFECT-like [Chlorella sorokiniana]	KAI3438519.1 hypothetical protein D9Q98_000947 [Chlorella vulgaris]
OG0004181	PRW58846.1 nucleobase-ascorbate transporter 3 [Chlorella sorokiniana]	KAI3424449.1 hypothetical protein D9Q98_010001 [Chlorella vulgaris]
OG0004182	PRW59176.1 fructose-1_6-bisphosphate aldolase [Chlorella sorokiniana]	KAI3438960.1 hypothetical protein D9Q98_001374 [Chlorella vulgaris], KAI3423022.1 hypothetical protein D9Q98_010706 [Chlorella vulgaris]
OG0004183	PRW44613.1 pyruvate dehydrogenase E1 component subunit beta- chloroplastic-like [Chlorella sorokiniana]	KAI3428642.1 hypothetical protein D9Q98_007465 [Chlorella vulgaris]
OG0004184	PRW44339.1 Carboxypeptidase Taq [Chlorella sorokiniana]	KAI3428600.1 hypothetical protein D9Q98_007423 [Chlorella vulgaris]
OG0004185	PRW57200.1 metallophosphoesterase [Chlorella sorokiniana], PRW60250.1 ser thr phosphatase family [Chlorella sorokiniana]	KAI3429468.1 hypothetical protein D9Q98_005560 [Chlorella vulgaris]
OG0004186	PRW58823.1 G -coupled seven transmembrane receptor [Chlorella sorokiniana]	KAI3438938.1 hypothetical protein D9Q98_001352 [Chlorella vulgaris]
OG0004187	PRW56464.1 glycosyl hydrolase family 43 [Chlorella sorokiniana]	KAI3423861.1 hypothetical protein D9Q98_009695 [Chlorella vulgaris]
OG0004188	PRW59293.1 26S proteasome non-ATPase regulatory subunit 8-like protein A [Chlorella sorokiniana]	KAI3438650.1 hypothetical protein D9Q98_001072 [Chlorella vulgaris]
OG0004189	PRW61101.1 transmembrane 184A-like [Chlorella sorokiniana]	KAI3432627.1 hypothetical protein D9Q98_004173 [Chlorella vulgaris]
OG0004190	PRW56595.1 Phosphatase chloroplastic [Chlorella sorokiniana]	KAI3428298.1 hypothetical protein D9Q98_006677 [Chlorella vulgaris]
OG0004191	PRW56657.1 Protein CLEC16A [Chlorella sorokiniana]	KAI3428328.1 hypothetical protein D9Q98_006708 [Chlorella vulgaris]
OG0004192	PRW56009.1 light-harvesting of photosystem I [Chlorella sorokiniana]	KAI3436553.1 hypothetical protein D9Q98_005969 [Chlorella vulgaris]
OG0004193	PRW56118.1 light harvesting complex a [Chlorella sorokiniana]	KAI3436554.1 hypothetical protein D9Q98_005970 [Chlorella vulgaris]
OG0004194	PRW56126.1 aldo keto reductase [Chlorella sorokiniana]	KAI3436551.1 hypothetical protein D9Q98_005967 [Chlorella vulgaris]
OG0004195	PRW55987.1 proline synthase co-transcribed bacterial-like protein -like [Chlorella sorokiniana]	KAI3436435.1 hypothetical protein D9Q98_005852 [Chlorella vulgaris]
OG0004196	PRW50853.1 peptide methionine sulfoxide reductase [Chlorella sorokiniana]	KAI3429687.1 hypothetical protein D9Q98_005772 [Chlorella vulgaris]
OG0004198	PRW56182.1 Selenocysteine-specific elongation factor [Chlorella sorokiniana]	KAI3436710.1 hypothetical protein D9Q98_006125 [Chlorella vulgaris]
OG0004199	PRW56223.1 U6 snRNA-associated Sm LSm6 [Chlorella sorokiniana]	KAI3436425.1 hypothetical protein D9Q98_005842 [Chlorella vulgaris]
OG0004200	PRW56050.1 histone acetyltransferase complex component [Chlorella sorokiniana]	KAI3436392.1 hypothetical protein D9Q98_005809 [Chlorella vulgaris]
OG0004201	PRW33882.1 mitochondrial import inner membrane translocase subunit Tim17 Tim22 Tim23 family isoform B [Chlorella sorokiniana], PRW33881.1 mitochondrial import inner membrane translocase subunit Tim17 Tim22 Tim23 family isoform A [Chlorella sorokiniana]	KAI3434918.1 hypothetical protein D9Q98_002972 [Chlorella vulgaris]
OG0004202	PRW33903.1 optic atrophy 3-like protein [Chlorella sorokiniana]	KAI3434916.1 hypothetical protein D9Q98_002970 [Chlorella vulgaris]
OG0004203	PRW33314.1 cyanate hydratase [Chlorella sorokiniana]	KAI3431673.1 hypothetical protein D9Q98_004720 [Chlorella vulgaris]
OG0004204	PRW57976.1 generic methyltransferase isoform A [Chlorella sorokiniana], PRW57977.1 generic methyltransferase isoform B [Chlorella sorokiniana]	KAI3434706.1 hypothetical protein D9Q98_002767 [Chlorella vulgaris]
OG0004205	PRW57757.1 RNA methylase [Chlorella sorokiniana]	KAI3434751.1 hypothetical protein D9Q98_002811 [Chlorella vulgaris]
OG0004206	PRW57616.1 thioredoxin [Chlorella sorokiniana]	KAI3434749.1 hypothetical protein D9Q98_002809 [Chlorella vulgaris]
OG0004207	PRW57912.1 Surfeit locus 2 [Chlorella sorokiniana]	KAI3434604.1 hypothetical protein D9Q98_002672 [Chlorella vulgaris]
OG0004208	PRW56230.1 import inner membrane translocase subunit Tim22 [Chlorella sorokiniana]	KAI3436827.1 hypothetical protein D9Q98_006237 [Chlorella vulgaris]
OG0004209	PRW55974.1 Ca-transporting ATPase [Chlorella sorokiniana]	KAI3436891.1 hypothetical protein D9Q98_006299 [Chlorella vulgaris]
OG0004210	PRW56077.1 tRNA-splicing ligase-like protein [Chlorella sorokiniana]	KAI3436888.1 hypothetical protein D9Q98_006296 [Chlorella vulgaris]
OG0004211	PRW18401.1 MPBQ MSBQ methyltransferase [Chlorella sorokiniana]	KAI3435514.1 hypothetical protein D9Q98_001580 [Chlorella vulgaris]
OG0004212	PRW05742.1 putative aarF domain-containing kinase chloroplastic [Chlorella sorokiniana], PRW51014.1 putative aarF domain-containing kinase chloroplastic [Chlorella sorokiniana]	KAI3427277.1 hypothetical protein D9Q98_007209 [Chlorella vulgaris]
OG0004213	PRW33323.1 15-cis-zeta-carotene [Chlorella sorokiniana]	KAI3431840.1 hypothetical protein D9Q98_010592 [Chlorella vulgaris]
OG0004214	PRW05953.1 Peptide methionine sulfoxide reductase [Chlorella sorokiniana]	KAI3427427.1 hypothetical protein D9Q98_010342 [Chlorella vulgaris]
OG0004216	PRW56393.1 histone-lysine N- H3 lysine-9 specific SUVH4-like [Chlorella sorokiniana]	KAI3428118.1 hypothetical protein D9Q98_006501 [Chlorella vulgaris]
OG0004217	PRW60644.1 nicotinate phosphoribosyltransferase [Chlorella sorokiniana]	KAI3429358.1 hypothetical protein D9Q98_005453 [Chlorella vulgaris]
OG0004218	PRW60264.1 ribonuclease H2 subunit B [Chlorella sorokiniana]	KAI3429307.1 hypothetical protein D9Q98_005402 [Chlorella vulgaris]
OG0004219	PRW60294.1 adenylate and guanylate cyclase catalytic domain-containing [Chlorella sorokiniana]	KAI3429227.1 hypothetical protein D9Q98_005326 [Chlorella vulgaris]
OG0004220	PRW60370.1 Metalloendopeptidase family-saccharolysin & thimet oligopeptidase _ISS_ [Chlorella sorokiniana]	KAI3429403.1 hypothetical protein D9Q98_005498 [Chlorella vulgaris]
OG0004221	PRW05823.1 Proteasome maturation isoform B [Chlorella sorokiniana], PRW05822.1 Proteasome maturation isoform A [Chlorella sorokiniana]	KAI3428826.1 hypothetical protein D9Q98_007643 [Chlorella vulgaris]
OG0004222	PRW56128.1 replication A 14 kDa subunit B [Chlorella sorokiniana]	KAI3436844.1 hypothetical protein D9Q98_006254 [Chlorella vulgaris]
OG0004223	PRW34036.1 ataxin-10-like [Chlorella sorokiniana]	KAI3426095.1 hypothetical protein D9Q98_008063 [Chlorella vulgaris]
OG0004224	PRW57243.1 riboflavin biosynthesis chloroplastic [Chlorella sorokiniana]	KAI3438050.1 hypothetical protein D9Q98_000493 [Chlorella vulgaris]
OG0004225	PRW60267.1 farnesyl diphosphate synthase [Chlorella sorokiniana]	KAI3429529.1 hypothetical protein D9Q98_005617 [Chlorella vulgaris]
OG0004227	PRW39172.1 mismatch repair endonuclease PMS2 [Chlorella sorokiniana]	KAI3431618.1 hypothetical protein D9Q98_004667 [Chlorella vulgaris]
OG0004228	PRW33193.1 ribosome biogenesis WDR12-like protein [Chlorella sorokiniana]	KAI3431770.1 hypothetical protein D9Q98_010526 [Chlorella vulgaris]
