Orthogroup	Chlorella_Sorokiniana1602	Auxenochlorella_protothecoides
OG0002402	PRW60953.1 DEAD-box ATP-dependent RNA helicase 5 [Chlorella sorokiniana]	RMZ52245.1 hypothetical protein APUTEX25_001635 [Auxenochlorella protothecoides]
OG0002403	PRW61453.1 Splicing factor 3B subunit 2 [Chlorella sorokiniana]	RMZ52247.1 hypothetical protein APUTEX25_001637 [Auxenochlorella protothecoides]
OG0002404	PRW61006.1 20S proteasome beta type 4 [Chlorella sorokiniana]	RMZ52264.1 hypothetical protein APUTEX25_001654 [Auxenochlorella protothecoides]
OG0002405	PRW61230.1 Inner membrane alx [Chlorella sorokiniana]	RMZ52266.1 hypothetical protein APUTEX25_001656_ partial [Auxenochlorella protothecoides]
OG0002406	PRW61152.1 GTPase-activating gyp1 [Chlorella sorokiniana]	RMZ52268.1 hypothetical protein APUTEX25_001658 [Auxenochlorella protothecoides]
OG0002407	PRW21034.1 SAND-like isoform X1 [Chlorella sorokiniana]	RMZ52282.1 hypothetical protein APUTEX25_001672 [Auxenochlorella protothecoides]
OG0002408	PRW61176.1 hypothetical protein C2E21_0267 [Chlorella sorokiniana]	RMZ52306.1 hypothetical protein APUTEX25_005059 [Auxenochlorella protothecoides]
OG0002409	PRW61450.1 iron-sulfur cluster biosynthesis family [Chlorella sorokiniana]	RMZ52309.1 hypothetical protein APUTEX25_005062 [Auxenochlorella protothecoides]
OG0002410	PRW61430.1 Acetylglutamate kinase [Chlorella sorokiniana]	RMZ52310.1 hypothetical protein APUTEX25_005063_ partial [Auxenochlorella protothecoides]
OG0002411	PRW61009.1 ABC transporter ATP-binding [Chlorella sorokiniana]	RMZ52316.1 hypothetical protein APUTEX25_005069 [Auxenochlorella protothecoides]
OG0002412	PRW60163.1 allantoinase 1 [Chlorella sorokiniana]	RMZ52327.1 hypothetical protein APUTEX25_005080 [Auxenochlorella protothecoides]
OG0002413	PRW61150.1 large subunit GTPase 1-like protein [Chlorella sorokiniana]	RMZ52332.1 hypothetical protein APUTEX25_005085 [Auxenochlorella protothecoides]
OG0002414	PRW44367.1 ribose-phosphate pyrophosphokinase [Chlorella sorokiniana]	RMZ52348.1 hypothetical protein APUTEX25_001710 [Auxenochlorella protothecoides]
OG0002415	PRW60347.1 Pantoate--beta-alanine ligase [Chlorella sorokiniana]	RMZ52356.1 hypothetical protein APUTEX25_000631 [Auxenochlorella protothecoides]
OG0002416	PRW18379.1 electron transfer flavo subunit beta [Chlorella sorokiniana]	RMZ52362.1 hypothetical protein APUTEX25_000637_ partial [Auxenochlorella protothecoides]
OG0002417	PRW60324.1 Mitochondrial thiamine pyrophosphate carrier [Chlorella sorokiniana]	RMZ52367.1 hypothetical protein APUTEX25_000642 [Auxenochlorella protothecoides]
OG0002418	PRW33017.1 valyl-tRNA synthetase [Chlorella sorokiniana]	RMZ52371.1 hypothetical protein APUTEX25_000646 [Auxenochlorella protothecoides]
OG0002419	PRW18326.1 GPI mannosyltransferase 3 [Chlorella sorokiniana]	RMZ52394.1 hypothetical protein APUTEX25_000669_ partial [Auxenochlorella protothecoides]
OG0002420	PRW56605.1 4-hydroxyphenylacetate isomerase [Chlorella sorokiniana]	RMZ52390.1 hypothetical protein APUTEX25_000665 [Auxenochlorella protothecoides]
OG0002421	PRW18348.1 DNA polymerase delta catalytic subunit [Chlorella sorokiniana]	RMZ52391.1 hypothetical protein APUTEX25_000666 [Auxenochlorella protothecoides]
OG0002422	PRW60697.1 DNA damage-binding 1 [Chlorella sorokiniana]	RMZ52412.1 hypothetical protein APUTEX25_000687_ partial [Auxenochlorella protothecoides]
OG0002423	PRW57244.1 archease-like [Chlorella sorokiniana]	RMZ52425.1 hypothetical protein APUTEX25_000004 [Auxenochlorella protothecoides]
OG0002424	PRW32899.1 L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase-like [Chlorella sorokiniana]	RMZ52429.1 hypothetical protein APUTEX25_000008 [Auxenochlorella protothecoides]
OG0002425	PRW20827.1 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit mitochondrial [Chlorella sorokiniana]	RMZ52432.1 hypothetical protein APUTEX25_000011 [Auxenochlorella protothecoides]
OG0002426	PRW57302.1 Calcium-transporting endoplasmic reticulum-type [Chlorella sorokiniana]	RMZ52434.1 hypothetical protein APUTEX25_000013_ partial [Auxenochlorella protothecoides]
OG0002427	PRW58936.1 Eukaryotic translation initiation factor 5B [Chlorella sorokiniana]	RMZ52435.1 hypothetical protein APUTEX25_000014 [Auxenochlorella protothecoides]
OG0002428	PRW57236.1 ubiquinone biosynthesis methyltransferase [Chlorella sorokiniana]	RMZ52437.1 hypothetical protein APUTEX25_000016_ partial [Auxenochlorella protothecoides]
OG0002429	PRW57070.1 putative U6 snRNA-associated Sm LSm4 [Chlorella sorokiniana]	RMZ52443.1 hypothetical protein APUTEX25_000022_ partial [Auxenochlorella protothecoides]
OG0002430	PRW32849.1 S-adenosyl-L-homocysteine hydrolase [Chlorella sorokiniana]	RMZ52454.1 hypothetical protein APUTEX25_000033 [Auxenochlorella protothecoides]
OG0002431	PRW56949.1 putative chlorophyll_ide_ b reductase chloroplastic isoform B [Chlorella sorokiniana], PRW56950.1 putative chlorophyll_ide_ b reductase chloroplastic isoform A [Chlorella sorokiniana]	RMZ52461.1 hypothetical protein APUTEX25_000040 [Auxenochlorella protothecoides]
OG0002432	PRW57247.1 heat shock 70B [Chlorella sorokiniana]	RMZ52463.1 hypothetical protein APUTEX25_000042 [Auxenochlorella protothecoides]
OG0002433	PRW56928.1 mitochondrial iron import [Chlorella sorokiniana]	RMZ52464.1 hypothetical protein APUTEX25_000043 [Auxenochlorella protothecoides]
OG0002434	PRW60227.1 rhamnose biosynthetic enzyme 1 [Chlorella sorokiniana]	RMZ52474.1 hypothetical protein APUTEX25_003617 [Auxenochlorella protothecoides]
OG0002435	PRW59081.1 DEAD-box ATP-dependent RNA helicase 20-like [Chlorella sorokiniana]	RMZ52478.1 hypothetical protein APUTEX25_003621 [Auxenochlorella protothecoides]
OG0002436	PRW59263.1 exportin-T isoform X1 [Chlorella sorokiniana]	RMZ52492.1 hypothetical protein APUTEX25_003635_ partial [Auxenochlorella protothecoides]
OG0002437	PRW58791.1 ALBINO3 chloroplastic [Chlorella sorokiniana]	RMZ52500.1 hypothetical protein APUTEX25_003643_ partial [Auxenochlorella protothecoides]
OG0002438	PRW59265.1 pre translocase subunit [Chlorella sorokiniana]	RMZ52503.1 hypothetical protein APUTEX25_003646_ partial [Auxenochlorella protothecoides]
OG0002439	PRW58988.1 UPF0586 C9orf41 [Chlorella sorokiniana]	RMZ52515.1 hypothetical protein APUTEX25_003658 [Auxenochlorella protothecoides]
OG0002440	PRW50958.1 DNA cross-link repair SNM1 isoform X1 [Chlorella sorokiniana]	RMZ52521.1 hypothetical protein APUTEX25_003664 [Auxenochlorella protothecoides]
OG0002441	PRW59335.1 Phosphoribosylaminoimidazole-succinocarboxam ide chloroplastic [Chlorella sorokiniana]	RMZ52527.1 hypothetical protein APUTEX25_003670 [Auxenochlorella protothecoides]
OG0002442	PRW59224.1 hypothetical protein C2E21_2083 [Chlorella sorokiniana]	RMZ52533.1 hypothetical protein APUTEX25_003676_ partial [Auxenochlorella protothecoides]
OG0002443	PRW59729.1 Choline ethanolamine kinase [Chlorella sorokiniana]	RMZ52540.1 hypothetical protein APUTEX25_003683 [Auxenochlorella protothecoides]
OG0002444	PRW58805.1 sh3 domain-containing [Chlorella sorokiniana], PRW33059.1 hypothetical protein C2E21_8119 [Chlorella sorokiniana]	RMZ52542.1 hypothetical protein APUTEX25_003685_ partial [Auxenochlorella protothecoides]
OG0002445	PRW45130.1 peptidyl-prolyl cis-trans isomerase CYP22 isoform X1 [Chlorella sorokiniana]	RMZ52545.1 hypothetical protein APUTEX25_003688_ partial [Auxenochlorella protothecoides]
OG0002446	PRW50844.1 Translational activator GCN1 isoform B [Chlorella sorokiniana], PRW50843.1 Translational activator GCN1 isoform A [Chlorella sorokiniana]	RMZ52547.1 hypothetical protein APUTEX25_003690 [Auxenochlorella protothecoides]
OG0002447	PRW59004.1 Peroxisome biogenesis 5 [Chlorella sorokiniana]	RMZ52553.1 hypothetical protein APUTEX25_003696_ partial [Auxenochlorella protothecoides]
OG0002448	PRW60053.1 Xanthine dehydrogenase [Chlorella sorokiniana]	RMZ52554.1 hypothetical protein APUTEX25_003697_ partial [Auxenochlorella protothecoides]
OG0002449	PRW51047.1 YIPF5-like protein [Chlorella sorokiniana]	RMZ52556.1 hypothetical protein APUTEX25_003699_ partial [Auxenochlorella protothecoides]
OG0002450	PRW58899.1 rubisco small subunit N-methyltransferase [Chlorella sorokiniana]	RMZ52564.1 hypothetical protein APUTEX25_003707 [Auxenochlorella protothecoides]
OG0002451	PRW45238.1 nifU mitochondrial [Chlorella sorokiniana]	RMZ52565.1 hypothetical protein APUTEX25_003708 [Auxenochlorella protothecoides]
OG0002452	PRW50845.1 mitochondrial import inner membrane translocase subunit tim16-like isoform A [Chlorella sorokiniana], PRW50846.1 mitochondrial import inner membrane translocase subunit tim16-like isoform B [Chlorella sorokiniana]	RMZ52577.1 hypothetical protein APUTEX25_003720 [Auxenochlorella protothecoides]
OG0002453	PRW34063.1 EXECUTER chloroplastic [Chlorella sorokiniana]	RMZ52585.1 hypothetical protein APUTEX25_003611_ partial [Auxenochlorella protothecoides]
OG0002454	PRW59583.1 ankyrin repeat [Chlorella sorokiniana]	RMZ52616.1 hypothetical protein APUTEX25_000735 [Auxenochlorella protothecoides]
OG0002455	PRW20668.1 adenylate kinase [Chlorella sorokiniana]	RMZ52620.1 hypothetical protein APUTEX25_000739 [Auxenochlorella protothecoides]
OG0002456	PRW21001.1 aldehyde dehydrogenase [Chlorella sorokiniana]	RMZ52629.1 hypothetical protein APUTEX25_000748 [Auxenochlorella protothecoides]
OG0002458	PRW60225.1 UPF0568 C14orf166-like protein [Chlorella sorokiniana]	RMZ52647.1 hypothetical protein APUTEX25_000766 [Auxenochlorella protothecoides]
OG0002459	PRW59563.1 glutathione S-transferase isoform B [Chlorella sorokiniana], PRW59564.1 glutathione S-transferase isoform A [Chlorella sorokiniana]	RMZ52651.1 hypothetical protein APUTEX25_000770 [Auxenochlorella protothecoides]
OG0002460	PRW20638.1 notchless-like protein [Chlorella sorokiniana]	RMZ52657.1 hypothetical protein APUTEX25_000776_ partial [Auxenochlorella protothecoides]
OG0002461	PRW58994.1 peroxisome biogenesis 2 isoform X1 [Chlorella sorokiniana]	RMZ52658.1 hypothetical protein APUTEX25_000777 [Auxenochlorella protothecoides]
OG0002462	PRW20559.1 hypothetical protein C2E21_8897 [Chlorella sorokiniana]	RMZ52659.1 hypothetical protein APUTEX25_000778 [Auxenochlorella protothecoides]
OG0002463	PRW60318.1 hypothetical protein C2E21_0727 [Chlorella sorokiniana]	RMZ52660.1 hypothetical protein APUTEX25_000779 [Auxenochlorella protothecoides]
OG0002464	PRW57116.1 putative alpha_alpha-trehalose-phosphate synthase [UDP-forming] 7 [Chlorella sorokiniana]	RMZ52664.1 hypothetical protein APUTEX25_000783_ partial [Auxenochlorella protothecoides]
OG0002465	PRW44413.1 DNA replication licensing factor MCM3 [Chlorella sorokiniana]	RMZ52665.1 hypothetical protein APUTEX25_000784_ partial [Auxenochlorella protothecoides]
OG0002466	PRW44355.1 G8 domain-containing [Chlorella sorokiniana]	RMZ52666.1 hypothetical protein APUTEX25_000785_ partial [Auxenochlorella protothecoides]
OG0002467	PRW60191.1 tyrosine phosphatase [Chlorella sorokiniana]	RMZ52670.1 hypothetical protein APUTEX25_000789_ partial [Auxenochlorella protothecoides]
OG0002468	PRW21088.1 Peptide-N_4_-_N-acetyl-beta-D-glucosaminyl_a sparagine amidase F [Chlorella sorokiniana], PRW45563.1 Peptide-N_4_-_N-acetyl-beta-D-glucosaminyl_a sparagine amidase F [Chlorella sorokiniana]	RMZ52684.1 hypothetical protein APUTEX25_000803 [Auxenochlorella protothecoides]
OG0002469	PRW58069.1 Dol-P-Man_Man_5_ c_2_-PP-Dol alpha-1_3-mannosyltransferase isoform A [Chlorella sorokiniana]	RMZ52687.1 hypothetical protein APUTEX25_000806 [Auxenochlorella protothecoides]
OG0002470	PRW44322.1 Surfeit locus 1 [Chlorella sorokiniana]	RMZ52689.1 hypothetical protein APUTEX25_000808_ partial [Auxenochlorella protothecoides]
OG0002471	PRW21108.1 multidrug resistance-associated 1 isoform X3 [Chlorella sorokiniana]	RMZ52713.1 hypothetical protein APUTEX25_000832 [Auxenochlorella protothecoides]
OG0002472	PRW21004.1 Vacuolar transporter chaperone 1 [Chlorella sorokiniana]	RMZ52718.1 hypothetical protein APUTEX25_000837 [Auxenochlorella protothecoides]
OG0002473	PRW34096.1 RNA polymerase I-specific transcription initiation factor RRN3-like [Chlorella sorokiniana]	RMZ52724.1 hypothetical protein APUTEX25_000843_ partial [Auxenochlorella protothecoides]
OG0002474	PRW57074.1 carboxyl-terminal-processing peptidase chloroplastic [Chlorella sorokiniana]	RMZ52727.1 hypothetical protein APUTEX25_000846_ partial [Auxenochlorella protothecoides]
OG0002475	PRW60493.1 ATP-dependent helicase hrq1 isoform X1 [Chlorella sorokiniana]	RMZ52736.1 hypothetical protein APUTEX25_000855_ partial [Auxenochlorella protothecoides]
OG0002476	PRW33045.1 traB domain-containing -like [Chlorella sorokiniana], PRW60821.1 traB domain-containing -like [Chlorella sorokiniana]	RMZ52745.1 hypothetical protein APUTEX25_000864 [Auxenochlorella protothecoides]
OG0002477	PRW45416.1 transcription elongation factor SPT6 isoform B [Chlorella sorokiniana], PRW45415.1 transcription elongation factor SPT6 isoform A [Chlorella sorokiniana]	RMZ52752.1 hypothetical protein APUTEX25_000871 [Auxenochlorella protothecoides]
OG0002478	PRW60263.1 hypothetical protein C2E21_1177 [Chlorella sorokiniana]	RMZ52764.1 hypothetical protein APUTEX25_000883_ partial [Auxenochlorella protothecoides]
OG0002479	PRW57519.1 putative aarF domain-containing kinase chloroplastic [Chlorella sorokiniana]	RMZ52779.1 hypothetical protein APUTEX25_000898 [Auxenochlorella protothecoides]
OG0002480	PRW20735.1 ELC-like [Chlorella sorokiniana]	RMZ52781.1 hypothetical protein APUTEX25_000900 [Auxenochlorella protothecoides]
OG0002481	PRW59048.1 60S ribosomal L38 [Chlorella sorokiniana]	RMZ52816.1 hypothetical protein APUTEX25_000935_ partial [Auxenochlorella protothecoides]
OG0002482	PRW44618.1 Exosome complex exonuclease RRP44 [Chlorella sorokiniana]	RMZ52829.1 hypothetical protein APUTEX25_000948_ partial [Auxenochlorella protothecoides]
OG0002483	PRW59022.1 DEAD-box ATP-dependent RNA helicase 8 [Chlorella sorokiniana]	RMZ52831.1 hypothetical protein APUTEX25_000950_ partial [Auxenochlorella protothecoides]
OG0002484	PRW60717.1 serine threonine phosphatase 2A 57 kDa regulatory subunit B theta isoform-like [Chlorella sorokiniana]	RMZ52845.1 hypothetical protein APUTEX25_000964 [Auxenochlorella protothecoides]
OG0002485	PRW45653.1 Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase mitochondrial [Chlorella sorokiniana]	RMZ52861.1 hypothetical protein APUTEX25_000980 [Auxenochlorella protothecoides]
OG0002486	PRW57506.1 Proline dehydrogenase [Chlorella sorokiniana]	RMZ52863.1 hypothetical protein APUTEX25_000982 [Auxenochlorella protothecoides]
OG0002487	PRW60620.1 homocysteine S-methyltransferase isoform A [Chlorella sorokiniana], PRW60619.1 homocysteine S-methyltransferase isoform B [Chlorella sorokiniana]	RMZ52866.1 hypothetical protein APUTEX25_000985 [Auxenochlorella protothecoides]
OG0002488	PRW20167.1 Oxidoreductase NAD-binding Rossmann fold [Chlorella sorokiniana]	RMZ52871.1 hypothetical protein APUTEX25_000990 [Auxenochlorella protothecoides]
OG0002489	PRW20336.1 UDP-N-acetylglucosamine transferase subunit ALG14-like protein [Chlorella sorokiniana]	RMZ52875.1 hypothetical protein APUTEX25_000994 [Auxenochlorella protothecoides]
OG0002490	PRW20642.1 U3 small nucleolar RNA-associated 15 [Chlorella sorokiniana]	RMZ52882.1 hypothetical protein APUTEX25_001001 [Auxenochlorella protothecoides]
OG0002491	PRW56036.1 AP-4 complex subunit mu [Chlorella sorokiniana]	RMZ52889.1 hypothetical protein APUTEX25_001008 [Auxenochlorella protothecoides]
OG0002492	PRW56061.1 photosystem I reaction center subunit III [Chlorella sorokiniana]	RMZ52897.1 hypothetical protein APUTEX25_001016 [Auxenochlorella protothecoides]
OG0002493	PRW32984.1 ubiquinone biosynthesis [Chlorella sorokiniana]	RMZ52912.1 hypothetical protein APUTEX25_001031_ partial [Auxenochlorella protothecoides]
OG0002494	PRW59759.1 putative sucrose-phosphate synthase 3 isoform X1 [Chlorella sorokiniana]	RMZ52913.1 hypothetical protein APUTEX25_001032_ partial [Auxenochlorella protothecoides]
OG0002495	PRW20902.1 Geranylgeranyl transferase type-2 subunit alpha [Chlorella sorokiniana]	RMZ52920.1 hypothetical protein APUTEX25_001039_ partial [Auxenochlorella protothecoides]
OG0002496	PRW20894.1 folate-biopterin transporter chloroplastic [Chlorella sorokiniana]	RMZ52922.1 hypothetical protein APUTEX25_001041 [Auxenochlorella protothecoides]
OG0002497	PRW56023.1 type II cytoskeletal 2 epidermal [Chlorella sorokiniana]	RMZ52924.1 hypothetical protein APUTEX25_001043 [Auxenochlorella protothecoides]
OG0002498	PRW60629.1 hypothetical protein C2E21_0788 [Chlorella sorokiniana]	RMZ52938.1 hypothetical protein APUTEX25_001057 [Auxenochlorella protothecoides]
OG0002499	PRW59014.1 zinc finger CCCH domain-containing 19 [Chlorella sorokiniana], PRW39288.1 sulfatase [Chlorella sorokiniana], PRW59250.1 sulfatase [Chlorella sorokiniana], PRW55969.1 RNA binding rRNA processing [Chlorella sorokiniana]	RMZ52942.1 hypothetical protein APUTEX25_001061_ partial [Auxenochlorella protothecoides]
OG0002500	PRW58842.1 CD2 antigen cytoplasmic tail-binding 2 [Chlorella sorokiniana]	RMZ52950.1 hypothetical protein APUTEX25_001069 [Auxenochlorella protothecoides]
OG0002501	PRW20751.1 survival of motor neuron-related-splicing factor 30 [Chlorella sorokiniana]	RMZ52956.1 hypothetical protein APUTEX25_001075_ partial [Auxenochlorella protothecoides]
OG0002502	PRW57084.1 N-alpha-acetyltransferase auxiliary subunit [Chlorella sorokiniana]	RMZ52958.1 hypothetical protein APUTEX25_001077_ partial [Auxenochlorella protothecoides]
OG0002503	PRW20900.1 RRP5-like protein [Chlorella sorokiniana]	RMZ52959.1 hypothetical protein APUTEX25_001078 [Auxenochlorella protothecoides]
OG0002504	PRW60420.1 elongator complex 4 [Chlorella sorokiniana]	RMZ52972.1 hypothetical protein APUTEX25_001091_ partial [Auxenochlorella protothecoides]
OG0002505	PRW44435.1 DNA methyltransferase 1-associated 1 [Chlorella sorokiniana]	RMZ52982.1 hypothetical protein APUTEX25_001101_ partial [Auxenochlorella protothecoides]
OG0002506	PRW20976.1 calcium-transporting ATPase endoplasmic reticulum-type isoform A [Chlorella sorokiniana], PRW20975.1 calcium-transporting ATPase endoplasmic reticulum-type isoform B [Chlorella sorokiniana]	RMZ52992.1 hypothetical protein APUTEX25_001111_ partial [Auxenochlorella protothecoides]
OG0002507	PRW20957.1 RING finger 121 [Chlorella sorokiniana]	RMZ53015.1 hypothetical protein APUTEX25_001134 [Auxenochlorella protothecoides]
OG0002508	PRW20749.1 Serine threonine- kinase rio2 [Chlorella sorokiniana]	RMZ53016.1 hypothetical protein APUTEX25_001135 [Auxenochlorella protothecoides]
OG0002509	PRW45723.1 la 1 [Chlorella sorokiniana]	RMZ53027.1 hypothetical protein APUTEX25_001146_ partial [Auxenochlorella protothecoides]
OG0002510	PRW45691.1 serine threonine- kinase receptor R831 [Chlorella sorokiniana], PRW45678.1 serine threonine- kinase [Chlorella sorokiniana], PRW45562.1 serine threonine- kinase receptor R831 [Chlorella sorokiniana]	RMZ53032.1 hypothetical protein APUTEX25_001151 [Auxenochlorella protothecoides]
